Administration_route,Application_date,Application_year,Current_status,Dataset,Decision,Decision_date,Decision_year,Disease_class(es),Document_name,Drug_class,Drug_name,Indication_approved,Indication_approved_extracted,Indication_extended,Indication_requested,Indication_requested_extracted,Marketing_authorisation_holder,Marketing_authorisation_holder_extracted,Marketing_authorisation_number,Non_proprietary_name,Nonclinical_abridged,Orphan_drug_status,Pharmaceutical_form,Procedure_number,Referral_body,Agency
intravitreal,28.05.2021,2021,authorised,ema,approved,21.07.2022,2022,"diseases of the eye and adnexa; endocrine, nutritional, and metabolic diseases",vabysmo-epar-public-assessment-report_en.pdf,biologics,vabysmo,neovascular (wet) age-related macular degeneration (namd); visual impairment due to diabetic macular oedema (dme),<macular degeneration>; <diabetic retinopathy>,no,neovascular (wet) age-related macular degeneration (namd); visual impairment due to diabetic macular oedema (dme),<macular degeneration>; <diabetic macular edema>,roche registration gmbh,roche,ema/687844/2022,faricimab,no,no,solution,emea/h/c/005642/0000,na,EMA
oral,25.10.2021,2021,authorised,ema,approved,23.02.2023,2023,"diseases of the blood and blood-forming organs; endocrine, nutritional, and metabolic diseases",vafseo-epar-public-assessment-report_en.pdf,small molecule,vafseo,treatment of anaemia associated with chronic kidney disease (ckd) in adults,<anemia>; <chronic kidney disease>,no,treatment of anaemia associated with chronic kidney disease (ckd) in adults,<anemia>; <chronic kidney disease>,akebia europe limited,akebia,ema/130457/2023,vadadustat,no,no,tablet,emea/h/c/005131/0000,na,EMA
oral,06.09.2007,2007,authorised,ema,approved,20.11.2008,2008,mental and behavioural disorders,valdoxan-epar-public-assessment-report_en.pdf,small molecule,valdoxan,treatment of major depressive episodes in adults,"<depressive disorder, major>",no,treatment of major depressive disorder in adults,"<depressive disorder, major>",les laboratoires servier,servier,ema/655251/2008,agomelatine,no,no,tablet,emea/h/c/000915,na,EMA
subcutaneous,,,withdrawn,ema,approved,,2006,"endocrine, nutritional, and metabolic diseases",valtropin-epar-scientific-discussion_en.pdf,biologics,valtropin,long-term treatment of children with growth failure due to an inadequate secretion of normal endogenous growth hormone; treatment of short stature in children with turner syndrome; treatment of growth retardation in pre-pubertal children with chronic renal insufficiency; replacement therapy in adults with pronounced growth hormone deficiency of either childhood or adult-onset aetiology,<short stature>; <turner syndrome>; <growth retardation>; <chronic kidney insufficiency>; <growth hormone deficiency>,no,long-term treatment of children with growth failure due to an inadequate secretion of normal endogenous growth hormone; treatment of short stature in children with turner syndrome; treatment of growth retardation in pre-pubertal children with chronic renal insufficiency; replacement therapy in adults with pronounced growth hormone deficiency of either childhood or adult-onset aetiology,<growth disorders>; <turner syndrome>; <chronic kidney disease>,biopartners gmbh,biopartners,ema/000000/2006,somatropin,yes,no,powder,emea/h/c/000000,chmp,EMA
oral,23.06.2022,2022,authorised,ema,approved,14.09.2023,2023,neoplasms; diseases of the blood and blood-forming organs,vanflyta-epar-public-assessment-report_en.pdf,small molecule,vanflyta,"vanflyta is indicated in combination with standard cytarabine and anthracycline induction and standard cytarabine consolidation chemotherapy, and as continuation monotherapy following consolidation, for the treatment of adult patients with newly diagnosed acute myeloid leukaemia (aml) that is fms-like tyrosine kinase 3 internal tandem duplication (flt3-itd) positive.","<leukemia, myeloid, acute>",no,"vanflyta is indicated in combination with standard cytarabine and anthracycline induction and standard cytarabine consolidation chemotherapy, and as continuation monotherapy following consolidation, for the treatment of adult patients with newly diagnosed acute myeloid leukaemia (aml) that is fms-like tyrosine kinase 3 internal tandem duplication (flt3-itd) positive.","<leukemia, myeloid, acute>",daiichi sankyo europe gmbh,daiichi sankyo,ema/443555/2023,quizartinib,no,no,tablet,emea/h/c/005910/0000,na,EMA
inhalation,31.07.2018,2018,authorised,ema,approved,13.12.2018,2018,infectious and parasitic diseases; diseases of the respiratory system,vantobra-previously-tobramycin-pari-epar-public-assessment-report_en.pdf,small molecule,tobramycin pari,management of chronic pulmonary infection due to pseudomonas aeruginosa in patients aged 6 years and older with cystic fibrosis (cf),<chronic pulmonary infection>; <cystic fibrosis>,yes,management of chronic pulmonary infection due to pseudomonas aeruginosa in patients aged 6 years and older with cystic fibrosis (cf),<cystic fibrosis>,pari pharma gmbh,pari,ema/901707/2018,tobramycin,yes,no,solution,emea/h/c/005086/0000,,EMA
oral,30.09.2013,2013,authorised,ema,approved,25.09.2014,2014,neoplasms; diseases of the respiratory system,vargatef-epar-public-assessment-report_en.pdf,small molecule,vargatef,"in combination with docetaxel for the treatment of adult patients with locally advanced, metastatic or locally recurrent non-small cell lung cancer (nsclc) of adenocarcinoma tumour histology after first-line chemotherapy.",<non-small-cell lung carcinoma>,no,"in combination with docetaxel for the treatment of patients with locally advanced, metastatic or recurrent non-small cell lung cancer (nsclc) of adenocarcinoma tumour histology after first line chemotherapy.",<non-small cell lung carcinoma>,boehringer ingelheim international gmbh,boehringer ingelheim,ema/chmp/726072/2014,nintedanib,no,no,capsule,emea/h/c/002569/0000,na,EMA
oral,02.03.2016,2016,withdrawn,ema,approved,23.02.2017,2017,neoplasms,varuby-epar-public-assessment-report_en.pdf,small molecule,varuby,prevention of nausea and vomiting associated with initial and repeat courses of highly and moderately emetogenic cancer chemotherapy in adults,<neoplasms>,no,prevention of nausea and vomiting associated with initial and repeat courses of highly and moderately emetogenic cancer chemotherapy in adults,<neoplasms>,tesaro uk limited,tesaro,ema/239011/2017,rolapitant,no,no,tablet,emea/h/c/004196/0000,na,EMA
oral,11.01.2019,2019,authorised,ema,approved,30.01.2020,2020,infectious and parasitic diseases,vaxchora-epar-public-assessment-report_en.pdf,vaccine,vaxchora,active immunisation against disease caused by vibrio cholerae serogroup o1 in adults and children aged 6 years and older,<cholera>,no,active immunisation against disease caused by vibrio cholerae serogroup o1 in adults and children aged 6 years and older,<cholera>,emergent netherlands b.v.,emergent,ema/82271/2020,"cholera vaccine, oral, live",yes,no,powder,emea/h/c/003876/0000,chmp,EMA
intramuscular,17.12.2014,2014,authorised,ema,approved,17.12.2015,2015,infectious and parasitic diseases,vaxelis-epar-public-assessment-report_en.pdf,vaccine,vaxelis,"primary and booster vaccination against diphtheria, tetanus, pertussis, hepatitis b, poliomyelitis and invasive diseases caused by haemophilus influenzae type b (hib), in children from the age of 6 weeks up to the fifth birthday",<diphtheria>; <tetanus>; <pertussis>; <hepatitis b>; <poliomyelitis>; <haemophilus infections>,no,"primary and booster vaccination against diphtheria, tetanus, pertussis, hepatitis b, poliomyelitis and invasive diseases caused by haemophilus influenzae type b (hib), in children from the age of 6 weeks up to the fifth birthday",<diphtheria>; <tetanus>; <pertussis>; <hepatitis b>; <poliomyelitis>; <haemophilus infections>,sanofi pasteur msd snc,sanofi pasteur,ema/chmp/72003/2016,"diphtheria, tetanus, pertussis (acellular, component), hepatitis b (rdna), poliomyelitis (inactivated) and haemophilus type b conjugate vaccine (adsorbed)",yes,no,suspension,emea/h/c/003982/0000,,EMA
intramuscular,19.11.2020,2020,authorised,ema,approved,14.10.2021,2021,infectious and parasitic diseases; diseases of the respiratory system,vaxneuvance-epar-public-assessment-report_en.pdf,vaccine,vaxneuvance,active immunisation for the prevention of invasive disease and pneumonia caused by streptococcus pneumoniae in adults 18 years of age and older,<streptococcal infections>; <pneumonia>,no,active immunisation for the prevention of invasive disease and pneumonia caused by streptococcus pneumoniae in adults 18 years of age and older,<streptococcal infections>; <pneumonia>,merck sharp & dohme b.v.,merck sharp & dohme,ema/620380/2021,pneumococcal polysaccharide conjugate vaccine (adsorbed),no,no,suspension,emea/h/c/005477/0000,na,EMA
oral,08.11.2019,2019,authorised,ema,approved,28.01.2021,2021,diseases of the circulatory system,vazkepa-epar-public-assessment-report_en.pdf,small molecule,vazkepa,"to reduce the risk of cardiovascular events in adult statin-treated patients at high cardiovascular risk with elevated triglycerides (≥150 mg/dl) and established cardiovascular disease, or diabetes, and at least one other cardiovascular risk factor",<diabetes mellitus>; <cardiovascular diseases>,no,to reduce cardiovascular risk as an adjunct to statin therapy in adult patients with elevated triglyceride levels and other risk factors for cardiovascular disease,<hypertriglyceridemia>; <cardiovascular diseases>,amarin pharmaceuticals ireland limited,amarin,ema/145271/2021,icosapent ethyl,yes,no,capsule,emea/h/c/005398/0000,,EMA
oral,07.09.2007,2007,authorised,ema,approved,29.05.2009,2009,"endocrine, nutritional, and metabolic diseases",vedrop-epar-public-assessment-report_en.pdf,other,vedrop,vitamin e deficiency due to digestive malabsorption in paediatric patients suffering from congenital chronic cholestasis or hereditary chronic cholestasis.,<cholestasis>,no,"vitamin e deficiency due to digestive malabsorption in paediatric patients suffering from cystic fibrosis, congenital chronic cholestasis or hereditary chronic cholestasis.","<cystic fibrosis>; <cholestasis, chronic>",orphan europe s.a.r.l.,orphan europe,ema/485798/2009,tocofersolan,no,yes,solution,emea/h/c/000920,na,EMA
intravenous,05.06.2020,2020,authorised,ema,approved,25.06.2020,2020,infectious and parasitic diseases,veklury-epar-public-assessment-report_en.pdf,small molecule,veklury,"treatment of coronavirus disease 2019 (covid-19) in adults and adolescents (aged 12 years and older with body weight at least 40 kg) with pneumonia who may or may not be receiving supplemental oxygen or ventilatory support, or who are receiving supplemental oxygen or ventilatory support.",<coronavirus infections>; <pneumonia>,no,"treatment of coronavirus disease 2019 (covid-19) in adults and adolescents (aged 12 years and older with body weight at least 40 kg) with pneumonia who may or may not be receiving supplemental oxygen or ventilatory support, or who are receiving supplemental oxygen or ventilatory support.",<coronavirus infections>; <pneumonia>,gilead sciences ireland uc,gilead,ema/357513/2020,remdesivir,no,no,concentrate,emea/h/c/005622/0000,na,EMA
intravenous,,,authorised,ema,approved,26.04.2004,2004,neoplasms; diseases of the blood and blood-forming organs,velcade-epar-scientific-discussion_en.pdf,small molecule,velcade,treatment of patients with multiple myeloma who have received at least two prior therapies and have demonstrated disease progression on the last therapy.,<multiple myeloma>,no,treatment of patients with multiple myeloma who have received at least two prior therapies and have demonstrated disease progression on the last therapy.,<multiple myeloma>,"millennium pharmaceuticals, inc.",millennium,ema/000327/2004,bortezomib,no,no,lyophilisate,emea/h/c/000327,na,EMA
oral,30.04.2007,2007,authorised,ema,approved,16.07.2008,2008,"endocrine, nutritional, and metabolic diseases",velmetia-epar-public-assessment-report_en.pdf,small molecule,velmetia,"for patients with type 2 diabetes mellitus: velmetia is indicated as an adjunct to diet and exercise to improve glycaemic control in patients inadequately controlled on their maximal tolerated dose of metformin alone or those already being treated with the combination of sitagliptin and metformin. velmetia is also indicated in combination with a sulphonylurea (i.e., triple combination therapy) as an adjunct to diet and exercise in patients inadequately controlled on their maximal tolerated dose of metformin and a sulphonylurea.",<type 2 diabetes mellitus>,no,"for patients with type 2 diabetes mellitus: velmetia is indicated as an adjunct to diet and exercise to improve glycaemic control in patients inadequately controlled on metformin alone or those already being treated with the combination of sitagliptin and metformin. velmetia is also indicated in combination with a sulphonylurea (i.e., triple combination therapy) as an adjunct to diet and exercise in patients inadequately controlled with any two of the three agents: metformin, sitagliptin, or a sulphonylurea.",<type 2 diabetes mellitus>,merck sharp & dohme ltd.,merck sharp & dohme,ema/348473/2008,sitagliptin / metformin hydrochloride,no,no,tablet,emea/h/c/000862,na,EMA
oral,19.12.2012,2012,authorised,ema,approved,26.06.2014,2014,"endocrine, nutritional, and metabolic diseases",velphoro-epar-public-assessment-report_en.pdf,other,velphoro,control of serum phosphorus levels in adult chronic kidney disease (ckd) patients on haemodialysis (hd) or peritoneal dialysis (pd),<chronic kidney disease>,no,control of serum phosphorus levels in adult chronic kidney disease (ckd) patients on haemodialysis (hd) or peritoneal dialysis (pd),<chronic kidney disease>,vifor fresenius medical care renal pharma france,vifor fresenius medical care renal,ema/567960/2014,"mixture of polynuclear iron(iii)-oxyhydroxide, sucrose and starches",no,no,tablet,emea/h/c/002705/0000,na,EMA
oral,11.11.2022,2022,authorised,ema,approved,14.12.2023,2023,diseases of the digestive system,velsipity-epar-public-assessment-report_en.pdf,small molecule,velsipity,"treatment of patients 16 years of age and older with moderately to severely active ulcerative colitis (uc) who have had an inadequate response, lost response, or were intolerant to either conventional therapy, or a biological agent",<ulcerative colitis>,no,"treatment of patients 16 years of age and older with moderately to severely active ulcerative colitis (uc) who have had an inadequate response, lost response, or were intolerant to either conventional therapy or an advanced treatment",<ulcerative colitis>,pfizer europe ma eeig,pfizer,ema/6733/2024,etrasimod,no,no,tablet,emea/h/c/006007/0000,na,EMA
oral,15.04.2016,2016,authorised (under additional monitoring),ema,approved,18.05.2017,2017,diseases of the genitourinary system,veltassa-epar-public-assessment-report_en.pdf,other,veltassa,treatment of hyperkalaemia in adult patients,<hyperkalemia>,no,treatment of hyperkalaemia in adult patients,<hyperkalemia>,vifor fresenius medical care renal pharma france,fresenius,ema/chmp/424270/2017,patiromer,no,no,powder,emea/h/c/004180/0000,na,EMA
oral,27.01.2016,2016,authorised,ema,approved,10.11.2016,2016,infectious and parasitic diseases; diseases of the digestive system,vemlidy-epar-public-assessment-report_en.pdf,small molecule,vemlidy,tenofovir alafenamide is indicated for the treatment of chronic hepatitis b in adults.,<chronic hepatitis b>,no,tenofovir alafenamide is indicated for the treatment of chronic hepatitis b in adults.,<chronic hepatitis b>,gilead sciences international ltd,gilead,ema/793580/2016,tenofovir alafenamide,no,no,tablet,emea/h/c/004169/0000,na,EMA
oral,13.11.2015,2015,authorised,ema,approved,13.10.2016,2016,neoplasms; diseases of the blood and blood-forming organs,venclyxto-epar-public-assessment-report_en.pdf,small molecule,venclyxto,treatment of chronic lymphocytic leukaemia (cll) in the presence of 17p deletion or tp53 mutation in adult patients who are unsuitable for or have failed a b-cell receptor pathway inhibitor,"<leukemia, lymphocytic, chronic, b-cell>",no,treatment of adult patients with chronic lymphocytic leukaemia (cll) in the presence of 17p deletion or tp53 mutations,"<leukemia, lymphocytic, chronic, b-cell>",abbvie ltd.,abbvie,ema/725631/2016,venetoclax,no,yes,tablet,emea/h/c/004106/0000,na,EMA
oral,24.08.2022,2022,authorised,ema,approved,12.10.2023,2023,"endocrine, nutritional, and metabolic diseases",veoza-epar-public-assessment-report_en.pdf,small molecule,veoza,treatment of moderate to severe vasomotor symptoms associated with menopause,<hot flashes>,no,treatment of moderate to severe vasomotor symptoms associated with menopause,<menopause>,astellas pharma europe b.v.,astellas,ema/528775/2023,fezolinetant,no,no,tablet,emea/h/c/005851/0000,na,EMA
intramuscular,21.10.2010,2010,withdrawn,ema,approved,15.12.2011,2011,infectious and parasitic diseases,vepacel-epar-public-assessment-report_en.pdf,vaccine,vepacel,prophylaxis of h5n1 subtype of influenza a in either a pre-pandemic or pandemic situation in adults aged 18 years and older,<influenza>,no,prophylaxis of h5n1 subtype of influenza a in either a pre-pandemic or pandemic situation in adults aged 18 years and older,<influenza>,baxter innovations gmbh,baxter,,"a/h5n1 pre-pandemic influenza vaccine (whole virion, vero cell derived, inactivated)",no,no,suspension,emea/h/c/002089,na,EMA
epilesional,28.11.2016,2016,authorised,ema,approved,14.09.2017,2017,diseases of the circulatory system,veraseal-epar-public-assessment-report_en.pdf,biologics,veraseal,supportive treatment in adults where standard surgical techniques are insufficient: for improvement of haemostasis; as suture support in vascular surgery.,not reported,no,supportive treatment in adults where standard surgical techniques are insufficient: for improvement of haemostasis; as suture support in vascular surgery.,not reported,"instituto grifols, s.a.",grifols,ema/734511/2017,human fibrinogen / human thrombin,no,no,solution,emea/h/c/004446/0000,na,EMA
ocular,16.12.2016,2016,authorised,ema,approved,20.07.2017,2017,diseases of the eye and adnexa,verkazia-epar-public-assessment-report_en.pdf,peptides and proteins,verkazia,treatment of severe vernal keratoconjunctivitis (vkc) in children and adolescents from 4 to 18 years old,<vernal keratoconjunctivitis>,no,treatment of severe vernal keratoconjunctivitis (vkc) in children and adolescents from 4 to 18 years old,<vernal keratoconjunctivitis>,santen oy,santen,ema/505143/2017,ciclosporin,yes,yes,eye drops,emea/h/c/004411/0000,,EMA
oral,27.05.2020,2020,authorised,ema,approved,20.05.2021,2021,diseases of the circulatory system,verquvo-epar-public-assessment-report_en.pdf,small molecule,verquvo,treatment of symptomatic chronic heart failure in adult patients with reduced ejection fraction who are stabilised after a recent decompensation event requiring iv therapy,<heart failure>,no,treatment of symptomatic chronic heart failure in adult patients with ejection fraction less than 45% who had a previous worsening heart failure event,<heart failure>,bayer ag,bayer,ema/394228/2021,vericiguat,no,no,tablet,emea/h/c/005319/0000,na,EMA
oral,27.07.2017,2017,authorised,ema,approved,26.07.2018,2018,neoplasms,verzenios-epar-public-assessment-report_en.pdf,small molecule,verzenios,"treatment of women with hormone receptor (hr) positive, human epidermal growth factor receptor 2 (her2) negative locally advanced or metastatic breast cancer",<breast neoplasms>,no,"treatment of women with hormone receptor (hr) positive, human epidermal growth factor receptor 2 (her2) negative locally advanced or metastatic breast cancer",<breast neoplasms>,eli lilly nederland b.v.,eli lilly,ema/551438/2018,abemaciclib,no,no,tablet,emea/h/c/004302/0000,na,EMA
ocular,28.07.2023,2023,authorised,ema,approved,25.07.2024,2024,diseases of the eye and adnexa,vevizye-epar-public-assessment-report_en.pdf,small molecule,vevizye,"treatment of dry eye disease in adult patients, which has not improved despite treatment with tear substitutes.",<dry eye syndromes>,no,"treatment of dry eye disease in adult patients, which has not improved despite treatment with tear substitutes.",<dry eye syndromes>,novaliq gmbh,novaliq,ema/439518/2024,ciclosporin,no,no,solution,emea/h/c/006250/0000,na,EMA
intravenous,22.05.2017,2017,authorised,ema,approved,28.06.2018,2018,diseases of the blood and blood-forming organs,veyvondi-epar-public-assessment-report_en.pdf,biologics,veyvondi,treatment of haemorrhage and surgical bleeding; prevention of surgical bleeding in adults with von willebrand disease (vwd),<hemorrhage>; <surgical bleeding>; <von willebrand disease>,no,prevention and treatment of bleeding episodes in adults diagnosed with von willebrand disease (vwd); perioperative management in adults diagnosed with vwd,<von willebrand disease>,baxalta innovations gmbh,baxalta,ema/chmp/204179/2018,vonicog alfa,no,no,lyophilisate,emea/h/c/004454/0000,na,EMA
intravenous,27.10.2009,2009,withdrawn,ema,approved,19.05.2011,2011,infectious and parasitic diseases; diseases of the respiratory system,vibativ-epar-public-assessment-report_en.pdf,biologics,vibativ,"nosocomial pneumonia (np) including ventilator associated pneumonia, known or suspected to be caused by methicillin-resistant staphylococcus aureus (mrsa)",<nosocomial infections>; <pneumonia>,no,complicated skin and soft tissue infections; nosocomial pneumonia (including ventilator-associated pneumonia),"<skin diseases>; <soft tissue infections>; <pneumonia, ventilator-associated>; <pneumonia>",astellas pharma europe b.v.,astellas,ema/1240/2011,telavancin,no,no,lyophilisate,emea/h/c/1240,na,EMA
subcutaneous,23.05.2008,2008,authorised,ema,approved,23.04.2009,2009,"endocrine, nutritional, and metabolic diseases",victoza-epar-public-assessment-report_en.pdf,peptides and proteins,victoza,"treatment of adults with type 2 diabetes mellitus to achieve glycaemic control: in combination with: metformin or a sulphonylurea, in patients with insufficient glycaemic control despite maximal tolerated dose of monotherapy with metformin or sulphonylurea in combination with: metformin and a sulphonylurea or metformin and a thiazolidinedione in patients with insufficient glycaemic control despite dual therapy","<diabetes mellitus, type 2>",no,"as an adjunct to diet and exercise to achieve glycaemic control in patients with type 2 diabetes mellitus. victoza is indicated for once-daily administration as: monotherapy; combination therapy with one or more oral antidiabetic drugs (metformin, sulphonylureas or a thiazolidinedione) when previous therapy does not achieve adequate glycaemic control.",<type 2 diabetes mellitus>,novo nordisk a/s,novo nordisk,ema/379172/2009,liraglutide,no,no,solution,emea/h/c/001026,na,EMA
oral,23.11.2010,2010,withdrawn,ema,approved,19.05.2011,2011,infectious and parasitic diseases,victrelis-epar-public-assessment-report_en.pdf,small molecule,victrelis,"treatment of chronic hepatitis c (hcv) genotype 1 infection, in combination with peginterferon alpha and ribavirin, in adult patients with compensated liver disease who are previously untreated or who have failed previous therapy",<chronic hepatitis c>,no,"treatment of chronic hepatitis c (hcv) genotype 1 infection, in combination with peginterferon alpha and ribavirin, in adult patients with compensated liver disease who are previously untreated or who have failed previous therapy",<chronic hepatitis c>,merck sharp & dohme ltd,merck sharp & dohme,ema/chmp/314280/2011,boceprevir,no,no,capsule,emea/h/c/002332,na,EMA
subcutaneous,09.01.2008,2008,authorised,ema,approved,17.12.2008,2008,diseases of the blood and blood-forming organs; neoplasms,vidaza-epar-public-assessment-report_en.pdf,small molecule,vidaza,"treatment of adult patients who are not eligible for haematopoietic stem cell transplantation with: intermediate-2 and high-risk myelodysplastic syndromes (mds) according to the international prognostic scoring system (ipss), chronic myelomonocytic leukaemia (cmml) with 10-29 % marrow blasts without myeloproliferative disorder, or acute myeloid leukaemia (aml) with 20-30 % blasts and multi-lineage dysplasia, according to world health organisation (who) classification.","<myelodysplastic syndromes>; <leukemia, myelomonocytic, chronic>; <leukemia, myeloid, acute>",no,"treatment of patients who are not eligible for haematopoietic stem cell transplantation with: intermediate-2 and high-risk myelodysplastic syndromes (mds) according to the international prognostic scoring system (ipss), chronic myelomonocytic leukemia (cmmol (10%-29% marrow blasts without myeloproliferative disorder)), acute myeloid leukemia (aml) with 20-30% blasts and multi-lineage dysplasia, according to world health organisation (who) classification.","<myelodysplastic syndromes>; <leukemia, myelomonocytic, chronic>; <leukemia, myeloid, acute>",celgene europe ltd,celgene,ema/593162/2008,azacitidine,no,yes,powder,emea/h/c/000978,na,EMA
intramuscular,29.03.2022,2022,withdrawn,ema,approved,10.11.2022,2022,infectious and parasitic diseases,vidprevtyn-beta-epar-public-assessment-report_en.pdf,vaccine,vidprevtyn beta,"vidprevtyn beta is indicated for active immunisation to prevent covid-19 caused by sars-cov-2, in individuals 18 years of age and older previously vaccinated against covid-19.",<covid-19>,yes,"vidprevtyn beta is indicated for active immunisation to prevent covid-19 caused by sars-cov-2, in individuals 18 years of age and older previously vaccinated against covid-19.",<covid-19>,sanofi pasteur,sanofi,ema/893684/2022,"covid-19 vaccine (recombinant, adjuvanted)",no,no,solution; emulsion,emea/h/c/005754/0000,na,EMA
oral,06.05.2014,2014,withdrawn,ema,approved,20.11.2014,2014,infectious and parasitic diseases,viekirax-epar-public-assessment-report_en.pdf,small molecule,viekirax,viekirax is indicated in combination with other medicinal products for the treatment of chronic hepatitis c (chc) in adults.,<chronic hepatitis c>,no,viekirax is indicated in combination with other medicinal products for the treatment of chronic hepatitis c (chc) in adults.,<chronic hepatitis c>,abbvie ltd.,abbvie,ema/768346/2014,ombitasvir / paritaprevir / ritonavir,no,no,tablet,emea/h/c/003839/0000,na,EMA
intravenous,28.09.2016,2016,authorised (under additional monitoring),ema,approved,15.12.2016,2016,diseases of the blood and blood-forming organs,vihuma-epar-public-assessment-report_en.pdf,biologics,vihuma,treatment and prophylaxis of bleeding in patients with haemophilia a (congenital factor viii deficiency).,<hemophilia a>,no,treatment and prophylaxis of bleeding in patients with haemophilia a (congenital factor viii deficiency).,<hemophilia a>,octapharma ab,octapharma,ema/chmp/814221/2016,simoctocog alfa,yes,no,powder; solvent,emea/h/c/004459/0000,,EMA
oral,23.10.2020,2020,authorised,ema,approved,27.01.2022,2022,"endocrine, nutritional, and metabolic diseases",vildagliptin-metformin-hydrochloride-accord-epar-public-assessment-report_en.pdf,small molecule,vildagliptin/metformin hydrochloride accord,indicated as an adjunct to diet and exercise to improve glycaemic control in adults with type 2 diabetes mellitus.,<type 2 diabetes mellitus>,no,indicated as an adjunct to diet and exercise to improve glycaemic control in adults with type 2 diabetes mellitus.,<type 2 diabetes mellitus>,accord healthcare s.l.u.,accord,ema/246681/2022,vildagliptin / metformin hydrochloride,yes,no,tablet,emea/h/c/005738/0000,na,EMA
intravenous,23.04.2013,2013,authorised,ema,approved,20.02.2014,2014,diseases of the musculoskeletal system and connective tissue; diseases of the respiratory system; diseases of the circulatory system; diseases of the nervous system,vimizim-epar-public-assessment-report_en.pdf,biologics,vimizim,"vimizim is indicated for the treatment of mucopolysaccharidosis, type iva (morquio a syndrome, mps iva) in patients of all ages.",<mucopolysaccharidoses>,no,"vimizim is indicated for the treatment of mucopolysaccharidosis, type iva (morquio a syndrome, mps iva)",<mucopolysaccharidoses>,biomarin europe ltd,biomarin,ema/357933/2014,elosulfase alfa,no,yes,solution,emea/h/c/002779/0000,na,EMA
oral; intravenous,02.05.2007,2007,authorised,ema,approved,26.06.2008,2008,diseases of the nervous system,vimpat-epar-public-assessment-report_en.pdf,small molecule,vimpat,adjunctive therapy in the treatment of partial-onset seizures with or without secondary generalization in patients with epilepsy aged 16 years and older,<epilepsy>,no,adjunctive therapy in the treatment of partial-onset seizures with or without secondary generalization in patients with epilepsy aged 16 years and older,<epilepsy>,ucb pharma s.a.,ucb,,lacosamide,no,no,tablet; solution; solution,emea/h/c/000863,na,EMA
oral,30.05.2012,2012,authorised,ema,approved,25.07.2013,2013,"endocrine, nutritional, and metabolic diseases",vipdomet-epar-public-assessment-report_en.pdf,small molecule,vipdomet,treatment of adult patients aged 18 years and older with type 2 diabetes mellitus,<type 2 diabetes mellitus>,no,treatment of adult patients aged 18 years and older with type 2 diabetes mellitus,<type 2 diabetes mellitus>,takeda pharma a/s,takeda,ema/207158/2013,alogliptin / metformin,no,no,tablet,emea/h/c/002654/0000,na,EMA
oral,02.05.2012,2012,authorised,ema,approved,25.07.2013,2013,"endocrine, nutritional, and metabolic diseases",vipidia-epar-public-assessment-report_en.pdf,small molecule,vipidia,to improve glycaemic control in adult patients with type 2 diabetes mellitus in combination with other antidiabetic agents.,<type 2 diabetes mellitus>,no,to improve glycaemic control in adult patients with type 2 diabetes mellitus in combination with other antidiabetic agents.,<type 2 diabetes mellitus>,takeda pharma a/s,takeda,ema/207780/2013,alogliptin,no,no,tablet,emea/h/c/002182/0000,na,EMA
intramuscular,,,withdrawn,ema,approved,21.10.1999,1999,infectious and parasitic diseases,viraferon-epar-scientific-discussion_en.pdf,biologics,viraferon,"chronic hepatitis b: treatment of adult patients with chronic hepatitis b associated with evidence of hepatitis b viral replication (presence of hbv-dna and hbeag), elevated alt and histologically proven active liver inflammation and/or fibrosis. chronic hepatitis c: treatment of adult patients with chronic hepatitis c who have elevated transaminases without liver decompensation and who are positive for serum hcv-rna or anti-hcv.",<chronic hepatitis b>; <chronic hepatitis c>,yes,treatment of chronic hepatitis b and chronic hepatitis c,<chronic hepatitis b>; <chronic hepatitis c>,sp europe,not reported,,interferon alfa-2b,no,no,solution,,na,EMA
subcutaneous,,,withdrawn,ema,approved,06.02.2002,2002,infectious and parasitic diseases,viraferonpeg-epar-scientific-discussion_en.pdf,peptides and proteins,viraferonpeg,treatment of adult patients with histologically proven chronic hepatitis c who have elevated transaminases without liver decompensation and who are positive for serum hcv-rna or anti-hcv.,<chronic hepatitis c>,yes,treatment of adult patients with histologically proven chronic hepatitis c who have elevated transaminases without liver decompensation and who are positive for serum hcv-rna or anti-hcv.,<chronic hepatitis c>,,not reported,,peginterferon alfa-2b,yes,no,powder; solvent,,cpmp,EMA
oral,,,authorised,ema,approved,22.10.1997,1997,infectious and parasitic diseases,viramune-epar-scientific-discussion_en.pdf,small molecule,viramune,antiviral treatment of hiv-1 infected patients with advanced or progressive immunodeficiency,<hiv infections>,no,antiviral treatment of hiv-1 infected patients with advanced or progressive immunodeficiency,<acquired immunodeficiency syndrome>,,not reported,,nevirapine,no,no,tablet,,na,EMA
oral,22.05.2012,2012,withdrawn,ema,approved,19.09.2013,2013,infectious and parasitic diseases,vitekta-epar-public-assessment-report_en.pdf,small molecule,vitekta,"in co-administration with a ritonavir-boosted protease inhibitor and with other antiretroviral agent, treatment of hiv-1 infection in adults who are infected with hiv-1 without known mutations associated with resistance to elvitegravir",<hiv infections>,no,"in co-administration with a ritonavir-boosted protease inhibitor and with other antiretroviral agent, treatment of hiv-1 infection in adults who are infected with hiv-1 without known mutations associated with resistance to elvitegravir",<hiv infections>,gilead sciences international ltd,gilead,ema/701401/2013,elvitegravir,no,no,tablet,emea/h/c/002577/0000,na,EMA
