Administration_route,Application_date,Application_year,Current_status,Decision,Decision_date,Decision_year,Disease_class(es),Document_name,Drug_class,Drug_name,Indication_approved,Indication_approved_extracted,Indication_extended,Indication_requested,Indication_requested_extracted,Marketing_authorisation_holder,Marketing_authorisation_holder_extracted,Marketing_authorisation_number,Non_proprietary_name,Nonclinical_abridged,Orphan_drug_status,Pharmaceutical_form,Procedure_number,Referral_body
Intravenous,01.08.2022,2022,authorised (under additional monitoring),approved,07.07.2023,2023,Diseases of the genitourinary system,auspar-idefirix-240509.pdf,Biologics,Idefirix,Desensitisation treatment of highly sensitised adult kidney transplant candidates prior to kidney transplantation from a donor against whom there is a positive cross-match.,<End Stage Renal Disease>,no,Desensitisation treatment of highly sensitised adult kidney patients with a positive cross match against an available donor prior to kidney transplantation.,<End Stage Kidney Disease>,Hansa Biopharma,Hansa,391413,Imlifidase,no,yes,Powder for concentrate for solution for infusion,PM-2022-02499-1-2,NA
Intravenous,Not reported,Not reported,authorised,approved,29.07.2011,2011,Diseases of the musculoskeletal system and connective tissue,auspar-aclasta.pdf,Small molecule,Aclasta/Osteovan,"Treatment of osteoporosis in postmenopausal women to reduce the incidence of hip, vertebral and non-vertebral fractures. Treatment of osteoporosis in patients over 50 years of age with a history of at least one low trauma hip fracture, to reduce the incidence of further fracture. To increase bone mineral density in men with osteoporosis. To increase bone mineral density in patients with osteoporosis associated with long term glucocorticoid use. To prevent glucocorticoid-induced bone mineral density loss. Treatment of Paget's disease of bone.",<Osteoporosis>; <Paget's Disease>,no,"Treatment of osteoporosis in postmenopausal women to reduce the incidence of hip, vertebral and non-vertebral fractures. Treatment of osteoporosis in patients over 50 years of age with a history of at least one low trauma hip fracture, to reduce the incidence of further fracture. To increase bone mineral density in men with osteoporosis. To increase bone mineral density in patients with osteoporosis associated with long term glucocorticoid use. To prevent glucocorticoid-induced bone mineral density loss. Treatment of Paget's disease of bone.","<Osteoporosis>; <Paget's Disease, Bone>",Novartis Australia Pty Ltd,Novartis,134665 and 13466,Zoledronic acid,yes,no,Solution for Injection,PM-2010-01920-3-5,Not reported
Oral,28.02.2022,2022,authorised,approved,06.01.2023,2023,Diseases of the musculoskeletal system and connective tissue,auspar-rinvoq-240821.pdf,Small molecule,Rinvoq,"Treatment of adults with active non-radiographic axial spondyloarthritis with objective signs of inflammation as indicated by elevated C-reactive protein (CRP) and/or magnetic resonance imaging (MRI) change, who have responded inadequately to, or are intolerant to nonsteroidal anti-inflammatory drugs (NSAIDs).","<Arthritis, Spondylarthritis>",yes,Treatment of adults with active non-radiographic axial spondyloarthritis with objective signs of inflammation.,"<Arthritis, Spondylarthritis>",AbbVie Pty Ltd,AbbVie,"312687, 346215, 375857",Upadacitinib,yes,no,Tablet,PM-2022-00116-1-3,Not reported
intravenous,Not reported,Not reported,authorised,approved,30.03.2015,2015,Neoplasms; Diseases of the skin,auspar-ipilimumab-rch-170206.pdf,Biologics,Yervoy/Winglore,As first line therapy for patients with unresectable or metastatic melanoma.,<Melanoma>,yes,As first line therapy for patients with unresectable or metastatic melanoma.,<Melanoma>,Bristol-Myers Squibb Australia Pty Ltd,Bristol-Myers Squibb,"174322, 174327, 174319, 174326",Ipilimumab,yes,no,"Injection, concentrated",PM-2013-04125-1-4,Not reported
Intravenous,21.10.2021,2021,authorised (under additional monitoring),approved,09.11.2022,2022,Diseases of the skin; Diseases of the genitourinary system,auspar-korsuva-231109.pdf,Peptides and proteins,Korsuva,Treatment of moderate-to-severe pruritus associated with chronic kidney disease in adult patients on haemodialysis.,<Pruritus>; <Chronic Kidney Disease>,no,Treatment of moderate-to-severe pruritus associated with chronic kidney disease in adult patients on haemodialysis.,<Pruritus>; <Chronic Kidney Disease>,Vifor Pharma Pty Ltd,Vifor,374062,Difelikefalin,no,no,Solution for injection,PM-2021-04071-1-1,NA
oral,23.12.2015,2015,withdrawn,withdrawn,13.04.2017,2017,"Endocrine, nutritional, and metabolic diseases",auspar-sodium-zirconium-cyclosilicate-hydrate-180129.pdf,Other,Lokelma,NA,Not Reported,no,"For the treatment of hyperkalaemia in adult patients, acute and extended use.",<Hyperkalemia>,AstraZeneca Pty Ltd,AstraZeneca,Not reported,Sodium zirconium cyclosilicate hydrate,no,no,"Powder, oral",PM-2015-03559-1-5,NA
Oral,Not reported,Not reported,authorised,approved,07.12.2015,2015,Diseases of the blood and blood-forming organs,auspar-eltrombopag-160330.pdf,Small molecule,Revolade,For the treatment of adult patients with severe aplastic anaemia (SAA) who have had an insufficient response to immunosuppressive therapy.,"<Anemia, Aplastic>",yes,The treatment of adult patients with severe aplastic anaemia (SAA) who have had an insufficient response to immunosuppressive therapy.,<Aplastic Anemia>,Novartis Pharmaceuticals Australia Pty Ltd,Novartis,"158419, 158356, 200121",Eltrombopag,yes,yes,"Tablets, film-coated",PM-2014-04303-1-4,Not reported
Oral,Not reported,Not reported,authorised,approved,21.08.2013,2013,Neoplasms,auspar-dabrafenib-mesilate-140109.pdf,Small molecule,Tafinlar,Treatment of patients with BRAF V600 mutation positive unresectable Stage III or metastatic (Stage IV) melanoma,<Melanoma>,no,Treatment of patients with BRAF V600 mutation positive unresectable or metastatic (Stage IV) melanoma,<Melanoma>,GlaxoSmithKline Australia Pty Ltd,GlaxoSmithKline,200922 and 200936,Dabrafenib mesilate,no,yes,Capsule,PM-2012-02231-3-4,NA
Subcutaneous,Not reported,Not reported,authorised,approved,09.02.2015,2015,Diseases of the musculoskeletal system and connective tissue; Diseases of the skin,auspar-ustekinumab-150709.pdf,Biologics,Stelara,Psoriatic Arthritis,"<Arthritis, Psoriatic>",yes,Psoriatic Arthritis,"<Arthritis, Psoriatic>",Janssen-Cilag Pty Ltd,Janssen-Cilag,"149549, 149550, 165953, 165954",Ustekinumab,yes,no,Solution for injection,PM-2013-04148-1-3,Not reported
Intravenous,31.07.2018,2018,authorised,approved,23.08.2019,2019,Diseases of the circulatory system; Pregnancy and childbirth,auspar-labetalol-hydrochloride-210319.pdf,Small molecule,Labetalol SXP/RMB/TLB,The emergency treatment of severe hypertension when prompt and urgent reduction of blood pressure is essential.,<Hypertension>,yes,"Treatment of severe hypertension, including severe hypertension of pregnancy.","<Hypertension>; <Hypertension, Pregnancy-Induced>",Southern Cross Pharma Pty Ltd,Southern Cross,"306952, 306953, 306954",Labetalol hydrochloride,yes,no,Solution for injection,PM-2018-01753-1-3,Not reported
Subcutaneous,31.12.2018,2018,authorised,approved,13.11.2019,2019,Diseases of the musculoskeletal system and connective tissue,auspar-certolizumab-pegol-rbe-200213.pdf,Biologics,Cimzia,Non-radiographic Axial Spondyloarthritis,<Axial Spondyloarthritis>,yes,the treatment of adult patients with active non-radiographic axial spondyloarthritis (nr-axSpA) with objective signs of inflammation,"<Arthritis, Spondylarthritis>",UCB Australia Pty Ltd,UCB,"154726, 281317",Certolizumab pegol,yes,no,Solution for injection,PM-2018-04256-1-3,Not reported
Oral,19.04.2022,2022,authorised (under additional monitoring),approved,25.09.2023,2023,Diseases of the blood and blood-forming organs; Diseases of the genitourinary system,auspar-vafseo-241211.pdf,Small molecule,Vafseo,Treatment of anaemia associated with chronic kidney disease (CKD) in adults on chronic maintenance dialysis.,<Anemia>; <Chronic Kidney Disease>,no,Treatment of anaemia associated with chronic kidney disease (CKD) in adults.,<Anemia>; <Chronic Kidney Disease>,Adjutor Healthcare Pty Ltd,Adjutor,"384152, 384154 and 384156",Vadadustat,no,no,Film-coated tablets,PM-2022-00525-1-6,NA
Intravenous,30.09.2021,2021,authorised (under additional monitoring),approved,05.10.2022,2022,Neoplasms; Diseases of the skin,auspar-opdualag-231222.pdf,Biologics,Opdualag,Treatment of patients with unresectable or metastatic melanoma who are at least 12 years old.,<Melanoma>,no,Treatment of adult and adolescent patients (12 years and older and weighing at least 40 kg) with unresectable or metastatic melanoma.,<Melanoma>,Bristol-Myers Squibb Australia Pty Ltd,Bristol-Myers Squibb,372783,Nivolumab and Relatlimab,yes,no,Concentrate solution for intravenous infusion,PM-2021-03689-1-4,Not reported
Intramuscular,Not reported,Not reported,authorised,approved,20.12.2012,2012,Neoplasms; Infectious and parasitic diseases,auspar-human-papillomavirus-quadrivalent-vaccine-120507.pdf,Vaccine,Gardasil,"Prevention of cervical, vulvar, vaginal and anal cancer, precancerous or dysplastic lesions, genital warts, and infection caused by HPV Types 6, 11, 16, and 18 in females aged 9 through 45 years; prevention of anal cancer, precancerous or dysplastic lesions, external genital lesions and infection caused by HPV Types 6, 11, 16, and 18 in males 9 through 26 years of age.",<Cervical Neoplasms>; <Vulvar Neoplasms>; <Vaginal Neoplasms>; <Anal Neoplasms>; <Genital Warts>,yes,"Prevention of anal cancer, precancerous or dysplastic lesions caused by HPV Types 6, 11, 16, and 18 in males and females.",<Anal Neoplasms>,Merck Sharpe & Dohme,Merck,124408 and 124410,Quadrivalent human papillomavirus recombinant vaccine,yes,no,Suspension for injection,PM-2010-03191-3-2,Not reported
Oral,31.01.2022,2022,authorised (under additional monitoring),approved,29.03.2023,2023,Neoplasms; Diseases of the respiratory system,auspar-gavreto-231016.pdf,Small molecule,Gavreto,For the treatment of adult patients with locally advanced or metastatic rearranged during transfection (RET) fusion-positive non-small cell lung cancer (NSCLC).,<Non-Small Cell Lung Carcinoma>,no,"For the treatment of adult patients with RET-fusion positive, locally advanced or metastatic NSCLC.",<Non-Small Cell Lung Carcinoma>,Roche Products Pty Ltd,Roche,380812,Pralsetinib,no,no,Capsule,PM-2021-05760-1-4,NA
Topical,Not reported,Not reported,authorised,approved,27.02.2012,2012,"Injury, poisoning and certain other consequences of external causes",auspar-human-fibrinogen-120821.pdf,Biologics,TachoSil,as an adjunct to haemostasis during surgery when control of bleeding by standard surgical techniques is ineffective or impractical,Not Reported,no,as an adjunct to haemostasis and tissue sealing in surgery,Not Reported,Nycomed Pty Ltd,Nycomed,176631,Human Fibrinogen/Human Thrombin,yes,no,"Sponge, medicated",PM-2010-02840-3-4,Not reported
Oral,31.05.2017,2017,authorised,approved,21.12.2018,2018,Diseases of the nervous system,auspar-cinnarizine-dimenhydrinate-191112.pdf,Small molecule,Cizigo; Cizinate; Cizere,"Short-term, symptomatic treatment of vertigo of various causes, in adults who have not responded to alternative treatments.",<Vertigo>,no,Treatment of vertigo symptoms of various origins.,<Vertigo>,Southern Cross Pharma Pty Ltd,Southern Cross,288565; 288566; 288567,Cinnarizine / Dimenhydrinate,yes,no,Uncoated tablet,PM-2017-00806-1-1,Not reported
Intramuscular,08.07.2021,2021,authorised (under additional monitoring),approved,03.09.2021,2021,Infectious and parasitic diseases; Diseases of the respiratory system,auspar-elasomeran-210903.pdf,Vaccine,Spikevax,Active immunisation to prevent coronavirus disease 2019 (COVID-19) caused by SARS-CoV-2 in individuals 12 years of age and older.,<Coronavirus Infections>,no,Active immunisation to prevent COVID-19 caused by SARS-CoV-2 in individuals 12-17 years of age and older.,<COVID-19>,Moderna Australia Pty Ltd,Moderna,370599,Elasomeran,yes,no,Suspension for injection,PM-2021-02994-1-2,Not reported
Subcutaneous,03.01.2017,2017,authorised,approved,18.01.2018,2018,Diseases of the musculoskeletal system and connective tissue,auspar-adalimumab-190313.pdf,Biologics,Hadlima,Rheumatoid Arthritis,<Rheumatoid Arthritis>,no,Rheumatoid Arthritis,<Rheumatoid Arthritis>,Samsung Bioepis AU Pty Ltd,Samsung,"284248, 284249",Adalimumab,no,no,Solution for injection,PM-2016-03547-1-3,NA
Intramuscular or deep subcutaneous injection,29.03.2018,2018,authorised,approved,15.05.2019,2019,Infectious and parasitic diseases,auspar-inactivated-quadrivalent-influenza-vaccine-split-virion-191219.pdf,Vaccine,Vaxigrip Tetra,Active immunisation of adults and children from 6 months of age and older for the prevention of influenza disease caused by the two influenza A virus subtypes and the two influenza B virus types contained in the vaccine.,<Influenza>,no,Active immunisation of adults and children from 6 months of age and older for the prevention of influenza disease.,<Influenza>,Sanofi-Aventis Australia Pty Ltd,Sanofi-Aventis,"299922, 315082",Inactivated quadrivalent influenza vaccine (split virion) influenza virus haemagglutinin,no,no,Suspension for injection,PM-2018-00583-1-2,NA
Oral,28.02.2017,2017,authorised,approved,21.12.2017,2017,Infectious and parasitic diseases,auspar-glecaprevir-pibrentasvir-181106.pdf,Small molecule,Maviret,"treatment of adult patients with chronic hepatitis C virus (HCV) genotype 1, 2, 3, 4, 5, or 6 infection with or without compensated cirrhosis",<Chronic Hepatitis C>; <Cirrhosis>,no,treatment of chronic hepatitis C virus (HCV) infection in adults,<Chronic Hepatitis C>,AbbVie Pty Ltd,AbbVie,284948,Glecaprevir / pibrentasvir,no,no,Film coated tablet,Not reported,NA
Oral,Not reported,Not reported,authorised,approved,18.04.2013,2013,Infectious and parasitic diseases,auspar-fidaxomicin-130926.pdf,Small molecule,Dificid,Treatment of confirmed Clostridium difficile infection (CDI) in adults.,<Clostridium Infections>,no,Treatment of Clostridium difficile infection (CDI) and reducing the risk of recurrence when used for treatment of CDI.,<Clostridium Infections>,Specialised Therapeutics Australia Pty Ltd,Specialised Therapeutics,195623 and 195622,Fidaxomicin,no,no,Tablet,PM-2012-04269-3-2,NA
Oral,30.06.2020,2020,authorised (under additional monitoring),approved,15.07.2021,2021,"Endocrine, nutritional, and metabolic diseases",auspar-trientine-tetrahydrochloride-220110.pdf,Small molecule,Cuprior,"Treatment of Wilson’s disease in adults, adolescents and children ≥ 5 years intolerant to D-penicillamine therapy",<Wilson Disease>,no,"Treatment of Wilson’s disease in adults, adolescents and children ≥ 5 years intolerant to D-penicillamine therapy",<Wilson Disease>,JACE Pharma Pty Ltd,JACE,337139,Trientine tetrahydrochloride,no,yes,Film coated tablet,PM-2020-02473-1-3,NA
Oral,Not reported,Not reported,authorised,approved,01.04.2010,2010,Diseases of the circulatory system,auspar-exforge.pdf,Small molecule,"Exforge HCT, Ejocia HCT","Substitution therapy for the treatment of hypertension in patients whose blood pressure is already adequately controlled on the triple combination of amlodipine, valsartan, and hydrochlorothiazide.",<Hypertension>,no,"Treatment of hypertension as substitution therapy in patients whose blood pressure is adequately controlled on amlodipine, valsartan, and HCT used as individual or combination therapies.",<Hypertension>,Novartis Pharmaceuticals Australia Pty Limited,Novartis,"157954, 158161, 158162, 158163, 158164, 158165, 158166, 158167, 158168, 158169","Amlodipine, Valsartan, Hydrochlorothiazide",yes,no,Film-coated tablet,PM-2008-03499-3-3,Not reported
Intravenous,02.08.2021,2021,authorised,approved,14.07.2022,2022,Neoplasms; Diseases of the genitourinary system,auspar-opdivo-230606.pdf,Biologics,Opdivo,"Opdivo, as monotherapy, is indicated for the adjuvant treatment of patients with muscle invasive urothelial carcinoma (MIUC) who are at high risk of recurrence after undergoing radical resection of MIUC.",<Urothelial Carcinoma>,yes,"Opdivo, as monotherapy, is indicated for the adjuvant treatment of patients with muscle invasive urothelial carcinoma (MIUC) who are at high risk of recurrence after undergoing radical resection of MIUC.",<Urothelial Carcinoma>,Bristol-Myers Squibb Australia Pty Ltd,Bristol-Myers Squibb,"231867, 231868, 318057",Nivolumab,yes,no,Concentrated solution for infusion,PM-2021-02518-1-4,Not reported
Oral,30.11.2021,2021,authorised (under additional monitoring),approved,29.11.2022,2022,Diseases of the skin,auspar-sotyktu-230830.pdf,Small molecule,Sotyktu,Treatment of adult patients with moderate-to-severe plaque psoriasis who are candidates for systemic therapy or phototherapy.,<Psoriasis>,no,Treatment of adult patients with moderate-to-severe plaque psoriasis who are candidates for systemic therapy or phototherapy.,<Psoriasis>,Bristol Myers Squibb Australia Pty Ltd,Bristol Myers Squibb,376290,Deucravacitinib,no,no,Film coated tablet,PM-2021-04758-1-1,NA
Oral,30.11.2018,2018,authorised (under additional monitoring),approved,15.11.2019,2019,Neoplasms,auspar-talazoparib-as-tosilate-200225.pdf,Small molecule,Talzenna,"treatment of patients with a deleterious or suspected deleterious germline breast cancer susceptibility gene (BRCA) mutation according to a validated diagnostic test, who have human epidermal growth factor receptor 2 (HER2)-negative, locally advanced or metastatic breast cancer",<Breast Neoplasms>,no,treatment of patients with germline breast cancer susceptibility gene (BRCA) mutated human epidermal growth factor receptor 2 (HER2)-negative locally advanced or metastatic breast cancer,<Breast Neoplasms>,Pfizer Australia Pty Ltd,Pfizer,"310749, 310750, 310751, 310752",Talazoparib,no,no,Hard capsule,PM-2018-04458-1-4,NA
Subcutaneous,Not reported,Not reported,authorised,approved,01.09.2016,2016,Diseases of the skin,auspar-ixekizumab-170508.pdf,Biologics,Taltz,treatment of adult patients with moderate to severe plaque psoriasis who are candidates for systemic therapy or phototherapy,<Psoriasis>,no,treatment of adult patients with moderate to severe plaque psoriasis,<Psoriasis>,Eli Lilly Australia Pty Ltd,Eli Lilly,253892; 253893,Ixekizumab,no,no,Solution for injection,PM-2015-01878-1-4,NA
Oral,20.04.2015,2015,authorised,approved,21.10.2016,2016,"Endocrine, nutritional, and metabolic diseases",auspar-saxagliptin-dapagliflozin-171006.pdf,Small molecule,Qtern,"As an adjunct to diet and exercise, in combination with metformin, to improve glycaemic control in adults with type 2 diabetes mellitus when treatment with both saxagliptin and dapagliflozin is appropriate.",<Type 2 Diabetes Mellitus>,no,To improve glycaemic control in adults with type 2 diabetes mellitus when treatment with both saxagliptin and dapagliflozin is appropriate.,<Type 2 Diabetes Mellitus>,AstraZeneca Pty Ltd,AstraZeneca,255632,saxagliptin / dapagliflozin,no,no,Film-coated tablet,PM-2015-02415-1-5,NA
Intravitreal,30.09.2020,2020,authorised (under additional monitoring),approved,02.02.2022,2022,Diseases of the eye and adnexa,auspar-lucentis-230519.pdf,Biologics,Lucentis,"treatment of retinopathy of prematurity (ROP) with Zone I (Stage 1+, 2+, 3 or 3+), Zone II (Stage 3+) or AP-ROP (aggressive posterior ROP) disease",<Retinopathy of Prematurity>,yes,"treatment of retinopathy of prematurity (ROP) with Zone I (Stage 1+, 2+, 3 or 3+), Zone II (Stage 3+) or AP-ROP (aggressive posterior ROP) disease",<Retinopathy of Prematurity>,Novartis Pharmaceuticals Australia Pty Ltd,Novartis,148325,Ranibizumab,yes,yes,Solution for injection,PM-2020-04187-1-5,Not reported
Intravenous,Not reported,Not reported,authorised,approved,12.04.2010,2010,Diseases of the circulatory system,auspar-cleviprex.pdf,Small molecule,Cleviprex,short term treatment of hypertension when oral therapy is not feasible or desirable,<Hypertension>,no,short term treatment of hypertension when oral therapy is not feasible or desirable,<Hypertension>,Kendle Australia Pty Ltd,Kendle,"156137, 156138",Clevidipine,no,no,Injectable emulsion,PM-2008-3132-3,NA
Subcutaneous,Not reported,Not reported,authorised,approved,01.05.2014,2014,Diseases of the musculoskeletal system and connective tissue,auspar-certolizumab-140815.pdf,Biologics,Cimzia,Psoriatic arthritis; Ankylosing Spondylitis,"<Psoriatic Arthritis>; <Spondylitis, Ankylosing>",yes,Psoriatic arthritis; Ankylosing Spondylitis,"<Psoriatic Arthritis>; <Spondylitis, Ankylosing>",UCB Australia Pty Ltd,UCB,154726,Certolizumab,yes,no,Solution for injection,PM-2013-00286-2-3,Not reported
Subcutaneous,03.01.2017,2017,authorised,approved,06.08.2018,2018,Neoplasms; Diseases of the blood and blood-forming organs,auspar-pegfilgrastim-190328.pdf,Biologics,Fulphila,"Treatment of cancer patients following chemotherapy to decrease the duration of severe neutropenia and reduce the incidence of infections, as manifested by febrile neutropenia.",<Neutropenia>,no,"Treatment of cancer patients following chemotherapy to decrease the duration of severe neutropenia and reduce the incidence of infections, as manifested by febrile neutropenia.",<Neutropenia>,Alphapharm Pty Ltd,Alphapharm,282830,Pegfilgrastim,no,no,Solution for injection,PM-2016-03834-1-4,NA
Oral,Not reported,Not reported,authorised,approved,16.08.2016,2016,Infectious and parasitic diseases,auspar-odefsey-171012.pdf,Small molecule,Odefsey,"treatment of HIV-1 infection in adults and adolescents (12 years and older with body weight at least 35 kg) with plasma HIV-1 RNA ≤100,000 copies/mL at the start of therapy",<Human Immunodeficiency Virus>,no,"treatment of HIV-1 infection in adults and adolescents (12 years and older with body weight at least 35 kg) with plasma HIV-1 RNA ≤100,000 copies/mL at the start of therapy",<HIV Infections>,Gilead Sciences Pty Ltd,Gilead,260634,emtricitabine / rilpivirine / tenofovir alafenamide fumarate,yes,no,Fixed dose combination tablet,PM-2015-02479-1-2,Not reported
oral,31.05.2023,2023,authorised (under additional monitoring),approved,07.05.2024,2024,Neoplasms,auspar-truqap-250130.pdf,Small molecule,Truqap,"TRUQAP is indicated in combination with fulvestrant for the treatment of adult patients with hormone receptor (HR) positive, human epidermal growth factor receptor 2 (HER2) negative locally advanced or metastatic breast cancer following recurrence or progression on or after an endocrine-based regimen.",<Breast Neoplasms>,no,"Truqap in combination with fulvestrant for the treatment of adult patients with hormone receptor (HR) positive, human epidermal growth factor receptor 2 (HER2) negative locally advanced or metastatic breast cancer following recurrence or progression on or after an endocrine-based regimen.",<Breast Neoplasms>,AstraZeneca Pty Ltd,AstraZeneca,407960 and 407961,Capivasertib,no,no,Film-coated tablets,PM-2023-01677-1-4,NA
Oral,02.01.2019,2019,authorised (under additional monitoring),approved,15.01.2020,2020,Neoplasms; Diseases of the blood and blood-forming organs,auspar-enasidenib-200424.pdf,Small molecule,Idhifa,"Treatment of adult patients with relapsed or refractory acute myeloid leukaemia who are ineligible for haematopoietic stem cell transplant, and who have an isocitrate dehydrogenase-2 (IDH2) mutation confirmed by a validated diagnostic test.","<Leukemia, Myeloid, Acute>",no,Treatment of adult patients with relapsed or refractory acute myeloid leukaemia with an isocitrate dehydrogenase-2 (IDH2) mutation.,"<Leukemia, Myeloid, Acute>",Celgene Pty Ltd,Celgene,"311541, 311542",Enasidenib,no,yes,Film coated tablet,PM-2018-04819-1-6,NA
Intramuscular,06.07.2023,2023,authorised,approved,20.12.2023,2023,Infectious and parasitic diseases; Diseases of the respiratory system,auspar-comirnaty-original-omicron-ba-4-5-240201.pdf,Vaccine,Comirnaty Original/Omicron BA.4-5,"Active immunisation to prevent coronavirus disease 2019 (COVID-19) caused by SARS-CoV-2, in individuals 5 years of age and older.",<Coronavirus Infections>,yes,"As a booster dose for active immunisation to prevent coronavirus disease 2019 (COVID-19) caused by SARS-CoV-2, in individuals 5 years of age and older.",<Coronavirus Disease 2019>,Pfizer Australia Pty Ltd,Pfizer,400874 and 412350,Tozinameran and famtozinameran,yes,no,Suspension for injection,PM-2023-02389-1-2,Not reported
Oral,Not reported,Not reported,authorised,approved,23.05.2016,2016,Other,auspar-levonorgestrel-ethinyloestradiol-161209.pdf,Small molecule,Seasonique,for use as an oral contraceptive,<Not Reported>,no,for use as an oral contraceptive,Not Reported,Teva Pharma Australia Pty Ltd,Teva,238384,Levonorgestrel/ethinyloestradiol,yes,no,Film coated immediate release tablet,PM-2015-00767-1-5,Not reported
Intramuscular,02.08.2021,2021,authorised (under additional monitoring),approved,23.11.2022,2022,Diseases of the skin,auspar-letybo-231114.pdf,Biologics,Letybo,temporary improvement in the appearance of moderate to severe glabellar frown lines in adults,<Glabellar Frown Lines>,no,treatment of glabellar frown lines,<Glabellar Frown Lines>,CROMA Australia Pty Ltd,CROMA,370012 and 370011,LetibotulinumtoxinA,yes,no,Powder for injection,PM-2021-02698-1-1,Not reported
Intravenous,02.02.2015,2015,authorised,approved,30.10.2015,2015,Neoplasms; Diseases of the blood and blood-forming organs,auspar-blinatumomab-180207.pdf,Biologics,Blincyto,For the treatment of adults with Philadelphia chromosome-negative relapsed or refractory B-precursor acute lymphoblastic leukaemia,<Precursor B-Cell Lymphoblastic Leukemia-Lymphoma>,no,For the treatment of adults with Philadelphia chromosome-negative relapsed or refractory B-precursor acute lymphoblastic leukaemia,<Precursor B-Cell Lymphoblastic Leukemia-Lymphoma>,Amgen Australia Pty Ltd,Amgen,232805,Blinatumomab,yes,yes,Powder for injection with intravenous solution stabiliser,PM-2014-03864-1-4,Not reported
intramuscular,31.07.2023,2023,authorised,approved,28.03.2025,2025,Infectious and parasitic diseases; Diseases of the respiratory system,auspar-mresva-250408.pdf,Vaccine,mRESVIA,prevention of lower respiratory tract disease (LRTD) caused by respiratory syncytial virus (RSV) in adults 60 years of age and older,<Respiratory Tract Diseases>,no,prevention of lower respiratory tract disease (LRTD) and acute respiratory disease (ARD) caused by respiratory syncytial virus (RSV) in adults 60 years of age and older,<Respiratory Tract Diseases>; <Respiratory Syncytial Virus Infections>,Moderna Australia Pty Ltd,Moderna,411450,Respiratory syncytial virus F protein,no,no,suspension for injection,PM-2023-02734-1-2,NA
Topical,Not reported,Not reported,authorised,approved,23.12.2009,2009,Diseases of the eye and adnexa,auspar-timolol.pdf,Small molecule,Azarga,Decrease of intraocular pressure (IOP) in patients with open-angle glaucoma or ocular hypertension for whom monotherapy with either component provides insufficient IOP reduction.,"<Glaucoma, Open-Angle>; <Ocular Hypertension>",no,Decrease of intraocular pressure (IOP) in patients with open-angle glaucoma or ocular hypertension for whom monotherapy provides insufficient IOP reduction.,"<Glaucoma, Open-Angle>; <Ocular Hypertension>",Alcon Laboratories (Australia) Pty Ltd,Alcon,Not reported,Brinzolamide/ Timolol Maleate,no,no,Eye Drops,Not reported,NA
Intravenous,29.01.2020,2020,authorised (under additional monitoring),approved,24.02.2021,2021,Diseases of the nervous system; Congenital malformations and chromosomal abnormalities,auspar-onasemnogene-abeparvovec-210406.pdf,Cell and gene therapy,Zolgensma,treatment of paediatric patients less than 9 months of age with symptomatic or pre-symptomatic spinal muscular atrophy with bi-allelic mutations in the SMN1 gene and 1 to 3 copies of the SMN2 gene,<Spinal Muscular Atrophy>,no,treatment of paediatric patients less than 2 years of age with spinal muscular atrophy with bi-allelic mutations in the SMN1 gene,<Spinal Muscular Atrophy>,Novartis Pharmaceuticals Australia Pty Ltd,Novartis,"327905, 327906, 327907",Onasemnogene abeparvovec,no,yes,Injection for intravenous infusion,PM-2019-05979-1-3,NA
Oral,30.08.2017,2017,authorised (under additional monitoring),approved,30.10.2018,2018,Diseases of the nervous system,auspar-safinamide-190327.pdf,Small molecule,Xadago,For the treatment of idiopathic Parkinson’s Disease (PD) as add-on therapy to levodopa (L-Dopa) alone or in combination with other PD medicinal products.,<Parkinson Disease>,no,For the treatment of idiopathic Parkinson’s Disease (PD) as add-on therapy to levodopa (L-Dopa) alone or in combination with other PD medicinal products.,<Parkinson Disease>,Seqirus Pty Ltd,Seqirus,292144 and 292145,Safinamide,no,no,Film-coated tablets,PM-2017-01877-1-1,NA
Subcutaneous,Not reported,Not reported,authorised,approved,25.11.2015,2015,"Endocrine, nutritional, and metabolic diseases; Diseases of the genitourinary system",auspar-follitropin-alfa-rch-160408.pdf,Biologics,"Bemfola, Afolia","Treatment of anovulatory infertility, controlled ovarian hyperstimulation in ART, stimulation of follicular development in severe LH and FSH deficiency, stimulation of spermatogenesis in hypogonadotropic hypogonadism",<Infertility>; <Hypogonadism>,yes,"Anovulation, stimulation of multifollicular development in ART, stimulation of follicular development in severe LH and FSH deficiency, stimulation of spermatogenesis in hypogonadotropic hypogonadism",<Anovulation>; <Hypogonadotropic Hypogonadism>,Finox Biotech Australia Pty Ltd,Finox,"231039, 231046, 231051, 231052, 231053, 262645, 262646, 262647, 262648, 262649",Follitropin alfa,no,no,"Injection, solution",PM-2014-03163-1-5,NA
Intramuscular,02.09.2019,2019,authorised,approved,30.07.2020,2020,Infectious and parasitic diseases,auspar-inactivated-quadrivalent-influenza-vaccine-virus-haemagglutinin-201127.pdf,Vaccine,Fluzone High-Dose Quadrivalent,Active immunisation for the prevention of influenza disease in persons 65 years of age and older.,<Influenza>,no,Active immunisation for the prevention of influenza disease in persons 65 years of age and older.,<Influenza>,Sanofi-Aventis Australia Pty Ltd,Sanofi-Aventis,320962,Inactivated quadrivalent influenza vaccine (split virion) influenza virus haemagglutinin,no,no,Suspension for injection,PM-2019-03202-1-2,NA
