Administration_route,Application_date,Application_year,Current_status,Decision,Decision_date,Decision_year,Disease_class(es),Document_name,Drug_class,Drug_name,Indication_approved,Indication_approved_extracted,Indication_extended,Indication_requested,Indication_requested_extracted,Marketing_authorisation_holder,Marketing_authorisation_holder_extracted,Marketing_authorisation_number,Non_proprietary_name,Nonclinical_abridged,Orphan_drug_status,Pharmaceutical_form,Procedure_number,Referral_body
intravenous,Not reported,Not reported,authorised,approved,Not reported,Not reported,"Endocrine, nutritional, and metabolic diseases; Diseases of the musculoskeletal system and connective tissue; Diseases of the respiratory system",myozyme-epar-scientific-discussion_en.pdf,Biologics,Myozyme,Treatment of Pompe disease (acid α-glucosidase deficiency),<Pompe Disease>,no,Treatment of Pompe disease (acid α-glucosidase deficiency),<Pompe Disease>,Genzyme,Genzyme,Not reported,alglucosidase alfa,no,yes,lyophilized powder for solution for injection,Not reported,
Oral,Not reported,Not reported,authorised,approved,24.09.2013,2013,Neoplasms; Diseases of the respiratory system,auspar-crizotinib-130620.pdf,Small molecule,Xalkori,Treatment of patients with anaplastic lymphoma kinase (ALK)-positive advanced non-small cell lung cancer (NSCLC),<Lung Neoplasms>,no,Treatment of patients with anaplastic lymphoma kinase (ALK)-positive advanced non-small cell lung cancer (NSCLC),<Non-Small Cell Lung Carcinoma>,Pfizer Australia Pty Ltd,Pfizer,"190966, 190965, 190964, 190963",Crizotinib,no,yes,Capsule,PM-2011-02752-3-4,
subcutaneous,05.03.2020,2020,withdrawn,refused,16.09.2021,2021,Diseases of the musculoskeletal system and connective tissue,raylumis-epar-refusal-public-assessment-report_en.pdf,Biologics,Raylumis,,Not Reported,no,"treatment of moderate to severe chronic pain associated with osteoarthritis (OA) in adult patients for whom treatment with non-steroidal anti-inflammatory drugs (NSAIDs) and/or an opioid is ineffective, not tolerated or inappropriate",<Osteoarthritis>,Pfizer Europe MA EEIG,Pfizer,EMA/556162/2021,tanezumab,no,no,solution for injection,EMEA/H/C/005189/0000,
Oral,Not reported,Not reported,,rejected,20.12.2011,2011,Mental and behavioural disorders,auspar-iloperidone-120618.pdf,Small molecule,Fanapt,,Not Reported,no,treatment of psychotic symptoms in patients with schizophrenia,<Schizophrenia>,Kendle R&D Pty Limited,Kendle,Not reported,Iloperidone,yes,no,Tablets,Not reported,Not reported
intravenous,23.09.2014,2014,authorised,approved,24.09.2015,2015,Neoplasms; Diseases of the respiratory system,pemetrexed-medac-epar-public-assessment-report_en.pdf,Small molecule,Pemetrexed medac,Malignant pleural mesothelioma; Non-small cell lung cancer,<Mesothelioma>; <Lung Neoplasms>,no,Malignant pleural mesothelioma; Non-small cell lung cancer,<Mesothelioma>; <Lung Neoplasms>,medac Gesellschaft für klinische Spezialpräparate mbH,medac,EMA/671085/2015,pemetrexed,yes,no,powder for concentrate for solution for infusion,EMEA/H/C/003905/0000,Not reported
oral,07.06.2021,2021,authorised (under additional monitoring),approved,08.02.2022,2022,Neoplasms; Diseases of the blood and blood-forming organs,swisspar_brukinsa.pdf,Small molecule,Brukinsa,Brukinsa (zanubrutinib) is used as monotherapy for the treatment of adult patients with Waldenström’s Macroglobulinaemia (WM) who have received at least one prior therapy or as first-line therapy in adult patients who are not eligible for chemoimmunotherapy.,<Waldenstrom Macroglobulinemia>,no,Brukinsa (zanubrutinib) is indicated for the treatment of patients with Waldenström’s macroglobulinaemia (WM).,<Waldenstrom Macroglobulinemia>,BeiGene Switzerland GmbH,BeiGene,67998,zanubrutinib,yes,yes,capsules,Not reported,Health Canada
oral,26.10.2017,2017,authorised,approved,15.11.2018,2018,"Endocrine, nutritional, and metabolic diseases",macimorelin-aeterna-zentaris-epar-public-assessment-report_en.pdf,Small molecule,Macimorelin Aeterna Zentaris,diagnosis of growth hormone deficiency (GHD) in adults,<Growth Hormone Deficiency>,no,Adult growth hormone deficiency (AGHD),<Adult Growth Hormone Deficiency>,Aeterna Zentaris GmbH,Aeterna Zentaris,EMA/CHMP/845216/2018,macimorelin,no,no,granules for oral suspension,EMEA/H/C/004660/0000,
Oral,Not reported,Not reported,authorised,approved,07.09.2012,2012,Diseases of the circulatory system,auspar-olmesartan-medoxomil-130226.pdf,Small molecule,Olmetec,for the treatment of hypertension,<Hypertension>,yes,for the treatment of hypertension,<Hypertension>,Merck Sharp & Dohme (Australia) Pty Ltd,Merck Sharp & Dohme,"AUST R 102134, AUST R 102138, AUST R 102139",Olmesartan medoxomil,yes,no,Tablet,PM-2011-01941-3-3,Not reported
oral,01.07.2009,2009,authorised,approved,17.09.2010,2010,Neoplasms; Diseases of the musculoskeletal system and connective tissue,ibandronic-acid-teva-epar-public-assessment-report_en.pdf,Small molecule,Ibandronic Acid Teva,Prevention of skeletal events in patients with breast cancer and bone metastases; Treatment of osteoporosis in postmenopausal women at increased risk of fracture,<Breast Neoplasms>; <Bone Metastases>; <Osteoporosis>,no,Prevention of skeletal events in patients with breast cancer and bone metastases; Treatment of osteoporosis in postmenopausal women at increased risk of fracture,<Breast Neoplasms>; <Bone Neoplasms>; <Osteoporosis>,Teva Pharma B.V.,Teva,EMA/598319/2010,ibandronic acid,yes,no,film-coated tablet,EMEA/H/C/001195,Not reported
Oral,07.03.2018,2018,authorised (under additional monitoring),approved,04.07.2018,2018,Neoplasms,auspar-apalutamide-190325.pdf,Small molecule,Erlyand / Janssen Apalutamide,"treatment of patients with non-metastatic, castration-resistant prostate cancer",<Prostatic Neoplasms>,no,"treatment of patients with non-metastatic, castration-resistant prostate cancer",<Prostatic Neoplasms>,Janssen-Cilag Pty Ltd,Janssen-Cilag,299792 and 299791,Apalutamide,no,no,Film-coated tablets,PM-2018-00489-1-4,
subcutaneous,Not reported,Not reported,authorised,approved,Not reported,Not reported,"Endocrine, nutritional, and metabolic diseases",omnitrope-epar-scientific-discussion_en.pdf,Biologics,Omnitrope,"Growth disturbance due to insufficient secretion of growth hormone and growth disturbance associated with Turner syndrome or chronic renal insufficiency; Growth disturbance in short children born small for gestational age (SGA), who failed to show catch-up growth by 4 years of age or later; Prader-Willi syndrome (PWS), for improvement of growth and body composition; Replacement therapy in adults with pronounced growth hormone deficiency.",<Growth Disorders>; <Turner Syndrome>; <Chronic Kidney Insufficiency>; <Prader-Willi Syndrome>,no,"Growth disturbance due to insufficient secretion of growth hormone and growth disturbance associated with Turner syndrome or chronic renal insufficiency; Growth disturbance in short children born small for gestational age (SGA), who failed to show catch-up growth by 4 years of age or later; Prader-Willi syndrome (PWS), for improvement of growth and body composition; Replacement therapy in adults with pronounced growth hormone deficiency.",<Growth Disorders>; <Turner Syndrome>; <Chronic Kidney Disease>; <Prader-Willi Syndrome>,Sandoz GmbH,Sandoz,Not reported,somatropin,yes,no,powder for solution for injection,Not reported,CHMP
oral,24.05.2011,2011,authorised,approved,24.05.2012,2012,Diseases of the nervous system,fycompa-epar-public-assessment-report_en.pdf,Small molecule,Fycompa,treatment of partial-onset seizures,<Seizures>,no,treatment of partial-onset seizures,<Seizures>,Eisai Europe Ltd.,Eisai,EMA/424476/2012,perampanel,no,no,film-coated tablet,EMEA/H/C/002434,
oral,01.02.2012,2012,authorised,approved,27.06.2013,2013,Diseases of the nervous system,aubagio-epar-public-assessment-report_en.pdf,Small molecule,AUBAGIO,treatment of adult patients with relapsing forms of multiple sclerosis (MS) to reduce the frequency of relapses and to delay the accumulation of physical disability,<Multiple Sclerosis>,no,treatment of adult patients with relapsing forms of multiple sclerosis (MS) to reduce the frequency of relapses and to delay the accumulation of physical disability,<Multiple Sclerosis>,Sanofi-Aventis,Sanofi,EMA/529295/2013,TERIFLUNOMIDE,no,no,tablet,EMEA/H/C/002514/0000,
subcutaneous,03.12.2015,2015,withdrawn,approved,26.01.2017,2017,Diseases of the musculoskeletal system and connective tissue; Diseases of the skin; Diseases of the digestive system; Diseases of the eye and adnexa,solymbic-epar-public-assessment-report_en.pdf,Biologics,SOLYMBIC,Rheumatoid arthritis; Axial spondyloarthritis; Psoriatic arthritis; Psoriasis; Hidradenitis suppurativa; Crohn’s disease; Ulcerative colitis; Uveitis,"<Rheumatoid Arthritis>; <Spondylarthropathies>; <Psoriatic Arthritis>; <Psoriasis>; <Hidradenitis Suppurativa>; <Crohn Disease>; <Colitis, Ulcerative>; <Uveitis>",no,Rheumatoid arthritis; Axial spondyloarthritis; Psoriatic arthritis; Psoriasis; Hidradenitis suppurativa; Crohn’s disease; Ulcerative colitis; Uveitis,"<Rheumatoid Arthritis>; <Spondylarthropathies>; <Psoriatic Arthritis>; <Psoriasis>; <Hidradenitis Suppurativa>; <Crohn Disease>; <Colitis, Ulcerative>; <Uveitis>",Amgen Europe B.V.,Amgen,EMA/106921/2017,adalimumab,no,no,solution for subcutaneous injection,EMEA/H/C/004373/0000,
Intravenous,24.06.2014,2014,authorised,approved,24.08.2015,2015,Neoplasms; Diseases of the blood and blood-forming organs,auspar-arsenic-trioxide-151216.pdf,Small molecule,Phenasen,"For the induction of remission and consolidation in patients with acute promyelocytic leukaemia (APL) who are refractory to, or have relapsed from, retinoid and anthracycline chemotherapy, and whose APL is characterised by the presence of the t(15:17) translocation or PML/RAR-alpha gene expression.","<Leukemia, Promyelocytic, Acute>",yes,"For the induction of remission and consolidation in patients with previously untreated acute promyelocytic leukaemia (APL), in combination with all-trans retinoic acid (ATRA) and/or chemotherapy and whose APL is characterised by the presence of the t(15:17) translocation or PML/RAR-alpha gene expression.","<Leukemia, Promyelocytic, Acute>",Phebra Pty Ltd,Phebra,152760,Arsenic trioxide,yes,yes,Concentrated injection,PM-2014-02385-1-4,Not reported
oral,26.06.2012,2012,authorised,approved,26.04.2013,2013,"Endocrine, nutritional, and metabolic diseases",000153624.pdf,Small molecule,Topiloric,"Gout, hyperuricaemia",<Gout>; <Hyperuricemia>,no,"Gout, hyperuricaemia",<Gout>; <Hyperuricemia>,"Fujiyakuhin Co., Ltd.; Sanwa Kagaku Kenkyusho Co., Ltd.",Fujiyakuhin; Sanwa Kagaku Kenkyusho,Not reported,Topiroxostat,no,no,tablet,Not reported,
Oral,24.10.2019,2019,authorised,approved,20.05.2020,2020,Diseases of the respiratory system,000243773.pdf,Small molecule,Ofev,Idiopathic pulmonary fibrosis; Systemic sclerosis-associated interstitial lung disease; Progressive fibrosing interstitial lung disease,<Idiopathic Pulmonary Fibrosis>; <Systemic Sclerosis>; <Interstitial Lung Diseases>,yes,Progressive fibrosing interstitial lung disease,<Interstitial Lung Diseases>,"Nippon Boehringer Ingelheim Co., Ltd.",Boehringer Ingelheim,Not reported,Nintedanib,yes,no,Soft capsules,Not reported,Not reported
Nasal,01.11.2016,2016,authorised,approved,14.09.2017,2017,"Injury, poisoning and certain other consequences of external causes",nyxoid-epar-public-assessment-report_en.pdf,Small molecule,Nyxoid,Emergency therapy for known or suspected opioid overdose as manifested by respiratory and/or central nervous system depression in both non-medical and healthcare settings.,<Opioid-Related Disorders>,no,Emergency use for known or suspected opioid overdose as manifested by respiratory and/or central nervous system depression in non-medical and healthcare settings.,<Opioid-Related Disorders>,Mundipharma Corporation Limited,Mundipharma,EMA/CHMP/690823/2017,naloxone,no,no,"Nasal spray, solution in single-dose container",EMEA/H/C/004325/0000,
oral,07.10.2008,2008,authorised,approved,23.12.2009,2009,Diseases of the genitourinary system,sildenafil-ratiopharm-epar-public-assessment-report_en.pdf,Small molecule,Sildenafil ratiopharm,treatment of men with erectile dysfunction,<Impotence>,no,treatment of men with erectile dysfunction,<Impotence>,ratiopharm GmbH,ratiopharm,EMA/793633/2009,sildenafil,yes,no,film-coated tablet,EMEA/H/C/001080,
subcutaneous,31.07.2018,2018,authorised,approved,28.05.2019,2019,Diseases of the blood and blood-forming organs,000236502.pdf,Biologics,Romiplate,Aplastic anemia that has not responded sufficiently to conventional treatments,<Aplastic Anemia>,yes,Aplastic anemia,<Aplastic Anemia>,"Kyowa Hakko Kirin Co., Ltd.",Kyowa Hakko Kirin,Not reported,Romiplostim,yes,yes,Lyophilized powder for solution for subcutaneous injection,Not reported,Not reported
Oral,01.02.2021,2021,authorised (under additional monitoring),approved,25.01.2022,2022,Infectious and parasitic diseases,auspar-maviret-230220.pdf,Small molecule,Maviret,"Treatment of adult and paediatric patients 3 years and older with chronic hepatitis C virus (HCV) genotype (GT) 1, 2, 3, 4, 5, or 6 infection with or without compensated cirrhosis.",<Chronic Hepatitis C>,yes,"Treatment of adult and paediatric patients 3 years and older with chronic hepatitis C virus (HCV) genotype (GT) 1, 2, 3, 4, 5, or 6 infection with or without compensated cirrhosis.",<Chronic Hepatitis C>,AbbVie Pty Ltd,AbbVie,"284948, 325401 and 352573",Glecaprevir/pibrentasvir,yes,no,Tablet and granule,PM-2020-06602-1-2,Not reported
Oral,16.12.2010,2010,withdrawn,withdrawn,21.07.2011,2011,Infectious and parasitic diseases,incivo-epar-public-assessment-report_en.pdf,Small molecule,INCIVO,,Not Reported,no,Treatment of genotype 1 chronic hepatitis C in adult patients with compensated liver disease (including cirrhosis),<Chronic Hepatitis C>; <Liver Diseases>; <Liver Cirrhosis>,Janssen-Cilag International N.V.,Janssen-Cilag,EMA/CHMP/475470/2011,telaprevir,no,no,Film-coated tablet,EMEA/H/C/002313,
Intravenous,31.07.2023,2023,authorised,approved,19.01.2024,2024,Diseases of the nervous system,auspar-ultomiris-240708.pdf,Biologics,ULTOMIRIS,treatment of adult patients with Neuromyelitis Optica Spectrum Disorder (NMOSD) who are anti-aquaporin 4 (AQP4) antibody-positive,<Neuromyelitis Optica Spectrum Disorder>,yes,treatment of adult patients with Neuromyelitis Optica Spectrum Disorder (NMOSD) who are anti-aquaporin 4 (AQP4) antibody-positive,<Neuromyelitis Optica Spectrum Disorder>,Alexion Pharmaceuticals Australasia Pty Ltd,Alexion,"311926, 330566, 336710",ravulizumab,yes,no,Solution for intravenous infusion,PM-2023-02695-1-1,Not reported
Inhalation,30.04.2018,2018,authorised,approved,30.04.2019,2019,Diseases of the circulatory system,auspar-nitric-oxide-191128.pdf,Small molecule,INOmax,"As part of the treatment of patients with peri- and post-operative pulmonary hypertension in conjunction with heart surgery, to selectively decrease pulmonary arterial pressure and improve right ventricular function and oxygenation.","<Hypertension, Pulmonary>",yes,"As part of the treatment of patients with peri- and post-operative pulmonary hypertension in conjunction with heart surgery, to selectively decrease pulmonary arterial pressure and improve right ventricular function and oxygenation.","<Hypertension, Pulmonary>",Ikaria Australia Pty Ltd,Ikaria,128136,Nitric oxide,yes,no,Medicinal gas,PM-2018-00306-1-3,Not reported
oral,24.04.2023,2023,authorised,approved,08.12.2023,2023,Neoplasms; Diseases of the circulatory system,000271105.pdf,Small molecule,Rapalimus,Refractory vascular tumors and refractory vascular malformations,<Refractory Vascular Tumors>; <Refractory Vascular Malformations>,yes,Refractory vascular tumors and refractory vascular malformations,<Neoplasms>; <Vascular Malformations>,"Nobelpharma Co., Ltd.",Nobel,Not reported,Sirolimus,yes,yes,tablet,Not reported,Not reported
subcutaneous,07.10.2015,2015,authorised,approved,13.10.2016,2016,Diseases of the genitourinary system,rekovelle-epar-public-assessment-report_en.pdf,Biologics,Rekovelle,Controlled ovarian stimulation for the development of multiple follicles in women undergoing assisted reproductive technologies (ART) such as an in vitro fertilisation (IVF) or intracytoplasmic sperm injection (ICSI) cycle.,<Infertility>,no,Controlled ovarian stimulation for the development of multiple follicles in women undergoing assisted reproductive technologies (ART) such as an in vitro fertilisation (IVF) or intracytoplasmic sperm injection (ICSI) cycle.,Not Reported,Ferring Pharmaceuticals A/S,Ferring,EMA/11072/2017,follitropin delta,no,no,solution for injection,EMEA/H/C/003994/0000,
oral,26.02.2010,2010,authorised,approved,16.12.2010,2010,Diseases of the respiratory system,esbriet-epar-public-assessment-report_en.pdf,Small molecule,Esbriet,Treatment of mild to moderate Idiopathic Pulmonary Fibrosis (IPF) in adults,<Idiopathic Pulmonary Fibrosis>,no,Treatment of Idiopathic Pulmonary Fibrosis (IPF),<Idiopathic Pulmonary Fibrosis>,InterMune Europe Ltd.,InterMune,EMA/CHMP/115147/2011,pirfenidone,no,yes,hard capsule,EMEA/H/C/002154,
oral,28.07.2010,2010,authorised,approved,21.07.2011,2011,Diseases of the nervous system,vyndaqel-epar-public-assessment-report_en.pdf,Small molecule,Vyndaqel,Treatment of familial amyloid polyneuropathy,<Familial Amyloid Polyneuropathy>,no,oral treatment of transthyretin amyloidosis in adult patients with symptomatic polyneuropathy,<Transthyretin Amyloidosis>,Pfizer Specialty UK Limited,Pfizer,EMA/729083/2011,tafamidis meglumine,no,yes,soft gelatin capsule,EMEA/H/C/002294,
oral,01.12.2014,2014,authorised,approved,01.04.2016,2016,Diseases of the circulatory system,uptravi-epar-public-assessment-report_en.pdf,Small molecule,Uptravi,long-term treatment of pulmonary arterial hypertension (PAH; WHO Group I) in adult patients with WHO functional class (FC) II–IV,<Pulmonary Hypertension>,no,long-term treatment of pulmonary arterial hypertension (PAH; WHO Group I) in adult patients with WHO functional class (FC) II–IV,<Pulmonary Hypertension>,Actelion Registration Ltd.,Actelion,EMA/272184/2016,selexipag,no,no,film-coated tablet,EMEA/H/C/003774/0000,
oral,25.10.2021,2021,authorised,approved,23.02.2023,2023,"Diseases of the blood and blood-forming organs; Endocrine, nutritional, and metabolic diseases",vafseo-epar-public-assessment-report_en.pdf,Small molecule,Vafseo,treatment of anaemia associated with chronic kidney disease (CKD) in adults,<Anemia>; <Chronic Kidney Disease>,no,treatment of anaemia associated with chronic kidney disease (CKD) in adults,<Anemia>; <Chronic Kidney Disease>,AKEBIA EUROPE Limited,AKEBIA,EMA/130457/2023,vadadustat,no,no,film-coated tablet,EMEA/H/C/005131/0000,
intravenous,04.01.2012,2012,authorised,approved,18.10.2012,2012,Diseases of the nervous system,amyvid-epar-public-assessment-report_en.pdf,Small molecule,Amyvid,Positron Emission Tomography (PET) imaging of β-amyloid neuritic plaque density in the brains of adult patients with cognitive impairment who are being evaluated for Alzheimer’s disease (AD) and other causes of cognitive impairment.,<Alzheimer Disease>,no,radiopharmaceutical indicated for Positron Emission Tomography (PET) imaging of β-amyloid neuritic plaques in the brains of adult patients with cognitive impairment being evaluated for suspected Alzheimer’s Disease (AD).,<Alzheimer Disease>,Eli Lilly Nederland B.V.,Eli Lilly,EMA/30808/2013,florbetapir (18F),no,no,solution for injection,EMEA/H/C/002422,
oral,27.06.2018,2018,withdrawn,approved,19.09.2019,2019,"Endocrine, nutritional, and metabolic diseases",qtrilmet-epar-public-assessment-report_en.pdf,Small molecule,Qtrilmet,Qtrilmet is indicated in adults aged 18 years and older with type 2 diabetes mellitus: to improve glycaemic control when metformin with or without sulphonylurea (SU) and either saxagliptin or dapagliflozin does not provide adequate glycaemic control; when already being treated with metformin and saxagliptin and dapagliflozin.,<Type 2 Diabetes Mellitus>,no,Qtrilmet is indicated in adults aged 18 years and older with type 2 diabetes mellitus: to improve glycaemic control when metformin with or without sulphonylurea (SU) and either saxagliptin or dapagliflozin does not provide adequate glycaemic control; when already being treated with metformin and saxagliptin and dapagliflozin.,<Type 2 Diabetes Mellitus>,AstraZeneca AB,AstraZeneca,EMA/524327/2019,metformin hydrochloride / saxagliptin / dapagliflozin,no,no,tablet,EMEA/H/C/004910/0000,
Oral,Not reported,Not reported,authorised,approved,29.04.2010,2010,Infectious and parasitic diseases,auspar-hepsera.pdf,Small molecule,Hepsera,Treatment of chronic hepatitis B in patients 12 years of age and older with evidence of active viral replication and either evidence of persistent elevations in serum aminotransferases or histologically active disease.,<Chronic Hepatitis B>,yes,Treatment of chronic hepatitis B in patients 12 years of age and older with evidence of active viral replication and either evidence of persistent elevations in serum aminotransferases or histologically active disease.,<Chronic Hepatitis B>,Gilead Sciences Pty Ltd,Gilead,96916,Adefovir dipivoxil,yes,no,Tablet,PM-2009-00296-3-2,Not reported
intravenous,Not reported,Not reported,withdrawn,approved,Not reported,Not reported,Neoplasms; Diseases of the digestive system,photobarr-epar-scientific-discussion_en.pdf,Biologics,PhotoBarr,Ablation of high-grade dysplasia (HGD) in patients with Barrett's Oesophagus,<Barrett Esophagus>,yes,Ablation of high-grade dysplasia (HGD) in patients with Barrett's Oesophagus,<Barrett Esophagus>,Not reported,Not Reported,Not reported,porfimer sodium,no,no,powder for solution for injection,Not reported,
Intramuscular,04.05.2023,2023,authorised,approved,14.08.2023,2023,Infectious and parasitic diseases,auspar-spikevax-original-omicron-ba.4-5-230907.pdf,Vaccine,Spikevax Bivalent Original/Omicron BA.4-5,As a booster dose for active immunisation to prevent coronavirus disease 2019 (COVID-19) caused by SARS-CoV-2 in individuals 12 years of age and older who have previously received at least a primary vaccination course against COVID-19.,<Coronavirus Infections>,no,As a booster dose for active immunisation to prevent coronavirus disease 2019 (COVID-19) caused by SARS-CoV-2 in individuals 12 years of age and older who have previously received at least a primary vaccination course against COVID-19.,<Coronavirus Disease 2019>,Moderna Australia Pty Ltd,Moderna,"399552, 399553, 406730",Elasomeran and davesomeran,yes,no,Suspension for injection,PM-2023-01714-1-2,Not reported
oral,27.07.2017,2017,authorised,approved,26.07.2018,2018,Neoplasms,verzenios-epar-public-assessment-report_en.pdf,Small molecule,Verzenios,"Treatment of women with hormone receptor (HR) positive, human epidermal growth factor receptor 2 (HER2) negative locally advanced or metastatic breast cancer",<Breast Neoplasms>,no,"Treatment of women with hormone receptor (HR) positive, human epidermal growth factor receptor 2 (HER2) negative locally advanced or metastatic breast cancer",<Breast Neoplasms>,Eli Lilly Nederland B.V.,Eli Lilly,EMA/551438/2018,abemaciclib,no,no,film-coated tablets,EMEA/H/C/004302/0000,
Oral,Not reported,Not reported,authorised,approved,Not reported,Not reported,Neoplasms,lysodren-epar-scientific-discussion_en.pdf,Small molecule,Lysodren,Treatment of adrenal cortical carcinoma,<Adrenal Cortex Neoplasms>,no,Treatment of adrenal cortical carcinoma,<Adrenal Cortex Neoplasms>,Bristol Myers Squibb,Bristol Myers Squibb,Not reported,Mitotane,yes,yes,Tablet,Not reported,Not reported
subcutaneous,30.11.2016,2016,authorised,conditional marketing authorisation,14.12.2017,2017,"Endocrine, nutritional, and metabolic diseases; Diseases of the musculoskeletal system and connective tissue",crysvita-epar-public-assessment-report_en.pdf,Biologics,Crysvita,Treatment of X-linked hypophosphataemia (XLH) in children over 1 year of age and adults,<X-linked Hypophosphatemia>,no,Treatment of X-linked hypophosphataemia (XLH) in children over 1 year of age and adults,<X-linked Hypophosphatemia>,Kyowa Kirin Limited,Kyowa Kirin,EMA/148319/2018,burosumab,no,yes,solution for injection,EMEA/H/C/004275/0000,
intramuscular,Not reported,Not reported,withdrawn,withdrawn,Not reported,Not reported,Infectious and parasitic diseases,fluad-paediatric-withdrawal-assessment-report_en.pdf,Vaccine,FLUAD PAEDIATRIC,,Not Reported,no,active immunization against influenza in infants and children (6 months to less than 9 years of age),<Influenza>,Not reported,Not Reported,Not reported,"Influenza Vaccine, Surface Antigen, Inactivated, Adjuvanted with MF59C.1",no,no,suspension for injection,EMEA/H/C/002299,
intracerebroventricular,27.05.2016,2016,authorised,approved,21.04.2017,2017,Diseases of the nervous system; Congenital malformations and chromosomal abnormalities,brineura-epar-public-assessment-report_en.pdf,Biologics,Brineura,"treatment of patients with CLN2 disease, also known as tripeptidyl peptidase-1 (TPP1) deficiency",<CLN2 Disease>,no,"treatment of patients with CLN2 disease, also known as tripeptidyl peptidase-1 (TPP1) deficiency",<CLN2 Disease>,BioMarin International Limited,BioMarin,EMA/31226/2017,cerliponase alfa,no,yes,solution for ICV infusion,EMEA/H/C/004065/0000,
Eye drops,Not reported,Not reported,authorised,approved,24.05.2010,2010,Diseases of the eye and adnexa,auspar-brimonidine.pdf,Small molecule,Alphagan P; Enidin,Lowering of intraocular pressure in patients with chronic open angle glaucoma or ocular hypertension,"<Glaucoma, Open-Angle>; <Ocular Hypertension>",no,Lowering of intraocular pressure in patients with chronic open angle glaucoma or ocular hypertension,"<Glaucoma, Open-Angle>; <Ocular Hypertension>",Allergan Australia Pty Ltd,Allergan,158888 and 158893,Brimonidine,yes,no,Solution (eye drops),PM-2008-03768-3-5,Not reported
subcutaneous,08.11.2019,2019,authorised,approved,29.05.2020,2020,Diseases of the nervous system,000244464.pdf,Biologics,Enspryng,Prevention of relapse of neuromyelitis optica spectrum disorder (including neuromyelitis optica),<Neuromyelitis Optica Spectrum Disorder>,no,Prevention of relapse of neuromyelitis optica spectrum disorder (including neuromyelitis optica),<Neuromyelitis Optica Spectrum Disorder>,"Chugai Pharmaceutical Co., Ltd.",Chugai,Not reported,Satralizumab,no,yes,solution for injection,Not reported,
intramuscular,26.07.2019,2019,authorised,approved,15.10.2020,2020,Infectious and parasitic diseases,rekambys-epar-public-assessment-report_en.pdf,Small molecule,Rekambys,"Rekambys is indicated, in combination with cabotegravir injection, for the treatment of human immunodeficiency virus type 1 (HIV-1) infection in adults who are virologically suppressed (HIV-1 RNA <50 copies/mL) and have no known or suspected resistance to either rilpivirine or cabotegravir.",<Human Immunodeficiency Virus>,no,"Rekambys is indicated, in combination with cabotegravir injection, for the treatment of human immunodeficiency virus type 1 (HIV-1) infection in adults who are virologically suppressed (HIV-1 RNA <50 copies/mL) and have no known or suspected resistance to either rilpivirine or cabotegravir.",<Human Immunodeficiency Virus>,Janssen-Cilag International N.V.,Janssen-Cilag,EMA/CHMP/455298/2020,rilpivirine,no,no,extended-release suspension for intramuscular injection,EMEA/H/C/005060/0000,
intravenous,Not reported,Not reported,withdrawn,approved,Not reported,Not reported,Neoplasms; Diseases of the blood and blood-forming organs,zevalin-epar-scientific-discussion_en.pdf,Biologics,Zevalin,Treatment of patients with rituximab-relapsed or refractory CD20+ follicular B-cell non-Hodgkin's lymphoma (NHL),<Follicular Lymphoma>,no,"Treatment of patients with rituximab relapsed or refractory, CD20+ follicular B-cell non-Hodgkin’s lymphoma (NHL)",<Non-Hodgkin Lymphoma>,IDEC Pharmaceuticals Corp.,IDEC,Not reported,ibritumomab tiuxetan,no,Not reported,kit for radiopharmaceutical preparation for intravenous use,Not reported,
intravenous,Not reported,Not reported,withdrawn,Not reported,Not reported,Not reported,Neoplasms; Diseases of the blood and blood-forming organs,mabcampath-epar-scientific-discussion_en.pdf,Biologics,MabCampath,treatment of patients with chronic lymphocytic leukaemia (CLL) who have been treated with alkylating agents and who have failed to achieve a complete or partial response or achieved only a short remission (less than 6 months) following fludarabine phosphate therapy,"<Leukemia, Lymphocytic, Chronic, B-Cell>",no,treatment of patients with chronic lymphocytic leukaemia (CLL) who have been treated with alkylating agents and who have failed fludarabine phosphate therapy,"<Leukemia, Lymphocytic, Chronic, B-Cell>",Not reported,Not Reported,Not reported,alemtuzumab,yes,Not reported,solution for infusion,Not reported,CPMP
subcutaneous; intravenous,08.02.2024,2024,authorised,approved,25.07.2024,2024,Diseases of the skin; Diseases of the musculoskeletal system and connective tissue; Diseases of the digestive system,otulfi-epar-public-assessment-report_en.pdf,Biologics,Otulfi,Plaque psoriasis; Paediatric plaque psoriasis; Psoriatic arthritis; Crohn’s Disease,<Plaque Psoriasis>; <Psoriatic Arthritis>; <Crohn Disease>,no,Plaque psoriasis; Paediatric plaque psoriasis; Psoriatic arthritis; Crohn’s Disease,<Plaque Psoriasis>; <Psoriatic Arthritis>; <Crohn Disease>,Fresenius Kabi Deutschland GmbH,Fresenius,EMA/378457/2024,ustekinumab,yes,no,solution for injection; concentrate for solution for infusion,EMEA/H/C/006544/0000,Not reported
