Administration_route_human,Administration_route_llm,Administration_route_verdict_human,Application_date_human,Application_date_llm,Application_date_verdict_human,Application_year_human,Application_year_llm,Application_year_verdict_human,Current_status_human,Current_status_llm,Current_status_verdict_human,Decision_date_human,Decision_date_llm,Decision_date_verdict_human,Decision_human,Decision_llm,Decision_verdict_human,Decision_year_human,Decision_year_llm,Decision_year_verdict_human,Disease_class(es)_human,Disease_class(es)_llm,Disease_class(es)_verdict_human,Document_name_human,Document_name_llm,Document_name_verdict_human,Drug_class_human,Drug_class_llm,Drug_class_verdict_human,Drug_name_human,Drug_name_llm,Drug_name_verdict_human,Indication_approved_human,Indication_approved_llm,Indication_approved_verdict_human,Indication_extended_human,Indication_extended_llm,Indication_extended_verdict_human,Indication_requested_human,Indication_requested_llm,Indication_requested_verdict_human,Marketing_authorisation_holder_human,Marketing_authorisation_holder_llm,Marketing_authorisation_holder_verdict_human,Marketing_authorisation_number_human,Marketing_authorisation_number_llm,Marketing_authorisation_number_verdict_human,Non_proprietary_name_human,Non_proprietary_name_llm,Non_proprietary_name_verdict_human,Nonclinical_abridged_human,Nonclinical_abridged_llm,Nonclinical_abridged_verdict_human,Orphan_drug_status_human,Orphan_drug_status_llm,Orphan_drug_status_verdict_human,Pharmaceutical_form_human,Pharmaceutical_form_llm,Pharmaceutical_form_verdict_human,Referral_body_human,Referral_body_llm,Referral_body_verdict_human
intravenous,intravenous,match,29.05.2013,29.05.2013,match,2013,2013,match,authorised,authorised,match,22.05.2014,22.05.2014,match,approved,approved,match,2014.0,2014,match,"diseases of the blood and blood-forming organs, congenital malformations and chomosomal abnormalities",diseases of the blood and blood-forming organs,match,nuwiq-epar-public-assessment-report_en.pdf,nuwiq-epar-public-assessment-report_en.pdf,match,biologics,biologics,match,nuwiq,nuwiq,match,same,treatment and prophylaxis of bleeding in patients with haemophilia a (congenital factor viii deficiency). nuwiq can be used for all age groups.,match,no,no,match,treatment and prophylaxis of bleeding in patients with haemophilia a (congenital factor viii deficiency). nuwiq can be used for all age groups.,treatment and prophylaxis of bleeding in patients with haemophilia a (congenital factor viii deficiency). nuwiq can be used for all age groups.,match,octapharma ab,octapharma ab,match,ema/chmp/279301/2014,ema/chmp/279301/2014,match,simoctocog alfa,simoctocog alfa,match,no,no,match,no,no,match,"solvent for solution for injection, powder for solution for injection",lyophilised powder for solution for injection,partial_0.5,,na,
intravenous,intravenous,match,21.11.2017,21.11.2017,match,2017,2017,match,authorised (under additional monitoring),authorised,match,28.02.2019,28.02.2019,match,approved,approved,match,2019.0,2019,match,"infectious and parasitic diseases, diseases of the respiratory system",infectious and parasitic diseases; diseases of the respiratory system,match,dectova-epar-public-assessment-report_en.pdf,dectova-epar-public-assessment-report_en.pdf,match,small molecule,small molecule,match,dectova,dectova,match,"dectova is indicated for the treatment of complicated and potentially life-threatening influenza a or b virus infection in adult and paediatric patients (aged ≥6 months) when: the patient’s influenza virus is known or suspected to be resistant to anti-influenza medicinal products other than zanamivir, and/or other anti-viral medicinal products for treatment of influenza, including inhaled zanamivir, are not suitable for the individual patient. dectova should be used in accordance with official guidance.","treatment of influenza a or b virus infection in hospitalised adult and paediatric patients (≥6 months) when circulating influenza virus is resistant to other approved anti-influenza medications, or resistance develops while on anti-influenza treatment, and/or who cannot take anti-influenza medications via other routes of administration",match,no,no,match,"dectova is indicated for the treatment of influenza a or b virus infection in hospitalised adult and paediatric patients (≥6 months): when circulating influenza virus is resistant to other approved anti-influenza medications, or resistance develops while on anti-influenza treatment, and/or who cannot take anti-influenza medications via other routes of administration","treatment of influenza a or b virus infection in hospitalised adult and paediatric patients (≥6 months) when circulating influenza virus is resistant to other approved anti-influenza medications, or resistance develops while on anti-influenza treatment, and/or who cannot take anti-influenza medications via other routes of administration",match,glaxosmithkline trading services,glaxosmithkline trading services limited,match,ema/chmp/851480/2018,ema/851480/2018,partial_0.8,zanamivir,zanamivir,match,no,no,match,no,no,match,solution for infusion,solution for infusion,match,,na,
intravenous,intravenous,match,not reported,not reported,match,not reported,not reported,match,withdrawn,withdrawn,match,11.05.2017,11.05.2017,match,withdrawn,withdrawn,match,2017.0,2017,match,"neoplasms, diseases of the blood and blood-forming organs",neoplasms; diseases of the blood and blood-forming organs,match,qinprezo-withdrawal-assessment-report_en.pdf,qinprezo-withdrawal-assessment-report_en.pdf,match,small molecule,small molecule,match,qinprezo,qinprezo,match,,na,match,no,no,match,vosaroxin is indicated in combination with cytarabine for the treatment of patients ≥ 60 years with relapsed or refractory aml.,in combination with cytarabine in the treatment of adult patients ≥ 60 years of age with relapsed or refractory acute myeloid leukaemia (aml),match,not reported,not reported,match,ema/462376/2017,ema/462376/2017,match,vosaroxin,vosaroxin,match,no,no,match,yes,yes,match,solution for infusion,solution for injection,match,,na,
intravenous,intravenous,match,not reported,not reported,match,not reported,not reported,match,authorised,authorised,match,not reported,not reported,match,approved,approved,match,not reported,not reported,match,"neoplasms, diseases of the genitourinary system, diseases of the respiratory system",neoplasms,partial_0.3,hycamtin-epar-scientific-discussion_en.pdf,hycamtin-epar-scientific-discussion_en.pdf,match,small molecule,small molecule,match,hycamtin,hycamtin,match,topotecan monotherapy is indicated for the treatment of patients with metastatic carcinoma of the ovary after failure of first-line or subsequent therapy. patients with relapsed small cell lung cancer (sclc) for whom re-treatment with the first-line regimen is not considered appropriate. topotecan in combination with cisplatin is indicated for patients with carcinoma of the cervix recurrent after radiotherapy and for patients with stage ivb disease. patients with prior exposure to cisplatin require a sustained treatment-free interval to justify treatment with the combination,treatment of metastatic carcinoma of the ovary after failure of first-line or subsequent therapy,partial_0.3,no,no,match,treatment of metastatic carcinoma of the ovary after failure of first-line or subsequent therapy,treatment of metastatic carcinoma of the ovary after failure of first-line or subsequent therapy,match,not reported,not reported,match,not reported,not reported,match,topotecan,topotecan,match,no,no,match,no,no,match,powder for concentrate for solution for infusion,powder for solution for infusion,match,,na,
oral,oral,match,not reported,not reported,match,not reported,not reported,match,authorised,authorised,match,not reported,not reported,match,approved,approved,match,not reported,not reported,match,infectious and parasitic diseases,infectious and parasitic diseases,match,dukoral-epar-scientific-discussion_en.pdf,dukoral-epar-scientific-discussion_en.pdf,match,vaccine,vaccine,match,dukoral,dukoral,match,dukoral is indicated for active immunisation against disease caused by vibrio cholerae serogroup o1 in adults and children from 2 years of age who will be visiting endemic/epidemic areas. the use of dukoral should be determined on the basis of official recommendations taking into consideration the variability of epidemiology and the risk of contracting disease in different geographical areas and travelling conditions. dukoral should not replace standard protective measures. in the event of diarrhoea measures of rehydration should be instituted.,active immunisation against disease caused by v. cholerae serogroup o1 of adults and children from 2 years of age,match,yes,yes,match,not reported,active immunisation against cholera in adults and children from 2 years of age,no_match,sbl vaccin ab,sbl vaccin ab,match,not reported,not reported,match,"cholera vaccine (inactivated, oral)",recombinant cholera toxin b subunit,match,no,yes,no_match,no,no,match,suspension and effervescent powder for oral suspension,oral suspension,match,,not reported,
oral,oral,match,29.11.2013,29.11.2013,match,2013,2013,match,authorised (under additional monitoring),authorised,match,26.02.2015,26.02.2015,match,approved,approved,match,2015.0,2015,match,diseases of the genitourinary system,diseases of the genitourinary system,match,jinarc-epar-public-assessment-report_en.pdf,jinarc-epar-public-assessment-report_en.pdf,match,small molecule,small molecule,match,jinarc,jinarc,match,jinarc is indicated to slow the progression of cyst development and renal insufficiency of autosomal dominant polycystic kidney disease (adpkd) in adults with chronic kidney disease (ckd) stage 1 to 4 at initiation of treatment with evidence of rapidly progressing disease,jinarc is indicated to slow the progression of cyst development and renal insufficiency of autosomal dominant polycystic kidney disease (adpkd) in adults with ckd stage 1 to 3 at initiation of treatment with evidence of rapidly progressing disease.,match,no,yes,no_match,treatment of autosomal dominant polycystic kidney disease,jinarc is indicated to slow the progression of kidney disease in patients with autosomal dominant polycystic kidney disease (adpkd).,match,otsuka pharmaceutical europe ltd,otsuka pharmaceutical europe ltd,match,ema/154879/2015,ema/154879/2015,match,tolvaptan,tolvaptan,match,no,no,match,yes,yes,match,tablet,tablet,match,,na,
oral,oral,match,03.12.2010,03.12.2010,match,2010,2010,match,authorised,authorised,match,17.02.2011,17.02.2011,match,approved,approved,match,2011.0,2011,match,"diseases of the musculoskeletal system and connective tissue, neoplasms",neoplasms; diseases of the musculoskeletal system and connective tissue,match,ibandronic-acid-sandoz-epar-public-assessment-report_en.pdf,ibandronic-acid-sandoz-epar-public-assessment-report_en.pdf,match,small molecule,small molecule,match,ibandronic acid sandoz,ibandronic acid sandoz,match,same,"prevention of skeletal events (pathological fractures, bone complications requiring radiotherapy or surgery) in patients with breast cancer and bone metastases",match,no,no,match,"ibandronic acid sandoz is indicated in adults for the prevention of skeletal events (pathological fractures, bone complications requiring radiotherapy or surgery) in patients with breast cancer and bone metastases.","prevention of skeletal events (pathological fractures, bone complications requiring radiotherapy or surgery) in patients with breast cancer and bone metastases",match,sandoz gmbh,sandoz,match,ema/chmp/94879/2011,not reported,no_match,ibandronic acid,ibandronic acid,match,yes,yes,match,no,no,match,film-coated tablets,film-coated tablets,match,ema,not reported,
oral,oral,match,not reported,not reported,match,not reported,not reported,match,authorised,authorised,match,not reported,not reported,match,approved,approved,match,not reported,2006,no_match,"neoplasms, diseases of the blood and blood-forming organs",neoplasms; diseases of the blood and blood-forming organs,match,sprycel-epar-scientific-discussion_en.pdf,sprycel-epar-scientific-discussion_en.pdf,match,small molecule,small molecule,match,sprycel,sprycel,match,"sprycel is indicated for the treatment of adult patients with newly diagnosed philadelphia chromosome positive (ph+) chronic myelogenous leukaemia (cml) in the chronic phase. chronic, accelerated or blast phase cml with resistance or intolerance to prior therapy including imatinib. ph+ acute lymphoblastic leukaemia (all) and lymphoid blast cml with resistance or intolerance to prior therapy. sprycel is indicated for the treatment of paediatric patients with newly diagnosed ph+ cml in chronic phase (ph+ cml-cp) or ph+ cml-cp resistant or intolerant to prior therapy including imatinib. newly diagnosed ph+ all in combination with chemotherapy.",treatment of adult patients with chronic myeloid leukaemia (cml) or philadelphia chromosome positive (ph+) acute lymphoblastic leukaemia (all) with resistance or intolerance to prior therapy,match,no,no,match,not reported,treatment of adult patients with chronic myeloid leukaemia (cml) or philadelphia chromosome positive (ph+) acute lymphoblastic leukaemia (all) with resistance or intolerance to prior therapy,no_match,bristol-myers squibb pharma eeig,bristol-myers squibb pharma eeig,match,not reported,ema/000000/2006,no_match,dasatinib (anhydrous),dasatinib,match,no,no,match,no,no,match,film-coated tablets,film-coated tablet,match,,na,
oral,oral,match,28.04.2008,28.04.2008,match,2008,2008,match,authorised,authorised,match,19.02.2009,19.02.2009,match,approved,approved,match,2009.0,2009,match,diseases of the digestive system,diseases of the digestive system,match,pantozol-control-epar-public-assessment-report_en.pdf,pantozol-control-epar-public-assessment-report_en.pdf,match,small molecule,small molecule,match,pantozol control,pantozol control,match,"pantozol control is indicated for short-term treatment of reflux symptoms (e.g. heartburn, acid regurgitation) in adults.","short-term treatment of reflux symptoms (e.g. heartburn, acid regurgitation) in adults.",match,no,yes,no_match,"treatment of reflux symptoms (e.g. heartburn, acid regurgitation)","treatment of reflux symptoms (e.g. heartburn, acid regurgitation)",match,nycomed gmbh,nycomed gmbh,match,emea/140486/2009,not reported,no_match,pantoprazole,pantoprazole,match,yes,yes,match,no,no,match,gastro-resistant tablets,gastro-resistant tablets,match,ema,na,
subcutaneous,subcutaneous,match,not reported,not reported,match,not reported,not reported,match,authorised,authorised,match,not reported,not reported,match,approved,approved,match,not reported,not reported,match,"""endocrine, nutritional, and metabolic diseases""","endocrine, nutritional, and metabolic diseases",match,optisulin-epar-scientific-discussion_en.pdf,optisulin-epar-scientific-discussion_en.pdf,match,peptides and proteins,peptides and proteins,match,toujeo (previously optisulin),optisulin,match,"treatment of diabetes mellitus in adults, adolescents and children from the age of 6 years.",treatment of type 1 and type 2 diabetes mellitus,match,no,no,match,not reported,treatment of type 1 and type 2 diabetes mellitus,no_match,not reported,not reported,match,not reported,not reported,match,insulin glargine,insulin glargine,match,no,no,match,no,no,match,solution for injection in pre-filled pen,solution for injection,match,,na,
subcutaneous,subcutaneous,match,not reported,not reported,match,not reported,not reported,match,authorised,authorised,match,not reported,not reported,match,approved,approved,match,not reported,not reported,match,"""endocrine, nutritional, and metabolic diseases""","endocrine, nutritional, and metabolic diseases",match,lantus-epar-scientific-discussion_en.pdf,lantus-epar-scientific-discussion_en.pdf,match,peptides and proteins,biologics,no_match,lantus,lantus,match,"treatment of diabetes mellitus in adults, adolescents and children aged 2 years and above.","treatment of diabetes mellitus in adults, adolescents, and children of six years or above where treatment with insulin is required.",match,yes,yes,match,not reported,"treatment of diabetes mellitus in adults, adolescents, and children of six years or above where treatment with insulin is required.",no_match,not reported,not reported,match,not reported,not reported,match,insulin glargine,insulin glargine,match,no,no,match,no,no,match,"solution for injection in a vial, solution for injection in pre-filled pen, solution for injection in a cartridge",solution for injection,match,,na,
subcutaneous,subcutaneous,match,not reported,not reported,match,not reported,not reported,match,authorised,authorised,match,not reported,not reported,match,approved,approved,match,not reported,2007,no_match,"pregnancy and childbirth, endocrine, nutritional, and metabolic diseases, diseases of the genitourinary system","endocrine, nutritional, and metabolic diseases; diseases of the genitourinary system",partial_0.7,pergoveris-epar-scientific-discussion_en.pdf,pergoveris-epar-scientific-discussion_en.pdf,match,peptides and proteins,peptides and proteins,match,pergoveris,pergoveris,match,pergoveris is indicated for the stimulation of follicular development in adult women with severe lh and fsh deficiency.,stimulation of follicular development in women with severe lh and fsh deficiency,match,no,no,match,not reported,stimulation of follicular development in women with severe lh and fsh deficiency,no_match,not reported,laboratoires serono,no_match,not reported,ema/000000/2007,no_match,follitropin alfa / lutropin alfa,follitropin alfa/lutropin alfa,match,no,yes,no_match,no,yes,no_match,"solvent for solution for injection, powder for solution for injection",powder and solvent for solution for injection,match,,chmp,
intravenous,intravenous,match,26.04.2016,26.04.2016,match,2016,2016,match,authorised,authorised,match,20.07.2017,20.07.2017,match,approved,approved,match,2017.0,2017,match,"neoplasms, ""endocrine, nutritional, and metabolic diseases"", diseases of the digestive system",neoplasms; diseases of the digestive system,partial_0.7,lutathera-epar-public-assessment-report_en.pdf,lutathera-epar-public-assessment-report_en.pdf,match,peptides and proteins,peptides and proteins,match,lutathera,lutathera,match,same,"treatment of unresectable or metastatic, progressive, well differentiated (g1 and g2), somatostatin receptor positive gastroenteropancreatic neuroendocrine tumours (gep nets) in adults.",match,no,no,match,"lutathera is indicated for the treatment of unresectable or metastatic, progressive, well-differentiated (g1 and g2), somatostatin receptor-positive gastroenteropancreatic neuroendocrine tumours (gep-nets) in adults.","treatment of unresectable or metastatic, somatostatin receptor positive gastroenteropancreatic neuroendocrine tumours (gep-nets) including foregut, midgut and hindgut in adults.",match,advanced accelerator applications,advanced accelerator applications,match,ema/506460/2017,ema/506460/2017,match,lutetium (177lu) oxodotreotide,lutetium (177lu) oxodotreotide,match,no,no,match,yes,yes,match,solution for infusion,solution for infusion,match,,na,
subcutaneous,subcutaneous,match,03.12.2014,03.12.2014,match,2014,2014,match,authorised,authorised,match,19.11.2015,19.11.2015,match,approved,approved,match,2015.0,2015,match,"diseases of the musculoskeletal system and connective tissue, diseases of the skin",diseases of the musculoskeletal system and connective tissue; diseases of the skin,match,benepali-epar-public-assessment-report_en.pdf,benepali-epar-public-assessment-report_en.pdf,match,biologics,biologics,match,benepali,benepali,match,same,rheumatoid arthritis; psoriatic arthritis; ankylosing spondylitis; non-radiographic axial spondyloarthritis; plaque psoriasis,match,no,no,match,"rheumatoid arthritis,  juvenile idiopathic arthritis, psoriatic arthritis, axial spondyloarthritis, plaque psoriasis, paediatric plaque psoriasis",rheumatoid arthritis; psoriatic arthritis; ankylosing spondylitis; non-radiographic axial spondyloarthritis; plaque psoriasis,partial_0.5,samsung bioepis uk limited,samsung bioepis uk limited,match,ema/chmp/819219/2015,ema/chmp/819219/2015,match,etanercept,etanercept,match,yes,no,no_match,no,no,match,solution for injection in pre-filled syringe,solution for injection,match,ema,na,
subcutaneous,subcutaneous,match,not reported,not reported,match,not reported,not reported,match,withdrawn,withdrawn,match,23.06.2011,23.06.2011,match,withdrawn,withdrawn,match,2011.0,2011,match,"diseases of the skin, congenital malformations and chomosomal abnormalities",diseases of the blood and blood-forming organs,no_match,kalbitor-withdrawal-assessment-report_en.pdf,kalbitor-withdrawal-assessment-report_en.pdf,match,peptides and proteins,peptides and proteins,match,kalbitor,kalbitor,match,,na,match,no,no,match,symptomatic treatment of acute attacks of hereditary angioedema in patients 12 years of age and older.,symptomatic treatment of acute attacks of hereditary angioedema (hae) in patients 12 and older,match,dyax corp.,dyax corp.,match,ema/chmp/476618/2011,ema/chmp/476618/2011,match,ecallantide,ecallantide,match,no,no,match,yes,yes,match,solution for injection in a vial,solution,partial_0.5,,na,
oral,oral,match,20.07.2022,20.07.2022,match,2022,2022,match,authorised (under additional monitoring),authorised,match,22.02.2024,22.02.2024,match,conditional marketing authorisation,approved,partial_0.5,2024.0,2024,match,"diseases of the genitourinary system, congenital malformations and chomosomal abnormalities",diseases of the genitourinary system,partial_0.5,filspari-epar-public-assessment-report_en.pdf,filspari-epar-public-assessment-report_en.pdf,match,small molecule,small molecule,match,filspari,filspari,match,"filspari is indicated for the treatment of adults with primary immunoglobulin a nephropathy (igan) with a urine protein excretion ≥1.0 g/day (or urine protein-to-creatinine ratio ≥ 0.75 g/g,","filspari is indicated for the treatment of adults with primary immunoglobulin a nephropathy (igan) with a urine protein excretion ≥ 1.0 g/day (or urine protein-to-creatinine ratio ≥0.75 g/g, see section 5.1).",match,no,no,match,filspari is indicated in adults for the treatment of primary immunoglobulin a nephropathy (igan),filspari is indicated in adults for the treatment of primary immunoglobulin a nephropathy (igan).,match,vifor france,vifor france,match,ema/106429/2024,ema/106429/2024,match,sparsentan,sparsentan,match,no,no,match,yes,yes,match,film-coated tablets,film-coated tablet,match,,na,
nasal,nasal,match,20.11.2007,20.11.2007,match,2007,2007,match,authorised,authorised,match,20.07.2009,20.07.2009,match,approved,approved,match,2009.0,2009,match,neoplasms,neoplasms; diseases of the nervous system,partial_0.5,instanyl-epar-public-assessment-report_en.pdf,instanyl-epar-public-assessment-report_en.pdf,match,small molecule,small molecule,match,instanyl,instanyl,match,same,management of breakthrough pain in adults already receiving maintenance opioid therapy for chronic cancer pain,match,no,no,match,"instanyl is indicated for the management of breakthrough pain in adults already receiving maintenance opioid therapy for chronic cancer pain. breakthrough pain is a transitory exacerbation of pain that occurs on a background of otherwise controlled persistent pain. patients receiving maintenance opioid therapy are those who are taking at least 60 mg of oral morphine daily, at least 25 micrograms of transdermal fentanyl per hour, at least 30 mg oxycodone daily, at least 8 mg of oral hydromorphone daily or an equianalgesic dose of another opioid for a week or longer",management of breakthrough pain in adults already receiving maintenance opioid therapy for chronic cancer pain,match,nycomed danmark aps,nycomed danmark aps,match,emea/290364/2009,ema/290364/2009,partial_0.9,fentanyl,fentanyl,match,yes,yes,match,no,no,match,"""nasal spray, solution""",nasal spray,match,"ema, fda",not reported,
oral,oral,match,not reported,not reported,match,not reported,not reported,match,authorised,authorised,match,not reported,not reported,match,approved,approved,match,not reported,not reported,match,infectious and parasitic diseases,infectious and parasitic diseases,match,noxafil-epar-scientific-discussion_en.pdf,noxafil-epar-scientific-discussion_en.pdf,match,small molecule,small molecule,match,noxafil,noxafil,match,same,"treatment of invasive aspergillosis, fusariosis, chromoblastomycosis, mycetoma, and coccidioidomycosis in adults",match,no,no,match,"noxafil oral suspension is indicated for use in the treatment of the following fungal infections in adults: invasive aspergillosis in patients with disease that is refractory to amphotericin b or itraconazole or in patients who are intolerant of these medicinal products; fusariosis in patients with disease that is refractory to amphotericin b or in patients who are intolerant of amphotericin b; chromoblastomycosis and mycetoma in patients with disease that is refractory to itraconazole or in patients who are intolerant of itraconazole; coccidioidomycosis in patients with disease that is refractory to amphotericin b, itraconazole or fluconazole or in patients who are intolerant of these medicinal products; oropharyngeal candidiasis: as first-line therapy in patients who have severe disease or are mmunocompromised, in whom response to topical therapy is expected to be poor.",treatment of invasive fungal infections in adults,partial_0.5,merck sharp and dohme b.v,not reported,no_match,not reported,not reported,match,posaconazole,posaconazole,match,no,no,match,no,no,match,oral suspension,oral suspension,match,,na,
oral,oral,match,28.09.2012,28.09.2012,match,2012,2012,match,withdrawn,withdrawn,match,02.08.2013,02.08.2013,match,approved,approved,match,2013.0,2013,match,"neoplasms, congenital malformations and chomosomal abnormalities, diseases of the blood and blood-forming organs",neoplasms; diseases of the blood and blood-forming organs,partial_0.7,imatinib-medac-epar-public-assessment-report_en.pdf,imatinib-medac-epar-public-assessment-report_en.pdf,match,small molecule,small molecule,match,imatinib medac,imatinib medac,match,same,"paediatric patients with newly diagnosed philadelphia chromosome (bcr-abl) positive (ph+) chronic myeloid leukaemia (cml) for whom bone marrow transplantation is not considered as the first line of treatment; paediatric patients with ph+ cml in chronic phase after failure of interferon-alpha therapy, or in accelerated phase; adult and paediatric patients with ph+ cml in blast crisis; adult patients with newly diagnosed philadelphia chromosome positive acute lymphoblastic leukaemia (ph+ all) integrated with chemotherapy; adult patients with relapsed or refractory ph+ all as monotherapy; adult patients with myelodysplastic/myeloproliferative diseases (mds/mpd) associated with platelet-derived growth factor receptor (pdgfr) gene re-arrangements; adult patients with advanced hypereosinophilic syndrome (hes) and/or chronic eosinophilic leukaemia (cel) with fip1l1-pdgfrα rearrangement; adult patients with unresectable dermatofibrosarcoma protuberans (dfsp) and adult patients with recurrent and/or metastatic dfsp who are not eligible for surgery.",match,no,no,match,"paediatric patients with newly diagnosed philadelphia chromosome (bcr-abl) positive (ph+) chronic myeloid leukaemia (cml) for whom bone marrow transplantation is not considered as the first line of treatment. paediatric patients with ph+ cml in chronic phase after failure of interferon-alpha therapy, or in accelerated phase. adult and paediatric patients with ph+ cml in blast crisis. adult patients with newly diagnosed philadelphia chromosome positive acute lymphoblastic leukaemia (ph+ all) integrated with chemotherapy. adult patients with relapsed or refractory ph+ all as monotherapy. adult patients with myelodysplastic/myeloproliferative diseases (mds/mpd) associated with platelet-derived growth factor receptor (pdgfr) gene re-arrangements. adult patients with advanced hypereosinophilic syndrome (hes) and/or chronic eosinophilic leukaemia (cel) with fip1l1-pdgfrα rearrangement. adult patients with unresectable dermatofibrosarcoma protuberans (dfsp) and adult patients with recurrent and/or metastatic dfsp who are not eligible for surgery.","paediatric patients with newly diagnosed philadelphia chromosome (bcr-abl) positive (ph+) chronic myeloid leukaemia (cml) for whom bone marrow transplantation is not considered as the first line of treatment; paediatric patients with ph+ cml in chronic phase after failure of interferon-alpha therapy, or in accelerated phase; adult and paediatric patients with ph+ cml in blast crisis; adult patients with newly diagnosed philadelphia chromosome positive acute lymphoblastic leukaemia (ph+ all) integrated with chemotherapy; adult patients with relapsed or refractory ph+ all as monotherapy; adult patients with myelodysplastic/myeloproliferative diseases (mds/mpd) associated with platelet-derived growth factor receptor (pdgfr) gene re-arrangements; adult patients with advanced hypereosinophilic syndrome (hes) and/or chronic eosinophilic leukaemia (cel) with fip1l1-pdgfrα rearrangement; adult patients with unresectable dermatofibrosarcoma protuberans (dfsp) and adult patients with recurrent and/or metastatic dfsp who are not eligible for surgery.",match,medac,medac,match,ema/622006/2013,ema/622006/2013,match,imatinib,imatinib,match,yes,yes,match,no,no,match,tablet,hard capsules,no_match,ema,not reported,
oral,oral,match,09.08.2023,09.08.2023,match,2023,2023,match,authorised,authorised,match,30.05.2024,30.05.2024,match,approved,approved,match,2024.0,2024,match,"neoplasms, diseases of the blood and blood-forming organs",neoplasms; diseases of the blood and blood-forming organs,match,pomalidomide-krka-epar-public-assessment-report_en.pdf,pomalidomide-krka-epar-public-assessment-report_en.pdf,match,small molecule,small molecule,match,pomalidomide krka,pomalidomide krka,match,same,"pomalidomide krka in combination with bortezomib and dexamethasone is indicated in the treatment of adult patients with multiple myeloma who have received at least one prior treatment regimen including lenalidomide. pomalidomide krka in combination with dexamethasone is indicated in the treatment of adult patients with relapsed and refractory multiple myeloma who have received at least two prior treatment regimens, including both lenalidomide and bortezomib, and have demonstrated disease progression on the last therapy.",match,no,no,match,"pomalidomide krka in combination with bortezomib and dexamethasone is indicated in the treatment of adult patients with multiple myeloma who have received at least one prior treatment regimen including lenalidomide. pomalidomide krka in combination with dexamethasone is indicated in the treatment of adult patients with relapsed and refractory multiple myeloma who have received at least two prior treatment regimens, including both lenalidomide and bortezomib, and have demonstrated disease progression on the last therapy.","pomalidomide krka in combination with bortezomib and dexamethasone is indicated in the treatment of adult patients with multiple myeloma who have received at least one prior treatment regimen including lenalidomide. pomalidomide krka in combination with dexamethasone is indicated in the treatment of adult patients with relapsed and refractory multiple myeloma who have received at least two prior treatment regimens, including both lenalidomide and bortezomib, and have demonstrated disease progression on the last therapy.",match,"krka, d.d., novo mesto","krka, d.d., novo mesto",match,ema/341648/2024,ema/341648/2024,match,pomalidomide,pomalidomide,match,yes,yes,match,no,no,match,hard capsules,"capsule, hard",match,ema,not reported,
subcutaneous,subcutaneous,match,25.04.2017,25.04.2017,match,2017,2017,match,authorised,authorised,match,26.07.2018,26.07.2018,match,approved,approved,match,2018.0,2018,match,"diseases of the musculoskeletal system and connective tissue, diseases of the skin, diseases of the digestive system, diseases of the eye and adnexa",diseases of the musculoskeletal system and connective tissue; diseases of the skin; diseases of the digestive system; diseases of the eye and adnexa,match,hulio-epar-public-assessment-report_en.pdf,hulio-epar-public-assessment-report_en.pdf,match,biologics,biologics,match,hulio,hulio,match,"juvenile idiopathic arthritis, enthesitis-related arthritis, paediatric plaque psoriasis, paediatric crohn's disease, paediatric uveitis",rheumatoid arthritis; juvenile idiopathic arthritis; axial spondyloarthritis; psoriatic arthritis; psoriasis; hidradenitis suppurativa; crohn’s disease; ulcerative colitis; uveitis,match,no,no,match,"rheumatoid arthritis, juvenile idiopathic arthritis, axial spondyloarthritis, psoriatic arthritis, psoriasis, paediatric plaque psoriasis, hidradenitis suppurativa (hs), crohn’s disease, paediatric crohn's disease, ulcerative colitis, paediatric ulcerative colitis, uveitis, paediatric uveitis",rheumatoid arthritis; juvenile idiopathic arthritis; axial spondyloarthritis; psoriatic arthritis; psoriasis; hidradenitis suppurativa; crohn’s disease; ulcerative colitis; uveitis,partial_0.7,kyowa kirin limited,mylan s.a.s.,no_match,ema/541826/2018,ema/541826/2018,match,adalimumab,adalimumab,match,yes,no,no_match,no,no,match,solution for injection in pre-filled syringe,solution for injection,match,ema,na,
