Administration_route,Application_date,Application_year,Current_status,Dataset,Decision,Decision_date,Decision_year,Disease_class(es),Disease_name(s),Document_name,Drug_class,Drug_name,Indication_approved,Indication_extended,Indication_requested,Indication_requested_extracted,Marketing_authorisation_holder,Marketing_authorisation_holder_extracted,Marketing_authorisation_number,Non_proprietary_name,Nonclinical_abridged,Orphan_drug_status,Pharmaceutical_form,Procedure_number,Referral_body
intravenous,01.08.2017,2017,authorised,TGA,approved,17.09.2018,2018,neoplasms; diseases of the digestive system,<hepatocellular carcinoma>,auspar-nivolumab-200124.pdf,biologics,opdivo,hepatocellular carcinoma,yes,"opdivo, as monotherapy is indicated for the treatment of adult patients with hepatocellular carcinoma after prior sorafenib therapy.",<hepatocellular carcinoma>,bristol-myers squibb australia pty. ltd.,bristol-myers squibb,"231867, 231868",nivolumab,yes,no,concentrate,pm-2017-02209-1-4,
intravenous,30.11.2017,2017,na,TGA,rejected,27.03.2019,2019,neoplasms; diseases of the digestive system,not reported,auspar-nivolumab-200317.pdf,biologics,opdivo,na,yes,treatment of adult patients with advanced or recurrent gastric or gastro-oesophageal junction cancer after two or more prior systemic therapies.,<gastric neoplasms>; <gastroesophageal junction neoplasms>,bristol-myers squibb australia pty ltd,bristol-myers squibb,"231868, 231867",nivolumab,yes,yes,solution,pm-2017-03888-1-4,
oral,30.09.2015,2015,authorised,TGA,approved,04.04.2016,2016,neoplasms,<breast neoplasms>,auspar-nolvadex-130318.pdf,small molecule,nolvadex/nolvadex-d,primary reduction of breast cancer risk in women at moderately increased or high risk,yes,primary reduction of breast cancer risk in women at moderately increased or high risk,<breast neoplasms>,astrazeneca pty ltd,astrazeneca,11232 and 11233,tamoxifen,yes,no,tablet,pm-2015-02360-1-4,
intravenous,28.09.2018,2018,authorised (under additional monitoring),TGA,approved,02.09.2019,2019,diseases of the blood and blood-forming organs,<hemophilia b>,auspar-nonacog-beta-pegol-191101.pdf,biologics,refixia,treatment and prophylaxis of bleeding in patients 12 years and above with haemophilia b (congenital factor ix deficiency).,no,treatment and prophylaxis of bleeding in patients with haemophilia b (congenital factor ix deficiency).,<hemophilia b>,novo nordisk pharmaceuticals pty ltd,novo nordisk,"308424, 308425, 308426",nonacog beta pegol,no,yes,powder; solvent,pm-2018-02720-1-6,na
intravenous,30.08.2012,2012,authorised,TGA,approved,30.01.2014,2014,diseases of the blood and blood-forming organs,<hemophilia b>,auspar-nonacog-gamma-140414.pdf,biologics,rixubis,routine prophylaxis of bleeding episodes in patients 12 years and older with haemophilia b; treatment and prevention of bleeding episodes in patients 12 years and older with haemophilia b (congenital factor ix deficiency).,no,routine prophylaxis of bleeding episodes in patients 12 years and older with haemophilia b; treatment and prevention of bleeding episodes in patients 12 years and older with haemophilia b (congenital factor ix deficiency); peri-operative management in patients 12 years and older with haemophilia b.,<hemophilia b>,baxter healthcare pty ltd,baxter,204767; 204769; 204766; 204768; 204765,nonacog gamma,no,yes,lyophilisate; solvent,pm-2012-03758-1-4,na
subcutaneous,,,authorised,TGA,approved,16.04.2014,2014,diseases of the blood and blood-forming organs,<immunologic deficiency syndromes>; <hypogammaglobulinemia>,auspar-normal-human-immunoglobulin-140625.pdf,biologics,hizentra,replacement therapy in primary immunodeficiency disease (pid) and symptomatic hypogammaglobulinaemia secondary to underlying disease or treatment.,no,replacement therapy in primary immunodeficiency disease (pid) and symptomatic hypogammaglobulinaemia secondary to underlying disease or treatment.,<immunologic deficiency syndromes>; <hypogammaglobulinemia>,csl behring ltd,csl behring,"aust r 207386, aust r 207385, aust r 207383 and aust r 207384",normal human immunoglobulin,no,no,solution,2013-00301-2-2,na
subcutaneous,,,authorised,TGA,approved,24.01.2012,2012,diseases of the blood and blood-forming organs,<immunologic deficiency syndromes>; <hypogammaglobulinemia>,auspar-normal-immunoglobulin-human-120507.pdf,biologics,evogam,replacement therapy in primary immunodeficiency disease and symptomatic hypogammaglobulinaemia secondary to underlying disease or treatment.,no,replacement therapy in primary immunodeficiency disease and symptomatic hypogammaglobulinaemia secondary to underlying disease or treatment.,<immunologic deficiency syndromes>; <hypogammaglobulinemia>,csl ltd,csl,"173315, 173323, 173324",normal (human) immunoglobulin,yes,no,solution,pm-2010-01887-3-2,
intravenous,30.06.2020,2020,authorised,TGA,approved,20.07.2021,2021,diseases of the nervous system,"<polyradiculoneuropathy, chronic inflammatory demyelinating>",auspar-normal-immunoglobulin-human-211124.pdf,biologics,kiovig,chronic inflammatory demyelinating polyradiculoneuropathy (cidp) in adults,yes,chronic inflammatory demyelinating polyradiculoneuropathy (cidp) in adults,<polyradiculoneuropathy>,takeda pharmaceuticals australia pty ltd,takeda,"131953, 131966, 131968, 131969, 131973, and 198488",normal immunoglobulin (human),yes,no,solution,pm-2020-02469-1-1,
oral,02.05.2022,2022,authorised,TGA,approved,17.03.2023,2023,neoplasms,<prostatic neoplasms>,auspar-nubeqa-240930.pdf,small molecule,nubeqa,treatment of patients with metastatic hormone-sensitive prostate cancer (mhspc) in combination with docetaxel,yes,treatment of patients with metastatic hormone-sensitive prostate cancer (mhspc) in combination with docetaxel,<prostatic neoplasms>,bayer australia ltd,bayer,"316417, 317242",darolutamide,no,no,tablet,pm-2022-00878-1-4,na
intramuscular,31.01.2022,2022,authorised (under additional monitoring),TGA,approved,13.01.2023,2023,diseases of the skin,<not reported>,auspar-nuceiva-230919.pdf,biologics,nuceiva,the temporary improvement in the appearance of moderate to severe glabellar lines in adult patients.,no,the temporary improvement in the appearance of moderate to severe glabellar lines associated with corrugator and/or procerus muscle activity in adult patients.,<glabellar lines>,ppd australia pty ltd,ppd,381094,prabotulinum toxin a,yes,no,powder,pm-2021-05441-1-1,
sublingual,07.09.2022,2022,authorised,TGA,approved,17.07.2023,2023,diseases of the nervous system,<migraine disorders>,auspar-nurtec-odt-240301.pdf,small molecule,nurtec odt,acute treatment of migraine with or without aura in adults; prophylactic treatment of episodic migraine in adults who have at least 4 migraine attacks per month.,no,acute treatment of migraine with or without aura in adults; preventive treatment of episodic migraine in adults who have at least 4 migraine attacks per month.,<migraine disorders>,pfizer australia pty ltd,pfizer,392434,rimegepant,no,no,tablet,pm-2022-02939-1-1,na
intrathecal,04.01.2017,2017,authorised,TGA,approved,02.11.2017,2017,diseases of the nervous system,<spinal muscular atrophy>,auspar-nusinersen-heptadecasodium-180813.pdf,other,spinraza,spinraza is indicated for the treatment of 5q spinal muscular atrophy (sma).,no,spinraza is indicated for the treatment of spinal muscular atrophy (sma).,<spinal muscular atrophy>,biogen australia pty ltd,biogen,282522,nusinersen,no,yes,solution,pm-2016-04042-1-3,na
intramuscular,04.05.2023,2023,authorised (under additional monitoring),TGA,approved,26.10.2023,2023,infectious and parasitic diseases,<coronavirus infections>,auspar-nuvaxovid-231106.pdf,vaccine,nuvaxovid,active immunisation to prevent coronavirus disease 2019 (covid-19) caused by sars-cov-2 in individuals 12 years of age and older.,no,active immunisation to prevent coronavirus disease 2019 (covid-19) caused by sars-cov-2 in individuals 12 years of age and older.,<coronavirus disease 2019>,biocelect pty ltd,biocelect,355139,sars-cov-2-rs,no,no,suspension,,na
intramuscular,03.04.2023,2023,authorised,TGA,approved,31.01.2024,2024,infectious and parasitic diseases,<coronavirus infections>,auspar-nuvaxovid-240531.pdf,vaccine,nuvaxovid,active immunisation to prevent coronavirus disease 2019 (covid-19) caused by sars-cov-2 in individuals 12 years of age and older.,yes,active immunisation to prevent coronavirus disease 2019 (covid-19) caused by sars-cov-2 in individuals 12 years of age and older.,<coronavirus disease 2019>,biocelect pty ltd,biocelect,355139,sars-cov-2 rs,yes,no,suspension,pm-2023-00909-1-2,
intramuscular,,,authorised (under additional monitoring),TGA,approved,20.01.2022,2022,infectious and parasitic diseases,<coronavirus infections>,auspar-nuvaxovid-heterologous-booster-220622-pi.pdf,vaccine,nuvaxovid,active immunisation to prevent coronavirus disease 2019 (covid-19) caused by sars-cov-2 in individuals 18 years of age and older.,no,active immunisation to prevent coronavirus disease 2019 (covid-19) caused by sars-cov-2 in individuals 18 years of age and older.,<coronavirus disease 2019>,biocelect pty ltd,biocelect,,sars-cov-2 rs,no,no,suspension,pm-2022-00638-1-2,na
intramuscular,03.03.2022,2022,authorised,TGA,approved,09.06.2022,2022,infectious and parasitic diseases,<coronavirus infections>,auspar-nuvaxovid-homologous-booster-220614.pdf,vaccine,nuvaxovid,active immunisation to prevent coronavirus disease 2019 (covid-19) caused by sars-cov-2 in individuals 18 years of age and older.,yes,active immunisation to prevent coronavirus disease 2019 (covid-19) caused by sars-cov-2 in individuals 18 years of age and older.,<coronavirus disease 2019>,biocelect pty ltd,biocelect,351139,sars-cov-2 rs vaccine,no,no,suspension,pm-2022-00638-1-2,na
intravenous,07.06.2013,2013,authorised,TGA,approved,07.05.2014,2014,neoplasms; diseases of the blood and blood-forming organs,"<leukemia, lymphocytic, chronic, b-cell>",auspar-obinutuzumab-140826.pdf,biologics,gazyva,gazyva in combination with chlorambucil is indicated for the treatment of patients with previously untreated chronic lymphocytic leukaemia (cll).,no,gazyva in combination with chlorambucil for the treatment of patients with previously untreated chronic lymphocytic leukaemia (cll).,"<leukemia, lymphocytic, chronic, b-cell>",roche products pty ltd,roche,210562,obinutuzumab,no,no,concentrate,pm-2013-01148-1-4,na
intravenous,30.11.2016,2016,authorised,TGA,approved,16.11.2017,2017,neoplasms; diseases of the blood and blood-forming organs,<follicular lymphoma>,auspar-obinutuzumab-180502.pdf,biologics,gazyva,gazyva in combination with chemotherapy followed by gazyva maintenance is indicated for the treatment of patients with previously untreated advanced follicular lymphoma.,yes,gazyva in combination with chemotherapy followed by gazyva maintenance is indicated for the treatment of patients with previously untreated follicular lymphoma.,<follicular lymphoma>,roche products pty ltd,roche,210562,obinutuzumab,yes,no,concentrate,pm-2016-03149-1-4,
intravenous,30.06.2016,2016,authorised,TGA,approved,03.07.2017,2017,diseases of the nervous system,<multiple sclerosis>,auspar-ocrelizumab-180808.pdf,biologics,ocrevus,treatment of patients with relapsing forms of multiple sclerosis (rms) to delay the progression of physical disability and to reduce the frequency of relapse; treatment of patients with primary progressive multiple sclerosis (ppms) to delay the progression of physical disability,no,treatment of patients with relapsing forms of multiple sclerosis (rms) to delay the progression of physical disability and to reduce the frequency of relapse; treatment of patients with primary progressive multiple sclerosis (ppms) to delay the progression of physical disability,<multiple sclerosis>,roche products pty limited,roche,275778,ocrelizumab,yes,no,vial,pm-2016-01580-1-1,
intravitreal,,,authorised,TGA,approved,03.10.2014,2014,diseases of the eye and adnexa,<vitreomacular traction syndrome>; <macular hole>,auspar-ocriplasmin-141110.pdf,biologics,jetrea,treatment of vitreomacular traction (vmt) including when associated with macular hole of diameter less than or equal to 400 microns,no,treatment of symptomatic vitreomacular adhesion (svma) including those associated with macular hole in adults,<vitreomacular adhesion>; <macular hole>,alcon laboratories australia pty ltd,alcon,206494,ocriplasmin,no,no,concentrate,pm-2012-04123-1-5,na
intramuscular,,,authorised,TGA,approved,15.12.2011,2011,neoplasms,<neuroendocrine tumors>,auspar-octreotide-120214.pdf,peptides and proteins,sandostatin lar,"treatment of patients with progression of well-differentiated, advanced neuroendocrine tumours of the midgut or suspected midgut origin",yes,treatment of patients with advanced neuroendocrine tumours of the midgut or unknown primary location,<neuroendocrine tumors>,novartis pharmaceuticals australia pty ltd,novartis,"69413, 69210 and 69376",octreotide,yes,yes,powder,pm-2010-03092-3-4,
oral,,,authorised,TGA,approved,16.08.2016,2016,infectious and parasitic diseases,<human immunodeficiency virus>,auspar-odefsey-171012.pdf,small molecule,odefsey,"treatment of hiv-1 infection in adults and adolescents (12 years and older with body weight at least 35 kg) with plasma hiv-1 rna ≤100,000 copies/ml at the start of therapy",no,"treatment of hiv-1 infection in adults and adolescents (12 years and older with body weight at least 35 kg) with plasma hiv-1 rna ≤100,000 copies/ml at the start of therapy",<hiv infections>,gilead sciences pty ltd,gilead,260634,emtricitabine / rilpivirine / tenofovir alafenamide fumarate,yes,no,tablet,pm-2015-02479-1-2,
oral,01.09.2014,2014,authorised,TGA,approved,06.08.2015,2015,neoplasms; diseases of the skin,<basal cell carcinoma>,auspar-odomzo-191127.pdf,small molecule,odomzo,"treatment of adult patients with locally advanced basal cell carcinoma (bcc) who are not amenable to curative surgery or radiation therapy, and metastatic bcc.",no,"treatment of adult patients with locally advanced basal cell carcinoma (bcc) who are not amenable to curative surgery or radiation therapy, and metastatic bcc.",<basal cell carcinoma>,novartis pharmaceuticals australia pty ltd,novartis,226544,sonidegib,no,no,capsule,pm-2014-01865-1-4,na
intravenous,24.12.2015,2015,withdrawn,TGA,withdrawn,16.02.2017,2017,neoplasms; diseases of the blood and blood-forming organs,not reported,auspar-ofatumumab-180112.pdf,biologics,arzerra,na,yes,maintenance treatment for adult patients with cll at high risk of relapse who are in complete or partial response after at least two lines of induction therapy.,"<leukemia, lymphocytic, chronic, b-cell>",novartis pharmaceuticals pty ltd australia,novartis,,ofatumumab,yes,yes,concentrate,pm-2015-03290-1-4,
subcutaneous,30.03.2020,2020,authorised (under additional monitoring),TGA,approved,03.03.2021,2021,diseases of the nervous system,"<multiple sclerosis, relapsing-remitting>",auspar-ofatumumab-210624.pdf,biologics,kesimpta,treatment of adult patients with relapsing forms of multiple sclerosis (rms) to delay the progression of physical disability and reduce the frequency of relapse.,yes,treatment of adult patients with relapsing forms of multiple sclerosis (rms).,"<multiple sclerosis, relapsing-remitting>",novartis pharmaceuticals australia pty ltd,novartis,330601 and 330617,ofatumumab,no,no,solution,pm-2020-00666-1-1,na
oral,31.03.2015,2015,authorised,TGA,approved,23.12.2015,2015,neoplasms; diseases of the genitourinary system,<ovarian neoplasms>; <fallopian tube neoplasms>; <peritoneal neoplasms>,auspar-olaparib-190211.pdf,small molecule,lynparza,"monotherapy for the maintenance treatment of patients with platinum sensitive relapsed brca-mutated (germline or somatic) high grade serous epithelial ovarian, fallopian tube or primary peritoneal cancer who are in response (complete response or partial response) after platinum based chemotherapy.",no,monotherapy for the maintenance treatment of adult patients with platinum-sensitive relapsed brca-mutated high grade serous ovarian cancer (including fallopian tube or primary peritoneal) who are in response to platinum based chemotherapy.,<ovarian neoplasms>; <fallopian tube neoplasms>; <peritoneal neoplasms>,astrazeneca pty ltd,astrazeneca,234008,olaparib,no,yes,capsule,pm-2014-04684-1-4,na
oral,31.05.2017,2017,authorised,TGA,approved,18.05.2018,2018,neoplasms; diseases of the genitourinary system,<ovarian neoplasms>; <fallopian tube neoplasms>; <peritoneal neoplasms>,auspar-olaparib-191016.pdf,small molecule,lynparza,"monotherapy for the maintenance treatment of adult patients with platinum sensitive relapsed high grade epithelial ovarian, fallopian tube, or primary peritoneal cancer who are in response to platinum-based chemotherapy.",yes,"monotherapy for the maintenance treatment of adult patients with platinum sensitive relapsed high grade epithelial ovarian, fallopian tube, or primary peritoneal cancer who are in response to platinum-based chemotherapy.",<ovarian neoplasms>; <fallopian tube neoplasms>; <peritoneal neoplasms>,astrazeneca pty ltd,astrazeneca,"288613, 288614",olaparib,no,no,tablet,pm-2017-01451-1-4,na
oral,02.03.2020,2020,authorised,TGA,approved,04.03.2021,2021,neoplasms; diseases of the digestive system,<ovarian neoplasms>; <fallopian tube neoplasms>; <peritoneal neoplasms>; <pancreatic neoplasms>,auspar-olaparib-210415.pdf,small molecule,lynparza,"maintenance treatment of adult patients with advanced epithelial ovarian, fallopian tube or primary peritoneal cancer in response to first-line platinum-based chemotherapy and metastatic pancreatic adenocarcinoma",yes,"maintenance treatment of adult patients with advanced epithelial ovarian, fallopian tube or primary peritoneal cancer in response to first-line platinum-based chemotherapy and metastatic pancreatic adenocarcinoma",<ovarian neoplasms>; <fallopian tube neoplasms>; <peritoneal neoplasms>; <pancreatic neoplasms>,astrazeneca pty ltd,astrazeneca,"288613, 288614",olaparib,yes,no,tablet,pm-2020-00161-1-4,
oral,,,authorised,TGA,approved,11.09.2013,2013,diseases of the circulatory system,<hypertension>,auspar-olmesartan-amlodipine-hydrochlorothiazide-131118.pdf,small molecule,sevikar hct,treatment of hypertension,no,treatment of hypertension,<hypertension>,merck sharp & dohme australia pty ltd,merck sharp & dohme,"199006, 199007, 198998, 199005, 199000","olmesartan medoxomil, amlodipine, hydrochlorothiazide",no,no,tablet,pm-2012-01550-3-3,na
oral,,,authorised,TGA,approved,07.09.2012,2012,diseases of the circulatory system,<hypertension>,auspar-olmesartan-medoxomil-130226.pdf,small molecule,olmetec,for the treatment of hypertension,yes,for the treatment of hypertension,<hypertension>,merck sharp & dohme (australia) pty ltd,merck sharp & dohme,"aust r 102134, aust r 102138, aust r 102139",olmesartan medoxomil,yes,no,tablet,pm-2011-01941-3-3,
inhalation,16.05.2012,2012,authorised,TGA,approved,12.11.2013,2013,diseases of the respiratory system,"<pulmonary disease, chronic obstructive>",auspar-olodaterol-140327.pdf,small molecule,striverdi respimat,once daily maintenance bronchodilator treatment of airflow obstruction in patients with chronic obstructive pulmonary disease (copd),no,"for long term, once daily maintenance bronchodilator treatment of airflow obstruction in patients with chronic obstructive pulmonary disease (copd), including chronic bronchitis and/or emphysema",<chronic obstructive pulmonary disease>,boehringer ingelheim pty ltd,boehringer ingelheim,199568,olodaterol,no,no,solution,pm-2012-01920-3-5,na
oral,,,authorised,TGA,approved,28.07.2010,2010,"diseases of the circulatory system; endocrine, nutritional, and metabolic diseases",<myocardial infarction>; <hypertriglyceridemia>,auspar-omacor.pdf,small molecule,omacor,"post myocardial infarction: adjuvant treatment in secondary prevention after myocardial infarction, in addition to other standard therapy; hypertriglyceridaemia: endogenous hypertriglyceridaemia as a supplement to diet when dietary measures alone are insufficient.",no,"post myocardial infarction: adjuvant treatment in secondary prevention after myocardial infarction, in addition to other standard therapy; hypertriglyceridaemia: endogenous hypertriglyceridaemia as a supplement to diet when dietary measures alone are insufficient.",<myocardial infarction>; <hypertriglyceridemia>,abbott products pty ltd,abbott,155717,omega-3-acid ethyl esters 90,no,no,capsule,pm-2008-3043-3,na
subcutaneous,31.01.2020,2020,authorised,TGA,approved,12.03.2021,2021,diseases of the respiratory system,<chronic rhinosinusitis>,auspar-omalizumab-210415.pdf,biologics,xolair,chronic rhinosinusitis with nasal polyps (crswnp) with inadequate response to nasal corticosteroids,yes,chronic rhinosinusitis with nasal polyps (crswnp) with inadequate response to nasal corticosteroids,<chronic rhinosinusitis>,novartis pharmaceuticals australia pty ltd,novartis,"115399, 201124, 82744, 201126",omalizumab,yes,no,solution; powder,pm-2019-05980-1-5,
subcutaneous,,,authorised,TGA,approved,06.11.2014,2014,diseases of the skin,<chronic idiopathic urticaria>,auspar-omalizumab-rch-150721.pdf,biologics,xolair,chronic idiopathic urticaria in adults and adolescents (12 years of age and above) who remain symptomatic despite h1 antihistamine treatment.,yes,chronic idiopathic urticaria in adults and adolescents (12 years of age and above) who remain symptomatic despite h1 antihistamine treatment.,<chronic idiopathic urticaria>,novartis pharmaceuticals australia pty ltd,novartis,"82744, 115399, 201126 and 201124",omalizumab,yes,no,powder; diluent; solution,pm-2013-03254-1-4,
subcutaneous,,,authorised,TGA,approved,28.01.2016,2016,diseases of the respiratory system,<asthma>,auspar-omalizumab-rch-160622.pdf,biologics,xolair,"add-on therapy to improve asthma control in patients with severe allergic asthma who have documented exacerbations despite daily high dose inhaled corticosteroids, and who have immunoglobulin e levels corresponding to the recommended dose range.",yes,"add-on therapy to improve asthma control in patients with severe persistent allergic asthma who have frequent daytime symptoms or night-time awakenings, have had documented asthma exacerbations despite daily high-dose inhaled corticosteroids, and who have serum immunoglobulin e levels corresponding to the recommended dose range.",<asthma>,novartis pharmaceuticals australia pty ltd,novartis,"201124, 82744, 201126 and 115399",omalizumab,yes,no,powder; solution,pm-2014-03868-1-5,
oral,29.02.2024,2024,authorised (under additional monitoring),TGA,approved,17.12.2024,2024,neoplasms; diseases of the blood and blood-forming organs,"<anemia>; <primary myelofibrosis>; <polycythemia vera>; <thrombocythemia, essential>",auspar-omjjara-250404.pdf,small molecule,omjjara,"treatment of disease-related splenomegaly or symptoms in adult patients with moderate to severe anaemia who have primary myelofibrosis, post polycythaemia vera myelofibrosis or post essential thrombocythaemia myelofibrosis and who are janus kinase (jak) inhibitor naïve or have been treated with ruxolitinib",no,"treatment of disease-related splenomegaly or symptoms in adult patients with moderate to severe anaemia who have primary myelofibrosis, post polycythaemia vera myelofibrosis or post essential thrombocythaemia myelofibrosis and who are janus kinase (jak) inhibitor naïve or have been treated with ruxolitinib",<primary myelofibrosis>; <polycythemia vera>; <essential thrombocythemia>,glaxosmithkline australia pty ltd,glaxosmithkline,442230; 442231; 442232,momelotinib dihydrochloride monohydrate,no,yes,tablet,pm-2024-00653-1-4,na
nasal,,,authorised,TGA,approved,28.11.2011,2011,diseases of the respiratory system,"<rhinitis, allergic, seasonal>; <rhinitis, allergic, perennial>",auspar-omnaris.pdf,small molecule,omnaris,treatment of seasonal allergic rhinitis in adults and children 6 years of age and older; treatment of perennial allergic rhinitis in adults and adolescents 12 years of age and older,yes,treatment of seasonal allergic rhinitis and perennial allergic rhinitis,"<rhinitis, allergic, seasonal>; <rhinitis, allergic, perennial>",nycomed pty ltd,nycomed,167910,ciclesonide,no,no,spray,pm-2009-03337-3-5,na
subcutaneous; intravenous,28.07.2022,2022,authorised,TGA,approved,26.09.2023,2023,diseases of the digestive system,<ulcerative colitis>,auspar-omvoh-240502.pdf,biologics,omvoh,"treatment of moderately to severely active ulcerative colitis in adult patients who have had an inadequate response with, lost response to, or were intolerant to conventional therapy or a biologic treatment, or have medical contraindications to such therapies.",no,"treatment of moderately to severely active ulcerative colitis in patients who have had an inadequate response with, lost response to, or were intolerant to conventional therapy or a biologic treatment or a janus kinase (jak) inhibitor, or have medical contraindications to such therapies.",<ulcerative colitis>,eli lilly australia pty ltd,eli lilly,"391347, 391348 and 391349",mirikizumab,no,no,concentrate; solution,pm-2022-02424-1-1,na
topical,18.08.2022,2022,authorised,TGA,approved,19.09.2023,2023,diseases of the skin; neoplasms,<actinic keratosis>,auspar-onakta-240830.pdf,small molecule,onakta,"topical field treatment of non-hyperkeratotic, non-hypertrophic actinic keratosis of the face or scalp in adults.",no,topical field treatment of actinic keratosis of the face or scalp in adults.,<actinic keratosis>,seqirus pty ltd,seqirus,391198,tirbanibulin,no,no,ointment,pm-2022-02492-1-1,na
intravenous,29.01.2020,2020,authorised (under additional monitoring),TGA,approved,24.02.2021,2021,diseases of the nervous system; congenital malformations and chromosomal abnormalities,<spinal muscular atrophy>,auspar-onasemnogene-abeparvovec-210406.pdf,cell and gene therapy,zolgensma,treatment of paediatric patients less than 9 months of age with symptomatic or pre-symptomatic spinal muscular atrophy with bi-allelic mutations in the smn1 gene and 1 to 3 copies of the smn2 gene,no,treatment of paediatric patients less than 2 years of age with spinal muscular atrophy with bi-allelic mutations in the smn1 gene,<spinal muscular atrophy>,novartis pharmaceuticals australia pty ltd,novartis,"327905, 327906, 327907",onasemnogene abeparvovec,no,yes,injection,pm-2019-05979-1-3,na
intravenous,30.11.2021,2021,authorised,TGA,approved,09.01.2024,2024,neoplasms; diseases of the respiratory system; diseases of the genitourinary system,"<colorectal neoplasms>; <breast neoplasms>; <lung neoplasms, non-small cell>; <carcinoma, renal cell>; <glioma>; <ovarian neoplasms>; <fallopian tube neoplasms>; <peritoneal neoplasms>; <cervical neoplasms>",auspar-onbevzi-240415.pdf,biologics,onbevzi,"metastatic colorectal cancer; metastatic breast cancer; non-small cell lung cancer; advanced and/or metastatic renal cell cancer; grade iv glioma; epithelial ovarian, fallopian tube, or primary peritoneal cancer; cervical cancer",no,"metastatic colorectal cancer; metastatic breast cancer; non-small cell lung cancer; advanced and/or metastatic renal cell cancer; grade iv glioma; epithelial ovarian, fallopian tube, or primary peritoneal cancer; cervical cancer","<colorectal neoplasms>; <breast neoplasms>; <carcinoma, non-small-cell lung>; <renal cell carcinoma>; <glioma>; <ovarian neoplasms>; <fallopian tube neoplasms>; <primary peritoneal carcinoma>; <uterine cervical neoplasms>",samsung bioepis au pty ltd,samsung,"431837, 431838",bevacizumab,no,no,solution,pm-2021-04826-1-4,na
inhalation,,,authorised,TGA,approved,02.07.2010,2010,diseases of the respiratory system,"<pulmonary disease, chronic obstructive>",auspar-onbrez.pdf,small molecule,onbrez breezhaler/arbeela breezhaler,"long-term, once-daily, maintenance bronchodilator treatment of airflow limitation in patients with chronic obstructive pulmonary disease (copd)",no,"long-term, once-daily, maintenance bronchodilator treatment of airflow limitation in patients with chronic obstructive pulmonary disease (copd)","<pulmonary disease, chronic obstructive>",novartis pharmaceuticals australia pty ltd,novartis,"160172, 160176, 160177 & 160178",indacaterol,no,no,powder; capsule,pm-2009-00350-3-5,na
oral,,,authorised,TGA,approved,07.03.2011,2011,"endocrine, nutritional, and metabolic diseases",<type 2 diabetes mellitus>,auspar-onglyza.pdf,small molecule,onglyza,"add-on combination - onglyza is indicated in patients with type 2 diabetes mellitus, to improve glycaemic control, in combination with metformin, a sulfonylurea, or a thiazolidinedione, as an adjunct to diet and exercise, when the single agent alone does not provide adequate glycaemic control.",no,"onglyza is indicated in patients with type 2 diabetes mellitus, to improve glycaemic control, as an adjunct to diet and exercise.",<type 2 diabetes mellitus>,bristol-myers squibb australia pty ltd,bristol-myers squibb,157907,saxagliptin,no,no,tablet,,na
intravenous,31.01.2022,2022,authorised (under additional monitoring),TGA,approved,18.11.2022,2022,diseases of the nervous system; diseases of the circulatory system,<transthyretin amyloidosis>,auspar-onpattro-230824.pdf,small molecule,onpattro,treatment of hereditary transthyretin-mediated amyloidosis (hattr amyloidosis) in adult patients with stage 1 or stage 2 polyneuropathy,no,treatment of hereditary transthyretin-mediated amyloidosis (hattr amyloidosis) in adult patients with stage 1 or stage 2 polyneuropathy,<transthyretin amyloidosis>,alnylam australia pty ltd,alnylam,380813,patisiran,no,yes,concentrate,pm-2021-05675-1-1,na
intravenous,02.08.2021,2021,authorised,TGA,approved,14.07.2022,2022,neoplasms; diseases of the genitourinary system,<urothelial carcinoma>,auspar-opdivo-230606.pdf,biologics,opdivo,"opdivo, as monotherapy, is indicated for the adjuvant treatment of patients with muscle invasive urothelial carcinoma (miuc) who are at high risk of recurrence after undergoing radical resection of miuc.",yes,"opdivo, as monotherapy, is indicated for the adjuvant treatment of patients with muscle invasive urothelial carcinoma (miuc) who are at high risk of recurrence after undergoing radical resection of miuc.",<urothelial carcinoma>,bristol-myers squibb australia pty ltd,bristol-myers squibb,"231867, 231868, 318057",nivolumab,yes,no,concentrate,pm-2021-02518-1-4,
infusion,31.03.2022,2022,authorised,TGA,approved,17.02.2023,2023,neoplasms; diseases of the respiratory system,<lung neoplasms>,auspar-opdivo-240903.pdf,biologics,opdivo,neoadjuvant treatment of patients with resectable non-small cell lung cancer (nsclc),yes,neoadjuvant treatment of patients with resectable non-small cell lung cancer (nsclc),<non-small cell lung carcinoma>,bristol-myers squibb australia pty ltd,bristol-myers squibb,"231867, 231868, 318057",nivolumab,yes,no,concentrate,pm-2022-00374-1-4,
intravenous,30.09.2021,2021,authorised (under additional monitoring),TGA,approved,05.10.2022,2022,neoplasms; diseases of the skin,<melanoma>,auspar-opdualag-231222.pdf,biologics,opdualag,treatment of patients with unresectable or metastatic melanoma who are at least 12 years old.,no,treatment of adult and adolescent patients (12 years and older and weighing at least 40 kg) with unresectable or metastatic melanoma.,<melanoma>,bristol-myers squibb australia pty ltd,bristol-myers squibb,372783,nivolumab and relatlimab,yes,no,concentrate,pm-2021-03689-1-4,
