Administration_route_human,Administration_route_llm,Administration_route_verdict_human,Administration_route_verdict_llm,Application_date_human,Application_date_llm,Application_date_verdict_human,Application_date_verdict_llm,Current_status_human,Current_status_llm,Current_status_verdict_human,Current_status_verdict_llm,Decision_date_human,Decision_date_llm,Decision_date_verdict_human,Decision_date_verdict_llm,Decision_human,Decision_llm,Decision_verdict_human,Decision_verdict_llm,Disease_class(es)_human,Disease_class(es)_llm,Disease_class(es)_verdict_human,Disease_class(es)_verdict_llm,Drug_class_human,Drug_class_llm,Drug_class_verdict_human,Drug_class_verdict_llm,Drug_human,Drug_llm,Drug_verdict_human,Drug_verdict_llm,Indication_approved_human,Indication_approved_llm,Indication_approved_verdict_human,Indication_approved_verdict_llm,Indication_requested_human,Indication_requested_llm,Indication_requested_verdict_human,Indication_requested_verdict_llm,Marketing_authorisation_number_human,Marketing_authorisation_number_llm,Marketing_authorisation_number_verdict_human,Marketing_authorisation_number_verdict_llm,Non_proprietary_name_human,Non_proprietary_name_llm,Non_proprietary_name_verdict_human,Non_proprietary_name_verdict_llm,Nonclinical_pharmacokinetics_model_human,Nonclinical_pharmacokinetics_model_llm,Nonclinical_pharmacokinetics_model_verdict_human,Nonclinical_pharmacokinetics_model_verdict_llm,Nonclinical_pharmacokinetics_species_human,Nonclinical_pharmacokinetics_species_llm,Nonclinical_pharmacokinetics_species_verdict_human,Nonclinical_pharmacokinetics_species_verdict_llm,Nonclinical_pharmacokinetics_strain_human,Nonclinical_pharmacokinetics_strain_llm,Nonclinical_pharmacokinetics_strain_verdict_human,Nonclinical_pharmacokinetics_strain_verdict_llm,Nonclinical_pharmacology_model_human,Nonclinical_pharmacology_model_llm,Nonclinical_pharmacology_model_verdict_human,Nonclinical_pharmacology_model_verdict_llm,Nonclinical_pharmacology_species_human,Nonclinical_pharmacology_species_llm,Nonclinical_pharmacology_species_verdict_human,Nonclinical_pharmacology_species_verdict_llm,Nonclinical_pharmacology_strain_human,Nonclinical_pharmacology_strain_llm,Nonclinical_pharmacology_strain_verdict_human,Nonclinical_pharmacology_strain_verdict_llm,Nonclinical_toxicology_model_human,Nonclinical_toxicology_model_llm,Nonclinical_toxicology_model_verdict_human,Nonclinical_toxicology_model_verdict_llm,Nonclinical_toxicology_species_human,Nonclinical_toxicology_species_llm,Nonclinical_toxicology_species_verdict_human,Nonclinical_toxicology_species_verdict_llm,Nonclinical_toxicology_strain_human,Nonclinical_toxicology_strain_llm,Nonclinical_toxicology_strain_verdict_human,Nonclinical_toxicology_strain_verdict_llm,Orphan_drug_status_human,Orphan_drug_status_llm,Orphan_drug_status_verdict_human,Orphan_drug_status_verdict_llm,Pharmaceutical_form_human,Pharmaceutical_form_llm,Pharmaceutical_form_verdict_human,Pharmaceutical_form_verdict_llm
intravenous injection,iv,False,Partial,29.05.2013,29.05.2013,True,True,authorised,authorised,True,True,22.05.2014,22.05.2014,True,True,approved,approved,True,True,"diseases of the blood and blood-forming organs, congenital malformations and chomosomal abnormalities",diseases of the blood and blood-forming organs,False,Partial,peptides and proteins,biologics,False,False,nuwiq,nuwiq,True,True,same,treatment and prophylaxis of bleeding in patients with haemophilia a (congenital factor viii deficiency),False,True,treatment and prophylaxis of bleeding in patients with haemophilia a (congenital factor viii deficiency). nuwiq can be used for all age groups.,treatment and prophylaxis of bleeding in patients with haemophilia a (congenital factor viii deficiency),False,Partial,ema/chmp/279301/2014,ema/chmp/279301/2014,True,True,simoctocog alfa,simoctocog alfa,True,True,haemophilia a dog model,not reported,False,False,"dogs, monkeys","dog, monkey",False,True,cynomolgus monkeys,cynomolgus monkey,False,Partial,canine model of haemophilia a,not reported,False,False,"monkeys, dogs","dog, monkey",False,True,cynomolgus monkeys,cynomolgus monkey,False,True,not reported,not reported,True,True,"rats, rabbits, monkeys, dogs","rat, monkey, rabbit",False,Partial,"sprague dawley rats, cynomolgus monkeys, new zealand white rabbits","crl:cd rat, cynomolgus monkey, new zealand white rabbit",False,Partial,no,no,True,True,"solvent for solution for injection, powder for solution for injection",lyophilised powder for solution for injection,False,Partial
oral,oral,True,True,09.08.2023,09.08.2023,True,True,authorised,authorised,True,True,30.05.2024,30.05.2024,True,True,approved,approved,True,True,neoplasms,neoplasms,True,True,small molecule,small molecule,True,True,pomalidomide krka,pomalidomide krka,True,True,same,"treatment of adult patients with multiple myeloma who have received at least one prior treatment regimen including lenalidomide and treatment of adult patients with relapsed and refractory multiple myeloma who have received at least two prior treatment regimens, including both lenalidomide and bortezomib, and have demonstrated disease progression on the last therapy.",False,True,"pomalidomide krka in combination with bortezomib and dexamethasone is indicated in the treatment of adult patients with multiple myeloma who have received at least one prior treatment regimen including lenalidomide. pomalidomide krka in combination with dexamethasone is indicated in the treatment of adult patients with relapsed and refractory multiple myeloma who have received at least two prior treatment regimens, including both lenalidomide and bortezomib, and have demonstrated disease progression on the last therapy.",treatment of adult patients with multiple myeloma who have received at least one prior treatment regimen including lenalidomide,False,Partial,ema/341648/2024,ema/341648/2024,True,True,pomalidomide,pomalidomide,True,True,,not reported,False,True,,not reported,False,True,,not reported,False,True,,not reported,False,True,,not reported,False,True,,not reported,False,True,,not reported,False,True,,not reported,False,True,,not reported,False,True,no,no,True,True,hard capsules,hard capsules,True,True
intramuscular injection,intramuscular,False,Partial,02.12.2009,02.12.2009,True,True,authorised,authorised,True,True,23.09.2010,23.09.2010,True,True,approved,approved,True,True,infectious and parasitic diseases,infectious and parasitic diseases,True,True,vaccine,vaccine,True,True,aflunov,aflunov,True,True,active immunisation against h5n1 subtype of influenza a virus in individuals 6 months of age and above.,active immunisation against h5n1 subtype of influenza a virus,False,Partial,active immunisation against h5n1 subtype of influenza a virus. this indication is based on immunogenicity data from healthy subjects from the age of 18 years onwards following administration of two doses of the vaccine containing a/vietnam/1194/2004 (h5n1)-like strain,active immunisation against h5n1 subtype of influenza a virus,False,Partial,ema/639703/2010,ema/639703/2010,True,True,"zoonotic influenza vaccine (h5n1) (surface antigen, inactivated, adjuvanted)",prepandemic influenza vaccine (h5n1),False,Partial,,not reported,False,True,,not reported,False,True,,not reported,False,True,not reported,"challenge with homologous and heterologous wild-type virus, reproductive and developmental toxicity",False,False,"mice, rabbits, ferrets, hamster, guinea pigs, dogs, monkeys, goats","mouse, rabbit, ferret",False,Partial,not reported,"nih mouse, uba rabbit, ferret",False,False,not reported,not reported,True,True,"mice, rabbits, ferrets",rabbit,False,Partial,not reported,not reported,True,True,no,no,True,True,suspension for injection in pre-filled syringe,suspension for injection in pre-filled syringe,True,True
oral,oral,True,True,27.07.2018,27.06.2018,False,False,withdrawn,withdrawn,True,True,19.09.2019,19.09.2019,True,True,approved,withdrawn,False,False,"""endocrine, nutritional, and metabolic diseases""","endocrine, nutritional, and metabolic diseases",False,True,small molecule,small molecule,True,True,qtrilmet,qtrilmet,True,True,qtrilmet is indicated in adults aged 18 years and older with type 2 diabetes mellitus to improve glycaemic control when metformin with or without sulphonylurea (su) and either saxagliptin or dapagliflozin does not provide adequate glycaemic control. when already being treated with metformin and saxagliptin and dapagliflozin.,to improve glycaemic control when metformin with or without sulphonylurea (su) and either saxagliptin or dapagliflozin does not provide adequate glycaemic control.,False,Partial,"tradename (combination of dapagliflozin, saxagliptin, and metformin) is indicated in adults aged 18 years and older with type 2 diabetes mellitus to improve glycaemic control when metformin with or without sulphonylurea (su) does not provide adequate glycaemic control and where simultaneous addition of dapagliflozin and saxagliptin is considered necessary because a single addition of any oral monotherapy is not expected to provide adequate glycaemic control. to improve glycaemic control when metformin with or without sulphonylurea (su) and either dapagliflozin or saxagliptin does not provide adequate glycaemic control. when already being treated with dapagliflozin and saxagliptin and metformin.",to improve glycaemic control when metformin with or without sulphonylurea (su) and either saxagliptin or dapagliflozin does not provide adequate glycaemic control.,False,Partial,ema/524327/2019,ema/524327/2019,True,True,metformin hydrochloride / saxagliptin / dapagliflozin,metformin hydrochloride / saxagliptin / dapagliflozin,True,True,,not reported,False,True,,not reported,False,True,,not reported,False,True,,not reported,False,True,,"rat, mouse",False,False,,not reported,False,True,not reported,not reported,True,True,"rats, mice, dogs",not reported,False,False,not reported,not reported,True,True,no,no,True,True,modified-release tablets,modified-release tablet,False,True
oral,oral,True,True,04.05.2019,04.05.2019,True,True,authorised,authorised,True,True,30.04.2020,30.04.2020,True,True,approved,approved,True,True,diseases of the nervous system,diseases of the nervous system,True,True,small molecule,small molecule,True,True,fingolimod accord,fingolimod accord,True,True,same,single disease modifying therapy in highly active relapsing remitting multiple sclerosis,False,True,"fingolimod accord is indicated as single disease modifying therapy in highly active relapsing remitting multiple sclerosis for the following groups of adult patients and paediatric patients aged 10 years and older: patients with highly active disease despite a full and adequate course of treatment with at least one disease modifying therapy (for exceptions and information about washout periods. patients with rapidly evolving severe relapsing remitting multiple sclerosis defined by 2 or more disabling relapses in one year, and with 1 or more gadolinium enhancing lesions on brain mri or a significant increase in t2 lesion load as compared to a previous recent mri.",single disease modifying therapy in highly active relapsing remitting multiple sclerosis,False,Partial,ema/chmp/267804/2020,ema/chmp/267804/2020,True,True,fingolimod,fingolimod,True,True,,not reported,False,True,,not reported,False,True,,not reported,False,True,,not reported,False,True,,not reported,False,True,,not reported,False,True,,not reported,False,True,,not reported,False,True,,not reported,False,True,no,no,True,True,hard capsules,hard capsules,True,True
subcutaneous injection,subcutaneous,False,Partial,27.09.2023,27.09.2023,True,True,authorised (under additional monitoring),authorised,False,Partial,12.12.2024,12.12.2024,True,True,approved,approved,True,True,"diseases of the skin, congenital malformations and chomosomal abnormalities",diseases of the circulatory system,False,False,biologics,biologics,True,True,andembry,andembry,True,True,same,routine prevention of recurrent attacks of hereditary angioedema (hae) in adult and adolescent patients aged 12 years and older,False,True,andembry is indicated for routine prevention of recurrent attacks of hereditary angioedema (hae) in adult and adolescent patients aged 12 years and older.,routine prevention of attacks of hereditary angioedema (hae) in patients aged 12 years and older,False,Partial,ema/15345/2025,ema/15345/2025,True,True,garadacimab,garadacimab,True,True,not reported,not reported,True,True,"monkeys, rabbits","monkey, rabbit",False,True,cynomolgus monkeys,cynomolgus monkey,False,True,"c1-inh-deficient mice, model of passive cutaneous anaphylaxis (pca),",not reported,False,False,"rabbits, mice, monkeys","mouse, rabbit, monkey",False,True,cynomolgus monkeys,"cd-1 mouse, cynomolgus monkey",False,Partial,not reported,not reported,True,True,"monkeys, mice, rabbits","mouse, monkey",False,Partial,"cynomolgus monkeys, cd-1 mice","cd-1 mouse, cynomolgus monkey",False,True,no,yes,False,False,"solution for injection in pre-filled syringe, solution for injection in pre-filled pen",solution for injection,False,Partial
oral,oral,True,True,24.05.2011,24.05.2011,True,True,authorised,authorised,True,True,24.05.2012,24.05.2012,True,True,approved,approved,True,True,diseases of the nervous system,diseases of the nervous system,True,True,small molecule,small molecule,True,True,fycompa,fycompa,True,True,fycompa (perampanel) is indicated for the adjunctive treatment of partial-onset seizures (pos) with or without secondarily generalised seizures in patients from 4 years of age and older. primary generalised tonic-clonic (pgtc) seizures in patients from 7 years of age and older with idiopathic generalised epilepsy (ige).,adjunctive treatment of partial-onset seizures with or without secondarily generalized seizures,False,Partial,the treatment of partial-onset seizures.,the treatment of partial-onset seizures,False,True,ema/424476/2012,ema/424476/2012,True,True,perampanel,perampanel,True,True,not reported,not reported,True,True,"rats, monkeys, dogs","mouse, rat, dog, monkey",False,Partial,cynomolgus monkeys,not reported,False,False,"rats kindling model, gaers model, seizure models, rodent models of neuropathic pain, primate animal models of parkinson’s disease",not reported,False,False,"rats, monkeys, dogs","mouse, rat, dog, monkey",False,Partial,not reported,not reported,True,True,not reported,not reported,True,True,"rats, mice, monkeys, dogs, rabbits","mouse, rat, dog, monkey",False,Partial,cynomolgus monkeys,not reported,False,False,no,no,True,True,film-coated tablets,film-coated tablets,True,True
nasal,intranasal,False,Partial,not reported,,False,True,withdrawn,na,False,False,04.04.2022,25.03.2021,False,False,withdrawn,refused,False,False,"""injury, poisoning and certain other consequences of external causes""","injury, poisoning and certain other consequences of external causes",False,True,small molecule,small molecule,True,True,neffy,neffy,True,True,,,False,True,"anaphylaxis, hypersensitivity reaction","emergency treatment of allergic reactions, including anaphylaxis",False,Partial,ema/204348/2022,ema/204348/2022,True,True,epinephrine,epinephrine,True,True,not reported,not reported,True,True,"rats, dogs","rat, dog",False,True,beagle dogs,"sprague-dawley rat, beagle dog",False,Partial,,not reported,False,True,,"rat, dog",False,False,,"sprague-dawley rat, beagle dog",False,False,not reported,not reported,True,True,"rats, rabbits, mice, dogs, monkeys, guinea pigs","rat, rabbit",False,Partial,"beagle dogs, dunkin hartley guinea pigs, new zealand white rabbits",not reported,False,False,no,no,True,True,"""nasal spray, solution""",nasal spray solution,False,True
subcutaneous injection,subcutaneous,False,Partial,25.04.2017,25.04.2017,True,True,authorised,authorised,True,True,26.07.2018,26.07.2018,True,True,approved,approved,True,True,diseases of the musculoskeletal system and connective tissue,diseases of the musculoskeletal system and connective tissue,True,True,biologics,biologics,True,True,hulio,hulio,True,True,"juvenile idiopathic arthritis, enthesitis-related arthritis, paediatric plaque psoriasis, paediatric crohn's disease, paediatric uveitis","rheumatoid arthritis, juvenile idiopathic arthritis, enthesitis-related arthritis, axial spondyloarthritis, psoriatic arthritis, psoriasis, paediatric plaque psoriasis, hidradenitis suppurativa, crohn’s disease, paediatric crohn's disease, ulcerative colitis, uveitis, paediatric uveitis",False,Partial,"rheumatoid arthritis, juvenile idiopathic arthritis, axial spondyloarthritis, psoriatic arthritis, psoriasis, paediatric plaque psoriasis, hidradenitis suppurativa (hs), crohn’s disease, paediatric crohn's disease, ulcerative colitis, paediatric ulcerative colitis, uveitis, paediatric uveitis",rheumatoid arthritis,False,Partial,ema/541826/2018,ema/541826/2018,True,True,adalimumab,adalimumab,True,True,tnf-α transgenic mouse (ttg mouse) arthritis,not reported,False,False,"mice, monkeys",monkey,False,Partial,cynomolgus monkeys,cynomolgus monkey,False,Partial,tnf-α transgenic mouse polyarthritis model,tnf-α transgenic mouse,False,Partial,mice,mouse,False,False,not reported,not reported,True,True,not reported,not reported,True,True,monkeys,monkey,False,Partial,cynomolgus monkeys,cynomolgus monkey,False,True,no,no,True,True,solution for injection in pre-filled syringe,solution for injection,False,Partial
"subcutaneous injection, intravenous infusion","intravenous, subcutaneous",False,Partial,26.06.2022,26.07.2022,False,False,authorised (under additional monitoring),authorised,False,Partial,12.10.2023,12.10.2023,True,True,approved,approved,True,True,"""endocrine, nutritional, and metabolic diseases"", congenital malformations and chomosomal abnormalities","endocrine, nutritional, and metabolic diseases",False,Partial,peptides and proteins,biologics,False,Partial,loargys,loargys,True,True,same,"treatment of arginase 1 deficiency (arg1-d), also known as hyperargininemia, in adults, adolescents and children aged 2 years and older",False,True,"loargys is indicated for the treatment of arginase 1 deficiency (arg1-d), also known as hyperargininemia, in adults, adolescents and children aged 2 years and older","treatment of arginase 1 deficiency (arg1-d), also known as hyperargininemia, in adults, adolescents and children aged 2 years and older",False,Partial,ema/485896/2023,ema/485896/2023,True,True,pegzilarginase,pegzilarginase,True,True,not reported,not reported,True,True,"mice, monkeys, rats, rabbits","mouse, rat, rabbit, monkey",False,Partial,"cynomolgus monkeys, cd-1 mice",not reported,False,False,not reported,not reported,True,True,"mice, rats, rabbits, monkeys","mouse, rat, rabbit, monkey",False,True,"wistar rats, cynomolgus monkeys","cd-1 mouse, sprague dawley rat, new zealand white rabbit, cynomolgus monkey",False,Partial,not reported,not reported,True,True,"mice, rats, monkeys","mouse, rat, rabbit, monkey",False,Partial,cynomolgus monkeys,not reported,False,False,yes,yes,True,True,"solution for injection, solution for infusion",solution for injection/infusion,False,Partial
oral,oral,True,True,28.09.2012,28.09.2012,True,True,withdrawn,authorised,False,False,14.02.2019,02.08.2013,False,False,approved,approved,True,True,"neoplasms, congenital malformations and chomosomal abnormalities",neoplasms,False,Partial,small molecule,small molecule,True,True,imatinib medac,imatinib medac,True,True,not reported,"chronic myeloid leukaemia (cml), acute lymphoblastic leukaemia (all), myelodysplastic/myeloproliferative diseases (mds/mpd), hypereosinophilic syndrome (hes), dermatofibrosarcoma protuberans (dfsp)",False,False,"paediatric patients with newly diagnosed philadelphia chromosome (bcr-abl) positive (ph+) chronic myeloid leukaemia (cml) for whom bone marrow transplantation is not considered as the first line of treatment. paediatric patients with ph+ cml in chronic phase after failure of interferon-alpha therapy, or in accelerated phase. adult and paediatric patients with ph+ cml in blast crisis. adult patients with newly diagnosed philadelphia chromosome positive acute lymphoblastic leukaemia (ph+ all) integrated with chemotherapy. adult patients with relapsed or refractory ph+ all as monotherapy. adult patients with myelodysplastic/myeloproliferative diseases (mds/mpd) associated with platelet-derived growth factor receptor (pdgfr) gene re-arrangements. adult patients with advanced hypereosinophilic syndrome (hes) and/or chronic eosinophilic leukaemia (cel) with fip1l1-pdgfrα rearrangement. adult patients with unresectable dermatofibrosarcoma protuberans (dfsp) and adult patients with recurrent and/or metastatic dfsp who are not eligible for surgery.","chronic myeloid leukaemia (cml), acute lymphoblastic leukaemia (all), myelodysplastic/myeloproliferative diseases (mds/mpd), hypereosinophilic syndrome (hes), dermatofibrosarcoma protuberans (dfsp)",False,False,ema/622006/2013,ema/622006/2013,True,True,imatinib,imatinib,True,True,,not reported,False,True,,not reported,False,True,,not reported,False,True,,not reported,False,True,,not reported,False,True,,not reported,False,True,not reported,not reported,True,True,"rats, rabbits, mice, monkeys, dogs",not reported,False,False,cynomolgus monkeys,not reported,False,False,no,no,True,True,tablet,hard capsules,False,False
subcutaneous injection,subcutaneous,False,Partial,25.04.2023,25.04.2023,True,True,authorised (under additional monitoring),authorised,False,Partial,21.03.2024,21.03.2024,True,True,approved,approved,True,True,diseases of the musculoskeletal system and connective tissue,"endocrine, nutritional, and metabolic diseases",False,False,biologics,biologics,True,True,jubbonti,jubbonti,True,True,same,treatment of osteoporosis in postmenopausal women and in men at increased risk of fractures.,False,True,"treatment of osteoporosis in postmenopausal women and in men at increased risk of fractures. in postmenopausal women denosumab significantly reduces the risk of vertebral, non-vertebral and hip fractures. treatment of bone loss associated with hormone ablation in men with prostate cancer at increased risk of fractures. in men with prostate cancer receiving hormone ablation, denosumab significantly reduces the risk of vertebral fractures. treatment of bone loss associated with long-term systemic glucocorticoid therapy in adult patients at increased risk of fracture.",treatment of osteoporosis in postmenopausal women and in men at increased risk of fractures.,False,Partial,ema/169039/2024,ema/169039/2024,True,True,denosumab,denosumab,True,True,,not reported,False,True,,not reported,False,True,,not reported,False,True,,not reported,False,True,,not reported,False,True,,not reported,False,True,,na,False,True,,na,False,True,,not reported,False,True,no,no,True,True,solution for injection in pre-filled syringe,solution for injection,False,Partial
intravenous injection,intravenous,False,Partial,20.11.2019,20.11.2019,True,True,authorised (under additional monitoring),authorised,False,Partial,28.01.2021,28.01.2021,True,True,approved,approved,True,True,other,not reported,False,False,small molecule,small molecule,True,True,byfavo,byfavo,True,True,same,procedural sedation,False,True,remimazolam is indicated in adults for procedural sedation.,procedural sedation,False,Partial,ema/160756/2021,ema/160756/2021,True,True,remimazolam,remimazolam,True,True,not reported,not reported,True,True,"rabbits, rats, minipigs, monkeys",not reported,False,False,new zealand white rabbits,not reported,False,False,not reported,not reported,True,True,"minipigs, sheep, monkeys, rats, mice, rabbits","mouse, rat, micropig, sheep, monkey",False,Partial,cynomolgus monkeys,not reported,False,False,not reported,not reported,True,True,"mice, monkeys, rats, rabbits, minipigs","rat, mouse, minipig, monkey",False,Partial,"cd-1 mice, cynomolgus monkeys, sprague dawley rats, new zealand white rabbits, cd rats, göttingen minipigs, himalayan rabbits",not reported,False,False,no,no,True,True,powder for solution for injection,powder for solution for injection,True,True
oral,oral,True,True,03.12.2010,03.12.2010,True,True,authorised,authorised,True,True,21.01.2011,17.02.2011,False,False,approved,approved,True,True,"diseases of the musculoskeletal system and connective tissue, neoplasms",neoplasms,False,Partial,small molecule,small molecule,True,True,ibandronic acid sandoz,ibandronic acid sandoz,True,True,same,"prevention of skeletal events (pathological fractures, bone complications requiring radiotherapy or surgery) in patients with breast cancer and bone metastases",False,True,"ibandronic acid sandoz is indicated in adults for the prevention of skeletal events (pathological fractures, bone complications requiring radiotherapy or surgery) in patients with breast cancer and bone metastases.","prevention of skeletal events (pathological fractures, bone complications requiring radiotherapy or surgery) in patients with breast cancer and bone metastases",False,Partial,ema/chmp/94879/2011,ema/chmp/94879/2011,True,True,ibandronic acid,ibandronic acid,True,True,,not reported,False,True,,not reported,False,True,,not reported,False,True,,not reported,False,True,,not reported,False,True,,not reported,False,True,,not reported,False,True,,not reported,False,True,,not reported,False,True,no,no,True,True,film-coated tablets,film-coated tablets,True,True
oral,oral,True,True,25.10.2013,25.10.2013,True,True,authorised,authorised,True,True,26.06.2014,26.06.2014,True,True,approved,approved,True,True,infectious and parasitic diseases,infectious and parasitic diseases,True,True,small molecule,small molecule,True,True,triumeq,triumeq,True,True,"triumeq is indicated for the treatment of human immunodeficiency virus type 1 (hiv-1) infected adults, adolescents and children weighing at least 25 kg",treatment of human immunodeficiency virus (hiv) infection in adults and adolescents from 12 years of age who are antiretroviral treatment-naïve or are infected with hiv without documented or clinically suspected resistance to any of the three antiretroviral agents in triumeq,False,Partial,"triumeq is a fixed-dose combination of dolutegravir, abacavir and lamivudine. it is indicated as a complete regimen for the treatment of human immunodeficiency virus (hiv) infection in adults and adolescents from 12 years of age who are antiretroviral treatment-naïve or are infected with hiv without documented or clinically suspected resistance to any of the three antiretroviral agents in triumeq. before initiating treatment with abacavir-containing products, screening for carriage of the hla- b*5701 allele should be performed in any hiv-infected patient, irrespective of racial origin. screening is also recommended prior to re-initiation of abacavir in patients of unknown hla-b*5701 status who have previously tolerated abacavir (see “management after an interruption of triumeq therapy”). abacavir should not be used in patients known to carry the hla-b*5701 allele, unless no other therapeutic option is available in these patients, based on the treatment history and resistance testing.",treatment of human immunodeficiency virus (hiv) infection in adults and adolescents from 12 years of age who are antiretroviral treatment-naïve or are infected with hiv without documented or clinically suspected resistance to any of the three antiretroviral agents in triumeq,False,Partial,ema/580654/2014,ema/580654/2014,True,True,abacavir sulfate / dolutegravir sodium / lamivudine,dolutegravir / abacavir / lamivudine,False,Partial,not reported,not reported,True,True,"rats, monkeys, mice, rabbits, dogs","mouse, rat, monkey",False,Partial,cynomolgus monkeys,not reported,False,False,,not reported,False,True,,"mouse, rat, monkey",False,False,,not reported,False,True,not reported,not reported,True,True,"mice, rats, monkeys","mouse, rat, monkey",False,Partial,cynomolgus monkeys,not reported,False,False,no,no,True,True,film-coated tablets,film-coated tablets,True,True
intravenous infusion,intravenous infusion,True,True,30.08.2012,30.08.2012,True,True,authorised,authorised,True,True,19.09.2013,19.09.2013,True,True,approved,approved,True,True,neoplasms,neoplasms,True,True,biologics,biologics,True,True,kadcyla,kadcyla,True,True,"early breast cancer (ebc): kadcyla, as a single agent, is indicated for the adjuvant treatment of adult patients with her2-positive early breast cancer who have residual invasive disease, in the breast and/or lymph nodes, after neoadjuvant taxane-based and her2-targeted therapy. metastatic breast cancer (mbc): kadcyla, as a single agent, is indicated for the treatment of adult patients with her2-positive, unresectable locally advanced or metastatic breast cancer who previously received trastuzumab and a taxane, separately or in combination. patients should have either: received prior therapy for locally advanced or metastatic disease, or developed disease recurrence during or within six months of completing adjuvant therapy.","treatment of adult patients with her2-positive, unresectable locally advanced or metastatic breast cancer who previously received trastuzumab and a taxane, separately or in combination.",False,Partial,"kadcyla, as a single agent, is indicated for the treatment of patients with her2-positive, unresectable locally advanced or metastatic breast cancer who have received prior treatment with trastuzumab and a taxane.","treatment of patients with her2-positive, unresectable locally advanced or metastatic breast cancer who have received prior treatment with trastuzumab and a taxane.",False,Partial,ema/749228/2013,ema/749228/2013,True,True,trastuzumab emtansine,trastuzumab emtansine,True,True,not reported,not reported,True,True,"mice, rats, monkeys","mouse, rat, monkey",False,True,cynomolgus monkeys,not reported,False,False,not reported,not reported,True,True,"mice, monkeys","mouse, monkey",False,Partial,"nude mice, cynomolgus monkeys",not reported,False,False,not reported,not reported,True,True,rats,"rat, monkey",False,Partial,"cynomolgus monkeys, sprague dawley rats",not reported,False,False,no,no,True,True,powder for concentrate for solution for infusion,powder for concentrate for solution for infusion,True,True
oral,oral,True,True,not reported,,False,True,withdrawn,withdrawn,True,True,13.11.2017,14.09.2017,False,False,withdrawn,withdrawn,True,True,diseases of the nervous system,diseases of the nervous system,True,True,small molecule,small molecule,True,True,qizenday,qizenday,True,True,,treatment of progressive multiple sclerosis (primary or secondary),False,False,ndicated in adults for the treatment of progressive multiple sclerosis (primary or secondary),treatment of progressive multiple sclerosis (primary or secondary),False,Partial,ema/828231/2017,ema/828231/2017,True,True,d-biotin,d-biotin,True,True,not reported,not reported,True,True,"pigs, rats, rabbits, dogs, mice",not reported,False,False,not reported,not reported,True,True,neuroprotection and remyelination in animal models of multiple sclerosis in mice,not reported,False,False,mice,mouse,False,False,not reported,not reported,True,True,not reported,not reported,True,True,"rabbits, rats, dogs",not reported,False,False,new zealand white rabbits,not reported,False,False,no,no,True,True,hard capsules,hard capsules,True,True
intravenous infusion,intravenous infusion,True,True,03.03.2022,03.03.2022,True,True,authorised (under additional monitoring),authorised,False,Partial,20.07.2023,20.07.2023,True,True,approved,approved,True,True,"neoplasms, diseases of the respiratory system, diseases of the digestive system",neoplasms,False,Partial,biologics,biologics,True,True,tevimbra,tevimbra,True,True,"non-small cell lung cancer (nsclc), small cell lung cancer (sclc), gastric or gastroesophageal junction (g/gej) adenocarcinoma, oesophageal squamous cell carcinoma (oscc)","tevimbra as monotherapy is indicated for the treatment of adult patients with unresectable, locally advanced or metastatic oesophageal squamous cell carcinoma after prior platinum-based chemotherapy.",False,False,"tevimbra as monotherapy is indicated for the treatment of adult patients with unresectable, recurrent, locally advanced or metastatic oesophageal squamous cell carcinoma after prior chemotherapy.","tevimbra as monotherapy is indicated for the treatment of adult patients with unresectable, recurrent, locally advanced or metastatic oesophageal squamous cell carcinoma after prior chemotherapy.",True,True,ema/chmp/359838/2023,ema/chmp/359838/2023,True,True,tislelizumab,tislelizumab,True,True,not reported,not reported,True,True,monkeys,monkey,False,Partial,cynomolgus monkeys,cynomolgus monkey,False,True,"allogeneic xenograft models of epidermioid carcinoma, colon and lung cancers",xenograft model,False,Partial,???,monkey,False,False,not reported,cynomolgus monkey,False,False,not reported,not reported,True,True,"mice, monkeys",monkey,False,Partial,cynomolgus monkeys,cynomolgus monkey,False,Partial,yes,yes,True,True,concentrate for solution for infusion,concentrate for solution for infusion,True,True
intravenous infusion,"oral, intravenous",False,Partial,11.12.2009,11.12.2009,True,True,authorised,authorised,True,True,21.10.2011,21.10.2010,False,False,approved,approved,True,True,"neoplasms, diseases of the musculoskeletal system and connective tissue, ""endocrine, nutritional, and metabolic diseases""",neoplasms,False,False,small molecule,small molecule,True,True,iasibon,iasibon,True,True,same,"prevention of skeletal events (pathological fractures, bone complications requiring radiotherapy or surgery) in patients with breast cancer and bone metastases, treatment of tumour-induced hypercalcaemia with or without metastases",False,True,"prevention of skeletal events in patients with breast cancer and bone metastases, treatment of tumour-induced hypercalcaemia","prevention of skeletal events in patients with breast cancer and bone metastases, treatment of tumour-induced hypercalcaemia",True,True,ema/801304/2010,ema/801304/2010,True,True,ibandronic acid,ibandronic acid,True,True,,not reported,False,True,,not reported,False,True,,not reported,False,True,,not reported,False,True,,not reported,False,True,,not reported,False,True,,not reported,False,True,,not reported,False,True,,not reported,False,True,no,no,True,True,concentrate for solution for infusion,"film-coated tablets, concentrate for solution for infusion",False,Partial
