Administration_route_human,Administration_route_llm,Administration_route_verdict_human,Administration_route_verdict_llm,Application_date_human,Application_date_llm,Application_date_verdict_human,Application_date_verdict_llm,Current_status_human,Current_status_llm,Current_status_verdict_human,Current_status_verdict_llm,Decision_date_human,Decision_date_llm,Decision_date_verdict_human,Decision_date_verdict_llm,Decision_human,Decision_llm,Decision_verdict_human,Decision_verdict_llm,Disease_class(es)_human,Disease_class(es)_llm,Disease_class(es)_verdict_human,Disease_class(es)_verdict_llm,Drug_class_human,Drug_class_llm,Drug_class_verdict_human,Drug_class_verdict_llm,Drug_human,Drug_llm,Drug_verdict_human,Drug_verdict_llm,Indication_approved_human,Indication_approved_llm,Indication_approved_verdict_human,Indication_approved_verdict_llm,Indication_requested_human,Indication_requested_llm,Indication_requested_verdict_human,Indication_requested_verdict_llm,Marketing_authorisation_number_human,Marketing_authorisation_number_llm,Marketing_authorisation_number_verdict_human,Marketing_authorisation_number_verdict_llm,Non_proprietary_name_human,Non_proprietary_name_llm,Non_proprietary_name_verdict_human,Non_proprietary_name_verdict_llm,Nonclinical_pharmacokinetics_model_human,Nonclinical_pharmacokinetics_model_llm,Nonclinical_pharmacokinetics_model_verdict_human,Nonclinical_pharmacokinetics_model_verdict_llm,Nonclinical_pharmacokinetics_species_human,Nonclinical_pharmacokinetics_species_llm,Nonclinical_pharmacokinetics_species_verdict_human,Nonclinical_pharmacokinetics_species_verdict_llm,Nonclinical_pharmacokinetics_strain_human,Nonclinical_pharmacokinetics_strain_llm,Nonclinical_pharmacokinetics_strain_verdict_human,Nonclinical_pharmacokinetics_strain_verdict_llm,Nonclinical_pharmacology_model_human,Nonclinical_pharmacology_model_llm,Nonclinical_pharmacology_model_verdict_human,Nonclinical_pharmacology_model_verdict_llm,Nonclinical_pharmacology_species_human,Nonclinical_pharmacology_species_llm,Nonclinical_pharmacology_species_verdict_human,Nonclinical_pharmacology_species_verdict_llm,Nonclinical_pharmacology_strain_human,Nonclinical_pharmacology_strain_llm,Nonclinical_pharmacology_strain_verdict_human,Nonclinical_pharmacology_strain_verdict_llm,Nonclinical_toxicology_model_human,Nonclinical_toxicology_model_llm,Nonclinical_toxicology_model_verdict_human,Nonclinical_toxicology_model_verdict_llm,Nonclinical_toxicology_species_human,Nonclinical_toxicology_species_llm,Nonclinical_toxicology_species_verdict_human,Nonclinical_toxicology_species_verdict_llm,Nonclinical_toxicology_strain_human,Nonclinical_toxicology_strain_llm,Nonclinical_toxicology_strain_verdict_human,Nonclinical_toxicology_strain_verdict_llm,Orphan_drug_status_human,Orphan_drug_status_llm,Orphan_drug_status_verdict_human,Orphan_drug_status_verdict_llm,Pharmaceutical_form_human,Pharmaceutical_form_llm,Pharmaceutical_form_verdict_human,Pharmaceutical_form_verdict_llm
intramuscular injection,intramuscular,,,02.12.2009,02.12.2009,,,authorised,authorised,,,23.09.2010,23.09.2010,,,approved,approved,,,infectious and parasitic diseases,infectious and parasitic diseases,,,vaccine,vaccine,,,aflunov,aflunov,,,active immunisation against h5n1 subtype of influenza a virus in individuals 6 months of age and above.,active immunisation against h5n1 subtype of influenza a virus,,,active immunisation against h5n1 subtype of influenza a virus. this indication is based on immunogenicity data from healthy subjects from the age of 18 years onwards following administration of two doses of the vaccine containing a/vietnam/1194/2004 (h5n1)-like strain,active immunisation against h5n1 subtype of influenza a virus,,,ema/639703/2010,ema/639703/2010,,,"zoonotic influenza vaccine (h5n1) (surface antigen, inactivated, adjuvanted)",prepandemic influenza vaccine (h5n1),,,,not reported,,,,not reported,,,,not reported,,,not reported,"challenge with homologous and heterologous wild-type virus, reproductive and developmental toxicity",,,"mice, rabbits, ferrets, hamster, guinea pigs, dogs, monkeys, goats","mouse, rabbit, ferret",,,not reported,"nih mouse, uba rabbit, ferret",,,not reported,not reported,,,"mice, rabbits, ferrets",rabbit,,,not reported,not reported,,,no,no,,,suspension for injection in pre-filled syringe,suspension for injection in pre-filled syringe,,
oral,oral,,,27.07.2018,27.06.2018,,,withdrawn,withdrawn,,,19.09.2019,19.09.2019,,,approved,withdrawn,,,"""endocrine, nutritional, and metabolic diseases""","endocrine, nutritional, and metabolic diseases",,,small molecule,small molecule,,,qtrilmet,qtrilmet,,,qtrilmet is indicated in adults aged 18 years and older with type 2 diabetes mellitus to improve glycaemic control when metformin with or without sulphonylurea (su) and either saxagliptin or dapagliflozin does not provide adequate glycaemic control. when already being treated with metformin and saxagliptin and dapagliflozin.,to improve glycaemic control when metformin with or without sulphonylurea (su) and either saxagliptin or dapagliflozin does not provide adequate glycaemic control.,,,"tradename (combination of dapagliflozin, saxagliptin, and metformin) is indicated in adults aged 18 years and older with type 2 diabetes mellitus to improve glycaemic control when metformin with or without sulphonylurea (su) does not provide adequate glycaemic control and where simultaneous addition of dapagliflozin and saxagliptin is considered necessary because a single addition of any oral monotherapy is not expected to provide adequate glycaemic control. to improve glycaemic control when metformin with or without sulphonylurea (su) and either dapagliflozin or saxagliptin does not provide adequate glycaemic control. when already being treated with dapagliflozin and saxagliptin and metformin.",to improve glycaemic control when metformin with or without sulphonylurea (su) and either saxagliptin or dapagliflozin does not provide adequate glycaemic control.,,,ema/524327/2019,ema/524327/2019,,,metformin hydrochloride / saxagliptin / dapagliflozin,metformin hydrochloride / saxagliptin / dapagliflozin,,,,not reported,,,,not reported,,,,not reported,,,,not reported,,,,"rat, mouse",,,,not reported,,,not reported,not reported,,,"rats, mice, dogs",not reported,,,not reported,not reported,,,no,no,,,modified-release tablets,modified-release tablet,,
oral,oral,,,04.05.2019,04.05.2019,,,authorised,authorised,,,30.04.2020,30.04.2020,,,approved,approved,,,diseases of the nervous system,diseases of the nervous system,,,small molecule,small molecule,,,fingolimod accord,fingolimod accord,,,same,single disease modifying therapy in highly active relapsing remitting multiple sclerosis,,,"fingolimod accord is indicated as single disease modifying therapy in highly active relapsing remitting multiple sclerosis for the following groups of adult patients and paediatric patients aged 10 years and older: patients with highly active disease despite a full and adequate course of treatment with at least one disease modifying therapy (for exceptions and information about washout periods. patients with rapidly evolving severe relapsing remitting multiple sclerosis defined by 2 or more disabling relapses in one year, and with 1 or more gadolinium enhancing lesions on brain mri or a significant increase in t2 lesion load as compared to a previous recent mri.",single disease modifying therapy in highly active relapsing remitting multiple sclerosis,,,ema/chmp/267804/2020,ema/chmp/267804/2020,,,fingolimod,fingolimod,,,,not reported,,,,not reported,,,,not reported,,,,not reported,,,,not reported,,,,not reported,,,,not reported,,,,not reported,,,,not reported,,,no,no,,,hard capsules,hard capsules,,
subcutaneous injection,subcutaneous,,,27.09.2023,27.09.2023,,,authorised (under additional monitoring),authorised,,,12.12.2024,12.12.2024,,,approved,approved,,,"diseases of the skin, congenital malformations and chomosomal abnormalities",diseases of the circulatory system,,,biologics,biologics,,,andembry,andembry,,,same,routine prevention of recurrent attacks of hereditary angioedema (hae) in adult and adolescent patients aged 12 years and older,,,andembry is indicated for routine prevention of recurrent attacks of hereditary angioedema (hae) in adult and adolescent patients aged 12 years and older.,routine prevention of attacks of hereditary angioedema (hae) in patients aged 12 years and older,,,ema/15345/2025,ema/15345/2025,,,garadacimab,garadacimab,,,not reported,not reported,,,"monkeys, rabbits","monkey, rabbit",,,cynomolgus monkeys,cynomolgus monkey,,,"c1-inh-deficient mice, model of passive cutaneous anaphylaxis (pca),",not reported,,,"rabbits, mice, monkeys","mouse, rabbit, monkey",,,cynomolgus monkeys,"cd-1 mouse, cynomolgus monkey",,,not reported,not reported,,,"monkeys, mice, rabbits","mouse, monkey",,,"cynomolgus monkeys, cd-1 mice","cd-1 mouse, cynomolgus monkey",,,no,yes,,,"solution for injection in pre-filled syringe, solution for injection in pre-filled pen",solution for injection,,
oral,oral,,,24.05.2011,24.05.2011,,,authorised,authorised,,,24.05.2012,24.05.2012,,,approved,approved,,,diseases of the nervous system,diseases of the nervous system,,,small molecule,small molecule,,,fycompa,fycompa,,,fycompa (perampanel) is indicated for the adjunctive treatment of partial-onset seizures (pos) with or without secondarily generalised seizures in patients from 4 years of age and older. primary generalised tonic-clonic (pgtc) seizures in patients from 7 years of age and older with idiopathic generalised epilepsy (ige).,adjunctive treatment of partial-onset seizures with or without secondarily generalized seizures,,,the treatment of partial-onset seizures.,the treatment of partial-onset seizures,,,ema/424476/2012,ema/424476/2012,,,perampanel,perampanel,,,not reported,not reported,,,"rats, monkeys, dogs","mouse, rat, dog, monkey",,,cynomolgus monkeys,not reported,,,"rats kindling model, gaers model, seizure models, rodent models of neuropathic pain, primate animal models of parkinson’s disease",not reported,,,"rats, monkeys, dogs","mouse, rat, dog, monkey",,,not reported,not reported,,,not reported,not reported,,,"rats, mice, monkeys, dogs, rabbits","mouse, rat, dog, monkey",,,cynomolgus monkeys,not reported,,,no,no,,,film-coated tablets,film-coated tablets,,
nasal,intranasal,,,not reported,n/a,,,withdrawn,na,,,04.04.2022,25.03.2021,,,withdrawn,refused,,,"""injury, poisoning and certain other consequences of external causes""","injury, poisoning and certain other consequences of external causes",,,small molecule,small molecule,,,neffy,neffy,,,,n/a,,,"anaphylaxis, hypersensitivity reaction","emergency treatment of allergic reactions, including anaphylaxis",,,ema/204348/2022,ema/204348/2022,,,epinephrine,epinephrine,,,not reported,not reported,,,"rats, dogs","rat, dog",,,beagle dogs,"sprague-dawley rat, beagle dog",,,,not reported,,,,"rat, dog",,,,"sprague-dawley rat, beagle dog",,,not reported,not reported,,,"rats, rabbits, mice, dogs, monkeys, guinea pigs","rat, rabbit",,,"beagle dogs, dunkin hartley guinea pigs, new zealand white rabbits",not reported,,,no,no,,,"""nasal spray, solution""",nasal spray solution,,
subcutaneous injection,subcutaneous,,,25.04.2017,25.04.2017,,,authorised,authorised,,,26.07.2018,26.07.2018,,,approved,approved,,,diseases of the musculoskeletal system and connective tissue,diseases of the musculoskeletal system and connective tissue,,,biologics,biologics,,,hulio,hulio,,,"juvenile idiopathic arthritis, enthesitis-related arthritis, paediatric plaque psoriasis, paediatric crohn's disease, paediatric uveitis","rheumatoid arthritis, juvenile idiopathic arthritis, enthesitis-related arthritis, axial spondyloarthritis, psoriatic arthritis, psoriasis, paediatric plaque psoriasis, hidradenitis suppurativa, crohn’s disease, paediatric crohn's disease, ulcerative colitis, uveitis, paediatric uveitis",,,"rheumatoid arthritis, juvenile idiopathic arthritis, axial spondyloarthritis, psoriatic arthritis, psoriasis, paediatric plaque psoriasis, hidradenitis suppurativa (hs), crohn’s disease, paediatric crohn's disease, ulcerative colitis, paediatric ulcerative colitis, uveitis, paediatric uveitis",rheumatoid arthritis,,,ema/541826/2018,ema/541826/2018,,,adalimumab,adalimumab,,,tnf-α transgenic mouse (ttg mouse) arthritis,not reported,,,"mice, monkeys",monkey,,,cynomolgus monkeys,cynomolgus monkey,,,tnf-α transgenic mouse polyarthritis model,tnf-α transgenic mouse,,,mice,mouse,,,not reported,not reported,,,not reported,not reported,,,monkeys,monkey,,,cynomolgus monkeys,cynomolgus monkey,,,no,no,,,solution for injection in pre-filled syringe,solution for injection,,
"subcutaneous injection, intravenous infusion","intravenous, subcutaneous",,,26.06.2022,26.07.2022,,,authorised (under additional monitoring),authorised,,,12.10.2023,12.10.2023,,,approved,approved,,,"""endocrine, nutritional, and metabolic diseases"", congenital malformations and chomosomal abnormalities","endocrine, nutritional, and metabolic diseases",,,peptides and proteins,biologics,,,loargys,loargys,,,same,"treatment of arginase 1 deficiency (arg1-d), also known as hyperargininemia, in adults, adolescents and children aged 2 years and older",,,"loargys is indicated for the treatment of arginase 1 deficiency (arg1-d), also known as hyperargininemia, in adults, adolescents and children aged 2 years and older","treatment of arginase 1 deficiency (arg1-d), also known as hyperargininemia, in adults, adolescents and children aged 2 years and older",,,ema/485896/2023,ema/485896/2023,,,pegzilarginase,pegzilarginase,,,not reported,not reported,,,"mice, monkeys, rats, rabbits","mouse, rat, rabbit, monkey",,,"cynomolgus monkeys, cd-1 mice",not reported,,,not reported,not reported,,,"mice, rats, rabbits, monkeys","mouse, rat, rabbit, monkey",,,"wistar rats, cynomolgus monkeys","cd-1 mouse, sprague dawley rat, new zealand white rabbit, cynomolgus monkey",,,not reported,not reported,,,"mice, rats, monkeys","mouse, rat, rabbit, monkey",,,cynomolgus monkeys,not reported,,,yes,yes,,,"solution for injection, solution for infusion",solution for injection/infusion,,
oral,oral,,,28.09.2012,28.09.2012,,,withdrawn,authorised,,,14.02.2019,02.08.2013,,,approved,approved,,,"neoplasms, congenital malformations and chomosomal abnormalities",neoplasms,,,small molecule,small molecule,,,imatinib medac,imatinib medac,,,not reported,"chronic myeloid leukaemia (cml), acute lymphoblastic leukaemia (all), myelodysplastic/myeloproliferative diseases (mds/mpd), hypereosinophilic syndrome (hes), dermatofibrosarcoma protuberans (dfsp)",,,"paediatric patients with newly diagnosed philadelphia chromosome (bcr-abl) positive (ph+) chronic myeloid leukaemia (cml) for whom bone marrow transplantation is not considered as the first line of treatment. paediatric patients with ph+ cml in chronic phase after failure of interferon-alpha therapy, or in accelerated phase. adult and paediatric patients with ph+ cml in blast crisis. adult patients with newly diagnosed philadelphia chromosome positive acute lymphoblastic leukaemia (ph+ all) integrated with chemotherapy. adult patients with relapsed or refractory ph+ all as monotherapy. adult patients with myelodysplastic/myeloproliferative diseases (mds/mpd) associated with platelet-derived growth factor receptor (pdgfr) gene re-arrangements. adult patients with advanced hypereosinophilic syndrome (hes) and/or chronic eosinophilic leukaemia (cel) with fip1l1-pdgfrα rearrangement. adult patients with unresectable dermatofibrosarcoma protuberans (dfsp) and adult patients with recurrent and/or metastatic dfsp who are not eligible for surgery.","chronic myeloid leukaemia (cml), acute lymphoblastic leukaemia (all), myelodysplastic/myeloproliferative diseases (mds/mpd), hypereosinophilic syndrome (hes), dermatofibrosarcoma protuberans (dfsp)",,,ema/622006/2013,ema/622006/2013,,,imatinib,imatinib,,,,not reported,,,,not reported,,,,not reported,,,,not reported,,,,not reported,,,,not reported,,,not reported,not reported,,,"rats, rabbits, mice, monkeys, dogs",not reported,,,cynomolgus monkeys,not reported,,,no,no,,,tablet,hard capsules,,
subcutaneous injection,subcutaneous,,,25.04.2023,25.04.2023,,,authorised (under additional monitoring),authorised,,,21.03.2024,21.03.2024,,,approved,approved,,,diseases of the musculoskeletal system and connective tissue,"endocrine, nutritional, and metabolic diseases",,,biologics,biologics,,,jubbonti,jubbonti,,,same,treatment of osteoporosis in postmenopausal women and in men at increased risk of fractures.,,,"treatment of osteoporosis in postmenopausal women and in men at increased risk of fractures. in postmenopausal women denosumab significantly reduces the risk of vertebral, non-vertebral and hip fractures. treatment of bone loss associated with hormone ablation in men with prostate cancer at increased risk of fractures. in men with prostate cancer receiving hormone ablation, denosumab significantly reduces the risk of vertebral fractures. treatment of bone loss associated with long-term systemic glucocorticoid therapy in adult patients at increased risk of fracture.",treatment of osteoporosis in postmenopausal women and in men at increased risk of fractures.,,,ema/169039/2024,ema/169039/2024,,,denosumab,denosumab,,,,not reported,,,,not reported,,,,not reported,,,,not reported,,,,not reported,,,,not reported,,,,na,,,,na,,,,not reported,,,no,no,,,solution for injection in pre-filled syringe,solution for injection,,
intravenous injection,intravenous,,,20.11.2019,20.11.2019,,,authorised (under additional monitoring),authorised,,,28.01.2021,28.01.2021,,,approved,approved,,,other,not reported,,,small molecule,small molecule,,,byfavo,byfavo,,,same,procedural sedation,,,remimazolam is indicated in adults for procedural sedation.,procedural sedation,,,ema/160756/2021,ema/160756/2021,,,remimazolam,remimazolam,,,not reported,not reported,,,"rabbits, rats, minipigs, monkeys",not reported,,,new zealand white rabbits,not reported,,,not reported,not reported,,,"minipigs, sheep, monkeys, rats, mice, rabbits","mouse, rat, micropig, sheep, monkey",,,cynomolgus monkeys,not reported,,,not reported,not reported,,,"mice, monkeys, rats, rabbits, minipigs","rat, mouse, minipig, monkey",,,"cd-1 mice, cynomolgus monkeys, sprague dawley rats, new zealand white rabbits, cd rats, göttingen minipigs, himalayan rabbits",not reported,,,no,no,,,powder for solution for injection,powder for solution for injection,,
oral,oral,,,03.12.2010,03.12.2010,,,authorised,authorised,,,21.01.2011,17.02.2011,,,approved,approved,,,"diseases of the musculoskeletal system and connective tissue, neoplasms",neoplasms,,,small molecule,small molecule,,,ibandronic acid sandoz,ibandronic acid sandoz,,,same,"prevention of skeletal events (pathological fractures, bone complications requiring radiotherapy or surgery) in patients with breast cancer and bone metastases",,,"ibandronic acid sandoz is indicated in adults for the prevention of skeletal events (pathological fractures, bone complications requiring radiotherapy or surgery) in patients with breast cancer and bone metastases.","prevention of skeletal events (pathological fractures, bone complications requiring radiotherapy or surgery) in patients with breast cancer and bone metastases",,,ema/chmp/94879/2011,ema/chmp/94879/2011,,,ibandronic acid,ibandronic acid,,,,not reported,,,,not reported,,,,not reported,,,,not reported,,,,not reported,,,,not reported,,,,not reported,,,,not reported,,,,not reported,,,no,no,,,film-coated tablets,film-coated tablets,,
oral,oral,,,25.10.2013,25.10.2013,,,authorised,authorised,,,26.06.2014,26.06.2014,,,approved,approved,,,infectious and parasitic diseases,infectious and parasitic diseases,,,small molecule,small molecule,,,triumeq,triumeq,,,"triumeq is indicated for the treatment of human immunodeficiency virus type 1 (hiv-1) infected adults, adolescents and children weighing at least 25 kg",treatment of human immunodeficiency virus (hiv) infection in adults and adolescents from 12 years of age who are antiretroviral treatment-naïve or are infected with hiv without documented or clinically suspected resistance to any of the three antiretroviral agents in triumeq,,,"triumeq is a fixed-dose combination of dolutegravir, abacavir and lamivudine. it is indicated as a complete regimen for the treatment of human immunodeficiency virus (hiv) infection in adults and adolescents from 12 years of age who are antiretroviral treatment-naïve or are infected with hiv without documented or clinically suspected resistance to any of the three antiretroviral agents in triumeq. before initiating treatment with abacavir-containing products, screening for carriage of the hla- b*5701 allele should be performed in any hiv-infected patient, irrespective of racial origin. screening is also recommended prior to re-initiation of abacavir in patients of unknown hla-b*5701 status who have previously tolerated abacavir (see “management after an interruption of triumeq therapy”). abacavir should not be used in patients known to carry the hla-b*5701 allele, unless no other therapeutic option is available in these patients, based on the treatment history and resistance testing.",treatment of human immunodeficiency virus (hiv) infection in adults and adolescents from 12 years of age who are antiretroviral treatment-naïve or are infected with hiv without documented or clinically suspected resistance to any of the three antiretroviral agents in triumeq,,,ema/580654/2014,ema/580654/2014,,,abacavir sulfate / dolutegravir sodium / lamivudine,dolutegravir / abacavir / lamivudine,,,not reported,not reported,,,"rats, monkeys, mice, rabbits, dogs","mouse, rat, monkey",,,cynomolgus monkeys,not reported,,,,not reported,,,,"mouse, rat, monkey",,,,not reported,,,not reported,not reported,,,"mice, rats, monkeys","mouse, rat, monkey",,,cynomolgus monkeys,not reported,,,no,no,,,film-coated tablets,film-coated tablets,,
intravenous infusion,intravenous infusion,,,30.08.2012,30.08.2012,,,authorised,authorised,,,19.09.2013,19.09.2013,,,approved,approved,,,neoplasms,neoplasms,,,biologics,biologics,,,kadcyla,kadcyla,,,"early breast cancer (ebc): kadcyla, as a single agent, is indicated for the adjuvant treatment of adult patients with her2-positive early breast cancer who have residual invasive disease, in the breast and/or lymph nodes, after neoadjuvant taxane-based and her2-targeted therapy. metastatic breast cancer (mbc): kadcyla, as a single agent, is indicated for the treatment of adult patients with her2-positive, unresectable locally advanced or metastatic breast cancer who previously received trastuzumab and a taxane, separately or in combination. patients should have either: received prior therapy for locally advanced or metastatic disease, or developed disease recurrence during or within six months of completing adjuvant therapy.","treatment of adult patients with her2-positive, unresectable locally advanced or metastatic breast cancer who previously received trastuzumab and a taxane, separately or in combination.",,,"kadcyla, as a single agent, is indicated for the treatment of patients with her2-positive, unresectable locally advanced or metastatic breast cancer who have received prior treatment with trastuzumab and a taxane.","treatment of patients with her2-positive, unresectable locally advanced or metastatic breast cancer who have received prior treatment with trastuzumab and a taxane.",,,ema/749228/2013,ema/749228/2013,,,trastuzumab emtansine,trastuzumab emtansine,,,not reported,not reported,,,"mice, rats, monkeys","mouse, rat, monkey",,,cynomolgus monkeys,not reported,,,not reported,not reported,,,"mice, monkeys","mouse, monkey",,,"nude mice, cynomolgus monkeys",not reported,,,not reported,not reported,,,rats,"rat, monkey",,,"cynomolgus monkeys, sprague dawley rats",not reported,,,no,no,,,powder for concentrate for solution for infusion,powder for concentrate for solution for infusion,,
oral,oral,,,not reported,n/a,,,withdrawn,withdrawn,,,13.11.2017,14.09.2017,,,withdrawn,withdrawn,,,diseases of the nervous system,diseases of the nervous system,,,small molecule,small molecule,,,qizenday,qizenday,,,,treatment of progressive multiple sclerosis (primary or secondary),,,ndicated in adults for the treatment of progressive multiple sclerosis (primary or secondary),treatment of progressive multiple sclerosis (primary or secondary),,,ema/828231/2017,ema/828231/2017,,,d-biotin,d-biotin,,,not reported,not reported,,,"pigs, rats, rabbits, dogs, mice",not reported,,,not reported,not reported,,,neuroprotection and remyelination in animal models of multiple sclerosis in mice,not reported,,,mice,mouse,,,not reported,not reported,,,not reported,not reported,,,"rabbits, rats, dogs",not reported,,,new zealand white rabbits,not reported,,,no,no,,,hard capsules,hard capsules,,
intravenous infusion,intravenous infusion,,,03.03.2022,03.03.2022,,,authorised (under additional monitoring),authorised,,,20.07.2023,20.07.2023,,,approved,approved,,,"neoplasms, diseases of the respiratory system, diseases of the digestive system",neoplasms,,,biologics,biologics,,,tevimbra,tevimbra,,,"non-small cell lung cancer (nsclc), small cell lung cancer (sclc), gastric or gastroesophageal junction (g/gej) adenocarcinoma, oesophageal squamous cell carcinoma (oscc)","tevimbra as monotherapy is indicated for the treatment of adult patients with unresectable, locally advanced or metastatic oesophageal squamous cell carcinoma after prior platinum-based chemotherapy.",,,"tevimbra as monotherapy is indicated for the treatment of adult patients with unresectable, recurrent, locally advanced or metastatic oesophageal squamous cell carcinoma after prior chemotherapy.","tevimbra as monotherapy is indicated for the treatment of adult patients with unresectable, recurrent, locally advanced or metastatic oesophageal squamous cell carcinoma after prior chemotherapy.",,,ema/chmp/359838/2023,ema/chmp/359838/2023,,,tislelizumab,tislelizumab,,,not reported,not reported,,,monkeys,monkey,,,cynomolgus monkeys,cynomolgus monkey,,,"allogeneic xenograft models of epidermioid carcinoma, colon and lung cancers",xenograft model,,,???,monkey,,,not reported,cynomolgus monkey,,,not reported,not reported,,,"mice, monkeys",monkey,,,cynomolgus monkeys,cynomolgus monkey,,,yes,yes,,,concentrate for solution for infusion,concentrate for solution for infusion,,
intravenous infusion,"oral, intravenous",,,11.12.2009,11.12.2009,,,authorised,authorised,,,21.10.2011,21.10.2010,,,approved,approved,,,"neoplasms, diseases of the musculoskeletal system and connective tissue, ""endocrine, nutritional, and metabolic diseases""",neoplasms,,,small molecule,small molecule,,,iasibon,iasibon,,,same,"prevention of skeletal events (pathological fractures, bone complications requiring radiotherapy or surgery) in patients with breast cancer and bone metastases, treatment of tumour-induced hypercalcaemia with or without metastases",,,"prevention of skeletal events in patients with breast cancer and bone metastases, treatment of tumour-induced hypercalcaemia","prevention of skeletal events in patients with breast cancer and bone metastases, treatment of tumour-induced hypercalcaemia",,,ema/801304/2010,ema/801304/2010,,,ibandronic acid,ibandronic acid,,,,not reported,,,,not reported,,,,not reported,,,,not reported,,,,not reported,,,,not reported,,,,not reported,,,,not reported,,,,not reported,,,no,no,,,concentrate for solution for infusion,"film-coated tablets, concentrate for solution for infusion",,
intravenous injection,intravenous use,,,29.05.2019,29.05.2019,,,withdrawn,withdrawn,,,23.07.2020,23.07.2020,,,approved,withdrawn,,,"diseases of the blood and blood-forming organs, congenital malformations and chomosomal abnormalities",diseases of the blood and blood-forming organs,,,biologics,biologics,,,adakveo,adakveo,,,prevention of recurrent vaso-occlusive crises (vocs) in sickle cell disease patients aged 16 years and older,prevention of recurrent vaso-occlusive crises (vocs) in sickle cell disease patients aged 16 years and older. it can be given as an add-on therapy to hydroxyurea/hydroxycarbamide (hu/hc) or as monotherapy in patients for whom hu/hc is inappropriate or inadequate.,,,prevention of vaso-occlusive crises in sickle cell disease patients aged 16 years and over,prevention of vaso-occlusive crises in sickle cell disease patients aged 16 years and over,,,ema/427120/2020,ema/427120/2020,,,crizanlizumab,crizanlizumab,,,not reported,not reported,,,monkeys,not reported,,,cynomolgus monkeys,not reported,,,not reported,not reported,,,"monkeys, dogs, rats",not reported,,,cynomolgus monkeys,not reported,,,not reported,not reported,,,monkeys,not reported,,,cynomolgus monkeys,not reported,,,no,yes,,,concentrate for solution for infusion,concentrate for solution for infusion,,
intravenous injection,intravenous,,,20.02.2020,20.02.2020,,,authorised (under additional monitoring),authorised,,,25.02.2021,25.02.2021,,,approved,approved,,,"neoplasms, diseases of the digestive system, other",neoplasms,,,biologics,biologics,,,abevmy,abevmy,,,"halbe seite text, was ist wichtig??",abevmy in combination with fluoropyrimidine-based chemotherapy is indicated for treatment of adult patients with metastatic carcinoma of the colon or rectum.,,,"halbe seite text, was ist wichtig??",abevmy in combination with fluoropyrimidine-based chemotherapy is indicated for treatment of adult patients with metastatic carcinoma of the colon or rectum.,,,ema/176217/2021,ema/176217/2021,,,bevacizumab,bevacizumab,,,,not reported,,,"rabbits, mice, monkeys",monkey,,,cynomolgus monkeys,cynomolgus monkey,,,,not reported,,,,not reported,,,,not reported,,,,not reported,,,"mice, rabbits","mouse, rabbit",,,"new zealand white rabbits, swiss albino mice","swiss albino mouse, new zealand white rabbit",,,no,no,,,concentrate for solution for infusion,concentrate for solution for infusion,,
oral,oral,,,29.07.2016,29.07.2016,,,authorised,authorised,,,22.06.2017,22.06.2017,,,approved,approved,,,infectious and parasitic diseases,infectious and parasitic diseases,,,small molecule,small molecule,,,efavirenz/emtricitabine/tenofovir disoproxil mylan,efavirenz/emtricitabine/tenofovir disoproxil mylan,,,same,treatment of human immunodeficiency virus-1 (hiv-1) infection in adults aged 18 years and over with virologic suppression to hiv-1 rna levels of < 50 copies/ml,,,"efavirenz/emtricitabine/tenofovir disoproxil mylan is a fixed-dose combination of efavirenz, emtricitabine and tenofovir disoproxil. it is indicated for the treatment of human immunodeficiency virus-1 (hiv-1) infection in adults aged 18 years and over with virologic suppression to hiv-1 rna levels of < 50 copies/ml on their current combination antiretroviral therapy for more than three months. patients must not have experienced virological failure on any prior antiretroviral therapy and must be known not to have harboured virus strains with mutations conferring significant resistance to any of the three components contained in efavirenz/emtricitabine/tenofovir disoproxil mylan prior to initiation of their first antiretroviral treatment regimen",treatment of human immunodeficiency virus-1 (hiv-1) infection in adults aged 18 years and over with virologic suppression to hiv-1 rna levels of < 50 copies/ml,,,ema/chmp/630402/2017,ema/chmp/630402/2017,,,efavirenz / emtricitabine / tenofovir disoproxil,efavirenz / emtricitabine / tenofovir disoproxil,,,,not reported,,,,not reported,,,,not reported,,,,not reported,,,,not reported,,,,not reported,,,,not reported,,,,not reported,,,,not reported,,,no,no,,,film-coated tablets,film-coated tablet,,
subcutaneous injection,subcutaneous,,,24.07.2020,24.07.2020,,,authorised,authorised,,,20.05.2021,20.05.2021,,,approved,approved,,,"""endocrine, nutritional, and metabolic diseases"", congenital malformations and chomosomal abnormalities",diseases of the blood and blood-forming organs,,,peptides and proteins,peptides and proteins,,,icatibant accord,icatibant accord,,,same,"symptomatic treatment of acute attacks of hereditary angioedema (hae) in adults, adolescents and children aged 2 years and older, with c1-esterase-inhibitor deficiency",,,"icatibant accord is indicated for symptomatic treatment of acute attacks of hereditary angioedema (hae) in adults, adolescents and children aged 2 years and older, with c1-esterase-inhibitor deficiency.","symptomatic treatment of acute attacks of hereditary angioedema (hae) in adults, adolescents and children aged 2 years and older, with c1-esterase-inhibitor deficiency",,,ema/306744/2021,ema/306744/2021,,,icatibant,icatibant,,,,not reported,,,,not reported,,,,not reported,,,,not reported,,,,not reported,,,,not reported,,,,not reported,,,,not reported,,,,not reported,,,no,no,,,solution for injection in pre-filled syringe,solution for injection,,
