 Origin,Document_name,Marketing_authorisation_number,EMA_product_number,Drug_name,Non_proprietary_name,Marketing_authorisation_holder,Drug_class,Pharmaceutical_form,Administration_route,Decision,Current_status,Decision_date,Orphan_drug_status,Indication_extended,Indication_requested,Indication_approved,Disease_class(es),Application_date,Decisions_number,Nonclinical_abridged,Referral_body,Referral,Nonclinical_pharmacology_invitro,Nonclinical_pharmacology_species,Nonclinical_pharmacology_strain,Nonclinical_pharmacology_model,Nonclinical_pharmacology_sex,Nonclinical_pharmacology_outcomes,Nonclinical_pharmacology_adverse_findings,Nonclinical_pharmacokinetics_species,Nonclinical_pharmacokinetics_strain,Nonclinical_pharmacokinetics_model,Nonclinical_pharmacokinetics_sex,Nonclinical_pharmacokinetics_findings,Nonclinical_pharmacokinetics_outcomes,Nonclinical_toxicology_species,Nonclinical_toxicology_strain,Nonclinical_toxicology_model,Nonclinical_toxicology_sex,Nonclinical_toxicology_outcomes,Nonclinical_toxicology_outcomes,Nonclinical_toxicology_adverse_events,Sex_reported_allgemein,Sex,Comment,
EMA,ahzantive-epar-public-assessment-report_en.pdf,EMA/CHMP/565845/2024,EMEA/H/C/006607,Ahzantive,aflibercept,Klinge Biopharma GmbH,Peptides and proteins,solution for injection,intravitreal,approved,authorised (under additional monitoring),14.11.2024,no ,no,"neovascular (wet) age-related macular degeneration (AMD), visual impairment due to macular oedema secondary to retinal vein occlusion (branch RVO or central RVO), visual impairment due to diabetic macular oedema (DME), visual impairment due to myopic choroidal neovascularisation (myopic CNV)",Same,"Diseases of the eye and adnexa, ""Endocrine, nutritional, and metabolic diseases"", Diseases of the circulatory system",25.04.2024,1,yes,EMA,Eylea,yes,NA,NA,NA,NA,NA,NA,rabbit,New Zealand White rabbit,Not reported,not reported,"high degree of similarity to treatment with Eylea, plasma of rabbit treated with FYB203 levels of free aflibercept were approximately 2-fold lower when compared to rabbit treated with EU-Eylea, revealed similar ocular PK for all FYB203 batches tested and EU-Eylea, plasma FYB203 levels were decreased when compared to Eylea, similarity of PK profile of aflibercept (FYB203) to originator EU-Eylea at four different compartments i.e., vitreous humor, aqueous humor, retina/choroid tissue and plasma, anti-drug antibody",???,rabbit,New Zealand White rabbit,Not reported,not reported,repeat dose toxicity,"repeat dose toxicity, ","Overall, the applicant conducted an extensive in vivo non-clinical programme for FYB203 biosimilars which is not in line with the current guidelines emphasizing avoidance of in vivo studies due to availability of more sensitive in vitro methods for comparability assessment. In addition to two in vivo pharmacokinetic studies, an in vivo 1-month repeat-dose toxicology study (2 applications on D1 and D15) with toxicokinetic and recovery groups was conducted with FYB203 manufactured at the intended commercial scale. The toxicology study with inclusion of toxicokinetic measurements also support the notion that FYB203 Tech Batch and EU-Eylea cannot be considered as biosimilar in terms of free plasma aflibercept. However, repeated dose toxicity studies are usually not recommended for similar biological products (EMA/CHMP/BMWP/403543/2010) and observed differences are not expected to have impact on clinical efficacy and safety supported by in vitro functional biosimilarity assessment and low systemic exposures to free plasma aflibercept FYB203 in patients. Clinical data supersede over non-clinical studies provided and no further non-clinical studies are warranted.",No,NA,,
EMA,aimovig-epar-public-assessment-report_en.pdf,EMA/CHMP/413393/2018,EMEA/H/C/004447,Aimovig,erenumab,Novartis Europharm Limited,Biologics,solution for injection in pre-filled syringe,subcutaneous,approved,authorised,31.05.2018,no ,no,prophylaxis of migraine in adults who have at least 4 migraine days per month when initiating treatment with Aimovig,prophylaxis of migraine in adults who have at least 4 migraine days per month,"Diseases of the nervous system, Diseases of the circulatory system",23.05.2017,1,no,NA,NA,yes,"rat, monkey, dog, pig, mouse",cynomolgus monkey,"cynomolgus model of capsaicin induced increase in dermal blood flow, rat, dog, pig ischemia mode,  rat model for preeclampsi",not reported,"blood pressure, vasodilation, compensatory vasodilation, coronary circulation during ischemic-related diseases/conditions, myocardial infarct size, gonadectomy-induced bone loss, biomarkers for bone formation and resorption, histopathological changes in the bone, skeletal bone changes in infants on radiographic examination, gastric injury, gastric ulcers, uteroplacental blood flow, uterine vascular resistance, fetal growth and survival, lung function, respiratory distress, local and systemic levels of CGRP, wound healing, ","cause vasodilation and systemic administration of CGRP causes hypotension in normotensive and hypertensive rat, local and systemic levels of CGRP rapidly increase",monkey,cynomolgus monkey,Not reported,not reported,"Greater than dose-proportional Cmax and AUC, Low (approximate 2-fold) accumulation ratio after repeat SC dosing, Nonlinear PK consistent with target-mediated elimination, Estimated SC bioavailability of 60%, Volume of distribution typical of a monoclonal antibody suggesting limited extravascular distribution,  ADAs detected coincidental with lower drug concentrations in some animals; effects on systemic exposure were only apparent at low doses ","absorption, bioavailability, tissue distribution, metabolism, excretion",monkey,cynomolgus monkey,Not reported,female,"repeat dose toxicity, reproduction toxicity, developmental toxicity","repeat dose toxicity, Reproductive and developmental toxicity","no toxicological findings of importance for the safety assessment, no AMG 334-related effects on pregnancy/postpartum outcomes",Yes,Both,,
EMA,airexar-spiromax-epar-public-assessment-report_en.pdf,EMA/486131/2016,EMEA/H/C/004267,Airexar Spiromax,salmeterol xinafoate / fluticasone propionate,Teva B.V.,Small molecule,inhalation powder,inhalation,approved,withdrawn,23.06.2016,no ,no,"Asthma: Airexar Spiromax is indicated for the regular treatment of patients with severe asthma where use of a combination product (inhaled corticosteroid and long-acting β2 agonist) is appropriate: patients not adequately controlled on a lower strength corticosteroid combination product or patients already controlled on a high dose inhaled corticosteroid and long-acting β2 agonist; Chronic Obstructive Pulmonary Disease (COPD): Airexar Spiromax is indicated for the symptomatic treatment of patients with COPD, with a FEV1 <60% predicted normal (pre-bronchodilator) and a history of repeated exacerbations, who have significant symptoms despite regular bronchodilator therapy.",Same,Diseases of the respiratory system,05.06.2015,1,no,NA,NA,yes,"rat, mouse",not reported,Not reported,not reported,"quantify and compare anti-inflammatory activity, Systemic responses, adrenal atrophy, potency in different routs of administration, LPS (lipopolysaccharide)-stimulated release of tumor necrosis factor (TNF), granulocyte/monocyte colony-stimulating factor (GM-CSF), salmeterol and gestagens can be more than twice as effective as salmeterol therapy alone, ","thymus involution, adrenal atrophy, HPA axis suppression, inhibit LPS (lipopolysaccharide)-stimulated release of tumor necrosis factor (TNF), inhibit granulocyte/monocyte colony-stimulating factor (GM-CSF), Preterm birth (combination of mifepristone and prostaglandin E2), ","rat, dog, rabbit, mouse",not reported,Not reported,not reported,"extensively absorbed across the gastrointestinal tract, No firm results of salmeterol P-gp inhibition capability, low oral bioavailability, poor absorption and extensive first pass metabolism, very low systemic effects, increase P-gp expression by 80% in peripheral blood cell lines, traces of fluticasone radioactivity pass into the systemic circulation, passes across the placenta, high plasma clearance, highest concentrations were observed in bile ducts, kidney medulla and liver, by intestinal content, heart, pituitary, bone marrow, lung and stomach/small intestine wall, Lower concentrations of radioactivity were retrieved in blood, only trace amounts were detected in the central nervous system, substrates of CYP3A4, Hepatic clearance is predominantly responsible for the clearance of salmeterol and fluticasone, ","absorption, bioavailability, tissue distribution, metabolism","rat, dog","Wistar rat, Sprague Dawley rat, beagle dog",Not reported,not reported,"repeat dose toxicity, reproduction toxicity, developmental toxicity","repeat dose toxicity, Reproductive and developmental toxicity, Studies in Juvenile Animals","salmeterol-related pulse rate increases, Focal coronary arthritis, no significant effects of the combination on ECG or on cardiac histopathology, no major safety issue occurred, induce malformations (cleft palate, skeletal malformations), embryofetal toxicity only at high exposure levels, increased incidences of transposed umbilical artery, increased incidences of incomplete ossification of occipital bone, no reported effect on sexual maturation, decrease in the expected length of the trachea, ",No,NA,,
EMA,ajovy-epar-public-assessment-report_en.pdf,EMA/118499/2019,EMEA/H/C/004833,Ajovy,fremanezumab,Teva B.V.,Biologics,"solution for injection in pre-filled syringe, solution for injection in pre-filled pen",subcutaneous,approved,authorised,31.01.2019,no ,no,treatment of episodic and chronic migraine in adults,prophylaxis of migraine in adults who have at least 4 migraine days per month,"Diseases of the nervous system, Diseases of the circulatory system",12.01.2018,1,no,NA,NA,yes,"???, rat, mouse, monkey",cynomolgus monkey,"animal models of pain, models of peripheral vasodilation and arterial vasodilation",not reported,"blockade of CGRP mediated signalling, vasodilation, alleviation of symptoms associated with migraine,  heart rate, blood pressure, ECG recordings, body temperature, activity, ","Decreases in heart rate, moderate decreases in activity, decrease in blood pressure","mouse, rat, rabbit, monkey",cynomolgus monkey,Not reported,not reported,"abrupt decrease in plasma concentration due to the formation of (clearing) antibodies, biphasic decline, initial distribution phase, followed by a slow elimination phase, Plasma clearance was low, Systemic exposure increased in a dose proportional manner, Terminal elimination half-life (T1/2) was approximately 16 days in rat, 19 days in mouse, 10 days in monkey and 8 days in rabbit, Absorption was slow after SC dosing, mean SC bioavailability was approximately 65-67% and 81-89% (range 69-100%), low volume of distribution, suggesting a distribution to plasma and extravascular fluid, fetal exposure was approximately 11-20% (rabbit), Antibodies against fremanezumab were observed, treatment-related ADA response, Immunogenicity","absorption, bioavailability, tissue distribution","rat, monkey, rabbit",cynomolgus monkey,Not reported,both,"repeat dose toxicity, reproduction toxicity, developmental toxicity,  local tolerance","repeat dose toxicity, Reproductive and developmental toxicity, local tolerance","decreased food consumption, decreases in weight, increased total protein and decreased albumin/globulin ratio, well tolerated in cynomolgus monkey, minimal increase in lymphocytes, perivascular inflammation of ciliary vessels, increased monocytes and deposition of immune complexes (C3 complement, IgG and/or IgM), hypersensitivity reaction, slightly increased neutrophils, presence of ADA, accumulation, no effects on male or female fertility and mating performance, no effects on embryofoetal development, ",Yes,Both,,
EMA,akantior-epar-public-assessment-report_en.pdf,EMA/286425/2024,EMEA/H/C/005858,Akantior,polihexanide,SIFI SPA,Small molecule,solution in single-dose container (eye drops),ocular,approved,authorised,30.05.2024,yes,yes,Acanthamoeba keratitis in adults and children from 12 years of age,Same,Diseases of the eye and adnexa,02.05.2022,1,no,NA,NA,yes,rat,not reported,rat model of Acanthamoeba keratitis,not reported,"anti-trophozoic efficacy of polihexanide concentrations,  corneal lesions worsening, extent of decreases in cultures, histology and PCR evaluations, dose-response relationship in the different efficacy endpoints",polihexanide + propamidine combination treatment proved less efficient in terms of clinical efficacy,"rabbit, rat",not reported,Not reported,both,"excreted via urine after oral administration, resorbed from the gastrointestinal tract, distributed to the kidneys, highest amounts of retained radioactivity were found in the liver (0.18% of dose in males and 0.19% of dose in females) and kidneys (0.03% of dose in males and 0.04% of dose in females), long excretion times,  accumulate to a certain extent, determining the ocular and subsequently systemic PK of polihexanide when topically administered to rabbit",tissue distribution,rabbit,New Zealand White rabbit,Not reported,both,repeat dose toxicity,repeat dose toxicity,"slight conjunctival redness, conjunctival discharge, slight chemosis, slight to severe iris inflammation (with congestion of iris vessels observed in the slit lamp examination), slight to complete corneal opacity, slight to severe corneal staining in the fluorescein staining examination, red and swollen conjunctiva, and microscopically apparent slight to mild conjunctival oedema, corneal oedema, acute inflammation, necrosis, iris congestion, acute inflammation.",Yes,Both,The applicant compiled the results of literature reproductive and developmental toxicity studie conducted with polihexanide (ECHA 2011; SCCS 2015; Johnson et al 2020),
EMA,akeega-epar-public-assessment-report_en.pdf,EMA/126335/2023,EMEA/H/C/005932,Akeega,niraparib / abiraterone acetate,Janssen-Cilag International N.V.,Small molecule,tablet,oral,approved,authorised,23.02.2023,no ,no,adult patients with metastatic castration-resistant prostate cancer (mCRPC) who are positive for homologous recombination repair (HRR) gene alterations (germline and/or somatic),adult patients with metastatic castration-resistant prostate cancer (mCRPC) and BRCA 1/2 mutations (germline and/or somatic) in whom chemotherapy is not clinically indicated,Neoplasms,28.04.2022,1,yes,EMA,Monotherapies: EMEA/H/C/004249 and EMEA/H/C002321,yes,"mouse, dog",beagle dog,xenograft tumor models (BRCA1/2 wild type VCaP and BRCA2 mutant LuCaP),both,"tumour growth, survival, tumour regressions, tumor volume, cardiovascular safety, heart rate, blood pressure, QT/QTc, blood flow, PR, pulse pressure, ECG parameters (PR, QRS, QT, and QTc intervals), body temperature, Central Nervous System Safety, neurological function, including general behaviour, neural reflexes, spontaneous activity, thermoregulation, (tidal volume, respiratory rate, derived minute volume, effects in the gastrointestinal tract","increased the heart rate in a dose-dependent fashion, dose-independent increase in mean arterial pressure, slight decrease in alertness, decreased pinna reflex, Lower tidal volume, ",NA,NA,NA,NA,NA,NA,"rat, dog",not reported,Not reported,both,"repeat dose toxicity, genotoxicity, carcinogenicity, reproduction toxicity, developmental toxicity","repeat dose toxicity, Genotoxicity, Carcinogenicity, Reproductive and developmental toxicity","bone marrow (hypocellularity, decrease of RBC, WBC and platelets) and testes (hypospermatogenesis considered as a pharmacological effect of PARP inhibition), cardiac arterial hypertrophy, increased amount of trabecula in the bone, toxicity in reproductive system, adrenal glands, liver, pituitary (rat only), and male mammary glands, RBC parameter, extramedullary haematopoiesis in the spleen, increase in the incidence of testicular interstitial (Leydig) cell adenomas, testicular interstitial cell carcinomas, effects on male fertility (reduced organ weights of the reproductive system, sperm counts, sperm motility, altered sperm morphology and decreased fertility), increased incidence of irregular or extended estrous cycles, pre-implantation loss, Sexual maturation was also affected in males, ",No,NA,"The toxicological profile of the combination was based on the previous studies conducted with the individual components. In line with ICH S9 guidance, no combination toxicology studies is required for the proposed FDC. Previous findings are summarized below.",
EMA,akynzeo-epar-public-assessment-report_en.pdf,EMA/236963/2015,EMEA/H/C/003728,Akynzeo,netupitant / palonosetron,Helsinn Birex Pharmaceuticals Ltd.,Small molecule,tablet,oral,approved,authorised,26.03.2015,no ,no,adults for the prevention of acute and delayed nausea and vomiting associated with highly emetogenic cisplatin-based cancer chemotherapy. Prevention of acute and delayed nausea and vomiting associated with moderately emetogenic cancer chemotherapy.,Same,"Other, Neoplasms, ""Endocrine, nutritional, and metabolic diseases""",13.12.2013,1,no,NA,NA,yes,"ferret, rat, mouse, guinea pig, rabbit","gerbil rat, Suncus murinuse, Wistar rat",acute-induced and delayed models of emesis,male,"Prevention of emesis, Inhibition of retches and vomits, motion-induced emesis, food consumption, water consumption, kaolin consumption, plasma levels of netupitant, half-life of activity for netupitant, antiemetic action, effects on gait, reflexes, other neurological signs,  anti- or pro-convulsant activity, Cardiovascular effects, ECG parameters, effect on respiratory, renal or gastrointestinal systems, ","foot tapping response, decrease in atrio-ventricular conduction, decrease in ventricular depolarization rate, prolongation of ventricular repolarization, ","rat, dog, monkey","cynomolgus monkey, gerbil rat",Not reported,not reported,"Absorption following oral administration was moderate, low to moderate clearance, long apparent terminal half life, Volume of distribution was high in all species, Oral bioavailability in each species varied substantially between animals, highly bound (>99%) to plasma proteins, distribution was extensive, accumulation in nasal mucosa, mandibular lymph nodes, epididymis and choroid plexus, cross the blood brain barrier, excretion was not complete after 1 week following oral or IV dosing, Less that 0.5% and 2% of dose was recovered in the urine, excretion was predominantly by the faecal route, Palonosetron was extensively distributed, including to the brain, not accumulate and is rapidly cleared, strong firstpass effect in all two species, ","absorption, bioavailability, tissue distribution, metabolism, excretion","mouse, rat, dog","Wistar rat, beagle dog",Not reported,both,"single dose toxicity, repeat dose toxicity, genotoxicity, reproduction toxicity, developmental toxicity","single dose toxicity, repeat dose toxicity, Genotoxicity, Reproductive and developmental toxicity","body weight loss, lower food consumption, phosphor-lipidosis, necrosis of the liver and mesenteric lymph nodes, thinness, piloerection, necrosis of the liver, vomiting, liquid faeces and subdued behavior, Gall bladder: microscopic signs of phospholipidosis, parietal cell necrosis in the glandular stomach, death, convulsions, collapse, increased liver weight, increased adrenal weight, changes in the lung, lymphoid tissues, liver, adrenal glands, kidney, stomach and trachea, hepatocytic hypertrophy, syncytial macrophages in mesenteric lymph nodes, changes various organs (liver (hepatocellular vacuolation), lungs (infiltration by foamy macrophages), spleen (histiocytosis), mesenteric and mandibular lymph nodes (diffuse histiocytosis and histiocytic aggregates)), increased protein, globulin, cholesterol levels, changes in various liver enzymes, Increased liver and kidney (female only) weights, slightly longer QT intervals, prolonged PQ intervals, periacinar hepatocytic hypertrophy,  elevated alkaline phosphatase levels in the plasma, prolongues ST interval, increased rate of liver tumours, endocrine neoplasms (in thyroid, pituitary, pancreas, adrenal medulla) and skin tumours, tarsal hyperflexion, slight decreases foetal body weight, minimally/partially fused sternebrae, Agenesis of accessory lung lobe, degeneration of the seminferous epithelium, ",Yes,Both,,
EMA,albrioza-epar-refusal-public-assessment-report_en.pdf,EMA/CHMP/487533/2023,EMEA/H/C/005901,Albrioza,sodium phenylbutyrate / Ursodoxicoltaurine,Amylyx Pharmaceuticals EMEA B.V.,Small molecule,powder for oral suspension,oral,refused,NA,05.01.2024,yes,no,treatment of ALS,NA,Diseases of the nervous system,02.01.2022,2,no,NA,NA,yes,"mouse, minipig, rat",not reported,"transgenic SOD1 G93A mouse, model of familial ALS, Alzheimer's disease model",not reported,"survival, locomotor performance, Neuromuscular function, peak compound muscle action potential (CMAP), muscle innervation and activation, motor axon loss, muscle dysfunction, behavioural changes, coordination, sensory/motor reflex responses, body temperature, tidal volume, minute volume, respiratory rate, body weights, body temperature, qualitative ECG, QRS, QT, QTca, ","not improve survival or locomotor performance, synergistic efficacy is not convincingly demonstrated,  increases in heart rate, ","rat, minipig",not reported,Not reported,both,"area under the curve (AUC) and Cmax increased dose-proportionally or approximately 1.5x more than dose-proportionally, dose-proportionality varied between the studies, but there were no consistent gender differences, absorption in rat was at least 90% for PB and TURSO, PB-derived radioactivity was widely distributed, highest concentrations were found in the kidneys, liver, urinary bladder, Harderian gland, lung, small intestine and stomach (gastric mucosa), Low concentrations were found in the brain, TURSO-derived radioactivity was widely distributed, not detected in urine and bile and only found in trace amounts in faeces,  Major metabolites in plasma were M135 (phenyl acetate), M161 (phenyl crotonate) and M192 (phenylacetyl glycine), PB is primarily converted into phenylacetyl glycine and then excreted into urine, The major metabolite in plasma was M516_2 (metabolite formed by oxidation), TURSO is primarily oxidated to M516 or hydrolysed to M391 (ursodeoxycholic acid), and TURSO is excreted primarily into faeces, ","absorption, bioavailability, tissue distribution, metabolism, excretion","rat, dog, minipig",not reported,Not reported,both,"single dose toxicity, repeat dose toxicity, genotoxicity, reproduction toxicity, developmental toxicity","single dose toxicity, repeat dose toxicity, Genotoxicity, Reproductive and developmental toxicity","well tolerated, ovary follicular cysts, mucification of the vagina and cervix, and lobuloalveolar hyperplasia and dilatation of the mammary gland, mammary gland adenocarcinoma, disrupted oestrus cycle, severe maternal toxicity, severe weight loss, reduced fetal weight, increase in stillborn pups, increased pup death after birth, ",Yes,Both,,
EMA,potactasol-epar-public-assessment-report_en.pdf,EMA/792855/2010,EMEA/H/C/002282,Potactasol,topotecan,Actavis Group PTC ehf,Small molecule,powder for concentrate for solution for infusion,intravenous,approved,authorised,21.10.2010,no ,no,Topotecan monotherapy is indicated for the treatment of patients with metastatic carcinoma of the ovary after failure of first-line or subsequent therapy.,Topotecan monotherapy is indicated for the treatment of patients with metastatic carcinoma of the ovary after failure of first-line or subsequent therapy and patients with relapsed small cell lung cancer (SCLC) for whom re-treatment with the first-line regimen is not considered appropriate. Topotecan in combination with cisplatin is indicated for patients with carcinoma of the cervix recurrent after radiotherapy and for patients with Stage IVB disease. Patients with prior exposure to cisplatin require a sustained treatment free interval to justify treatment with the combination.,"Neoplasms, Diseases of the respiratory system, Diseases of the genitourinary system",12.06.2010,1,yes,NA,88 publications from 1983 to 2007,no,NA,NA,NA,NA,,,NA,NA,NA,NA,,,NA,NA,NA,NA,,,,,,,
EMA,iasibon-epar-public-assessment-report_en.pdf,EMA/801304/2010,EMEA/H/C/002025,Iasibon,ibandronic acid,Pharmathen S.A.,Small molecule,concentrate for solution for infusion,intravenous,approved,authorised,21.10.2011,no ,no,"Prevention of skeletal events in patients with breast cancer and bone metastases, Treatment of tumour-induced hypercalcaemia",Same,"Neoplasms, Diseases of the musculoskeletal system and connective tissue, ""Endocrine, nutritional, and metabolic diseases""",11.12.2009,1,yes,EMA,Bondronat (generic),no,NA,NA,NA,NA,,,NA,NA,NA,NA,,,NA,NA,NA,NA,,,,,,,
EMA,gonal-f-epar-scientific-discussion_en.pdf,Not reported,EMEA/H/C/000071,GONAL-f,follitropin alfa,Merck Europe B.V.,Biologics,"solvent for solution for injection, powder for solution for injection",subcutaneous,approved,authorised,??.05.1995,no ,no,Not reported,Stimulation of multifollicular development in patients undergoing assisted reproductive treatment (ART); Anovulation in women who have been unresponsive to treatment with clomiphene citrate; Stimulation of follicular development in women with severe LH and FSH deficiency; Male hypogonadotropic hypogonadism.,Pregnancy and childbirth,29.04.1994,1,no,NA,NA,yes,"rat, monkey, dog",not reported,Not reported,not reported,,,"rat, monkey",not reported,Not reported,not reported,,,"monkey, dog, rat, rabbit",not reported,Not reported,male,,,,,,,
EMA,withdrawal-assessment-report-oportuzumab-monatox-dlrc-pharma-services_en.pdf,EMA/CHMP/576523/2021,EMEA/H/C/005730,Oportuzumab monatox DLRC Pharma Services,oportuzumab monatox,DLRC Pharma Services Ltd,Biologics,concentrate and solvent for intravesical solution,intravesical,withdrawn,withdrawn,20.08.2021,no ,no,the treatment and prevention of recurrence of carcinoma-in-situ (CIS) of the urinary bladder following transurethral resection in BCG-unresponsive patients. The prevention of recurrence of high grade Ta and/or T1 papillary tumours following transurethral resection in BCG-unresponsive patients.,NA,"Neoplasms, Diseases of the genitourinary system",Not reported,1,no,NA,NA,yes,"mouse, monkey",not reported,"Athymic mouse bearing tumour xenografts, ",not reported,,,"rat, monkey",cynomolgus monkey,Not reported,not reported,,,"rat, monkey",cynomolgus monkey,Not reported,female,,,,,,,
EMA,niapelf-epar-public-assessment-report_en.pdf,EMA/100717/2024,EMEA/H/C/006185,Niapelf,paliperidone,Neuraxpharm Pharmaceuticals S.L.,Small molecule,prolonged-release suspension for injection,intramuscular,approved,authorised,25.01.2024,no ,no,"Niapelf is indicated for maintenance treatment of schizophrenia in adult patients stabilised with paliperidone or risperidone. In selected adult patients with schizophrenia and previous responsiveness to oral paliperidone or risperidone, Niapelf may be used without prior stabilisation with oral treatment if psychotic symptoms are mild to moderate and a long-acting injectable treatment is needed.",Same,Mental and behavioural disorders,05.01.2023,1,yes,???,???,no,NA,NA,NA,NA,,,NA,NA,NA,NA,,,NA,NA,NA,NA,,,,,,,
EMA,daptomycin-hospira-epar-public-assessment-report_en.pdf,EMA/109959/2017,EMEA/H/C/004310,Daptomycin Hospira,daptomycin,Pfizer Europe MA EEIG,Small molecule,powder for solution for injection,intravenous,approved,authorised,26.01.2017,no ,no,"Daptomycin is indicated for the treatment of the following infections: Adult and paediatric (1 to 17 years of age) patients with complicated skin and soft-tissue infections (cSSTI). Adult patients with right-sided infective endocarditis (RIE) due to Staphylococcus aureus. It is recommended that the decision to use daptomycin should take into account the antibacterial susceptibility of the organism and should be based on expert advice (see sections 4.4 and 5.1). Adult and paediatric (1 to 17 years of age) patients with Staphylococcus aureus bacteraemia (SAB). In adults, use in bacteraemia should be associated with RIE or with cSSTI, while in paediatric patients, use in bacteraemia should be associated with cSSTI.",Same,Infectious and parasitic diseases,08.02.2016,1,yes,???,???,no,NA,NA,NA,NA,,,NA,NA,NA,NA,,,NA,NA,NA,NA,,,,,,,
EMA,hukyndra-epar-public-assessment-report_en.pdf,EMA/555939/2021,EMEA/H/C/005548,Hukyndra,adalimumab,Stada Arzneimittel AG,Biologics,solution for injection in pre-filled syringe,subcutaneous,approved,authorised (under additional monitoring),16.09.2021,no ,no,"Rheumatoid arthritis, Juvenile idiopathic arthritis, Axial spondyloarthritis, Psoriatic arthritis, Psoriasis, Paediatric plaque psoriasis, Hidradenitis suppurativa (HS), Crohn’s disease, Paediatric Crohn's disease, Ulcerative colitis, Paediatric ulcerative colitis, Uveitis, Paediatric uveitis","Polyarticular juvenile idiopathic arthritis, Enthesitis-related arthritis, Paediatric plaque psoriasis, Paediatric Crohn's disease, Paediatric Uveitis","Diseases of the eye and adnexa, Diseases of the musculoskeletal system and connective tissue, Diseases of the skin, Diseases of the digestive system",11.09.2020,1,yes,???,???,yes,NA,NA,NA,NA,,,monkey,cynomolgus monkey,Not reported,not reported,,,monkey,cynomolgus monkey,Not reported,not reported,,,,,,,
EMA,quixidar-epar-scientific-discussion_en.pdf,Not reported,EMEA/H/C/000404,Quixidar,fondaparinux sodium,Glaxo Group Ltd.,Small molecule,solution for injection in pre-filled syringe,subcutaneous,approved,withdrawn,21.03.2002,no ,no,Not reported,"prevention of Venous Thromboembolic Events (VTE) in patients undergoing major orthopaedic surgery of the lower limbs (MOSLL) such as hip fracture surgery (HFS), major knee surgery (MKS) or hip replacement surgery (HRS)",Diseases of the circulatory system,01.03.2001,1,no,NA,NA,yes,"rat, mouse, rabbit",not reported,"venous and arterial models of thrombosis, ",not reported,,,"rat, monkey, rabbit",not reported,Not reported,not reported,,,"rat, monkey, mouse","cynomolgus monkey, Sprague Dawley rat, Wistar rat",Not reported,both,,,,,,,
EMA,withdrawal-assessment-report-insulin-human-long-marvel_en.pdf,EMEA/CHMP/70349/2008,EMEA/H/C/000846,Insulin Human Long Marvel,human insulin,Marvel LifeSciences Ltd.,Peptides and proteins,solution for injection in a vial,subcutaneous,withdrawn,withdrawn,20.12.2007,no ,no,treatment of Diabetes melitus,NA,"""Endocrine, nutritional, and metabolic diseases""",Not reported,not reported,yes,EMA,Humulin insulin,yes,NA,NA,NA,NA,,,NA,NA,NA,NA,,,rat,not reported,Not reported,not reported,,,,,,,
EMA,sonata-epar-scientific-discussion_en.pdf,Not reported,EMEA/H/C/000227,Sonata,zaleplon,Meda AB,Small molecule,hard capsules,oral,approved,withdrawn,12.03.1999,no ,no,"for the treatment of patients with insomnia who have difficulty falling asleep. It is indicated only when the disorder is severe, disabling or subjecting the individual to extreme distress","Sonata is indicated for the treatment of patients with insomnia who have difficulty falling asleep. It is indicated only when the disorder is severe, disabling or subjecting the individual to extreme distress.",Mental and behavioural disorders,30.01.1998,1,no,NA,NA,yes,"rat, monkey, mouse, rabbit",baboon monkey,Not reported,not reported,,,"rat, mouse, monkey, dog",not reported,Not reported,not reported,,,"rat, mouse, dog, monkey",beagle dog,Not reported,male,,,,,,,
EMA,qtrilmet-epar-public-assessment-report_en.pdf,EMA/524327/2019,EMEA/H/C/004910,Qtrilmet,metformin hydrochloride / saxagliptin / dapagliflozin,AstraZeneca AB,Small molecule,modified-release tablets,oral,approved,withdrawn,19.09.2019,no ,no,"Tradename (combination of dapagliflozin, saxagliptin, and metformin) is indicated in adults aged 18 years and older with type 2 diabetes mellitus to improve glycaemic control when metformin with or without sulphonylurea (SU) does not provide adequate glycaemic control and where simultaneous addition of dapagliflozin and saxagliptin is considered necessary because a single addition of any oral monotherapy is not expected to provide adequate glycaemic control. To improve glycaemic control when metformin with or without sulphonylurea (SU) and either dapagliflozin or saxagliptin does not provide adequate glycaemic control. When already being treated with dapagliflozin and saxagliptin and metformin.",Qtrilmet is indicated in adults aged 18 years and older with type 2 diabetes mellitus to improve glycaemic control when metformin with or without sulphonylurea (SU) and either saxagliptin or dapagliflozin does not provide adequate glycaemic control. When already being treated with metformin and saxagliptin and dapagliflozin.,"""Endocrine, nutritional, and metabolic diseases""",27.07.2018,1,yes,???,???,no,NA,NA,NA,NA,,,NA,NA,NA,NA,,,"rat, mouse, dog",not reported,Not reported,not reported,,,,,,,
EMA,azomyr-epar-scientific-discussion_en.pdf,Not reported,EMEA/H/C/000310,Azomyr,desloratadine,N.V. Organon,Small molecule,film-coated tablets,oral,approved,authorised,21.09.2000,no ,no,Azomyr is indicated in adults and adolescents aged 12 years and older for the relief of symptoms associated with allergic rhinitis and urticaria,Same,"Diseases of the skin, Other",24.09.1999,1,no,NA,NA,yes,"mouse, guinea pig, rat, monkey",not reported,Not reported,not reported,,,"rat, mouse, monkey",cynomolgus monkey,Not reported,both,,,"rat, mouse, monkey, rabbit",not reported,Not reported,both,,,,,,,
