Administration_route_human,Administration_route_llm,Administration_route_verdict_human,Application_date_human,Application_date_llm,Application_date_verdict_human,Application_year_human,Application_year_llm,Application_year_verdict_human,Current_status_human,Current_status_llm,Current_status_verdict_human,Decision_date_human,Decision_date_llm,Decision_date_verdict_human,Decision_human,Decision_llm,Decision_verdict_human,Decision_year_human,Decision_year_llm,Decision_year_verdict_human,Disease_class(es)_human,Disease_class(es)_llm,Disease_class(es)_verdict_human,Document_name_human,Document_name_llm,Document_name_verdict_human,Drug_class_human,Drug_class_llm,Drug_class_verdict_human,Drug_name_human,Drug_name_llm,Drug_name_verdict_human,Indication_approved_human,Indication_approved_llm,Indication_approved_verdict_human,Indication_extended_human,Indication_extended_llm,Indication_extended_verdict_human,Indication_requested_human,Indication_requested_llm,Indication_requested_verdict_human,Marketing_authorisation_holder_human,Marketing_authorisation_holder_llm,Marketing_authorisation_holder_verdict_human,Marketing_authorisation_number_human,Marketing_authorisation_number_llm,Marketing_authorisation_number_verdict_human,Non_proprietary_name_human,Non_proprietary_name_llm,Non_proprietary_name_verdict_human,Nonclinical_abridged_human,Nonclinical_abridged_llm,Nonclinical_abridged_verdict_human,Orphan_drug_status_human,Orphan_drug_status_llm,Orphan_drug_status_verdict_human,Pharmaceutical_form_human,Pharmaceutical_form_llm,Pharmaceutical_form_verdict_human,Referral_body_human,Referral_body_llm,Referral_body_verdict_human
oral,oral,match,not reported,not reported,match,not reported,not reported,match,withdrawn,withdrawn,match,19.01.2006,19.01.2006,match,withdrawn,withdrawn,match,2006.0,2006,,"neoplasms, ""endocrine, nutritional, and metabolic diseases""",neoplasms; diseases of the digestive system,,orathecin-withdrawal-assessment-report_en.pdf,orathecin-withdrawal-assessment-report_en.pdf,match,small molecule,small molecule,match,orathecin,orathecin,match,,na,,no,no,match,orathecin (rubitecan) for the treatment of patients with locally advanced (non-resectable) or metastatic adenocarcinoma of the pancreas who failed at least one prior chemotherapy.,treatment of patients with locally advanced (non-resectable) or metastatic adenocarcinoma of the pancreas who failed at least one prior chemotherapy.,,eurogen pharmaceuticals ltd,eurogen pharmaceuticals ltd,match,emea/chmp/90172/2006,not reported,,rubitecan,rubitecan,match,no,no,match,yes,not reported,,hard capsules,hard capsules,match,,na,
subcutaneous,subcutaneous,match,09.01.2020,09.01.2020,match,2020,2020,match,authorised (under additional monitoring),authorised,,28.01.2021,28.01.2021,match,approved,approved,match,2021.0,2021,,diseases of the nervous system,diseases of the nervous system,match,kesimpta-epar-public-assessment-report_en.pdf,kesimpta-epar-public-assessment-report_en.pdf,match,biologics,biologics,match,kesimpta,kesimpta,match,kesimpta is indicated for the treatment of adult patients with relapsing forms of multiple sclerosis (rms) with active disease defined by clinical or imaging features,treatment of adult patients with relapsing forms of multiple sclerosis (rms) with active disease defined by clinical or imaging features,,no,no,match,not reported,treatment of adult patients with relapsing forms of multiple sclerosis (rms) with active disease defined by clinical or imaging features,,novartis ireland limited,novartis ireland limited,match,ema/160608/2021,ema/160608/2021,match,ofatumumab,ofatumumab,match,no,no,match,no,no,match,"solution for injection in pre-filled syringe, solution for injection in pre-filled pen",solution for injection,,,na,
subcutaneous,subcutaneous,match,28.06.2011,28.07.2011,,2011,2011,match,,withdrawn,,29.05.2013,21.03.2013,,refused,refused,match,2013.0,2013,,"""endocrine, nutritional, and metabolic diseases"", congenital malformations and chomosomal abnormalities, diseases of the circulatory system","endocrine, nutritional, and metabolic diseases",,kynamro-epar-public-assessment-report_en.pdf,kynamro-epar-public-assessment-report_en.pdf,match,cell and gene therapy,other,,kynamro,kynamro,match,"kynamro is an apolipoprotein b (apo b) synthesis inhibitor indicated as an adjunct to maximally tolerated lipid-lowering medications and diet to reduce low density lipoprotein-cholesterol (ldl-c), apo b, total cholesterol (tc), non-high density lipoprotein-cholesterol (non-hdl-c) and lipoprotein (a) [lp(a)] in patients with homozygous familial hypercholesterolaemia (hofh) and in patients with severe heterozygous familial hypercholesterolaemia (severe hefh).",na,,no,no,match,,"kynamro is an apolipoprotein b (apo b) synthesis inhibitor indicated as an adjunct to maximally tolerated lipid-lowering medications and diet to reduce low density lipoprotein-cholesterol (ldl-c), apo b, total cholesterol (tc), non-high density lipoprotein-cholesterol (non-hdl-c) and lipoprotein (a) [lp(a)] in patients with homozygous familial hypercholesterolaemia (hofh) and in patients with severe heterozygous familial hypercholesterolaemia (severe hefh).",,genzyme europe bv,genzyme europe bv,match,ema/305826/2013,ema/305826/2013,match,mipomersen sodium,mipomersen,,no,no,match,no,no,match,solution for injection,solution for injection,match,,na,
oral,oral,match,30.06.2015,30.07.2015,,2015,2015,match,authorised,authorised,match,26.05.2016,15.09.2016,,approved,conditional marketing authorisation,,2016.0,2016,,"neoplasms, diseases of the blood and blood-forming organs",neoplasms; diseases of the blood and blood-forming organs,,ninlaro-epar-public-assessment-report_en.pdf,ninlaro-epar-public-assessment-report_en.pdf,match,small molecule,small molecule,match,ninlaro,ninlaro,match,same,"treatment of adult patients with multiple myeloma who have experienced at least one relapse with iss stage iii disease or elevated-risk cytogenetics [del(17), t(4;14), t(14;16), or 1q21+]; or experienced at least 2 relapses",,no,no,match,ninlaro in combination with lenalidomide and dexamethasone is indicated for the treatment of adult patients with multiple myeloma who have received at least one prior therapy.,treatment for patients with multiple myeloma who have received at least one prior therapy,,takeda pharma a/s,takeda pharma a/s,match,ema/chmp/594718/2016,ema/654545/2016,,ixazomib,ixazomib,match,no,no,match,yes,yes,match,hard capsules,hard capsule,,,na,
oral,oral,match,26.11.1997,not reported,,1997,not reported,,authorised,authorised,match,16.10.1998,not reported,,approved,approved,match,1998.0,not reported,,diseases of the circulatory system,diseases of the circulatory system,match,karvezide-epar-scientific-discussion_en.pdf,karvezide-epar-scientific-discussion_en.pdf,match,small molecule,small molecule,match,karvezide,karvezide,match,treatment of essential hypertension. this fixed dose combination is indicated in adult patients whose blood pressure is not adequately controlled on irbesartan or hydrochlorothiazide alone,treatment of hypertension,,no,yes,,not repored,treatment of hypertension,,sanofi winthrop industrie,not reported,,not reported,not reported,match,irbesartan / hydrochlorothiazide,irbesartan and hydrochlorothiazide,,yes,no,,no,no,match,tablet,tablet,match,"???, ema",na,
inhalation,inhalation,match,06.03.2013,06.03.2013,match,2013,2013,match,authorised,authorised,match,17.03.2014,20.02.2014,,approved,approved,match,2014.0,2014,,diseases of the respiratory system,diseases of the respiratory system,match,laventair-epar-public-assessment-report_en.pdf,laventair-epar-public-assessment-report_en.pdf,match,small molecule,small molecule,match,laventair ellipta (previously laventair),laventair,,same,maintenance bronchodilator treatment to relieve symptoms in adult patients with chronic obstructive pulmonary disease (copd).,,no,no,match,laventair ellipta is indicated as a maintenance bronchodilator treatment to relieve symptoms in adult patients with chronic obstructive pulmonary disease (copd).,maintenance bronchodilator treatment to relieve symptoms in adult patients with chronic obstructive pulmonary disease (copd).,,glaxosmithkline (ireland) limited,glaxo group ltd,,ema/chmp/163506/2014,ema/chmp/163506/2014,match,umeclidinium bromide / vilanterol,umeclidinium bromide / vilanterol,match,no,no,match,no,no,match,inhalation powder,inhalation powder,match,,na,
oral,oral,match,26.04.2016,26.04.2016,match,2016,2016,match,authorised,authorised,match,21.04.2017,21.04.2017,match,approved,approved,match,2017.0,2017,,diseases of the musculoskeletal system and connective tissue,"endocrine, nutritional, and metabolic diseases; neoplasms; diseases of the blood and blood-forming organs",,febuxostat-mylan-epar-public-assessment-report_en.pdf,febuxostat-mylan-epar-public-assessment-report_en.pdf,match,small molecule,small molecule,match,febuxostat viatris (previously febuxostat mylan),febuxostat mylan,,"treatment of chronic hyperuricaemia in conditions where urate deposition has already occurred (including a history, or presence of, tophus and/or gouty arthritis). febuxostat viatris is indicated in adults.","treatment of chronic hyperuricaemia in conditions where urate deposition has already occurred (including a history, or presence of, tophus and/or gouty arthritis); prevention and treatment of hyperuricaemia in adult patients undergoing chemotherapy for haematologic malignancies at intermediate to high risk of tumor lysis syndrome (tls).",,no,no,match,"treatment of chronic hyperuricaemia in conditions where urate deposition has already occurred (including a history, or presence of, tophus and/or gouty arthritis). prevention and treatment of hyperuricaemia in adult patients undergoing chemotherapy for haematologic malignancies at intermediate to high risk of tumor lysis syndrome (tls).","treatment of chronic hyperuricaemia in conditions where urate deposition has already occurred (including a history, or presence of, tophus and/or gouty arthritis); prevention and treatment of hyperuricaemia in adult patients undergoing chemotherapy for haematologic malignancies at intermediate to high risk of tumor lysis syndrome (tls).",,viatris limited,mylan s.a.s,,ema/368110/2017,ema/368110/2017,match,febuxostat,febuxostat,match,yes,yes,match,no,no,match,film-coated tablets,film-coated tablet,,ema,not reported,
oral,oral,match,08.06.2015,08.06.2015,match,2015,2015,match,revoked,withdrawn,,13.10.2016,13.10.2016,match,conditional marketing authorisation,approved,,2016.0,2016,,diseases of the digestive system,diseases of the digestive system,match,ocaliva-epar-public-assessment-report_en.pdf,ocaliva-epar-public-assessment-report_en.pdf,match,small molecule,small molecule,match,ocaliva,ocaliva,match,same,treatment of primary biliary cholangitis (also known as primary biliary cirrhosis) in combination with ursodeoxycholic acid (udca) in adults with an inadequate response to udca or as monotherapy in adults unable to tolerate udca,,no,no,match,ocaliva is indicated for the treatment of primary biliary cholangitis (pbc) in combination with ursodeoxycholic acid (udca) in adults with an inadequate response to udca or as monotherapy in adults unable to tolerate udca.,treatment of primary biliary cirrhosis (pbc) in combination with ursodeoxycholic acid (udca) in adults with an inadequate response to udca or as monotherapy in adults unable to tolerate udca,,advanz pharma limited,intercept pharma ltd.,,ema/725757/2016,ema/725757/2016,match,obeticholic acid,obeticholic acid,match,no,no,match,yes,yes,match,film-coated tablets,film-coated tablet,,,na,
intravenous,intravenous,match,02.03.2021,02.03.2021,match,2021,2021,match,authorised,authorised,match,19.05.2022,19.05.2022,match,approved,approved,match,2022.0,2022,,"diseases of the musculoskeletal system and connective tissue, diseases of the nervous system",other,,sugammadex-fresenius-kabi-epar-public-assessment-report_en.pdf,sugammadex-fresenius-kabi-epar-public-assessment-report_en.pdf,match,other,small molecule,,sugammadex fresenius kabi,sugammadex fresenius kabi,match,same,reversal of neuromuscular blockade induced by rocuronium or vecuronium in adults; for the paediatric population: sugammadex is only recommended for routine reversal of rocuronium induced blockade in children and adolescents aged 2 to 17 years.,,no,no,match,reversal of neuromuscular blockade induced by rocuronium or vecuronium in adults.for the paediatric population: sugammadex is only recommended for routine reversal of rocuronium induced blockade in children and adolescents aged 2 to 17 years.,reversal of neuromuscular blockage induced by rocuronium or vecuronium in adults; for the paediatric population: sugammadex is only recommended for routine reversal of rocuronium induced blockage in children and adolescents aged 2 to 17 years.,,fresenius kabi deutschland gmbh,fresenius kabi deutschland gmbh,match,ema/chmp/564405/2022,ema/564405/2022,,sugammadex,sugammadex,match,yes,yes,match,no,no,match,solution for injection,solution for injection,match,ema,not reported,
intravenous,intravenous,match,03.12.2014,03.12.2014,match,2014,2014,match,withdrawn,withdrawn,match,23.07.2015,23.07.2015,match,approved,approved,match,2015.0,2015,,"neoplasms, diseases of the respiratory system",neoplasms; diseases of the respiratory system,,pemetrexed-lilly-epar-public-assessment-report_en.pdf,pemetrexed-lilly-epar-public-assessment-report_en.pdf,match,small molecule,small molecule,match,pemetrexed lilly,pemetrexed lilly,match,same,malignant pleural mesothelioma; non-small cell lung cancer,,no,no,match,malignant pleural mesothelioma: pemetrexed lilly in combination with cisplatin is indicated for the treatment of chemotherapy naïve patients with unresectable malignant pleural mesothelioma. non-small cell lung cancer: pemetrexed lilly in combination with cisplatin is indicated for the first line treatment of patients with locally advanced or metastatic non-small cell lung cancer other than predominantly squamous cell histology. pemetrexed lilly is indicated as monotherapy for the maintenance treatment of locally advanced or metastatic non-small cell lung cancer other than predominantly squamous cell histology in patients whose disease has not progressed immediately following platinum-based chemotherapy. pemetrexed lilly is indicated as monotherapy for the second line treatment of patients with locally advanced or metastatic non-small cell lung cancer other than predominantly squamous cell histology.,malignant pleural mesothelioma; non-small cell lung cancer,,eli lilly netherlands,eli lilly nederland b.v.,,ema/chmp/448343/2015,ema/448343/2015,,pemetrexed,pemetrexed,match,yes,yes,match,no,no,match,powder for concentrate for solution for infusion,powder for concentrate for solution for infusion,match,ema,not reported,
oral,oral,match,25.05.2023,25.05.2023,match,2023,2023,match,authorised (under additional monitoring),authorised,,25.04.2024,25.04.2024,match,approved,approved,match,2024.0,2024,,"neoplasms, diseases of the digestive system",neoplasms; diseases of the digestive system,,fruzaqla-epar-public-assessment-report_en.pdf,fruzaqla-epar-public-assessment-report_en.pdf,match,small molecule,small molecule,match,fruzaqla,fruzaqla,match,same,"treatment of adult patients with metastatic colorectal cancer (mcrc) who have been previously treated with available standard therapies, including fluoropyrimidine-, oxaliplatin-, and irinotecan-based chemotherapies, anti-vegf agents, and anti-egfr agents, and who have progressed on or are intolerant to treatment with either trifluridine-tipiracil or regorafenib",,no,no,match,"fruzaqla as monotherapy is indicated for the treatment of adult patients with metastatic colorectal cancer (mcrc) who have been previously treated with available standard therapies, including fluoropyrimidine-, oxaliplatin-, and irinotecan-based chemotherapies, anti-vegf agents, and anti-egfr agents, and who have progressed on or are intolerant to treatment with either trifluridine-tipiracil or regorafenib.","treatment of adult patients with metastatic colorectal cancer (mcrc) who have been previously treated with or are not considered candidates for available therapies, including fluoropyrimidine-, oxaliplatin-, and irinotecan-based chemotherapy, an anti-vegf therapy, and an anti-egfr therapy",,takeda pharmaceuticals international,takeda pharmaceuticals international ag,,ema/chmp/462300/2023,ema/462300/2023,,fruquintinib,fruquintinib,match,no,no,match,no,no,match,hard capsules,capsule,,,na,
"intramuscular, subcutaneous",subcutaneous,,18.10.2004,not reported,,2004,not reported,,authorised,authorised,match,23.02.2006,not reported,,approved,approved,match,2006.0,not reported,,infectious and parasitic diseases,infectious and parasitic diseases,match,proquad-epar-scientific-discussion_en.pdf,proquad-epar-scientific-discussion_en.pdf,match,vaccine,vaccine,match,proquad,proquad,match,"proquad is indicated for simultaneous vaccination against measles, mumps, rubella and varicella in individuals from 12 months of age. proquad can be administered to individuals from 9 months of age under special circumstances (e.g., to conform with national vaccination schedules, outbreak situations, or travel to a region with high prevalence of measles)","simultaneous vaccination against measles, mumps, rubella, and varicella in individuals from 12 months of age",,no,no,match,not reported,"simultaneous vaccination against measles, mumps, rubella, and varicella in individuals from 12 months of age",,merck sharp & dohme b.v.,"merck & co., inc.",,not reported,not reported,match,"measles, mumps, rubella and varicella vaccine (live)","measles, mumps, rubella and varicella (oka/merck) virus vaccine live",,yes,yes,match,no,no,match,solvent for solution for injection,powder and solvent for suspension for subcutaneous injection,,???,not reported,
subcutaneous,subcutaneous,match,17.02.1998,not reported,,1998,not reported,,authorised,authorised,match,17.12.1998,not reported,,approved,approved,match,1998.0,not reported,,pregnancy and childbirth,diseases of the genitourinary system,,cetrotide-epar-scientific-discussion_en.pdf,cetrotide-epar-scientific-discussion_en.pdf,match,small molecule,peptides and proteins,,cetrotide,cetrotide,match,"prevention of premature ovulation in patients undergoing a controlled ovarian stimulation, followed by oocyte pick-up and assisted reproductive techniques.","prevention of premature ovulation in patients undergoing a controlled ovarian stimulation, followed by oocyte pick-up and assisted reproductive techniques",,no,no,match,not reported,"prevention of premature ovulation in patients undergoing a controlled ovarian stimulation, followed by oocyte pick-up and assisted reproductive techniques",,merck europe b.v.,not reported,,not reported,not reported,match,cetrorelix,cetrorelix,match,no,no,match,no,no,match,"powder for solution for injection, solvent for solution for injection",powder and solvent for solution for injection,,,na,
intravenous,intravenous,match,02.07.2008,02.07.2008,match,2008,2008,match,authorised,authorised,match,16.10.2009,22.10.2009,,approved,approved,match,2009.0,2009,,other,infectious and parasitic diseases; diseases of the musculoskeletal system and connective tissue,,scintimun-epar-public-assessment-report_en.pdf,scintimun-epar-public-assessment-report_en.pdf,match,biologics,biologics,match,scintimun,scintimun,match,this medicinal product is for diagnostic use only.,"scintigraphic imaging, in conjunction with other appropriate imaging modalities, for determining the location of inflammation/infection in peripheral bone in adults with suspected osteomyelitis.",,no,no,match,"scintigraphic imaging for the detection or investigation of sites of inflammation and /or infection in the following cases: detection of chronic peripheral osteomyelitis, investigation of infected diabetic foot, detection of infected joint prosthesis, investigation of endocarditis when other imaging modalities are unconclusive, investigation of fever of unknown origin when other imaging modalities are unconclusive. scintigraphic imaging of bone marrow involvement (detection and extent of carcinoma metastasis, as cold spots).",scintigraphic imaging for the detection or investigation of sites of inflammation and/or infection in various cases and bone marrow involvement.,,telix innovations,cis bio international,,emea/743339/2009,ema/743339/2009,,besilesomab,besilesomab,match,no,no,match,no,no,match,kit for radiopharmaceutical preparation,kit for radiopharmaceutical preparation,match,,na,
intravenous,intravenous,match,27.07.2005,not reported,,2005,not reported,,authorised,authorised,match,01.07.2006,not reported,,approved,approved,match,2006.0,2006,,diseases of the circulatory system,neoplasms,,savene-epar-scientific-discussion_en.pdf,savene-epar-scientific-discussion_en.pdf,match,small molecule,small molecule,match,savene,savene,match,savene is indicated in adults for the treatment of anthracycline extravasation.,treatment of anthracycline extravasation,,no,no,match,not reported,treatment of anthracycline extravasation,,cnx therapeutics ireland limited,not reported,,not reported,ema/000062/2006,,dexrazoxane,dexrazoxane,match,no,no,match,no,yes,,"powder for concentrate for solution for infusion, solvent for concentrate for solution for infusion",powder and diluent for solution for infusion,,,na,
oral,oral,match,14.10.2019,14.10.2019,match,2019,2019,match,authorised,authorised,match,10.12.2020,10.12.2020,match,approved,approved,match,2020.0,2020,,"neoplasms, diseases of the digestive system, ""endocrine, nutritional, and metabolic diseases""",neoplasms; diseases of the digestive system; diseases of the genitourinary system,,sunitinib-accord-epar-public-assessment-report_en.pdf,sunitinib-accord-epar-public-assessment-report_en.pdf,match,small molecule,small molecule,match,sunitinib accord,sunitinib accord,match,same,"treatment of unresectable and/or metastatic malignant gastrointestinal stromal tumour (gist) in adults after failure of imatinib treatment due to resistance or intolerance; treatment of advanced/metastatic renal cell carcinoma (mrcc) in adults; treatment of unresectable or metastatic, well-differentiated pancreatic neuroendocrine tumours (pnet) with disease progression in adults.",,no,no,match,"gastrointestinal stromal tumour (gist): sunitinib accord is indicated for the treatment of unresectable and/or metastatic malignant gastrointestinal stromal tumour (gist) in adults after failure of imatinib treatment due to resistance or intolerance. metastatic renal cell carcinoma (mrcc): sunitinib accord is indicated for the treatment of advanced/metastatic renal cell carcinoma (mrcc) in adults. pancreatic neuroendocrine tumours (pnet): sunitinib accord is indicated for the treatment of unresectable or metastatic, well-differentiated pancreatic neuroendocrine tumours (pnet) with disease progression in adults.","treatment of unresectable and/or metastatic malignant gastrointestinal stromal tumour (gist) in adults after failure of imatinib treatment due to resistance or intolerance; treatment of advanced/metastatic renal cell carcinoma (mrcc) in adults; treatment of unresectable or metastatic, well-differentiated pancreatic neuroendocrine tumours (pnet) with disease progression in adults.",,accord healthcare s.l.u.,accord healthcare s.l.u.,match,ema/chmp/2430/2021,ema/2430/2021,,sunitinib,sunitinib,match,yes,yes,match,no,no,match,hard capsules,hard capsules,match,ema,not reported,
oral,oral,match,04.05.2019,04.05.2019,match,2019,2019,match,authorised,authorised,match,30.04.2020,30.04.2020,match,approved,approved,match,2020.0,2020,,diseases of the nervous system,diseases of the nervous system,match,fingolimod-accord-epar-public-assessment-report_en.pdf,fingolimod-accord-epar-public-assessment-report_en.pdf,match,small molecule,small molecule,match,fingolimod accord,fingolimod accord,match,same,"indicated as single disease modifying therapy in highly active relapsing remitting multiple sclerosis for the following groups of adult patients and paediatric patients aged 10 years and older: patients with highly active disease despite a full and adequate course of treatment with at least one disease modifying therapy or patients with rapidly evolving severe relapsing remitting multiple sclerosis defined by 2 or more disabling relapses in one year, and with 1 or more gadolinium enhancing lesions on brain mri or a significant increase in t2 lesion load as compared to a previous recent mri.",,no,no,match,"fingolimod accord is indicated as single disease modifying therapy in highly active relapsing remitting multiple sclerosis for the following groups of adult patients and paediatric patients aged 10 years and older: patients with highly active disease despite a full and adequate course of treatment with at least one disease modifying therapy (for exceptions and information about washout periods. patients with rapidly evolving severe relapsing remitting multiple sclerosis defined by 2 or more disabling relapses in one year, and with 1 or more gadolinium enhancing lesions on brain mri or a significant increase in t2 lesion load as compared to a previous recent mri.","fingolimod accord as single disease modifying therapy in highly active relapsing remitting multiple sclerosis for the following groups of adult patients and paediatric patients aged 10 years and older: patients with highly active disease despite a full and adequate course of treatment with at least one disease modifying therapy or patients with rapidly evolving severe relapsing remitting multiple sclerosis defined by 2 or more disabling relapses in one year, and with 1 or more gadolinium enhancing lesions on brain mri or a significant increase in t2 lesion load as compared to a previous recent mri.",,accord healthcare s.l.u.,accord healthcare s.l.u.,match,ema/chmp/267804/2020,ema/chmp/267804/2020,match,fingolimod,fingolimod,match,yes,yes,match,no,no,match,hard capsules,hard capsules,match,ema,not reported,
oral,oral,match,20.06.2022,20.06.2022,match,2022,2022,match,authorised,authorised,match,15.09.2022,15.09.2022,match,approved,approved,match,2022.0,2022,,mental and behavioural disorders,mental and behavioural disorders,match,melatonin-neurim-epar-public-assessment-report_en.pdf,melatonin-neurim-epar-public-assessment-report_en.pdf,match,small molecule,small molecule,match,melatonin neurim,melatonin neurim,match,same,short-term treatment of primary insomnia characterised by poor quality of sleep in patients who are aged 55 or over,,no,yes,,melatonin neurim is indicated as monotherapy for the short-term treatment of primary insomnia characterised by poor quality of sleep in patients who are aged 55 or over.,short-term treatment of primary insomnia characterised by poor quality of sleep in patients who are aged 55 or over,,rad neurim pharmaceuticals eec,rad neurim pharmaceuticals eec sarl,,ema/847216/2022,ema/847216/2022,match,melatonin,melatonin,match,yes,yes,match,no,no,match,prolonged-release tablets,prolonged-release tablets,match,ema,na,
oral,oral,match,10.10.2003,not reported,,2003,not reported,,authorised,authorised,match,15.09.2004,not reported,,approved,approved,match,2004.0,not reported,,"mental and behavioural disorders, diseases of the nervous system",mental and behavioural disorders,,cymbalta-epar-scientific-discussion_en.pdf,cymbalta-epar-scientific-discussion_en.pdf,match,small molecule,small molecule,match,cymbalta,cymbalta,match,treatment of major depressive disorder. treatment of diabetic peripheral neuropathic pain. treatment of generalised anxiety disorder. cymbalta is indicated in adults.,treatment of major depressive episodes,,no,yes,,not reported,treatment of major depressive episodes,,eli lilly nederland b.v.,eli lilly netherlands b.v.,,not reported,not reported,match,duloxetine,duloxetine hydrochloride,,no,no,match,no,no,match,hard gastro-resistant capsules,hard gastro-resistant capsules,match,,na,
oral,oral,match,30.09.2004,not reported,,2004,not reported,,authorised,authorised,match,26.06.2006,29.03.2005,,approved,approved,match,2006.0,2005,,"infectious and parasitic diseases, diseases of the digestive system",infectious and parasitic diseases; diseases of the liver,,baraclude-epar-scientific-discussion_en.pdf,baraclude-epar-scientific-discussion_en.pdf,match,small molecule,small molecule,match,baraclude,baraclude,match,"baraclude is indicated for the treatment of chronic hepatitis b virus (hbv) infection: compensated liver disease and evidence of active viral replication, persistently elevated serum alanine aminotransferase (alt) levels and histological evidence of active inflammation and/or fibrosis and decompensated liver disease","treatment of chronic hepatitis b virus (hbv) infection in adults with compensated liver disease and evidence of active viral replication, persistently elevated serum alanine aminotransferase (alt) levels and histological evidence of active inflammation and/or fibrosis.",,no,no,match,not reported,"treatment of chronic hepatitis b virus (hbv) infection in adults with compensated liver disease and evidence of active viral replication, persistently elevated serum alanine aminotransferase (alt) levels and histological evidence of active inflammation and/or fibrosis.",,bristol-myers squibb pharma eeig,bristol-myers squibb pharma eeig,match,not reported,ema/000243/2006,,entecavir,entecavir,match,no,no,match,no,no,match,film-coated tablets,film-coated tablet; oral solution,,,na,
intravenous,intravenous,match,02.09.2015,02.09.2015,match,2015,2015,match,authorised,authorised,match,15.09.2016,15.09.2016,match,approved,approved,match,2016.0,2016,,"""endocrine, nutritional, and metabolic diseases"", diseases of the genitourinary system","endocrine, nutritional, and metabolic diseases; diseases of the genitourinary system",,parsabiv-epar-public-assessment-report_en.pdf,parsabiv-epar-public-assessment-report_en.pdf,match,other,peptides and proteins,,parsabiv,parsabiv,match,parsabiv is indicated for the treatment of secondary hyperparathyroidism (shpt) in adult patients with chronic kidney disease (ckd) on haemodialysis therapy.,treatment of secondary hyperparathyroidism (shpt) in adult patients with chronic kidney disease (ckd) on haemodialysis therapy,,no,no,match,"parsabiv is indicated for the treatment of secondary hyperparathyroidism (shpt) in adult patients with chronic kidney disease (ckd) on haemodialysis therapy. parsabiv may be used as part of a therapeutic regimen including phosphate binders and/or vitamin d sterols, as appropriate.",treatment of secondary hyperparathyroidism (shpt) in adult patients with chronic kidney disease (ckd) on haemodialysis therapy,,amgen europe b.v.,amgen europe b.v.,match,ema/664198/2016,ema/664198/2016,match,etelcalcetide,etelcalcetide,match,no,no,match,no,no,match,solution for injection,solution for injection,match,,na,
nasal,intranasal,,not reported,not reported,match,not reported,not reported,match,withdrawn,na,,04.04.2022,25.03.2021,,withdrawn,refused,,2022.0,2021,,"""injury, poisoning and certain other consequences of external causes""",infectious and parasitic diseases,,neffy-withdrawal-assessment-report_en.pdf,neffy-withdrawal-assessment-report_en.pdf,match,small molecule,small molecule,match,neffy,neffy,match,,na,,no,no,match,"anaphylaxis, hypersensitivity reaction","emergency treatment of allergic reactions, including anaphylaxis",,ars pharmaceuticals irl limited,not reported,,ema/204348/2022,ema/204348/2022,match,epinephrine,epinephrine,match,no,yes,,no,no,match,"""nasal spray, solution""",nasal spray solution,,,not reported,
oral,epicutaneous,,26.11.2002,not reported,,2002,not reported,,authorised,withdrawn,,24.10.2003,23.10.2008,,approved,withdrawn,,2003.0,2008,,infectious and parasitic diseases,diseases of the musculoskeletal system and connective tissue,,diractin-withdrawal-assessment-report_en.pdf,diractin-withdrawal-assessment-report_en.pdf,match,small molecule,small molecule,match,emtriva,diractin,,emtriva is indicated in combination with other antiretroviral medicinal products for the treatment of human immunodeficiency virus-1 (hiv-1) infected adults and children aged 4 months and over.,na,,no,no,match,not reported,symptomatic treatment of mild to moderate pain in osteoarthritis of superficial joints like the knee,,gilead sciences ireland uc,idea ag,,not reported,not reported,match,emtricitabine,ketoprofen,,no,yes,,no,no,match,hard capsules,gel,,,not reported,
oral,oral,match,25.04.2005,not reported,,2005,not reported,,authorised,authorised,match,17.10.2006,not reported,,approved,conditional marketing authorisation,,2006.0,not reported,,diseases of the nervous system,diseases of the nervous system,match,diacomit-epar-scientific-discussion_en.pdf,diacomit-epar-scientific-discussion_en.pdf,match,small molecule,small molecule,match,diacomit,diacomit,match,"diacomit is indicated for use in conjunction with clobazam and valproate as adjunctive therapy of refractory generalized tonic-clonic seizures in patients with severe myoclonic epilepsy in infancy (smei, dravet’s syndrome) whose seizures are not adequately controlled with clobazam and valproate.","adjunctive therapy of refractory generalized tonic-clonic seizures in patients with severe myoclonic epilepsy in infancy (smei, dravet’s syndrome) whose seizures are not adequately controlled with clobazam and valproate",,no,no,match,not reported,"adjunctive therapy of refractory generalized tonic-clonic seizures in patients with severe myoclonic epilepsy in infancy (smei, dravet’s syndrome) whose seizures are not adequately controlled with clobazam and valproate",,biocodex,biocodex,match,not reported,not reported,match,stiripentol,stiripentol,match,no,no,match,no,yes,,hard capsules,capsules and powder for oral suspension,,,na,
