Administration_route_human,Administration_route_llm,Administration_route_verdict_human,Application_date_human,Application_date_llm,Application_date_verdict_human,Application_year_human,Application_year_llm,Application_year_verdict_human,Current_status_human,Current_status_llm,Current_status_verdict_human,Decision_date_human,Decision_date_llm,Decision_date_verdict_human,Decision_human,Decision_llm,Decision_verdict_human,Decision_year_human,Decision_year_llm,Decision_year_verdict_human,Disease_class(es)_human,Disease_class(es)_llm,Disease_class(es)_verdict_human,Document_name_human,Document_name_llm,Document_name_verdict_human,Drug_class_human,Drug_class_llm,Drug_class_verdict_human,Drug_name_human,Drug_name_llm,Drug_name_verdict_human,Indication_approved_human,Indication_approved_llm,Indication_approved_verdict_human,Indication_extended_human,Indication_extended_llm,Indication_extended_verdict_human,Indication_requested_human,Indication_requested_llm,Indication_requested_verdict_human,Marketing_authorisation_holder_human,Marketing_authorisation_holder_llm,Marketing_authorisation_holder_verdict_human,Marketing_authorisation_number_human,Marketing_authorisation_number_llm,Marketing_authorisation_number_verdict_human,Non_proprietary_name_human,Non_proprietary_name_llm,Non_proprietary_name_verdict_human,Nonclinical_abridged_human,Nonclinical_abridged_llm,Nonclinical_abridged_verdict_human,Orphan_drug_status_human,Orphan_drug_status_llm,Orphan_drug_status_verdict_human,Pharmaceutical_form_human,Pharmaceutical_form_llm,Pharmaceutical_form_verdict_human,Referral_body_human,Referral_body_llm,Referral_body_verdict_human
oral,oral,match,20.06.2023,20.06.2023,match,2023,2023,match,authorised,authorised (under additional monitoring),,29.08.2024,29.08.2024,match,approved,approved,match,2024.0,2024,,"""endocrine, nutritional, and metabolic diseases"", congenital malformations and chomosomal abnormalities",diseases of the blood and blood-forming organs,,swisspar_fabhalta.pdf,swisspar_fabhalta.pdf,match,small molecule,small molecule,match,fabhalta,fabhalta,match,fabhalta is indicated as monotherapy for the treatment of adult patients with paroxysmal nocturnal haemoglobinuria (pnh) who have had an inadequate response despite at least 6 months of treatment with a c5 inhibitor,fabhalta is indicated as monotherapy for the treatment of adult patients with paroxysmal nocturnal haemoglobinuria (pnh) who have had an inadequate response despite at least 6 months of treatment with a c5 inhibitor.,,no,no,match,fabhalta is indicated for the treatment of adult patients with paroxysmal nocturnal haemoglobinuria (pnh).,fabhalta is indicated for the treatment of adult patients with paroxysmal nocturnal haemoglobinuria (pnh).,match,novartis pharma schweiz ag,novartis pharma schweiz ag,match,68603,68603,match,iptacopan,iptacopan,match,no,no,match,yes,yes,match,hard capsules,capsule,,,na,
subcutaneous,subcutaneous,match,30.11.2021,30.11.2021,match,2021,2021,match,authorised,authorised,match,02.11.2022,02.11.2022,match,approved,approved,match,2022.0,2022,,"""endocrine, nutritional, and metabolic diseases""","endocrine, nutritional, and metabolic diseases",,swisspar_mounjaro_final.pdf,swisspar_mounjaro_final.pdf,match,peptides and proteins,peptides and proteins,match,mounjaro,mounjaro,match,mounjaro is indicated for the treatment of adults with insufficiently controlled type 2 diabetes mellitus as an adjunct  to diet and exercise as monotherapy when metformin is contraindicated or not tolerated; in combination with other drugs that lower blood glucose.,mounjaro is indicated for the treatment of adults with insufficiently controlled type 2 diabetes mellitus as an adjunct to diet and exercise - as monotherapy when metformin is contraindicated or not tolerated; - in combination with other drugs that lower blood glucose.,,no,no,match,mounjaro is used to treat adults with type 2 diabetes mellitus in addition to diet and exercise.,mounjaro is used to treat adults with type 2 diabetes mellitus in addition to diet and exercise.,match,eli lilly (suisse) sa,eli lilly (suisse) sa,match,68726,68726,match,tirzepatide,tirzepatide,match,no,no,match,no,no,match,solution for injection in pre-filled pen,solution for injection in a prefilled pen,,,na,
oral,oral,match,27.05.2019,27.05.2019,match,2019,2019,match,authorised,authorised,match,14.12.2020,14.12.2020,match,approved,approved,match,2020.0,2020,,"""endocrine, nutritional, and metabolic diseases"", diseases of the circulatory system","endocrine, nutritional, and metabolic diseases; diseases of the circulatory system",,swisspar_nilemdo_final.pdf,swisspar_nilemdo_final.pdf,match,small molecule,small molecule,match,nilemdo,nilemdo,match,nilemdo is indicated as an adjunct to diet and in combination with the maximum tolerated dose of a statin with or without other lipid-lowering therapies for the treatment of adults with clinical manifestations of atherosclerotic cardiovascular disease or heterozygous familial hypercholesterolaemia who need additional ldl-c lowering. the effect of nilemdo on cardiovascular morbidity and mortality has not yet been determined.,nilemdo is indicated as an adjunct to diet and in combination with the maximum tolerated dose of a statin with or without other lipid-lowering therapies for the treatment of adults with clinical manifestations of atherosclerotic cardiovascular disease or heterozygous familial hypercholesterolaemia who need additional ldl-c lowering.,,no,no,match,"nilemdo is indicated in adults with primary hypercholesterolaemia (heterozygous familial and non- familial) as an adjunct to diet: in combination with a statin or statin with other lipid-lowering therapies in patients unable to reach ldl-c goals with the maximum tolerated dose of a statin or, alone or in combination with other lipid-lowering therapies in patients who are statin-intolerant, or for whom a statin is contraindicated.","nilemdo is indicated in adults with primary hypercholesterolaemia (heterozygous familial and non-familial) as an adjunct to diet: in combination with a statin or statin with other lipid-lowering therapies in patients unable to reach ldl-c goals with the maximum tolerated dose of a statin or, alone or in combination with other lipid-lowering therapies in patients who are statin-intolerant, or for whom a statin is contraindicated.",,pharmacontext gmbhpharmacontext gmbh,pharmacontext gmbh,,67583,67583,match,acidum bempedoicum,acidum bempedoicum,match,no,no,match,no,no,match,tablet,tablet,match,,na,
oral,oral,match,06.03.2019,06.03.2019,match,2019,2019,match,authorised,authorised,match,24.03.2020,24.03.2020,match,approved,approved,match,2020.0,2020,,neoplasms,neoplasms,match,swisspar_piqray_final.pdf,swisspar_piqray_final.pdf,match,small molecule,small molecule,match,piqray,piqray,match,"piqray is used in combination with fulvestrant for the treatment of postmenopausal women with hormone receptor (hr)-positive, human epidermal growth factor receptor 2 (her2)-negative, advanced breast cancer with a pik3ca mutation after disease progression when patients have previously received endocrine therapy including an aromatase inhibitor.","piqray is used in combination with fulvestrant for the treatment of postmenopausal women with hormone receptor (hr)-positive, human epidermal growth factor receptor 2 (her2)-negative, advanced breast cancer with a pik3ca mutation after disease progression when patients have previously received endocrine therapy including an aromatase inhibitor.",match,no,no,match,"piqray is indicated for the treatment of postmenopausal women and men with hormone receptor (hr)- positive, human epidermal growth factor receptor 2 (her2)-negative, advanced breast cancer with a pik3ca mutation in combination with fulvestrant after disease progression following an endocrine-based therapy.","piqray is indicated for the treatment of postmenopausal women and men with hormone receptor (hr)-positive, human epidermal growth factor receptor 2 (her2)-negative, advanced breast cancer with a pik3ca mutation in combination with fulvestrant after disease progression following an endocrine-based therapy.",,novartis pharma schweiz ag,novartis pharma schweiz ag,match,67359,67359,match,alpelisib,alpelisib,match,no,no,match,no,no,match,film-coated tablets,film-coated tablets,match,,na,
intravenous,intravenous,match,30.09.2022,30.09.2022,match,2022,2022,match,authorised,authorised (under additional monitoring),,12.06.2023,12.06.2023,match,approved,approved,match,2023.0,2023,,neoplasms,neoplasms; diseases of the blood and blood-forming organs,,swisspar_sarclisa_ie_2l_mm.pdf,swisspar_sarclisa_ie_2l_mm.pdf,match,biologics,biologics,match,sarclisa,sarclisa,match,same,sarclisa is indicated in combination with carfilzomib and dexamethasone for the treatment of adult patients with multiple myeloma who have received 1 to 3 prior lines of therapy.,,yes,yes,match,sarclisa is indicated in combination with carfilzomib and dexamethasone for the treatment of adult patients with multiple myeloma who have received at least one prior line of therapy.,sarclisa is indicated in combination with carfilzomib and dexamethasone for the treatment of adult patients with multiple myeloma who have received at least one prior line of therapy.,match,sanofi-aventis (suisse) sa,sanofi-aventis (suisse) sa,match,67525,67525,match,isatuximab,isatuximab,match,yes,yes,match,yes,yes,match,concentrate for solution for infusion,concentrate for solution for infusion,match,swissmedic,na,
oral,oral,match,31.07.2020,31.07.2020,match,2020,2020,match,authorised,authorised,match,16.11.2021,16.11.2021,match,approved,approved,match,2021.0,2021,,diseases of the nervous system,diseases of the nervous system,match,swisspar_ponvory.pdf,swisspar_ponvory.pdf,match,small molecule,small molecule,match,ponvory,ponvory,match,ponvory is indicated for the treatment of adult patients with relapsing remitting forms of multiple sclerosis (rrms) with active disease defined by clinical or imaging features,ponvory is indicated for the treatment of adult patients with relapsing remitting forms of multiple sclerosis (rrms) with active disease defined by clinical or imaging features,match,no,no,match,ponvory is indicated for the treatment of adult patients with relapsing forms of multiple sclerosis (rms),ponvory is indicated for the treatment of adult patients with relapsing forms of multiple sclerosis (rms),match,janssen-cilag ag,janssen-cilag ag,match,68114,68114,match,ponesimod,ponesimod,match,no,no,match,no,no,match,film-coated tablets,film-coated tablets,match,,na,
intravenous,intravenous,match,19.04.2022,19.04.2022,match,2022,2022,match,authorised,authorised,match,03.02.2023,03.02.2023,match,approved,approved,match,2023.0,2023,,"neoplasms, diseases of the blood and blood-forming organs",neoplasms; diseases of the blood and blood-forming organs,,swisspar_elzonris_final.pdf,swisspar_elzonris_final.pdf,match,peptides and proteins,biologics,,elzonris,elzonris,match,elzonris is indicated for the first-line treatment of adult patients with blastic plasmacytoid dendritic cell neoplasm (bpdcn).,elzonris is indicated for the first-line treatment of adult patients with blastic plasmacytoid dendritic cell neoplasm (bpdcn).,match,no,no,match,elzonris is indicated for the treatment of adult patients and in paediatric patients 2 years and older with blastic plasmacytoid dendritic cell neoplasm (bpdcn).,elzonris is indicated for the treatment of adult patients and in paediatric patients 2 years and older with blastic plasmacytoid dendritic cell neoplasm (bpdcn).,match,stemline therapeutics switzerland gmbh,stemline therapeutics switzerland gmbh,match,68797,68797,match,tagraxofusp,tagraxofusp,match,no,no,match,yes,yes,match,concentrate for solution for infusion,concentrate for solution for infusion,match,,na,
oral,oral,match,30.07.2021,30.07.2021,match,2021,2021,match,authorised,authorised (under additional monitoring),,09.06.2022,09.06.2022,match,approved,approved,match,2022.0,2022,,"neoplasms, congenital malformations and chomosomal abnormalities",neoplasms; diseases of the blood and blood-forming organs,,swisspar_scemblix_final.pdf,swisspar_scemblix_final.pdf,match,small molecule,small molecule,match,scemblix,scemblix,match,"scemblix is indicated for the treatment of adult patients with philadelphia chromosome-positive chronic myeloid leukaemia (ph+ cml) in chronic phase (cp), in whom previous administration of two or more tyrosine kinase inhibitors has resulted in treatment failure or intolerance.","treatment of adult patients with philadelphia chromosome-positive chronic myeloid leukaemia (ph+ cml) in chronic phase (cp), in whom previous administration of two or more tyrosine kinase inhibitors has resulted in treatment failure or intolerance",,no,no,match,scemblix is indicated for the treatment of adult patients with philadelphia chromosome-positive chronic myeloid leukaemia in chronic phase (ph+ cml-cp) previously treated with two or more tyrosine kinase inhibitors.,treatment of adult patients with philadelphia chromosome-positive chronic myeloid leukaemia in chronic phase (ph+ cml-cp) previously treated with two or more tyrosine kinase inhibitors,,novartis pharma schweiz ag,novartis pharma schweiz ag,match,68441,68441,match,asciminib as asciminib hydrochloride,asciminib,,no,yes,,yes,yes,match,film-coated tablets,film-coated tablet,,,not reported,
oral,oral,match,14.01.2022,14.01.2022,match,2022,2022,match,authorised,authorised,match,15.06.2022,15.06.2022,match,temporary authorisation,temporary authorisation,match,2022.0,2022,,infectious and parasitic diseases,infectious and parasitic diseases,match,swisspar_paxlovid_final.pdf,swisspar_paxlovid_final.pdf,match,small molecule,small molecule,match,paxlovid,paxlovid,match,"paxlovid is indicated for the treatment of coronavirus disease 2019 (covid-19) in adults who do not require oxygen therapy or hospitalisation due to covid-19, and who are at increased risk for progressing to severe covid-19 (see “clinical efficacy”). paxlovid is not intended as a replacement for vaccination against covid-19. paxlovid should be used in accordance with official recommendations and in consideration of local epidemiological data about circulating sars-cov-2 variants.","treatment of coronavirus disease 2019 (covid-19) in adults who do not require oxygen therapy or hospitalisation due to covid-19, and who are at increased risk for progressing to severe covid-19",,no,no,match,"paxlovid is indicated for the treatment of covid-19 in adults and adolescents aged 12 years and over and weighing at least 40 kg, who do not require supplemental oxygen and who are at increased risk for progressing to severe covid-19.","treatment of covid-19 in adults and adolescents aged 12 years and over and weighing at least 40 kg, who do not require supplemental oxygen and who are at increased risk for progressing to severe covid-19",,pfizer ag,pfizer ag,match,68793,68793,match,"nirmatrelvir, ritonavir","nirmatrelvir, ritonavir",match,no,no,match,no,no,match,film-coated tablets,film-coated tablets,match,,na,
intravesical,intravesical,match,02.12.2020,02.12.2020,match,2020,2020,match,authorised,authorised,match,28.07.2022,28.07.2022,match,approved,approved,match,2022.0,2022,,"neoplasms, diseases of the genitourinary system",neoplasms; diseases of the genitourinary system,,swisspar_bcg_apogepha_final.pdf,swisspar_bcg_apogepha_final.pdf,match,cell and gene therapy,vaccine,,bcg apogepha,bcg apogepha,match,"the product is used for the treatment of superficial, epithelial, non-muscle invasive urothelial carcinoma of the urinary bladder (carcinoma urotheliale ta, tis, t1). the product should not be used in invasive bladder carcinoma as chances of complete recovery are negligible.","treatment of superficial, epithelial, non-muscle invasive urothelial carcinoma of the urinary bladder (carcinoma urotheliale ta, tis, t1).",,no,no,match,"treatment of superficial, epithelial, non-muscle-invasive urothelial carcinoma (stages ta, tis, t1 bladder carcinoma). the product should not be used in invasive bladder carcinoma due to the low chances of cure.","treatment of superficial, epithelial, non-muscle-invasive urothelial carcinoma (stages ta, tis, t1 bladder carcinoma).",,regulix gmbh,regulix gmbh,match,68286,68286,match,"bacillus calmette-guérin, live attenuated (moreau)","bacillus calmette-guérin, live attenuated (moreau)",match,yes,yes,match,no,no,match,powder and solvent for intravesical suspension,powder and solvent for intravesical suspension,match,poland (?),na,
intravenous,intravenous,match,19.03.2020,19.03.2020,match,2020,2020,match,authorised,authorised (under additional monitoring),,02.12.2020,02.12.2020,match,approved,approved,match,2020.0,2020,,diseases of the blood and blood-forming organs,diseases of the blood and blood-forming organs,match,swisspar_ondexxya.pdf,swisspar_ondexxya.pdf,match,peptides and proteins,biologics,,ondexxya,ondexxya,match,same,for adult patients treated with a direct factor xa (fxa) inhibitor (apixaban or rivaroxaban) when reversal of anticoagulation is needed due to life-threatening or uncontrolled bleeding.,,no,no,match,for adult patients treated with a direct factor xa (fxa) inhibitor (apixaban or rivaroxaban) when reversal of anticoagulation is needed due to life-threatening or uncontrolled bleeding.,for adult patients treated with a direct factor xa (fxa) inhibitor (apixaban or rivaroxaban) when reversal of anticoagulation is needed due to life-threatening or uncontrolled bleeding.,match,alexion pharma gmbh,alexion pharma gmbh,match,67759,67759,match,andexanet alfa,andexanet alfa,match,yes,yes,match,no,no,match,powder for solution for infusion,powder for solution for infusion,match,"ema, fda",ema; fda,
oral,oral,match,03.02.2020,03.02.2020,match,2020,2020,match,authorised,authorised,match,28.09.2021,28.09.2021,match,approved,approved,match,2021.0,2021,,infectious and parasitic diseases,infectious and parasitic diseases,match,swisspar_rukobia.pdf,swisspar_rukobia.pdf,match,small molecule,small molecule,match,rukobia,rukobia,match,rukobia is indicated in combination with optimised background antiretroviral therapy against human immunodeficiency virus type 1 (hiv-1) infection for the treatment of multidrug-resistant hiv-1 infection in heavily treatment-experienced adults whose current antiviral regimen failed due to resistance and/or cannot be continued due to intolerance or safety reasons,rukobia is indicated in combination with optimised background antiretroviral therapy against human immunodeficiency virus type 1 (hiv-1) infection for the treatment of multidrug-resistant hiv-1 infection in heavily treatment-experienced adults whose current antiviral regimen failed due to resistance and/or cannot be continued due to intolerance or safety reasons.,,no,no,match,"rukobia, in combination with other antiretrovirals, is indicated for the treatment of intensively pretreated adults with multidrug resistant hiv-1 infection for whom it is otherwise not possible to construct a suppressive anti-viral regimen due to resistance, intolerance or safety considerations","rukobia, in combination with other antiretrovirals, is indicated for the treatment of intensively pretreated adults with multidrug resistant hiv-1 infection for whom it is otherwise not possible to construct a suppressive anti-viral regimen due to resistance, intolerance or safety considerations.",,viiv healthcare gmbh,viiv healthcare gmbh,match,67854,67854,match,fostemsavir,fostemsavir,match,no,no,match,no,no,match,prolonged-release tablets,prolonged-release tablet,,,na,
intramuscular,intramuscular,match,30.11.2022,30.11.2022,match,2022,2022,match,authorised,authorised,match,26.03.2024,26.03.2024,match,approved,approved,match,2024.0,2024,,infectious and parasitic diseases,infectious and parasitic diseases; diseases of the respiratory system,,swisspar_prevenar_20.pdf,swisspar_prevenar_20.pdf,match,vaccine,vaccine,match,prevenar 20,prevenar 20,match,same,active immunisation for the prevention of invasive disease and pneumonia caused by streptococcus pneumoniae in individuals 65 years of age and older.,,no,yes,,active immunisation for the prevention of invasive disease and pneumonia caused by streptococcus pneumoniae in individuals 18 years of age and older.,active immunisation for the prevention of invasive disease and pneumonia caused by streptococcus pneumoniae in individuals 18 years of age and older.,match,pfizer ag,pfizer ag,match,69222,69222,match,streptococcus pneumoniae serotype 1 / 3 / 4 / 5 / 6a / 6b / 7f / 8 / 9v / 10a / 11a / 12f / 14 / 15b / 18c / 19a / 19f / 22f / 23f / 33f polysaccharide conjugated to corynebacterium diphteriae crm197 protein,streptococcus pneumoniae serotype 1 / 3 / 4 / 5 / 6a / 6b / 7f / 8 / 9v / 10a / 11a / 12f / 14 / 15b / 18c / 19a / 19f / 22f / 23f / 33f polysaccharide conjugated to corynebacterium diphtheriae crm197 protein,,yes,yes,match,no,no,match,suspension for injection in pre-filled syringe,suspension for injection,,ema,ema,match
intravenous,intravenous,match,27.07.2022,27.06.2022,,2022,2022,match,authorised,authorised (under additional monitoring),,30.11.2023,30.11.2023,match,approved,approved,match,2023.0,2023,,diseases of the digestive system,diseases of the digestive system,match,swisspar_omvoh_final.pdf,swisspar_omvoh_final.pdf,match,biologics,biologics,match,omvoh,omvoh,match,same,"treatment of adult patients with moderately to severely active ulcerative colitis who have had an inadequate response with, lost response to, or were intolerant to either conventional therapy or a biologic treatment, or have medical contraindications to such therapies.",,no,no,match,"omvoh is indicated for the treatment of adult patients with moderately to severely active ulcerative colitis who have had an inadequate response with, lost response to, or were intolerant to conventional therapy or a biologic treatment or a janus kinase (jak) inhibitor, or have medical contraindications to such therapies.","treatment of adult patients with moderately to severely active ulcerative colitis who have had an inadequate response with, lost response to, or were intolerant to conventional therapy or a biologic treatment or a janus kinase (jak) inhibitor, or have medical contraindications to such therapies.",,eli lilly (suisse) sa,eli lilly (suisse) sa,match,68950,68950,match,mirikizumab,mirikizumab,match,yes,yes,match,no,no,match,concentrate for solution for infusion,concentrate for solution for infusion,match,???,not reported,
oral,oral,match,23.05.2019,23.05.2019,match,2019,2019,match,authorised,authorised (under additional monitoring),,24.09.2020,24.09.2020,match,approved,approved,match,2020.0,2020,,"neoplasms, diseases of the blood and blood-forming organs",neoplasms; diseases of the blood and blood-forming organs,,swisspar_xospata_finale_version.pdf,swisspar_xospata_finale_version.pdf,match,small molecule,small molecule,match,xospata,xospata,match,same,treatment of adult patients who have relapsed or refractory acute myeloid leukaemia (aml) with fms-like tyrosine kinase 3 (flt3) mutations,,no,no,match,xospata is indicated for the treatment of patients who have relapsed or refractory acute myeloid leukaemia (aml) with fms-like tyrosine kinase 3 (flt3) mutations.,treatment of patients who have relapsed or refractory acute myeloid leukaemia (aml) with fms-like tyrosine kinase 3 (flt3) mutations,,astellas pharma ag,astellas pharma ag,match,67211,67211,match,"gilteritinib, gilteritinib hemifumarate","gilteritinib, gilteritinib hemifumarate",match,yes,yes,match,yes,yes,match,film-coated tablets,coated tablets,,fda,fda,match
intramuscular,intramuscular,match,01.12.2023,01.12.2023,match,2023,2023,match,authorised,authorised (under additional monitoring),,23.08.2024,23.08.2024,match,approved,approved,match,2024.0,2024,,infectious and parasitic diseases,infectious and parasitic diseases; diseases of the respiratory system,,swisspar_abrysvo-1.pdf,swisspar_abrysvo-1.pdf,match,vaccine,vaccine,match,abrysvo,abrysvo,match,same,passive protection against lower respiratory tract disease caused by rsv in infants from birth to 6 months of age following immunisation of pregnant individuals at 32 to 36 weeks gestational age; active immunisation of individuals 60 years of age and older for the prevention of lower respiratory tract disease caused by rsv.,,no,no,match,abrysvo is indicated for passive protection against lower respiratory tract disease caused by respiratory syncytial virus (rsv) in infants from birth to 6 months of age following maternal immunisation during pregnancy. see dosage/administration and properties/effects sections. active immunisation of individuals 60 years of age and older for the prevention of lower respiratory tract disease caused by rsv. the use of this vaccine should be in accordance with official recommendations.,passive protection against lower respiratory tract disease caused by rsv in infants from birth to 6 months of age following maternal immunisation during pregnancy; active immunisation of individuals 60 years of age and older for the prevention of lower respiratory tract disease caused by rsv.,,pfizer ag,pfizer ag,match,69691,69691,match,"rsv subgroup a stabilised prefusion f antigen, rsv subgroup b stabilised prefusion f antigen","rsv subgroup a stabilised prefusion f antigen, rsv subgroup b stabilised prefusion f antigen",match,yes,yes,match,no,no,match,"powder for solution for injection, solvent for solution for injection",powder and solvent for solution for injection,,ema,european medicines agency (ema),
