Administration_route_human,Administration_route_llm,Administration_route_verdict_human,Administration_route_verdict_llm,Application_date_human,Application_date_llm,Application_date_verdict_human,Application_date_verdict_llm,Current_status_human,Current_status_llm,Current_status_verdict_human,Current_status_verdict_llm,Decision_date_human,Decision_date_llm,Decision_date_verdict_human,Decision_date_verdict_llm,Decision_human,Decision_llm,Decision_verdict_human,Decision_verdict_llm,Disease_class(es)_human,Disease_class(es)_llm,Disease_class(es)_verdict_human,Disease_class(es)_verdict_llm,Drug_class_human,Drug_class_llm,Drug_class_verdict_human,Drug_class_verdict_llm,Drug_human,Drug_llm,Drug_verdict_human,Drug_verdict_llm,Indication_approved_human,Indication_approved_llm,Indication_approved_verdict_human,Indication_approved_verdict_llm,Indication_requested_human,Indication_requested_llm,Indication_requested_verdict_human,Indication_requested_verdict_llm,Marketing_authorisation_number_human,Marketing_authorisation_number_llm,Marketing_authorisation_number_verdict_human,Marketing_authorisation_number_verdict_llm,Non_proprietary_name_human,Non_proprietary_name_llm,Non_proprietary_name_verdict_human,Non_proprietary_name_verdict_llm,Nonclinical_pharmacokinetics_model_human,Nonclinical_pharmacokinetics_model_llm,Nonclinical_pharmacokinetics_model_verdict_human,Nonclinical_pharmacokinetics_model_verdict_llm,Nonclinical_pharmacokinetics_species_human,Nonclinical_pharmacokinetics_species_llm,Nonclinical_pharmacokinetics_species_verdict_human,Nonclinical_pharmacokinetics_species_verdict_llm,Nonclinical_pharmacokinetics_strain_human,Nonclinical_pharmacokinetics_strain_llm,Nonclinical_pharmacokinetics_strain_verdict_human,Nonclinical_pharmacokinetics_strain_verdict_llm,Nonclinical_pharmacology_model_human,Nonclinical_pharmacology_model_llm,Nonclinical_pharmacology_model_verdict_human,Nonclinical_pharmacology_model_verdict_llm,Nonclinical_pharmacology_species_human,Nonclinical_pharmacology_species_llm,Nonclinical_pharmacology_species_verdict_human,Nonclinical_pharmacology_species_verdict_llm,Nonclinical_pharmacology_strain_human,Nonclinical_pharmacology_strain_llm,Nonclinical_pharmacology_strain_verdict_human,Nonclinical_pharmacology_strain_verdict_llm,Nonclinical_toxicology_model_human,Nonclinical_toxicology_model_llm,Nonclinical_toxicology_model_verdict_human,Nonclinical_toxicology_model_verdict_llm,Nonclinical_toxicology_species_human,Nonclinical_toxicology_species_llm,Nonclinical_toxicology_species_verdict_human,Nonclinical_toxicology_species_verdict_llm,Nonclinical_toxicology_strain_human,Nonclinical_toxicology_strain_llm,Nonclinical_toxicology_strain_verdict_human,Nonclinical_toxicology_strain_verdict_llm,Orphan_drug_status_human,Orphan_drug_status_llm,Orphan_drug_status_verdict_human,Orphan_drug_status_verdict_llm,Pharmaceutical_form_human,Pharmaceutical_form_llm,Pharmaceutical_form_verdict_human,Pharmaceutical_form_verdict_llm
intravenous injection,iv,False,,29.05.2013,29.05.2013,True,,authorised,authorised,True,,22.05.2014,22.05.2014,True,,approved,approved,True,,"diseases of the blood and blood-forming organs, congenital malformations and chomosomal abnormalities",diseases of the blood and blood-forming organs,False,,peptides and proteins,biologics,False,,nuwiq,nuwiq,True,,same,treatment and prophylaxis of bleeding in patients with haemophilia a (congenital factor viii deficiency),False,,treatment and prophylaxis of bleeding in patients with haemophilia a (congenital factor viii deficiency). nuwiq can be used for all age groups.,treatment and prophylaxis of bleeding in patients with haemophilia a (congenital factor viii deficiency),False,,ema/chmp/279301/2014,ema/chmp/279301/2014,True,,simoctocog alfa,simoctocog alfa,True,,haemophilia a dog model,not reported,False,,"dogs, monkeys","dog, monkey",False,,cynomolgus monkeys,cynomolgus monkey,False,,canine model of haemophilia a,not reported,False,,"monkeys, dogs","dog, monkey",False,,cynomolgus monkeys,cynomolgus monkey,False,,not reported,not reported,True,,"rats, rabbits, monkeys, dogs","rat, monkey, rabbit",False,,"sprague dawley rats, cynomolgus monkeys, new zealand white rabbits","crl:cd rat, cynomolgus monkey, new zealand white rabbit",False,,no,no,True,,"solvent for solution for injection, powder for solution for injection",lyophilised powder for solution for injection,False,
oral,oral,True,,09.08.2023,09.08.2023,True,,authorised,authorised,True,,30.05.2024,30.05.2024,True,,approved,approved,True,,neoplasms,neoplasms,True,,small molecule,small molecule,True,,pomalidomide krka,pomalidomide krka,True,,same,"treatment of adult patients with multiple myeloma who have received at least one prior treatment regimen including lenalidomide and treatment of adult patients with relapsed and refractory multiple myeloma who have received at least two prior treatment regimens, including both lenalidomide and bortezomib, and have demonstrated disease progression on the last therapy.",False,,"pomalidomide krka in combination with bortezomib and dexamethasone is indicated in the treatment of adult patients with multiple myeloma who have received at least one prior treatment regimen including lenalidomide. pomalidomide krka in combination with dexamethasone is indicated in the treatment of adult patients with relapsed and refractory multiple myeloma who have received at least two prior treatment regimens, including both lenalidomide and bortezomib, and have demonstrated disease progression on the last therapy.",treatment of adult patients with multiple myeloma who have received at least one prior treatment regimen including lenalidomide,False,,ema/341648/2024,ema/341648/2024,True,,pomalidomide,pomalidomide,True,,,not reported,False,,,not reported,False,,,not reported,False,,,not reported,False,,,not reported,False,,,not reported,False,,,not reported,False,,,not reported,False,,,not reported,False,,no,no,True,,hard capsules,hard capsules,True,
intramuscular injection,intramuscular,False,,02.12.2009,02.12.2009,True,,authorised,authorised,True,,23.09.2010,23.09.2010,True,,approved,approved,True,,infectious and parasitic diseases,infectious and parasitic diseases,True,,vaccine,vaccine,True,,aflunov,aflunov,True,,active immunisation against h5n1 subtype of influenza a virus in individuals 6 months of age and above.,active immunisation against h5n1 subtype of influenza a virus,False,,active immunisation against h5n1 subtype of influenza a virus. this indication is based on immunogenicity data from healthy subjects from the age of 18 years onwards following administration of two doses of the vaccine containing a/vietnam/1194/2004 (h5n1)-like strain,active immunisation against h5n1 subtype of influenza a virus,False,,ema/639703/2010,ema/639703/2010,True,,"zoonotic influenza vaccine (h5n1) (surface antigen, inactivated, adjuvanted)",prepandemic influenza vaccine (h5n1),False,,,not reported,False,,,not reported,False,,,not reported,False,,not reported,"challenge with homologous and heterologous wild-type virus, reproductive and developmental toxicity",False,,"mice, rabbits, ferrets, hamster, guinea pigs, dogs, monkeys, goats","mouse, rabbit, ferret",False,,not reported,"nih mouse, uba rabbit, ferret",False,,not reported,not reported,True,,"mice, rabbits, ferrets",rabbit,False,,not reported,not reported,True,,no,no,True,,suspension for injection in pre-filled syringe,suspension for injection in pre-filled syringe,True,
oral,oral,True,,27.07.2018,27.06.2018,False,,withdrawn,withdrawn,True,,19.09.2019,19.09.2019,True,,approved,withdrawn,False,,"""endocrine, nutritional, and metabolic diseases""","endocrine, nutritional, and metabolic diseases",False,,small molecule,small molecule,True,,qtrilmet,qtrilmet,True,,qtrilmet is indicated in adults aged 18 years and older with type 2 diabetes mellitus to improve glycaemic control when metformin with or without sulphonylurea (su) and either saxagliptin or dapagliflozin does not provide adequate glycaemic control. when already being treated with metformin and saxagliptin and dapagliflozin.,to improve glycaemic control when metformin with or without sulphonylurea (su) and either saxagliptin or dapagliflozin does not provide adequate glycaemic control.,False,,"tradename (combination of dapagliflozin, saxagliptin, and metformin) is indicated in adults aged 18 years and older with type 2 diabetes mellitus to improve glycaemic control when metformin with or without sulphonylurea (su) does not provide adequate glycaemic control and where simultaneous addition of dapagliflozin and saxagliptin is considered necessary because a single addition of any oral monotherapy is not expected to provide adequate glycaemic control. to improve glycaemic control when metformin with or without sulphonylurea (su) and either dapagliflozin or saxagliptin does not provide adequate glycaemic control. when already being treated with dapagliflozin and saxagliptin and metformin.",to improve glycaemic control when metformin with or without sulphonylurea (su) and either saxagliptin or dapagliflozin does not provide adequate glycaemic control.,False,,ema/524327/2019,ema/524327/2019,True,,metformin hydrochloride / saxagliptin / dapagliflozin,metformin hydrochloride / saxagliptin / dapagliflozin,True,,,not reported,False,,,not reported,False,,,not reported,False,,,not reported,False,,,"rat, mouse",False,,,not reported,False,,not reported,not reported,True,,"rats, mice, dogs",not reported,False,,not reported,not reported,True,,no,no,True,,modified-release tablets,modified-release tablet,False,
oral,oral,True,,04.05.2019,04.05.2019,True,,authorised,authorised,True,,30.04.2020,30.04.2020,True,,approved,approved,True,,diseases of the nervous system,diseases of the nervous system,True,,small molecule,small molecule,True,,fingolimod accord,fingolimod accord,True,,same,single disease modifying therapy in highly active relapsing remitting multiple sclerosis,False,,"fingolimod accord is indicated as single disease modifying therapy in highly active relapsing remitting multiple sclerosis for the following groups of adult patients and paediatric patients aged 10 years and older: patients with highly active disease despite a full and adequate course of treatment with at least one disease modifying therapy (for exceptions and information about washout periods. patients with rapidly evolving severe relapsing remitting multiple sclerosis defined by 2 or more disabling relapses in one year, and with 1 or more gadolinium enhancing lesions on brain mri or a significant increase in t2 lesion load as compared to a previous recent mri.",single disease modifying therapy in highly active relapsing remitting multiple sclerosis,False,,ema/chmp/267804/2020,ema/chmp/267804/2020,True,,fingolimod,fingolimod,True,,,not reported,False,,,not reported,False,,,not reported,False,,,not reported,False,,,not reported,False,,,not reported,False,,,not reported,False,,,not reported,False,,,not reported,False,,no,no,True,,hard capsules,hard capsules,True,
subcutaneous injection,subcutaneous,False,,27.09.2023,27.09.2023,True,,authorised (under additional monitoring),authorised,False,,12.12.2024,12.12.2024,True,,approved,approved,True,,"diseases of the skin, congenital malformations and chomosomal abnormalities",diseases of the circulatory system,False,,biologics,biologics,True,,andembry,andembry,True,,same,routine prevention of recurrent attacks of hereditary angioedema (hae) in adult and adolescent patients aged 12 years and older,False,,andembry is indicated for routine prevention of recurrent attacks of hereditary angioedema (hae) in adult and adolescent patients aged 12 years and older.,routine prevention of attacks of hereditary angioedema (hae) in patients aged 12 years and older,False,,ema/15345/2025,ema/15345/2025,True,,garadacimab,garadacimab,True,,not reported,not reported,True,,"monkeys, rabbits","monkey, rabbit",False,,cynomolgus monkeys,cynomolgus monkey,False,,"c1-inh-deficient mice, model of passive cutaneous anaphylaxis (pca),",not reported,False,,"rabbits, mice, monkeys","mouse, rabbit, monkey",False,,cynomolgus monkeys,"cd-1 mouse, cynomolgus monkey",False,,not reported,not reported,True,,"monkeys, mice, rabbits","mouse, monkey",False,,"cynomolgus monkeys, cd-1 mice","cd-1 mouse, cynomolgus monkey",False,,no,yes,False,,"solution for injection in pre-filled syringe, solution for injection in pre-filled pen",solution for injection,False,
oral,oral,True,,24.05.2011,24.05.2011,True,,authorised,authorised,True,,24.05.2012,24.05.2012,True,,approved,approved,True,,diseases of the nervous system,diseases of the nervous system,True,,small molecule,small molecule,True,,fycompa,fycompa,True,,fycompa (perampanel) is indicated for the adjunctive treatment of partial-onset seizures (pos) with or without secondarily generalised seizures in patients from 4 years of age and older. primary generalised tonic-clonic (pgtc) seizures in patients from 7 years of age and older with idiopathic generalised epilepsy (ige).,adjunctive treatment of partial-onset seizures with or without secondarily generalized seizures,False,,the treatment of partial-onset seizures.,the treatment of partial-onset seizures,False,,ema/424476/2012,ema/424476/2012,True,,perampanel,perampanel,True,,not reported,not reported,True,,"rats, monkeys, dogs","mouse, rat, dog, monkey",False,,cynomolgus monkeys,not reported,False,,"rats kindling model, gaers model, seizure models, rodent models of neuropathic pain, primate animal models of parkinson’s disease",not reported,False,,"rats, monkeys, dogs","mouse, rat, dog, monkey",False,,not reported,not reported,True,,not reported,not reported,True,,"rats, mice, monkeys, dogs, rabbits","mouse, rat, dog, monkey",False,,cynomolgus monkeys,not reported,False,,no,no,True,,film-coated tablets,film-coated tablets,True,
nasal,intranasal,False,,not reported,n/a,False,,withdrawn,na,False,,04.04.2022,25.03.2021,False,,withdrawn,refused,False,,"""injury, poisoning and certain other consequences of external causes""","injury, poisoning and certain other consequences of external causes",False,,small molecule,small molecule,True,,neffy,neffy,True,,,n/a,False,,"anaphylaxis, hypersensitivity reaction","emergency treatment of allergic reactions, including anaphylaxis",False,,ema/204348/2022,ema/204348/2022,True,,epinephrine,epinephrine,True,,not reported,not reported,True,,"rats, dogs","rat, dog",False,,beagle dogs,"sprague-dawley rat, beagle dog",False,,,not reported,False,,,"rat, dog",False,,,"sprague-dawley rat, beagle dog",False,,not reported,not reported,True,,"rats, rabbits, mice, dogs, monkeys, guinea pigs","rat, rabbit",False,,"beagle dogs, dunkin hartley guinea pigs, new zealand white rabbits",not reported,False,,no,no,True,,"""nasal spray, solution""",nasal spray solution,False,
subcutaneous injection,subcutaneous,False,,25.04.2017,25.04.2017,True,,authorised,authorised,True,,26.07.2018,26.07.2018,True,,approved,approved,True,,diseases of the musculoskeletal system and connective tissue,diseases of the musculoskeletal system and connective tissue,True,,biologics,biologics,True,,hulio,hulio,True,,"juvenile idiopathic arthritis, enthesitis-related arthritis, paediatric plaque psoriasis, paediatric crohn's disease, paediatric uveitis","rheumatoid arthritis, juvenile idiopathic arthritis, enthesitis-related arthritis, axial spondyloarthritis, psoriatic arthritis, psoriasis, paediatric plaque psoriasis, hidradenitis suppurativa, crohn’s disease, paediatric crohn's disease, ulcerative colitis, uveitis, paediatric uveitis",False,,"rheumatoid arthritis, juvenile idiopathic arthritis, axial spondyloarthritis, psoriatic arthritis, psoriasis, paediatric plaque psoriasis, hidradenitis suppurativa (hs), crohn’s disease, paediatric crohn's disease, ulcerative colitis, paediatric ulcerative colitis, uveitis, paediatric uveitis",rheumatoid arthritis,False,,ema/541826/2018,ema/541826/2018,True,,adalimumab,adalimumab,True,,tnf-α transgenic mouse (ttg mouse) arthritis,not reported,False,,"mice, monkeys",monkey,False,,cynomolgus monkeys,cynomolgus monkey,False,,tnf-α transgenic mouse polyarthritis model,tnf-α transgenic mouse,False,,mice,mouse,False,,not reported,not reported,True,,not reported,not reported,True,,monkeys,monkey,False,,cynomolgus monkeys,cynomolgus monkey,False,,no,no,True,,solution for injection in pre-filled syringe,solution for injection,False,
"subcutaneous injection, intravenous infusion","intravenous, subcutaneous",False,,26.06.2022,26.07.2022,False,,authorised (under additional monitoring),authorised,False,,12.10.2023,12.10.2023,True,,approved,approved,True,,"""endocrine, nutritional, and metabolic diseases"", congenital malformations and chomosomal abnormalities","endocrine, nutritional, and metabolic diseases",False,,peptides and proteins,biologics,False,,loargys,loargys,True,,same,"treatment of arginase 1 deficiency (arg1-d), also known as hyperargininemia, in adults, adolescents and children aged 2 years and older",False,,"loargys is indicated for the treatment of arginase 1 deficiency (arg1-d), also known as hyperargininemia, in adults, adolescents and children aged 2 years and older","treatment of arginase 1 deficiency (arg1-d), also known as hyperargininemia, in adults, adolescents and children aged 2 years and older",False,,ema/485896/2023,ema/485896/2023,True,,pegzilarginase,pegzilarginase,True,,not reported,not reported,True,,"mice, monkeys, rats, rabbits","mouse, rat, rabbit, monkey",False,,"cynomolgus monkeys, cd-1 mice",not reported,False,,not reported,not reported,True,,"mice, rats, rabbits, monkeys","mouse, rat, rabbit, monkey",False,,"wistar rats, cynomolgus monkeys","cd-1 mouse, sprague dawley rat, new zealand white rabbit, cynomolgus monkey",False,,not reported,not reported,True,,"mice, rats, monkeys","mouse, rat, rabbit, monkey",False,,cynomolgus monkeys,not reported,False,,yes,yes,True,,"solution for injection, solution for infusion",solution for injection/infusion,False,
oral,oral,True,,28.09.2012,28.09.2012,True,,withdrawn,authorised,False,,14.02.2019,02.08.2013,False,,approved,approved,True,,"neoplasms, congenital malformations and chomosomal abnormalities",neoplasms,False,,small molecule,small molecule,True,,imatinib medac,imatinib medac,True,,not reported,"chronic myeloid leukaemia (cml), acute lymphoblastic leukaemia (all), myelodysplastic/myeloproliferative diseases (mds/mpd), hypereosinophilic syndrome (hes), dermatofibrosarcoma protuberans (dfsp)",False,,"paediatric patients with newly diagnosed philadelphia chromosome (bcr-abl) positive (ph+) chronic myeloid leukaemia (cml) for whom bone marrow transplantation is not considered as the first line of treatment. paediatric patients with ph+ cml in chronic phase after failure of interferon-alpha therapy, or in accelerated phase. adult and paediatric patients with ph+ cml in blast crisis. adult patients with newly diagnosed philadelphia chromosome positive acute lymphoblastic leukaemia (ph+ all) integrated with chemotherapy. adult patients with relapsed or refractory ph+ all as monotherapy. adult patients with myelodysplastic/myeloproliferative diseases (mds/mpd) associated with platelet-derived growth factor receptor (pdgfr) gene re-arrangements. adult patients with advanced hypereosinophilic syndrome (hes) and/or chronic eosinophilic leukaemia (cel) with fip1l1-pdgfrα rearrangement. adult patients with unresectable dermatofibrosarcoma protuberans (dfsp) and adult patients with recurrent and/or metastatic dfsp who are not eligible for surgery.","chronic myeloid leukaemia (cml), acute lymphoblastic leukaemia (all), myelodysplastic/myeloproliferative diseases (mds/mpd), hypereosinophilic syndrome (hes), dermatofibrosarcoma protuberans (dfsp)",False,,ema/622006/2013,ema/622006/2013,True,,imatinib,imatinib,True,,,not reported,False,,,not reported,False,,,not reported,False,,,not reported,False,,,not reported,False,,,not reported,False,,not reported,not reported,True,,"rats, rabbits, mice, monkeys, dogs",not reported,False,,cynomolgus monkeys,not reported,False,,no,no,True,,tablet,hard capsules,False,
subcutaneous injection,subcutaneous,False,,25.04.2023,25.04.2023,True,,authorised (under additional monitoring),authorised,False,,21.03.2024,21.03.2024,True,,approved,approved,True,,diseases of the musculoskeletal system and connective tissue,"endocrine, nutritional, and metabolic diseases",False,,biologics,biologics,True,,jubbonti,jubbonti,True,,same,treatment of osteoporosis in postmenopausal women and in men at increased risk of fractures.,False,,"treatment of osteoporosis in postmenopausal women and in men at increased risk of fractures. in postmenopausal women denosumab significantly reduces the risk of vertebral, non-vertebral and hip fractures. treatment of bone loss associated with hormone ablation in men with prostate cancer at increased risk of fractures. in men with prostate cancer receiving hormone ablation, denosumab significantly reduces the risk of vertebral fractures. treatment of bone loss associated with long-term systemic glucocorticoid therapy in adult patients at increased risk of fracture.",treatment of osteoporosis in postmenopausal women and in men at increased risk of fractures.,False,,ema/169039/2024,ema/169039/2024,True,,denosumab,denosumab,True,,,not reported,False,,,not reported,False,,,not reported,False,,,not reported,False,,,not reported,False,,,not reported,False,,,na,False,,,na,False,,,not reported,False,,no,no,True,,solution for injection in pre-filled syringe,solution for injection,False,
intravenous injection,intravenous,False,,20.11.2019,20.11.2019,True,,authorised (under additional monitoring),authorised,False,,28.01.2021,28.01.2021,True,,approved,approved,True,,other,not reported,False,,small molecule,small molecule,True,,byfavo,byfavo,True,,same,procedural sedation,False,,remimazolam is indicated in adults for procedural sedation.,procedural sedation,False,,ema/160756/2021,ema/160756/2021,True,,remimazolam,remimazolam,True,,not reported,not reported,True,,"rabbits, rats, minipigs, monkeys",not reported,False,,new zealand white rabbits,not reported,False,,not reported,not reported,True,,"minipigs, sheep, monkeys, rats, mice, rabbits","mouse, rat, micropig, sheep, monkey",False,,cynomolgus monkeys,not reported,False,,not reported,not reported,True,,"mice, monkeys, rats, rabbits, minipigs","rat, mouse, minipig, monkey",False,,"cd-1 mice, cynomolgus monkeys, sprague dawley rats, new zealand white rabbits, cd rats, göttingen minipigs, himalayan rabbits",not reported,False,,no,no,True,,powder for solution for injection,powder for solution for injection,True,
oral,oral,True,,03.12.2010,03.12.2010,True,,authorised,authorised,True,,21.01.2011,17.02.2011,False,,approved,approved,True,,"diseases of the musculoskeletal system and connective tissue, neoplasms",neoplasms,False,,small molecule,small molecule,True,,ibandronic acid sandoz,ibandronic acid sandoz,True,,same,"prevention of skeletal events (pathological fractures, bone complications requiring radiotherapy or surgery) in patients with breast cancer and bone metastases",False,,"ibandronic acid sandoz is indicated in adults for the prevention of skeletal events (pathological fractures, bone complications requiring radiotherapy or surgery) in patients with breast cancer and bone metastases.","prevention of skeletal events (pathological fractures, bone complications requiring radiotherapy or surgery) in patients with breast cancer and bone metastases",False,,ema/chmp/94879/2011,ema/chmp/94879/2011,True,,ibandronic acid,ibandronic acid,True,,,not reported,False,,,not reported,False,,,not reported,False,,,not reported,False,,,not reported,False,,,not reported,False,,,not reported,False,,,not reported,False,,,not reported,False,,no,no,True,,film-coated tablets,film-coated tablets,True,
oral,oral,True,,25.10.2013,25.10.2013,True,,authorised,authorised,True,,26.06.2014,26.06.2014,True,,approved,approved,True,,infectious and parasitic diseases,infectious and parasitic diseases,True,,small molecule,small molecule,True,,triumeq,triumeq,True,,"triumeq is indicated for the treatment of human immunodeficiency virus type 1 (hiv-1) infected adults, adolescents and children weighing at least 25 kg",treatment of human immunodeficiency virus (hiv) infection in adults and adolescents from 12 years of age who are antiretroviral treatment-naïve or are infected with hiv without documented or clinically suspected resistance to any of the three antiretroviral agents in triumeq,False,,"triumeq is a fixed-dose combination of dolutegravir, abacavir and lamivudine. it is indicated as a complete regimen for the treatment of human immunodeficiency virus (hiv) infection in adults and adolescents from 12 years of age who are antiretroviral treatment-naïve or are infected with hiv without documented or clinically suspected resistance to any of the three antiretroviral agents in triumeq. before initiating treatment with abacavir-containing products, screening for carriage of the hla- b*5701 allele should be performed in any hiv-infected patient, irrespective of racial origin. screening is also recommended prior to re-initiation of abacavir in patients of unknown hla-b*5701 status who have previously tolerated abacavir (see “management after an interruption of triumeq therapy”). abacavir should not be used in patients known to carry the hla-b*5701 allele, unless no other therapeutic option is available in these patients, based on the treatment history and resistance testing.",treatment of human immunodeficiency virus (hiv) infection in adults and adolescents from 12 years of age who are antiretroviral treatment-naïve or are infected with hiv without documented or clinically suspected resistance to any of the three antiretroviral agents in triumeq,False,,ema/580654/2014,ema/580654/2014,True,,abacavir sulfate / dolutegravir sodium / lamivudine,dolutegravir / abacavir / lamivudine,False,,not reported,not reported,True,,"rats, monkeys, mice, rabbits, dogs","mouse, rat, monkey",False,,cynomolgus monkeys,not reported,False,,,not reported,False,,,"mouse, rat, monkey",False,,,not reported,False,,not reported,not reported,True,,"mice, rats, monkeys","mouse, rat, monkey",False,,cynomolgus monkeys,not reported,False,,no,no,True,,film-coated tablets,film-coated tablets,True,
intravenous infusion,intravenous infusion,True,,30.08.2012,30.08.2012,True,,authorised,authorised,True,,19.09.2013,19.09.2013,True,,approved,approved,True,,neoplasms,neoplasms,True,,biologics,biologics,True,,kadcyla,kadcyla,True,,"early breast cancer (ebc): kadcyla, as a single agent, is indicated for the adjuvant treatment of adult patients with her2-positive early breast cancer who have residual invasive disease, in the breast and/or lymph nodes, after neoadjuvant taxane-based and her2-targeted therapy. metastatic breast cancer (mbc): kadcyla, as a single agent, is indicated for the treatment of adult patients with her2-positive, unresectable locally advanced or metastatic breast cancer who previously received trastuzumab and a taxane, separately or in combination. patients should have either: received prior therapy for locally advanced or metastatic disease, or developed disease recurrence during or within six months of completing adjuvant therapy.","treatment of adult patients with her2-positive, unresectable locally advanced or metastatic breast cancer who previously received trastuzumab and a taxane, separately or in combination.",False,,"kadcyla, as a single agent, is indicated for the treatment of patients with her2-positive, unresectable locally advanced or metastatic breast cancer who have received prior treatment with trastuzumab and a taxane.","treatment of patients with her2-positive, unresectable locally advanced or metastatic breast cancer who have received prior treatment with trastuzumab and a taxane.",False,,ema/749228/2013,ema/749228/2013,True,,trastuzumab emtansine,trastuzumab emtansine,True,,not reported,not reported,True,,"mice, rats, monkeys","mouse, rat, monkey",False,,cynomolgus monkeys,not reported,False,,not reported,not reported,True,,"mice, monkeys","mouse, monkey",False,,"nude mice, cynomolgus monkeys",not reported,False,,not reported,not reported,True,,rats,"rat, monkey",False,,"cynomolgus monkeys, sprague dawley rats",not reported,False,,no,no,True,,powder for concentrate for solution for infusion,powder for concentrate for solution for infusion,True,
oral,oral,True,,not reported,n/a,False,,withdrawn,withdrawn,True,,13.11.2017,14.09.2017,False,,withdrawn,withdrawn,True,,diseases of the nervous system,diseases of the nervous system,True,,small molecule,small molecule,True,,qizenday,qizenday,True,,,treatment of progressive multiple sclerosis (primary or secondary),False,,ndicated in adults for the treatment of progressive multiple sclerosis (primary or secondary),treatment of progressive multiple sclerosis (primary or secondary),False,,ema/828231/2017,ema/828231/2017,True,,d-biotin,d-biotin,True,,not reported,not reported,True,,"pigs, rats, rabbits, dogs, mice",not reported,False,,not reported,not reported,True,,neuroprotection and remyelination in animal models of multiple sclerosis in mice,not reported,False,,mice,mouse,False,,not reported,not reported,True,,not reported,not reported,True,,"rabbits, rats, dogs",not reported,False,,new zealand white rabbits,not reported,False,,no,no,True,,hard capsules,hard capsules,True,
intravenous infusion,intravenous infusion,True,,03.03.2022,03.03.2022,True,,authorised (under additional monitoring),authorised,False,,20.07.2023,20.07.2023,True,,approved,approved,True,,"neoplasms, diseases of the respiratory system, diseases of the digestive system",neoplasms,False,,biologics,biologics,True,,tevimbra,tevimbra,True,,"non-small cell lung cancer (nsclc), small cell lung cancer (sclc), gastric or gastroesophageal junction (g/gej) adenocarcinoma, oesophageal squamous cell carcinoma (oscc)","tevimbra as monotherapy is indicated for the treatment of adult patients with unresectable, locally advanced or metastatic oesophageal squamous cell carcinoma after prior platinum-based chemotherapy.",False,,"tevimbra as monotherapy is indicated for the treatment of adult patients with unresectable, recurrent, locally advanced or metastatic oesophageal squamous cell carcinoma after prior chemotherapy.","tevimbra as monotherapy is indicated for the treatment of adult patients with unresectable, recurrent, locally advanced or metastatic oesophageal squamous cell carcinoma after prior chemotherapy.",True,,ema/chmp/359838/2023,ema/chmp/359838/2023,True,,tislelizumab,tislelizumab,True,,not reported,not reported,True,,monkeys,monkey,False,,cynomolgus monkeys,cynomolgus monkey,False,,"allogeneic xenograft models of epidermioid carcinoma, colon and lung cancers",xenograft model,False,,???,monkey,False,,not reported,cynomolgus monkey,False,,not reported,not reported,True,,"mice, monkeys",monkey,False,,cynomolgus monkeys,cynomolgus monkey,False,,yes,yes,True,,concentrate for solution for infusion,concentrate for solution for infusion,True,
intravenous infusion,"oral, intravenous",False,,11.12.2009,11.12.2009,True,,authorised,authorised,True,,21.10.2011,21.10.2010,False,,approved,approved,True,,"neoplasms, diseases of the musculoskeletal system and connective tissue, ""endocrine, nutritional, and metabolic diseases""",neoplasms,False,,small molecule,small molecule,True,,iasibon,iasibon,True,,same,"prevention of skeletal events (pathological fractures, bone complications requiring radiotherapy or surgery) in patients with breast cancer and bone metastases, treatment of tumour-induced hypercalcaemia with or without metastases",False,,"prevention of skeletal events in patients with breast cancer and bone metastases, treatment of tumour-induced hypercalcaemia","prevention of skeletal events in patients with breast cancer and bone metastases, treatment of tumour-induced hypercalcaemia",True,,ema/801304/2010,ema/801304/2010,True,,ibandronic acid,ibandronic acid,True,,,not reported,False,,,not reported,False,,,not reported,False,,,not reported,False,,,not reported,False,,,not reported,False,,,not reported,False,,,not reported,False,,,not reported,False,,no,no,True,,concentrate for solution for infusion,"film-coated tablets, concentrate for solution for infusion",False,
intravenous injection,intravenous use,False,,29.05.2019,29.05.2019,True,,withdrawn,withdrawn,True,,23.07.2020,23.07.2020,True,,approved,withdrawn,False,,"diseases of the blood and blood-forming organs, congenital malformations and chomosomal abnormalities",diseases of the blood and blood-forming organs,False,,biologics,biologics,True,,adakveo,adakveo,True,,prevention of recurrent vaso-occlusive crises (vocs) in sickle cell disease patients aged 16 years and older,prevention of recurrent vaso-occlusive crises (vocs) in sickle cell disease patients aged 16 years and older. it can be given as an add-on therapy to hydroxyurea/hydroxycarbamide (hu/hc) or as monotherapy in patients for whom hu/hc is inappropriate or inadequate.,False,,prevention of vaso-occlusive crises in sickle cell disease patients aged 16 years and over,prevention of vaso-occlusive crises in sickle cell disease patients aged 16 years and over,True,,ema/427120/2020,ema/427120/2020,True,,crizanlizumab,crizanlizumab,True,,not reported,not reported,True,,monkeys,not reported,False,,cynomolgus monkeys,not reported,False,,not reported,not reported,True,,"monkeys, dogs, rats",not reported,False,,cynomolgus monkeys,not reported,False,,not reported,not reported,True,,monkeys,not reported,False,,cynomolgus monkeys,not reported,False,,no,yes,False,,concentrate for solution for infusion,concentrate for solution for infusion,True,
