Administration_route,Application_date,Application_year,Current_status,Dataset,Decision,Decision_date,Decision_year,Disease_class(es),Document_name,Drug_class,Drug_name,Indication_approved,Indication_approved_extracted,Indication_extended,Indication_requested,Indication_requested_extracted,Marketing_authorisation_holder,Marketing_authorisation_holder_extracted,Marketing_authorisation_number,Non_proprietary_name,Nonclinical_abridged,Orphan_drug_status,Pharmaceutical_form,Procedure_number,Referral_body,Agency
intravenous,27.10.2016,2016,authorised,japan,approved,08.09.2017,2017,diseases of the blood and blood-forming organs,000231145.pdf,biologics,afstyla,control of bleeding tendency in patients with blood coagulation factor viii deficiency,<blood coagulation disorders>,no,control of bleeding tendency in patients with blood coagulation factor viii deficiency,<blood coagulation disorders>,csl behring k.k.,csl behring,,lonoctocog alfa,no,no,solution,,na,PMDA
oral,26.02.2018,2018,authorised,japan,approved,03.12.2018,2018,diseases of the circulatory system,000231769.pdf,small molecule,minnebro,hypertension,<hypertension>,no,hypertension,<hypertension>,"daiichi sankyo company, limited",daiichi sankyo,,esaxerenone,no,no,tablet,,na,PMDA
intravenous,30.03.2018,2018,authorised,japan,approved,29.11.2018,2018,neoplasms; diseases of the respiratory system; diseases of the blood and blood-forming organs; diseases of the genitourinary system,000231921.pdf,biologics,keytruda,"unresectable malignant melanoma; unresectable, advanced or recurrent pd-l1 positive non-small cell lung cancer; relapsed or refractory classical hodgkin lymphoma; radically unresectable urothelial carcinoma that has progressed after cancer chemotherapy; advanced or recurrent microsatellite instability-high (msi-high) solid tumors that have progressed after cancer chemotherapy",<melanoma>; <lung neoplasms>; <hodgkin disease>; <urothelial carcinoma>; <microsatellite instability>,yes,,not reported,msd k.k.,msd,,pembrolizumab,yes,yes,injection,,,PMDA
intravenous,22.03.2017,2017,authorised,japan,approved,04.12.2017,2017,diseases of the nervous system,000231967.pdf,biologics,soliris,treatment of patients with generalized myasthenia gravis (only for symptoms uncontrollable with high-dose intravenous immunoglobulin therapy or plasmapheresis),<myasthenia gravis>,yes,treatment of patients with generalized myasthenia gravis (only for symptoms uncontrollable with high-dose intravenous immunoglobulin therapy or plasmapheresis),<myasthenia gravis>,alexion pharma godo kaisha,alexion,,eculizumab,yes,yes,injection,,,PMDA
oral,01.02.2017,2017,authorised,japan,approved,04.12.2017,2017,diseases of the digestive system,000232054.pdf,small molecule,goofice,chronic constipation (excluding constipation caused by organic disease),<constipation>,no,chronic constipation (excluding constipation caused by organic disease),<constipation>,"ea pharma co., ltd.",ea,,elobixibat,no,no,tablet,,na,PMDA
subcutaneous,19.12.2016,2016,authorised,japan,approved,03.12.2018,2018,diseases of the musculoskeletal system and connective tissue,000232793.pdf,biologics,evenity,osteoporosis with a high risk of fracture,<osteoporosis>,no,osteoporosis with a high risk of fracture,<osteoporosis>,amgen astellas biopharma k.k.,amgen astellas,,romosozumab,no,no,injection,,na,PMDA
oral,19.12.2018,2018,authorised,japan,approved,30.05.2019,2019,neoplasms,000232794.pdf,small molecule,rozlytrek,"ntrk fusion-positive, advanced/recurrent solid tumors",<solid tumors>,no,"ntrk fusion-positive, locally advanced or metastatic solid tumors",<neoplasms>,"chugai pharmaceutical co., ltd.",chugai,,entrectinib,no,yes,capsule,,na,PMDA
oral,22.05.2018,2018,authorised,japan,approved,21.02.2019,2019,"endocrine, nutritional, and metabolic diseases",000232846.pdf,small molecule,rosuzet,"hypercholesterolemia, familial hypercholesterolemia",<hypercholesterolemia>; <familial hypercholesterolemia>,no,"hypercholesterolemia, familial hypercholesterolemia",<hypercholesterolemia>,msd k.k.,msd,,ezetimibe / rosuvastatin calcium,no,no,tablet,,na,PMDA
oral,28.07.2017,2017,authorised,japan,approved,02.03.2018,2018,infectious and parasitic diseases,000232850.pdf,small molecule,prevymis,prophylaxis of cytomegalovirus disease in allogeneic hematopoietic stem cell transplant recipients,<cytomegalovirus infections>,no,prophylaxis of cytomegalovirus disease in allogeneic hematopoietic stem cell transplant recipients,<cytomegalovirus infections>,msd k.k.,msd,,letermovir,no,yes,tablet,,na,PMDA
intravenous,29.09.2017,2017,authorised,japan,approved,13.04.2018,2018,neoplasms; diseases of the respiratory system; diseases of the genitourinary system; diseases of the blood and blood-forming organs,000232984.pdf,biologics,opdivo,"treatment of unresectable malignant melanoma; treatment of unresectable, advanced or recurrent non-small cell lung cancer; treatment of unresectable or metastatic renal cell carcinoma; treatment of relapsed or refractory classical hodgkin lymphoma; treatment of recurrent or distant metastatic head and neck cancer; treatment of unresectable, advanced or recurrent gastric cancer that has progressed after cancer chemotherapy","<melanoma>; <lung neoplasms>; <carcinoma, renal cell>; <hodgkin disease>; <head and neck neoplasms>; <stomach neoplasms>",yes,treatment of unresectable malignant melanoma,<melanoma>,"ono pharmaceutical co., ltd.",ono,,nivolumab,yes,yes,injection,,,PMDA
intravenous,29.09.2017,2017,authorised,japan,approved,13.04.2018,2018,neoplasms,000232985.pdf,biologics,yervoy,unresectable malignant melanoma,<melanoma>,no,unresectable malignant melanoma,<melanoma>,bristol-meyers squibb k.k.,bristol-meyers squibb,,ipilimumab,no,yes,injection,,na,PMDA
oral,31.05.2018,2018,authorised,japan,approved,22.02.2019,2019,diseases of the musculoskeletal system and connective tissue,000233074.pdf,small molecule,smyraf,treatment of rheumatoid arthritis (including prevention of structural joint damage) in patients who have an inadequate response to conventional therapies.,<rheumatoid arthritis>,no,treatment of rheumatoid arthritis (including prevention of structural joint damage) in patients who have an inadequate response to conventional therapies.,<rheumatoid arthritis>,astellas pharma inc.,astellas,,peficitinib,no,no,tablet,,na,PMDA
intravenous,07.03.2017,2017,authorised,japan,approved,08.09.2017,2017,neoplasms; diseases of the skin,000233296.pdf,biologics,bavencio,unresectable merkel cell carcinoma,<merkel cell carcinoma>,no,unresectable merkel cell carcinoma,<merkel cell carcinoma>,"merck serono co., ltd.",merck,,avelumab,no,yes,injection,,na,PMDA
intravenous,24.12.2015,2015,authorised,japan,approved,09.09.2016,2016,neoplasms; diseases of the blood and blood-forming organs,000233297.pdf,biologics,empliciti,relapsed or refractory multiple myeloma,<multiple myeloma>,no,relapsed or refractory multiple myeloma,<multiple myeloma>,bristol-myers squibb k.k.,bristol-myers squibb,,elotuzumab,yes,yes,lyophilisate,,,PMDA
intravenous,02.09.2016,2016,authorised,japan,approved,30.05.2017,2017,neoplasms; diseases of the blood and blood-forming organs,000233298.pdf,small molecule,istodax,relapsed or refractory peripheral t-cell lymphoma,<peripheral t-cell lymphoma>,no,relapsed or refractory peripheral t-cell lymphoma,<peripheral t-cell lymphoma>,celgene k.k.,celgene,,romidepsin,no,yes,lyophilisate,,na,PMDA
intravenous,22.12.2017,2017,authorised,japan,approved,03.08.2018,2018,neoplasms; diseases of the respiratory system; diseases of the digestive system,000233403.pdf,biologics,opdivo,"treatment of unresectable malignant melanoma; treatment of unresectable, advanced or recurrent non-small cell lung cancer; treatment of unresectable or metastatic renal cell carcinoma; treatment of relapsed or refractory classical hodgkin lymphoma; treatment of recurrent or distant metastatic head and neck cancer; treatment of unresectable, advanced or recurrent gastric cancer that has progressed after cancer chemotherapy; treatment of unresectable, advanced or recurrent malignant pleural mesothelioma that has progressed after cancer chemotherapy","<melanoma>; <lung neoplasms>; <carcinoma, renal cell>; <hodgkin disease>; <head and neck neoplasms>; <stomach neoplasms>; <mesothelioma>",yes,,not reported,"ono pharmaceutical co., ltd.",ono,,nivolumab,yes,yes,infusion,,,PMDA
intravenous,15.01.2018,2018,authorised,japan,approved,03.08.2018,2018,neoplasms; diseases of the genitourinary system,000233404.pdf,biologics,yervoy,unresectable malignant melanoma; unresectable or metastatic renal cell carcinoma,"<melanoma>; <carcinoma, renal cell>",yes,unresectable malignant melanoma; unresectable or metastatic renal cell carcinoma,"<melanoma>; <carcinoma, renal cell>",bristol-meyers squibb k.k.,bristol-meyers squibb,,ipilimumab,yes,no,injection,,,PMDA
oral,17.08.2018,2018,authorised,japan,approved,17.07.2019,2019,neoplasms; diseases of the digestive system,000233503.pdf,small molecule,lonsurf,unresectable advanced or recurrent gastric cancer progressing after cancer chemotherapy,<gastric cancer>,yes,unresectable advanced or recurrent gastric cancer,<gastric neoplasms>,"taiho pharmaceutical co., ltd.",taiho,,trifluridine and tipiracil hydrochloride,yes,no,tablet,,,PMDA
oral,23.06.2017,2017,authorised,japan,approved,02.03.2018,2018,neoplasms; diseases of the digestive system,000233542.pdf,small molecule,lenvima,"unresectable thyroid cancer, unresectable hepatocellular carcinoma","<thyroid neoplasms>; <carcinoma, hepatocellular>",yes,unresectable hepatocellular carcinoma,<hepatocellular carcinoma>,"eisai co., ltd.",eisai,,lenvatinib mesilate,yes,no,capsule,,,PMDA
oral,28.06.2017,2017,authorised,japan,approved,01.03.2018,2018,"endocrine, nutritional, and metabolic diseases",000233695.pdf,small molecule,galafold,treatment of fabry disease with migalastat-responsive gla mutations,<fabry disease>,no,treatment of fabry disease with migalastat-responsive gla mutations,<fabry disease>,"amicus therapeutics, inc.",amicus,,migalastat,no,yes,capsule,,na,PMDA
oral,27.04.2015,2015,authorised,japan,approved,01.02.2016,2016,neoplasms; diseases of the skin,000233740.pdf,small molecule,tafinlar,unresectable malignant melanoma with braf mutations,<melanoma>,no,malignant melanoma with braf v600 mutations,<melanoma>,novartis pharma k.k.,novartis,,dabrafenib,no,yes,capsule,,na,PMDA
oral,27.04.2015,2015,authorised,japan,approved,01.02.2016,2016,neoplasms; diseases of the skin,000233741.pdf,small molecule,mekinist,unresectable malignant melanoma with braf mutations,<melanoma>,no,malignant melanoma with braf v600 mutations,<melanoma>,novartis pharma k.k.,novartis,,trametinib,no,yes,tablet,,na,PMDA
intramuscular,18.04.2017,2017,authorised,japan,approved,02.03.2018,2018,infectious and parasitic diseases,000233792.pdf,vaccine,shingrix,prevention of herpes zoster,<herpes zoster>,no,prevention of herpes zoster and postherpetic neuralgia,<herpes zoster>; <postherpetic neuralgia>,"japan vaccine co., ltd.",japan vaccine,,dried recombinant herpes zoster vaccine,no,no,lyophilisate,,na,PMDA
oral,30.11.2016,2016,authorised,japan,approved,01.08.2017,2017,diseases of the blood and blood-forming organs,000233994.pdf,small molecule,revolade,chronic idiopathic thrombocytopenic purpura; aplastic anemia,"<thrombocytopenic purpura, idiopathic>; <anemia, aplastic>",yes,chronic idiopathic thrombocytopenic purpura; aplastic anemia,"<thrombocytopenic purpura, idiopathic>; <anemia, aplastic>",novartis pharma k.k.,novartis,,eltrombopag olamine,yes,yes,tablet,,,PMDA
intramuscular,30.06.2017,2017,authorised,japan,approved,01.03.2018,2018,"endocrine, nutritional, and metabolic diseases",000234111.pdf,peptides and proteins,signifor,treatment of cushing’s disease (who have had an inadequate response to surgery or for whom surgery is not an option),<cushing syndrome>,yes,treatment of cushing’s disease,<cushing syndrome>,novartis pharma k.k.,novartis,,pasireotide,yes,yes,powder,,,PMDA
intravenous,20.12.2016,2016,authorised,japan,approved,08.09.2017,2017,neoplasms; diseases of the blood and blood-forming organs,000234203.pdf,biologics,darzalex,relapsed or refractory multiple myeloma,<multiple myeloma>,no,relapsed or refractory multiple myeloma,<multiple myeloma>,janssen pharmaceutical k.k.,janssen,,daratumumab,no,yes,solution,,na,PMDA
subcutaneous,20.04.2017,2017,authorised,japan,approved,02.03.2018,2018,diseases of the skin; diseases of the musculoskeletal system and connective tissue,000234741.pdf,biologics,tremfya,"treatment of plaque psoriasis, psoriatic arthritis, pustular psoriasis, and erythrodermic psoriasis in patients who have had an inadequate response to conventional therapies",<psoriasis>; <psoriatic arthritis>,no,"treatment of plaque psoriasis, psoriatic arthritis, pustular psoriasis, and erythrodermic psoriasis in patients who have had an inadequate response to conventional therapies",<psoriasis>; <psoriatic arthritis>,janssen pharmaceutical k.k.,janssen,,guselkumab,no,no,solution,,na,PMDA
intravenous,17.02.2017,2017,authorised,japan,approved,06.11.2017,2017,neoplasms; diseases of the respiratory system,000234771.pdf,biologics,tecentriq,unresectable advanced or recurrent non-small cell lung cancer,<non-small cell lung carcinoma>,no,unresectable advanced or recurrent non-small cell lung cancer,<non-small-cell lung carcinoma>,"chugai pharmaceutical co., ltd.",chugai,,atezolizumab,no,no,solution,,na,PMDA
intravenous,07.12.2018,2018,authorised,japan,approved,02.08.2019,2019,neoplasms; diseases of the respiratory system,000234772.pdf,biologics,tecentriq,unresectable advanced or recurrent non-small cell lung cancer; extensive-stage small cell lung cancer,<lung neoplasms>,yes,unresectable small cell lung cancer,<small cell lung carcinoma>,"chugai pharmaceutical co., ltd.",chugai,,atezolizumab,yes,yes,injection,,,PMDA
intravenous,30.11.2018,2018,authorised,japan,approved,07.08.2019,2019,neoplasms; diseases of the digestive system; diseases of the respiratory system,000234773.pdf,small molecule,abraxane,"breast cancer, gastric cancer, non-small cell lung cancer, and unresectable pancreatic cancer","<breast neoplasms>; <stomach neoplasms>; <lung neoplasms, non-small cell>; <pancreatic neoplasms>",yes,"breast cancer, gastric cancer, non-small cell lung cancer, and unresectable pancreatic cancer","<breast neoplasms>; <stomach neoplasms>; <lung neoplasms, non-small cell>; <pancreatic neoplasms>","taiho pharmaceutical co., ltd.",taiho,,paclitaxel,yes,no,suspension,,,PMDA
oral,28.09.2018,2018,authorised,japan,approved,29.08.2019,2019,diseases of the blood and blood-forming organs,000234811.pdf,small molecule,evrenzo,renal anemia in patients on dialysis,<anemia>,no,renal anemia in patients on dialysis,<anemia>,astellas pharma inc.,astellas,,roxadustat,no,no,tablet,,na,PMDA
oral,28.05.2018,2018,authorised,japan,approved,29.11.2018,2018,neoplasms; diseases of the respiratory system,000235181.pdf,small molecule,vizimpro,"egfr mutation-positive, unresectable or recurrent non-small cell lung cancer",<non-small cell lung carcinoma>,no,"egfr mutation-positive, unresectable or recurrent non-small cell lung cancer",<non-small cell lung carcinoma>,pfizer japan inc.,pfizer,,dacomitinib,no,no,tablet,,na,PMDA
intravenous,24.05.2018,2018,authorised,japan,approved,26.03.2019,2019,diseases of the musculoskeletal system and connective tissue,000235285.pdf,biologics,actemra,treatment of adult still’s disease that have not adequately responded to existing therapies,"<still's disease, adult-onset>",yes,adult still’s disease that have not adequately responded to existing therapies,"<still's disease, adult-onset>","chugai pharmaceutical co., ltd.",chugai,,tocilizumab,yes,no,solution,,,PMDA
intravenous,21.12.2018,2018,authorised,japan,approved,07.08.2019,2019,neoplasms,000235286.pdf,biologics,tecentriq,"pd-l1-positive, hormone-receptor-negative and her2-negative inoperable or recurrent breast cancer",<breast neoplasms>,yes,pd-l1-positive inoperable or recurrent breast cancer,<breast neoplasms>,"chugai pharmaceutical co., ltd.",chugai,,atezolizumab,yes,no,injection,,,PMDA
intravenous,23.01.2019,2019,authorised,japan,approved,10.10.2019,2019,neoplasms; diseases of the respiratory system,000235287.pdf,biologics,tecentriq,unresectable advanced or recurrent non-small cell lung cancer; extensive-stage small cell lung cancer,<lung neoplasms>,yes,unresectable advanced or recurrent non-small cell lung cancer,<non-small-cell lung carcinoma>,"chugai pharmaceutical co., ltd.",chugai,,atezolizumab,yes,no,injection,,,PMDA
subcutaneous,21.02.2017,2017,authorised,japan,approved,06.11.2017,2017,diseases of the skin,000235351.pdf,biologics,dupixent,atopic dermatitis that have not responded adequately to conventional treatments,"<dermatitis, atopic>",no,atopic dermatitis that have not responded adequately to conventional treatments,"<dermatitis, atopic>",sanofi k.k.,sanofi,,dupilumab,no,no,syringe,,na,PMDA
intramuscular,29.06.2018,2018,authorised,japan,approved,21.02.2019,2019,diseases of the blood and blood-forming organs; congenital malformations and chromosomal abnormalities,000235387.pdf,peptides and proteins,revcovi,adenosine deaminase deficiency,<adenosine deaminase deficiency>,no,adenosine deaminase deficiency,<adenosine deaminase deficiency>,teijin pharma limited,teijin,,elapegademase,no,yes,injection,,na,PMDA
subcutaneous,07.01.2019,2019,authorised,japan,approved,29.08.2019,2019,"endocrine, nutritional, and metabolic diseases; diseases of the musculoskeletal system and connective tissue",000235589.pdf,biologics,crysvita,fgf23-related hypophosphatemic rickets/osteomalacia,<hypophosphatemic rickets>; <osteomalacia>,no,fgf23-related hypophosphatemic rickets/osteomalacia,<hypophosphatemic rickets>; <osteomalacia>,"kyowa kirin co., ltd.",kyowa kirin,,burosumab,no,yes,injection,,na,PMDA
oral,10.08.2018,2018,authorised,japan,approved,28.05.2019,2019,mental and behavioural disorders,000235724.pdf,small molecule,intuniv,attention-deficit/hyperactivity disorder (ad/hd) in adults,<attention deficit disorder with hyperactivity>,yes,attention-deficit/hyperactivity disorder (ad/hd) in pediatric patients,<attention deficit disorder with hyperactivity>,"shionogi & co., ltd.",shionogi,,guanfacine,yes,no,tablet,,,PMDA
intravenous,30.11.2017,2017,authorised,japan,approved,24.05.2018,2018,neoplasms; diseases of the skin,000235773.pdf,biologics,poteligeo,relapsed or refractory cutaneous t-cell lymphoma,<cutaneous t-cell lymphoma>,yes,relapsed or refractory ccr4-positive cutaneous t-cell lymphoma,<cutaneous t-cell lymphoma>,"kyowa hakko kirin co., ltd.",kyowa hakko kirin,,mogamulizumab,no,yes,solution,,na,PMDA
oral,27.04.2017,2017,authorised,japan,approved,01.03.2018,2018,"endocrine, nutritional, and metabolic diseases; diseases of the genitourinary system",000235777.pdf,small molecule,orkedia,secondary hyperparathyroidism in patients on maintenance dialysis,"<hyperparathyroidism, secondary>",no,secondary hyperparathyroidism in patients on maintenance dialysis,"<hyperparathyroidism, secondary>","kyowa hakko kirin co., ltd.",kyowa hakko kirin,,evocalcet,no,no,tablet,,na,PMDA
intravenous,29.11.2018,2018,authorised,japan,approved,05.08.2019,2019,diseases of the musculoskeletal system and connective tissue,000235893.pdf,biologics,benlysta,treatment of patients with systemic lupus erythematosus who have inadequately responded to conventional treatments,<systemic lupus erythematosus>,yes,treatment of patients with systemic lupus erythematosus who have inadequately responded to conventional treatments,<systemic lupus erythematosus>,glaxosmithkline k.k.,glaxosmithkline,,belimumab,yes,no,powder,,,PMDA
intravenous,13.12.2016,2016,authorised,japan,approved,08.09.2017,2017,diseases of the musculoskeletal system and connective tissue,000235894.pdf,biologics,benlysta,treatment of patients with systemic lupus erythematosus who have inadequately responded to conventional treatments,<systemic lupus erythematosus>,no,treatment of patients with systemic lupus erythematosus who have inadequately responded to conventional treatments,<systemic lupus erythematosus>,glaxosmithkline k.k.,glaxosmithkline,,belimumab,no,no,solution,,na,PMDA
oral,28.09.2005,2005,authorised,japan,approved,28.11.2008,2008,diseases of the nervous system,000235932.pdf,small molecule,trerief,parkinson’s disease (for patients who did not respond adequately to a combination of levodopa-containing drugs with other antiparkinsonian drugs),<parkinson disease>,yes,parkinson’s disease (for patients who have not responded adequately to a combination of levodopa-containing drugs with other antiparkinsonian drugs),<parkinson disease>,"dainippon sumitomo pharma co., ltd.",dainippon sumitomo,,zonisamide,no,no,tablet,,na,PMDA
oral,30.08.2017,2017,authorised,japan,approved,08.06.2018,2018,diseases of the nervous system,000235933.pdf,small molecule,trerief,parkinsonism in dementia with lewy bodies,<parkinsonism>; <dementia with lewy bodies>,yes,parkinsonism in dementia with lewy bodies,<parkinsonism>; <dementia with lewy bodies>,"sumitomo dainippon pharma co., ltd.",sumitomo dainippon,,zonisamide,yes,no,tablet,,,PMDA
oral,28.02.2018,2018,authorised,japan,approved,03.12.2018,2018,neoplasms; diseases of the genitourinary system,000236064.pdf,small molecule,relumina,"relief of symptoms associated with uterine fibroids: menorrhagia, lower abdominal pain, lumbar pain, and anemia.",<uterine fibroids>,no,"relief of symptoms associated with uterine fibroids: menorrhagia, lower abdominal pain, lumbar pain, and anemia.",<uterine fibroids>,takeda pharmaceutical company limited,takeda,,relugolix,no,no,tablet,,na,PMDA
subcutaneous,22.02.2017,2017,authorised,japan,approved,24.11.2017,2017,diseases of the respiratory system,000236124.pdf,biologics,fasenra,bronchial asthma (only for patients with intractable bronchial asthma uncontrolled on conventional therapy),<bronchial asthma>,no,bronchial asthma (only for patients with intractable bronchial asthma uncontrolled on conventional therapy),<bronchial asthma>,astrazeneca k.k.,astrazeneca,,benralizumab,no,no,injection,,na,PMDA
oral,05.03.2019,2019,authorised,japan,approved,25.11.2019,2019,neoplasms; diseases of the genitourinary system,000236125.pdf,small molecule,nubeqa,non-metastatic castration-resistant prostate cancer,<prostatic neoplasms>,no,castration-resistant prostate cancer,<prostatic neoplasms>,"bayer yakuhin, ltd.",bayer,,darolutamide,no,no,tablet,,na,PMDA
subcutaneous,21.07.2017,2017,authorised,japan,approved,02.03.2018,2018,diseases of the blood and blood-forming organs,000236236.pdf,biologics,hemlibra,reduction in bleeding tendency in patients with congenital blood coagulation factor viii deficiency with blood coagulation factor viii inhibitors,<blood coagulation disorders>,no,reduction in bleeding tendency in patients with congenital blood coagulation factor viii deficiency with blood coagulation factor viii inhibitors,<congenital blood coagulation factor viii deficiency>,"chugai pharmaceutical co., ltd.",chugai,,emicizumab,no,yes,injection,,na,PMDA
subcutaneous,29.03.2010,2010,authorised,japan,approved,24.11.2010,2010,diseases of the blood and blood-forming organs,000236304.pdf,peptides and proteins,romiplate,chronic idiopathic thrombocytopenic purpura,"<thrombocytopenic purpura, idiopathic>",no,thrombocytopenia in adult patients with chronic immune-mediated (idiopathic) thrombocytopenic purpura,"<thrombocytopenia>; <purpura, thrombocytopenic, idiopathic>","kyowa hakko kirin co., ltd.",kyowa hakko kirin,,romiplostim,no,yes,solution,,na,PMDA
oral,12.11.2019,2019,authorised,japan,approved,26.02.2020,2020,neoplasms; diseases of the respiratory system,000236338.pdf,small molecule,tepmetko,"unresectable, advanced or recurrent met exon 14 skipping mutation-positive non-small cell lung cancer",<non-small cell lung carcinoma>,no,"unresectable, advanced or recurrent met exon 14 skipping mutation-positive non-small cell lung cancer",<non-small cell lung carcinoma>,"merck biopharma co., ltd.",merck,,tepotinib hydrochloride hydrate,no,yes,tablet,,na,PMDA
subcutaneous,31.07.2018,2018,authorised,japan,approved,28.05.2019,2019,diseases of the blood and blood-forming organs,000236502.pdf,biologics,romiplate,aplastic anemia that has not responded sufficiently to conventional treatments,<aplastic anemia>,yes,aplastic anemia,<aplastic anemia>,"kyowa hakko kirin co., ltd.",kyowa hakko kirin,,romiplostim,yes,yes,lyophilisate,,,PMDA
oral,07.03.2019,2019,authorised,japan,approved,29.11.2019,2019,mental and behavioural disorders,000236878.pdf,small molecule,dayvigo,insomnia,<insomnia>,no,insomnia,<insomnia>,"eisai co., ltd.",eisai,,lemborexant,no,no,tablet,,na,PMDA
oral,05.12.2016,2016,authorised,japan,approved,02.03.2018,2018,neoplasms; diseases of the respiratory system,000237163.pdf,small molecule,mekinist,unresectable advanced or recurrent non-small cell lung cancer with braf mutations,<lung neoplasms>,yes,unresectable advanced or recurrent non-small cell lung cancer with braf mutations,<lung neoplasms>,novartis pharma k.k.,novartis,,trametinib,no,yes,tablet,,na,PMDA
oral,05.12.2016,2016,authorised,japan,approved,02.03.2018,2018,neoplasms; diseases of the respiratory system,000237164.pdf,small molecule,tafinlar,unresectable advanced or recurrent non-small cell lung cancer with braf mutations,<lung neoplasms>,yes,unresectable advanced or recurrent non-small cell lung cancer with braf mutations,<non-small cell lung carcinoma>,novartis pharma k.k.,novartis,,dabrafenib mesilate,no,yes,capsule,,na,PMDA
oral,17.11.2017,2017,authorised,japan,approved,11.05.2018,2018,neoplasms; diseases of the respiratory system,000237219.pdf,small molecule,mekinist,unresectable malignant melanoma with braf mutations; unresectable advanced or recurrent non-small cell lung cancer with braf mutations,<melanoma>; <lung neoplasms>,yes,unresectable malignant melanoma with braf mutations,<melanoma>,novartis pharma k.k.,novartis,,trametinib dimethyl sulfoxide,yes,yes,tablet,,,PMDA
oral,17.11.2017,2017,authorised,japan,approved,11.05.2018,2018,neoplasms; diseases of the respiratory system,000237220.pdf,small molecule,tafinlar,unresectable malignant melanoma with braf mutations; unresectable advanced or recurrent non-small cell lung cancer with braf mutations,<melanoma>; <lung neoplasms>,yes,unresectable malignant melanoma with braf mutations,<melanoma>,novartis pharma k.k.,novartis,,dabrafenib mesilate,yes,yes,capsule,,,PMDA
oral,28.08.2019,2019,authorised,japan,approved,26.02.2020,2020,neoplasms; diseases of the nervous system,000237315.pdf,small molecule,velexbru,recurrent or refractory primary central nervous system lymphoma,<central nervous system neoplasms>,no,recurrent or refractory primary central nervous system lymphoma,<central nervous system neoplasms>,"ono pharmaceutical co., ltd.",ono,,tirabrutinib hydrochloride,no,yes,tablet,,na,PMDA
intravenous,26.09.2019,2019,authorised,japan,approved,28.02.2020,2020,diseases of the musculoskeletal system and connective tissue; congenital malformations and chromosomal abnormalities,000237467.pdf,peptides and proteins,viltepso,duchenne muscular dystrophy with a deletion in the dystrophin gene amenable to exon 53 skipping therapy,<duchenne muscular dystrophy>,no,duchenne muscular dystrophy with a deletion in the dystrophin gene amenable to exon 53 skipping therapy,<duchenne muscular dystrophy>,"nippon shinyaku co., ltd.",nippon shinyaku,,viltolarsen,no,yes,solution,,na,PMDA
oral,31.05.2017,2017,authorised,japan,approved,27.04.2018,2018,diseases of the digestive system,000237584.pdf,small molecule,xeljanz,induction and maintenance of remission in patients with moderately to severely active ulcerative colitis (only patients who have not adequately responded to conventional treatments),<ulcerative colitis>,yes,rheumatoid arthritis in patients who have not adequately responded to conventional treatments; induction and maintenance of remission in patients with moderate to severe ulcerative colitis (only patients who have not adequately responded to conventional treatments),<rheumatoid arthritis>; <ulcerative colitis>,pfizer japan inc.,pfizer,,tofacitinib citrate,yes,no,tablet,,,PMDA
oral,02.11.2018,2018,authorised,japan,approved,21.02.2019,2019,diseases of the circulatory system,000237869.pdf,small molecule,vyndaqel,delay of peripheral neurologic impairment in patients with transthyretin familial amyloid polyneuropathy; transthyretin amyloid cardiomyopathy (wild-type or variant),<transthyretin familial amyloid polyneuropathy>; <transthyretin amyloid cardiomyopathy>,yes,delay of peripheral neurologic impairment in patients with transthyretin familial amyloid polyneuropathy; reductions in all-cause mortality and the frequency of cardiovascular-related hospitalizations in patients with transthyretin amyloid cardiomyopathy (wild-type or variant),<transthyretin familial amyloid polyneuropathy>; <transthyretin amyloid cardiomyopathy>,pfizer japan inc.,pfizer,,tafamidis meglumine,yes,yes,capsule,,,PMDA
intravenous,15.10.2019,2019,authorised,japan,approved,26.02.2020,2020,neoplasms,000237990.pdf,small molecule,steboronine,"unresectable, locally advanced or locally recurrent head and neck cancer",<head and neck neoplasms>,no,unresectable locally recurrent head and neck cancer; unresectable advanced head and neck non-squamous cell carcinoma,<head and neck neoplasms>,stella pharma corporation,stella,,borofalan,no,no,solution,,na,PMDA
intravenous,11.07.2017,2017,authorised,japan,approved,23.05.2018,2018,diseases of the blood and blood-forming organs,000238159.pdf,biologics,refixia,control of bleeding tendency in patients with factor ix deficiency,<factor ix deficiency>,no,control of bleeding tendency in patients with factor ix deficiency,<factor ix deficiency>,novo nordisk pharma ltd.,novo nordisk,,nonacog beta pegol,no,no,powder,,na,PMDA
intravenous,30.08.2017,2017,authorised,japan,approved,25.04.2018,2018,neoplasms; diseases of the respiratory system,000238551.pdf,biologics,imfinzi,"maintenance treatment of locally-advanced, unresectable non-small cell lung cancer following definitive chemoradiotherapy",<non-small-cell lung carcinoma>,no,"locally-advanced, unresectable non-small cell lung cancer",<non-small-cell lung carcinoma>,astrazeneca k.k.,astrazeneca,,durvalumab,no,no,solution,,na,PMDA
oral,14.12.2018,2018,authorised,japan,approved,22.02.2019,2019,infectious and parasitic diseases,000238705.pdf,small molecule,biktarvy,human immunodeficiency virus type 1 (hiv-1) infection,<acquired immunodeficiency syndrome>,no,human immunodeficiency virus type 1 (hiv-1) infection,<acquired immunodeficiency syndrome>,gilead sciences k.k.,gilead,,bictegravir sodium/emtricitabine/tenofovir alafenamide fumarate,no,yes,tablet,,na,PMDA
