Administration_route,Application_date,Application_year,Current_status,Dataset,Decision,Decision_date,Decision_year,Disease_class(es),Disease_name(s),Document_name,Drug_class,Drug_name,Indication_approved,Indication_approved_extracted,Indication_requested,Indication_requested_extracted,Marketing_authorisation_holder,Marketing_authorisation_holder_extracted,Marketing_authorisation_number,Non_proprietary_name,Nonclinical_abridged,Orphan_drug_status,Pharmaceutical_form,Procedure_number,Referral_body,Agency,DRUG_CODE
oral,,,authorised,fda,approved,30.10.2017,2017,"injury, poisoning and certain other consequences of external causes",<not reported>,,small molecule,hydrocodone bitartrate and acetaminophen,"indications and usage hydrocodone bitartrate and acetaminophen tablet is indicated for the management of pain severe enough to require an opioid analgesic and for which alternative treatments are inadequate. limitations of use because of the risks of addiction, abuse, and misuse, with opioids, which can occur at dosage or duration [see warnings ], reserve hydrocodone bitartrate and acetaminophen tablets for use in patients for whom alternative treatment options [e.g., non-opioid analgesics] have not been tolerated, or are not expected to be tolerated, have not provided adequate analgesia, or are not expected to provide adequate analgesia hydrocodone bitartrate and acetaminophen tablets should not be used for an extended period of time unless the pain remains severe enough to require an opioid analgesic and for which alternative treatment options continue to be inadequate.",,,,wes pharma inc,wes,anda210211,acetaminophen,yes,no,tablet,,no,FDA,
oral,,,discontinued,fda,approved,28.04.2000,2000,,,,small molecule,hydrocodone bitartrate and acetaminophen,,,,,chartwell,chartwell,anda040248,acetaminophen,yes,no,tablet,,no,FDA,
oral,,,authorised,fda,approved,09.02.2018,2018,,,,small molecule,oxycodone and acetaminophen,,,,,abhai llc,abhai,anda210644,acetaminophen,yes,no,tablet,,no,FDA,
oral,,,authorised,fda,approved,17.12.2019,2019,,,,small molecule,"butalbital, acetaminophen and caffeine",,,,,dr reddys labs sa,dr reddys,anda210817,acetaminophen,yes,no,capsule,,no,FDA,
intravenous,,,authorised,fda,approved,21.10.2020,2020,,,,small molecule,acetaminophen,,,,,eugia pharma,eugia,anda210969,acetaminophen,yes,no,solution,,no,FDA,
oral,,,authorised,fda,approved,08.03.2019,2019,"injury, poisoning and certain other consequences of external causes",not reported,,small molecule,hydrocodone bitartrate and acetaminophen,"indications and usage hydrocodone bitartrate and acetaminophen oral solution is indicated for the management of pain severe enough to require an opioid analgesic and for which alternative treatments are inadequate. limitations of use because of the risks of addiction, abuse, and misuse, with opioids, even at recommended doses [see warnings ], reserve hydrocodone bitartrate and acetaminophen oral solution for use in patients for whom alternative treatment options (e.g., non-opioid analgesics): • have not been tolerated, or are not expected to be tolerated • have not provided adequate analgesia, or are not expected to provide adequate analgesia",,,,wes pharma inc,wes,anda211023,acetaminophen,yes,no,solution,,no,FDA,
oral,,,authorised,fda,approved,26.09.2018,2018,diseases of the nervous system,<headache>,,small molecule,"butalbital, acetaminophen and caffeine","indications and usage butalbital, acetaminophen and caffeine tablets are indicated for the relief of the symptom complex of tension (or muscle contraction) headache. evidence supporting the efficacy and safety of this combination product in the treatment of multiple recurrent headaches is unavailable. caution in this regard is required because butalbital is habit-forming and potentially abusable.",,,,abhai llc,abhai,anda211106,acetaminophen,yes,no,tablet,,no,FDA,
oral,,,authorised,fda,approved,07.11.2018,2018,"injury, poisoning and certain other consequences of external causes",not reported,,small molecule,hydrocodone bitartrate and acetaminophen,"indications and usage hydrocodone bitartrate and acetaminophen tablets, usp are indicated for the management of pain severe enough to require an opioid analgesic and for which alternative treatments are inadequate. limitations of use because of the risks of addiction, abuse, and misuse, with opioids, even at recommended doses [see warnings ], reserve hydrocodone bitartrate and acetaminophen tablets, usp for use in patients for whom alternative treatment options (e.g., non-opioid analgesics): have not been tolerated, or are not expected to be tolerated, have not provided adequate analgesia, or are not expected to provide adequate analgesia",,,,ascent pharms inc,ascent,anda211487,acetaminophen,yes,no,tablet,,no,FDA,
oral,,,authorised,fda,approved,31.12.2018,2018,,,,small molecule,oxycodone and acetaminophen,,,,,abhai llc,abhai,anda211499,acetaminophen,yes,no,solution,,no,FDA,
oral,,,discontinued,fda,approved,17.07.2020,2020,,,,small molecule,"butalbital, acetaminophen and caffeine",,,,,nesher pharms,nesher,anda211543,acetaminophen,yes,no,tablet,,no,FDA,
oral,,,authorised,fda,approved,16.04.2019,2019,,,,small molecule,acetaminophen,,,,,granule,granule,anda211544,acetaminophen,yes,no,tablet,,no,FDA,
oral,,,authorised,fda,approved,27.06.2019,2019,,,,small molecule,acetaminophen and codeine phosphate,,,,,wes pharma inc,wes,anda211610,acetaminophen,yes,no,tablet,,no,FDA,
oral,,,discontinued,fda,approved,07.02.2020,2020,,,,small molecule,hydrocodone bitartrate and acetaminophen,,,,,sanaluz,sanaluz,anda211690,acetaminophen,yes,no,tablet,,no,FDA,
oral,,,authorised,fda,approved,02.02.2022,2022,diseases of the nervous system,<migraine disorders>,,small molecule,"acetaminophen, aspirin and caffeine",use treats migraine,,,,aurobindo pharma ltd,aurobindo,anda211695,acetaminophen,yes,no,tablet,,no,FDA,
oral,,,authorised,fda,approved,31.10.2019,2019,,,,small molecule,oxycodone and acetaminophen,,,,,granule,granule,anda211708,acetaminophen,yes,no,tablet,,no,FDA,
oral,,,authorised,fda,approved,03.01.2020,2020,,,,small molecule,hydrocodone bitartrate and acetaminophen,,,,,granule,granule,anda211729,acetaminophen,yes,no,tablet,,no,FDA,
oral,,,discontinued,fda,approved,04.08.1998,1998,,,,small molecule,oxycodone and acetaminophen,,,,,mallinckrodt,mallinckrodt,anda040257,acetaminophen,yes,no,capsule,,no,FDA,
oral,,,authorised,fda,approved,17.12.2019,2019,,,,small molecule,"butalbital, acetaminophen and caffeine",,,,,lannett co inc,lannett,anda212082,acetaminophen,yes,no,capsule,,no,FDA,
oral,,,authorised,fda,approved,17.12.2019,2019,,,,small molecule,"butalbital, acetaminophen and caffeine",,,,,lannett co inc,lannett,anda212083,acetaminophen,yes,no,capsule,,no,FDA,
oral,,,authorised,fda,approved,10.09.2019,2019,"injury, poisoning and certain other consequences of external causes",not reported,,small molecule,acetaminophen and codeine phosphate,"indications and usage acetaminophen and codeine phosphate tablets are indicated for the management of mild to moderate pain, where treatment with an opioid is appropriate and for which alternative treatments are inadequate. limitations of use because of the risks of addiction, abuse, and misuse, with opioids, which can occur at any dosage or duration (see warnings ) , reserve acetaminophen and codeine phosphate tablets for use in patients for whom alternative treatment options [e.g., non-opioid analgesics or opioid combination products]: have not been tolerated or are not expected to be tolerated, have not provided adequate analgesia or are not expected to provide adequate analgesia acetaminophen and codeine phosphate tablets should not be used for an extended period of time unless the pain remains severe enough to require an opioid analgesic and for which alternative treatment options continue to be inadequate.",,,,elite labs inc,elite labs,anda212418,acetaminophen,yes,no,tablet,,no,FDA,
oral,,,discontinued,fda,approved,28.10.1998,1998,,,,small molecule,"butalbital, acetaminophen and caffeine",,,,,hikma,hikma,anda040261,acetaminophen,yes,no,capsule,,no,FDA,
oral,,,authorised,fda,approved,01.07.2020,2020,diseases of the nervous system,<headache disorders>,,small molecule,"butalbital, acetaminophen and caffeine","indications and usage butalbital, acetaminophen and caffeine capsules are indicated for the relief of the symptom complex of tension (or muscle contraction) headache. evidence supporting the efficacy and safety of this combination product in the treatment of multiple recurrent headaches is unavailable. caution in this regard is required because butalbital is habit-forming and potentially abusable.",,,,taro,not reported,anda213046,acetaminophen,yes,no,capsule,,no,FDA,
oral,,,authorised,fda,approved,22.11.2019,2019,diseases of the nervous system,<headache disorders>,,small molecule,butalbital and acetaminophen,indications & usage butalbital and acetaminophen capsules are indicated for the relief of the symptom complex of tension (or muscle contraction) headache. evidence supporting the efficacy and safety of this combination product in the treatment of multiple recurrent headaches is unavailable. caution in this regard is required because butalbital is habit-forming and potentially abusable.,,,,granule,granule,anda213115,acetaminophen,yes,no,capsule,,no,FDA,
intravenous,,,authorised,fda,approved,07.08.2020,2020,,,,small molecule,acetaminophen,,,,,mylan,mylan,anda213255,acetaminophen,yes,no,solution,,no,FDA,
oral,,,authorised,fda,approved,08.04.2020,2020,,,,small molecule,"butalbital, acetaminophen and caffeine",,,,,granule,granule,anda213321,acetaminophen,yes,no,capsule,,no,FDA,
oral,,,discontinued,fda,approved,30.07.1998,1998,,,,small molecule,"butalbital, acetaminophen and caffeine",,,,,watson labs,watson,anda040267,acetaminophen,yes,no,tablet,,no,FDA,
oral,,,authorised,fda,approved,23.02.2021,2021,,,,small molecule,"acetaminophen, aspirin and caffeine",,,,,granule,granule,anda214039,acetaminophen,yes,no,tablet,,no,FDA,
oral,,,discontinued,fda,approved,30.06.1998,1998,,,,small molecule,oxycodone and acetaminophen,,,,,duramed pharms barr,duramed,anda040272,acetaminophen,yes,no,tablet,,no,FDA,
oral,,,authorised,fda,approved,13.08.2021,2021,diseases of the nervous system,<headache disorders>,,small molecule,"butalbital, acetaminophen and caffeine","indications and usage butalbital, acetaminophen and caffeine capsules are indicated for the relief of the symptom complex of tension (or muscle contraction) headache. evidence supporting the efficacy and safety of this combination product in the treatment of multiple recurrent headaches is unavailable. caution in this regard is required because butalbital is habit-forming and potentially abusable.",,,,senores pharms,senores,anda214087,acetaminophen,yes,no,capsule,,no,FDA,
oral,,,authorised,fda,approved,07.04.2022,2022,,,,small molecule,butalbital and acetaminophen,,,,,senores pharms,senores,anda214088,acetaminophen,yes,no,tablet,,no,FDA,
oral,,,authorised,fda,approved,18.01.2024,2024,,,,small molecule,"butalbital, acetaminophen and caffeine",,,,,quagen,quagen,anda214287,acetaminophen,yes,no,tablet,,no,FDA,
oral,,,authorised,fda,approved,08.02.2024,2024,,,,small molecule,"butalbital, acetaminophen and caffeine",,,,,quagen,quagen,anda214288,acetaminophen,yes,no,capsule,,no,FDA,
oral,,,authorised,fda,approved,18.01.2024,2024,,,,small molecule,butalbital and acetaminophen,,,,,quagen,quagen,anda214291,acetaminophen,yes,no,tablet,,no,FDA,
oral,,,authorised,fda,approved,01.02.2024,2024,,,,small molecule,butalbital and acetaminophen,,,,,quagen,quagen,anda214305,acetaminophen,yes,no,tablet,,no,FDA,
intravenous,,,authorised,fda,approved,17.09.2021,2021,"injury, poisoning and certain other consequences of external causes",not reported,,small molecule,acetaminophen,1 indications and usage acetaminophen injection is indicated for • the management of mild to moderate pain in adult and pediatric patients 2 years and older • the management of moderate to severe pain with adjunctive opioid analgesics in adult and pediatric patients 2 years and older • the reduction of fever in adult and pediatric patients. acetaminophen injection is indicated for the • management of mild to moderate pain in adult and pediatric patients 2 years and older (1) • management of moderate to severe pain with adjunctive opioid analgesics in adult and pediatric patients 2 years and older (1) • reduction of fever in adult and pediatric patients (1),,,,baxter hlthcare corp,baxter,anda214331,acetaminophen,yes,no,solution,,no,FDA,
oral,,,authorised,fda,approved,28.02.2023,2023,,,,small molecule,acetaminophen and ibuprofen,,,,,l perrigo co,perrigo,anda214836,acetaminophen,yes,no,tablet,,no,FDA,
oral,,,discontinued,fda,approved,30.12.2021,2021,,,,small molecule,hydrocodone bitartrate and acetaminophen,,,,,prinston inc,prinston,anda214928,acetaminophen,yes,no,tablet,,no,FDA,
oral,,,authorised,fda,approved,16.08.2022,2022,,,,small molecule,butalbital and acetaminophen,,,,,ne rx pharma,ne rx,anda214955,acetaminophen,yes,no,tablet,,no,FDA,
oral,,,authorised,fda,approved,17.11.2021,2021,,,,small molecule,"butalbital, acetaminophen and caffeine",,,,,novast labs,novast,anda215047,acetaminophen,yes,no,capsule,,no,FDA,
oral,,,discontinued,fda,approved,25.03.2022,2022,,,,small molecule,"butalbital, acetaminophen and caffeine",,,,,hikma,hikma,anda215135,acetaminophen,yes,no,capsule,,no,FDA,
oral,,,authorised,fda,approved,26.01.2022,2022,diseases of the nervous system,<tension-type headache>,,small molecule,"butalbital, acetaminophen, caffeine and codeine phosphate","1 indications and usage butalbital, acetaminophen, caffeine, and codeine phosphate capsules are indicated for the management of the symptom complex of tension (or muscle contraction) headache when non-opioid analgesic and alternative treatments are inadequate. limitations of use because of the risks of addiction, abuse, and misuse with opioids and butalbital, which can occur at any dosage or duration [see warnings and precautions ( 5.1 )] , reserve butalbital, acetaminophen, caffeine, and codeine phosphate capsules for use in patients for whom alternative treatment options [e.g., non-opioid, non-barbiturate analgesics]: • have not been tolerated or are not expected to be tolerated, • have not provided adequate analgesia or are not expected to provide adequate analgesia. butalbital, acetaminophen, caffeine, and codeine phosphate capsules should not be used for an extended period of time unless the pain remains severe enough to require an opioid analgesic and for which alternative treatment options continue to be inadequate. butalbital, acetaminophen, caffeine, and codeine phosphate capsules are a combination product of butalbital, a barbiturate; acetaminophen; caffeine, a methylxanthine; and codeine phosphate, an opioid agonist; and is indicated for the management of the symptom complex of tension (or muscle contraction) headache, when other non-opioid analgesic and alternative treatments are inadequate. ( 1 ) limitations of use because of the risks of addiction, abuse, and misuse with opioids and butalbital, which can occur at any dosage or duration ( 5.1 ), reserve butalbital, acetaminophen, caffeine, and codeine phosphate capsules for use in patients for whom alternative treatment options (e.g., non-opioid, non-barbiturate analgesics): • have not been tolerated or are not expected to be tolerated, ( 1 ) • have not provided adequate analgesia or are not expected to provide adequate analgesia. ( 1 ) butalbital, acetaminophen, caffeine, and codeine phosphate capsules should not be used for an extended period of time unless the pain remains severe enough to require an opioid analgesic and for which alternative treatment options continue to be inadequate.",,,,hikma,hikma,anda215138,acetaminophen,yes,no,capsule,,no,FDA,
intravenous,,,authorised,fda,approved,03.05.2023,2023,,,,small molecule,acetaminophen,,,,,inforlife,not reported,anda215403,acetaminophen,yes,no,solution,,no,FDA,
oral,,,authorised,fda,approved,25.08.2021,2021,,,,small molecule,acetaminophen,,,,,marksans pharma,marksans,anda215486,acetaminophen,yes,no,tablet,,no,FDA,
oral,,,discontinued,fda,approved,30.09.1998,1998,,,,small molecule,hydrocodone bitartrate and acetaminophen,,,,,vintage pharms llc,vintage,anda040280,acetaminophen,yes,no,tablet,,no,FDA,
oral,,,discontinued,fda,approved,30.09.1998,1998,,,,small molecule,hydrocodone bitartrate and acetaminophen,,,,,vintage pharms llc,vintage,anda040281,acetaminophen,yes,no,tablet,,no,FDA,
oral,,,authorised,fda,approved,12.03.2024,2024,,,,small molecule,"butalbital, acetaminophen and caffeine",,,,,quagen,quagen,anda216376,acetaminophen,yes,no,capsule,,no,FDA,
