Administration_route,Application_date,Application_year,Current_status,Dataset,Decision,Decision_date,Decision_year,Disease_class(es),Disease_name(s),Document_name,Drug_class,Drug_name,Indication_approved,Indication_approved_extracted,Indication_requested,Indication_requested_extracted,Marketing_authorisation_holder,Marketing_authorisation_holder_extracted,Marketing_authorisation_number,Non_proprietary_name,Nonclinical_abridged,Orphan_drug_status,Pharmaceutical_form,Procedure_number,Referral_body,Agency,DRUG_CODE
oral,,,approved,healthcanada,approved,2019-10-25,2019,neoplasms; diseases of the genitourinary system,,,small molecule,balversa,"indications balversa® (erdafitinib) is indicated for the treatment of adult patients with locally advanced unresectable or metastatic urothelial carcinoma (uc), harb ouring susceptible fibroblast growth factor receptor (fgfr )3 genetic alterations, who have disease progression during or following at least one line of prior therapy including within 12 months of neoadjuvant or adjuvant therapy . balversa® should not be used for the treatment of patients who are eligible for and have not received prior programmed death receptor -1 (pd -1) or programmed death -ligand 1(pd -l1) inhibitor therapy (see 14 clinical trials ). treatment with balversa® should be initiated following confirmation of a susceptible fgfr genetic alteration using a validated test (see 14 clinical trials ). 1.1 pediatrics pediatrics (<18 years of age): no data are available to health canada; therefore, health canada has not authorized an indication for pediatric use (see 7 warnings and precautions , 7.1 special populations ). 1.2 geriatrics geriatrics (≥65 years of age): in balvers a® clinical studies, patients 65 years of age and older experienced a higher incidence of adverse reactions requiring treatment interruption or discontinuation compared to patients younger than 65 years. no overall differences in efficacy were observed between elderly patients and younger patients . 2",,,<urothelial carcinoma>,janssen inc,janssen,02493217,erdafitinib,,,tablet,,,HealthCanada,98320.0
subcutaneous,,,approved,healthcanada,approved,2018-08-01,2018,diseases of the nervous system,,,biologics,aimovig,indications aimovig® (erenumab injection) is indicated for:  prevention of migraine in adults who have at least 4 migraine days per month 1.1 pediatrics pediatrics (< 18 years of age): safety and efficacy of aimovig in patients below the age of 18 have not been studied. aimovig is not authorized for pediatric use. 1.2 geriatrics geriatrics (≥ 65 years of age): safety and efficacy of aimovig has not been studied in patients aged 65 or older. see 7.1.4 geriatrics . 2,,,<migraine disorders>,novartis pharmaceuticals canada inc,novartis,02479613,erenumab,,,solution,,,HealthCanada,97029.0
injection,,,authorised,fda,approved,2018-05-17,2018,diseases of the nervous system,<migraine disorders>,,biologics,aimovig,1 indications and usage aimovig is indicated for the preventive treatment of migraine in adults. aimovig is a calcitonin gene-related peptide receptor antagonist indicated for the preventive treatment of migraine in adults. ( 1 ),,,,amgen inc,amgen,bla761077,erenumab-aooe,no,no,injection,,no,FDA,
oral,,,authorised,fda,approved,2009-05-20,2009,,,,small molecule,ergocalciferol,,,,,chartwell rx,chartwell,anda040833,ergocalciferol,yes,no,capsule,,no,FDA,
intramuscular; intravenous,,,approved,healthcanada,approved,2015-06-17,2015,pregnancy and childbirth,,,small molecule,ergonovine maleate injection usp,indications and clinical use ergonovine maleate injection u sp (ergonovine maleate injection) is indicated for: prevention or treatment of postpartum or pos t-abortal hemorrhage due to uterine atony.,,,<hemorrhage>,hikma canada limited,hikma,02441241,ergonovine maleate,,,solution,,,HealthCanada,92564.0
intravenous,,,authorised,fda,approved,2010-11-15,2010,,,,small molecule,halaven,,,,,eisai inc,eisai,nda201532,eribulin mesylate,no,no,solution,,yes,FDA,
intravenous,,,approved,healthcanada,approved,2011-12-14,2011,neoplasms,,,small molecule,halaven,"indications and clinical use halaven is indicated for the treatment of patients with metastatic breast cancer who have previously received at least two chemotherapeutic regime ns for the treatment of metastatic disease. prior therapy should have included an anthracycline and a taxane administered in either the adjuvant or metastatic setting. halaven is indicated for the treatment of adult patients with an unresectable advanced or metastatic liposarcoma subtype of soft tissue sarcoma . prior therapy should have included an anthracycline -containing regimen , unless not clinically appropriate . geriatrics (> 65 years of age): no dose adjustments are recommended based on the age of the patient (see warnings and precautions , geriatrics (>6 5 years of age)) . pediatrics ( < 18 years of age): the safety and effectiveness of halaven in pediatric patients have not been established.",,,<breast neoplasms>; <liposarcoma>,eisai limited,eisai,02377438,eribulin mesylate,,,solution,,,HealthCanada,86314.0
oral,,,approved,healthcanada,approved,2014-12-08,2014,neoplasms; diseases of the respiratory system,,,small molecule,teva-erlotinib,"indications and clinical use teva-erlotinib (erlotinib) is indicated as monothera py for the treatment of patients with locally advanced or metastatic non-small cell lung cancer (nsclc) after fa ilure of at least one prior chemotherapy regimen, and whose egfr expression status is positive or unknown. [see clinical trials - relation of results to egfr protein ex pression status (as determined by immunohistochemistry)] teva-erlotinib is also indicated as monotherapy for ma intenance treatment in patients with locally advanced or metastatic non-small cell lung cancer with egfr activating mutations after 4 cycles of standard platinum-b ased first-line chemotherapy. the efficacy of erlotinib as maintenance treatment has not been demonstrated in patients with metastatic nsclc whose tumors do not har bour an activating mu tation [see clinical trials]. teva-erlotinib is also indicated as monotherapy for the first-line treatment of patients with locally advanced (stage iii b, not amenable to curative therapy) or me tastatic (stage iv) non- small cell lung cancer (nsclc) w ith egfr activating mutations. 4this indication was based on progression-free su rvival (pfs). no sta tistically significant difference in overall survival (o s) or quality of life (qol) was demonstrated in the first-line setting [see clinical trials]. geriatrics (> 65 years of age): there have been no specific studies in elde rly patients. of the total number of patient s participating in the phase iii study, br.21 (n=731), 62% were less than 65 years of age and 38% of patients were aged 65 years or older. the survival benefit was maintained across both age groups. no meani ngful differences in safety or pharmacokinetics were observed between younger and older patient s. therefore, no dosage adjustments are recommended in elderly patients. of the total number of stable disease patient s participating in the phase iii study, saturn (n=487), 67% were less than 65 years of age and 33% of patients were aged 65 years or older. for patients over 65 years of age, exploratory su bgroup analyses demonstrate a benefit, but the benefit is not statistically significant. [see clinical trials] in the eurtac study, of the total number of pa tients (n=153), 50% of patients were aged 65 years or older and 50% were less than 65 year s of age. for patients over 65 years of age, exploratory subgroup analyses demonstrate a be nefit in pfs (hr=0.28, 95% ci [0.15; 0.55]). no meaningful differences in safety were observed between younger and older patients. pediatrics (<18 years of age): the safety and efficacy of teva-erlotinib in the pediatric population has not been established.",,,<non-small cell lung cancer>,teva canada limited,teva,02377691,erlotinib (erlotinib hydrochloride),,,tablet,,,HealthCanada,86351.0
oral,,,discontinued,fda,approved,2004-11-18,2004,,,,small molecule,tarceva,,,,,osi pharms,osi,nda021743,erlotinib hydrochloride,no,no,tablet,,yes,FDA,
intravenous; intramuscular,,,approved,healthcanada,approved,2003-05-12,2003,infectious and parasitic diseases; diseases of the digestive system; diseases of the skin; diseases of the respiratory system; diseases of the genitourinary system; diseases of the musculoskeletal system and connective tissue; pregnancy and childbirth,,,small molecule,invanz,"indications treatment invanz ® (ertapenem sodium) is indicated for the treatment of patients with the following moderate to severe infections caused by susceptible strains of the designated microorganisms (see 4 dosage and administration ).  complicate d intra -abdominal infections due to escherichia coli , clostridium clostridioforme , eubacterium lentum , peptostreptococcus species , bacteroides fragilis , bacteroides distasonis, bacteroides ovatus , bacteroides uniformis , or bacteroides thetaiotaomicron .  complicated skin and skin structure infections due to staphylococcus aureus (methicillin - susceptible strain only), streptococcus pyogenes , escherichia coli and peptostreptococcus species , as well as, diabetic foot infections due to staphylococcus aureus (methicillin -susceptible strain only) and peptostreptococcus species . invanz ® has not been studied in diabetic foot infections with concomitant osteomyelitis or severe ischemia (see 14 clinical trials ).  community acqui red pneumonia due to streptococcus pneumoniae (penicillin -susceptible strain only), haemophilus influenzae (β-lactamase negative strain only), or moraxella catarrhalis .  complicated urinary tract infections including pyelonephritis due to escherichia coli , klebsiella pneumoniae or proteus mirabilis .  acute pelvic infections including postpartum endomyometritis, septic abortion and post -surgical gynecologic infections due to streptococcus agalactiae , escherichia coli , peptostreptococcus species , bacteroides fragilis , porphyromonas asaccharolytica , or prevotella species . prevention invanz ® is indicated in adults for the prophylaxis of surgical site infection following elective colorectal surgery. to reduce the development of drug -resistant bacteria and maintain the effectiveness of invanz ® and other antibacterial drugs, invanz ® should be used only to treat or prevent infections that are proven or strongly suspected to be caused by susceptible bacteria. when culture and susceptibility information are avai lable, they should be considered in selecting or modifying antibacterial therapy. in the absence of such data, local epidemiology and susceptibility patterns may contribute to the empiric selection of therapy. appropriate specimens for bacteriological exa mination should be obtained in order to isolate and identify the causative organisms and to determine their susceptibility to ertapenem. initial therapy with invanz ® may be instituted empirically for the treatment of bacterial infections, including mixed infections, while awaiting the results of these tests. once these results become available, antimicrobial therapy should be adjusted accordingly. invanz® (ertapenem sodium) page 6 of 81 1.1 pediatrics pediatrics ( 3 months - 17 years of age): safety and effectiveness of invanz ® in pediatric patients 3 months to 17 years of age are supported by evidence from adequate and well -controlled studies in adults, pharmacokinetic data in pediatric patients, and additional data from comparator -controlled studies in pediatric patients 3 mon ths to 17 years of age with the following infections (see 7 warnings and precautions , 7.1.3 pediatrics and 14 clinical trials , pediatric patients ): • complicated intra -abdominal infections • complicated skin and skin structure infections • community acquired pneumonia • complicated urinary tract infections • acute pelvic infections invanz ® is not recommended in the treatment of meningitis in the pediatric population due to lack of sufficient cerebr ospinal fluid ( csf) penetration. pediatrics (< 3 months of age): invanz ® is not recommended in infants under 3 months of age as no data are available. therefore, health canada has not authorized an indication for this population. 1.2 geriatrics geriatrics (≥ 65 years of age): in clinical studies, the efficacy and safety of invanz ® in the elderly (≥ 65 years) was comparable to that seen in younger patients (< 65 years). this drug is known to be substantially excreted by the kidney, and the risk of toxic reactions to this drug may be greater in patients with impaired renal function. because elderly patients are more likely to have decreased renal function, care should be t aken in dose selection, and it may be useful to monitor renal function (see 7 warnings and precautions and 4 dosage and administration ). 2
---
indications ). ‡ duration includes a possible switch to an appropriate oral therapy once clinical improvement has been demonstrated. § not to exceed 1 g/day. special populations patients with renal insufficiency invanz ® may be used for the treatment of infections in adult patients with renal insufficiency. in patients whose creatinine clearance is > 30 ml/min/1.73 m2 (international system of units (si) = > 0.5 ml/s/1.73 m2), no dosage adjustment is necessary. adult patie nts with advanced renal insufficiency (creatinine clearance ≤ 30 ml/min/1.73 m2 (si = ≤ 0.5 ml/s/1.73 m2)), and end -stage renal insufficiency on hemodialysis (creatinine clearance ≤ 10 ml/min/1.73 m2 (si = ≤ 0.17 ml/s/1.73 m2)) should receive 500 mg daily . there are no data in pediatric patients with renal insufficiency. this recommended dosage reduction is based on pharmacokinetic modeling of data collected from a clinical safety and pharmacokinetic study in adult patients with varying degrees of renal ins ufficiency (including those with creatinine clearance < 30 ml/min/1.73 m2 (si = < 0.5 ml/s/1.73 m2)) receiving a single 1 g iv dose of ertapenem (see 10 clinical pharmacology , renal insufficiency ). the efficacy of the recommended adjusted dose (500 mg) for adult patients with advanced or end -stage renal insufficiency has not been established. patients on hemodialysis when adult patients on hemodialysis are given the recommended daily dose of 500 mg of invanz ® within 6 hours prior to hemodialysis, a supplementary dose of 150 mg is recommended following the hemodialysis session. if invanz ® is given at least 6 hours prior to hemodialysis, no supplementary dose is recomme nded. there are no data in patients undergoing peritoneal dialysis or hemofiltration. there are no data in pediatric patients on hemodialysis. invanz® (ertapenem sodium) page 9 of 81 when only the serum creatinine is available, the following formula may be used to estimate creatinine clearanc e (ml/min). the serum creatinine should represent a steady state of renal function. males: (weight in kg) x (140 − age in years) (72) x serum creatinine (mg/100 ml) females: (0.85) x (value calculated for males) when using the international system of units (si), the estimated creatinine clearance (ml/s) can be calculated as follows: males: (weight in kg) x (140 − age in years) x 1.4736 (72) x serum creatinine (μmol/l) females: (0.85) x (value calculated for males) patients with hepatic impairment no dosage adjustment recommendation can be made in patients with impaired hepatic function (see 10 cl inical pharmacology, hepatic insufficiency and 7 warnings and precautions , hepatic/biliary/pancreatic ). age/gender no dosage adjustment is recommended based on age ( 13 years of age and older ) or gender. dosing adjustment is needed based on age 3 months to 12 years of age (see 10 clinical pharmacology , special population s and conditions and 7.1.3 pediatrics ). prevention table 2 presents prophylaxis guidelines for invanz ®. table 2: prophylaxis guidelines for adults indication daily dose (iv) adults recommended duration of total antimicrobial treatment prophylaxis of surgical site infection following elective colorectal surgery* 1 g single intravenous dose given 1 hour prior to the surgical incision * limited data are available in patients with advanced renal insufficiency (creatinine clearance ≤ 30 ml/min/1.73 m2 [si = ≤ 0.5 ml/s/1.73 m2]) (see 8 adverse reactions , prevention , patients with renal insufficiency ).  cockcroft and gault equation: cockcroft dw, gault mh. prediction of creatinine clearance from serum creatinine. nephro n. 1976. invanz® (ertapenem sodium) page 10 of 81 4.3 reconstitution parenteral products : patients 13 years of age and older preparation for intravenous administration: do not mix or co -infuse invanz ® with other medications. do not use diluents containing dextrose (α d -glucose). invanz ® must be reconstituted and then diluted prior to administration.  reconstitute the contents of a 1 g vial of invanz ® with 10 ml water for injection, 0.9% sodium chloride injection or bacteriostatic water for injection to yield a reconstituted solution of approximately 100 mg/ml. shake well to dissolve.  to withdraw a 1 gram dose, immediately withdraw 9.8 ml of the recons tituted vial and transfer to 50 ml of 0.9% sodium chloride injection.  the reconstituted iv solution should be used within 6 hours after preparation. preparation for intramuscular administration: invanz ® must be reconstituted prior to administration.  reco nstitute the contents of a 1 g vial of invanz ® with 3.2 ml of 1.0% lidocaine hcl injection*** (without epinephrine ) to yield a reconstituted solution of approximately 280 mg/ml. shake vial thoroughly to form solution. to withdraw a 1 gram dose, the content s of the reconstituted vial should be withdrawn as completely as possible.  immediately withdraw the contents of the vial and administer by deep intramuscular injection into a large muscle mass (such as the gluteal muscles or lateral part of the thigh).  the reconstituted im solution should be used within 1 hour after preparation. note: the reconstituted solution should not be administered intravenously. pediatric patients 3 months to 12 years of age preparation for intravenous administration: do not mix or co-infuse invanz ® with other medications. do not use diluents containing dextrose (α d -glucose). invanz ® must be reconstituted and then diluted prior to administration.  reconstitute the contents of a 1 g vial of invanz ® with 10 ml water for injection, 0.9% sodium chloride injection or bacteriostatic water for injection to yield a reconstituted solution of approximately 100 mg/ml. shake well to dissolve.  immediately withdraw a volume equal to 15 mg/kg of body weight (not to exceed 500 mg per dose) and dilute in 0.9% sodium chloride injection to a final concentration of 20 mg/ml or less (not to exceed 1g/day). invanz® (ertapenem sodium) page 11 of 81  the reconstituted iv solution should be used within 6 hours after preparation. discard unused portion of the vial. preparation for intramuscular administration: invanz ® must be reconstituted prior to administration.  reconstitute the contents of a 1 g vial of invanz ® with 3.2 ml of 1.0% lidocaine hcl injection (without epinephrine ) to yield a reconstituted solution of approximately 280 mg/ml. shake vial thoroughly to form solution.  immediately withdraw a volume equal to 15 mg/kg of body weight (not to exceed 500 mg per dose and 1g/day) and administer by deep intramuscular injection into a large muscle mass (such as the gluteal muscles or later al part of the thigh).  the reconstituted im solution should be used within 1 hour after preparation. note: the reconstituted solution should not be administered intravenously. discard unused portion of the vial. parenteral drug products should be inspecte d visually for particulate matter and discoloration prior to use, whenever solution and container permit. as with all parenteral drug products, intravenous admixtures should be inspected visually for clarity, particulate matter, precipitate, discoloration and leakage prior to administration, whenever solution and container permit. solutions showing haziness, particulate matter, precipitate, discoloration or leakage should not be used. discard unused portion. solutions of invanz ® range from colorless to pale yellow. variations of color within this range do not affect the potency of the product. the vials are for single use only. unused portions should be discarded. 4.4 administration invanz ® may be administered by intravenous infusion or intramuscular injec tion. when administered intravenously, invanz ® should be infused over a period of 30 minutes. intramuscular administration of invanz ® may be used as an alternative to intravenous administration in the treatment of those infections for which intramuscular therapy is appropriate. 4.5 missed dose the injection schedule will be set by the physician, who will monitor the response and condition to determine what treatment is needed. 5 overdosage no specific information is available on the treatment of overdosage with invanz ® (ertapenem sodium). intentional overdosing of invanz ® is unlikely. intravenous administration of invanz ® at a 3 g daily dose for 8 days to healthy adult volunteers did not result in significant toxicity. in clinical studies in adults, inadvertent administration of up to 3 g in a day did not result in clinically important adverse experiences. in pediatric clinical stu dies, a single iv dose of 40 mg/kg up to a maximum of 2 g did not result in toxicity.  refer to the prescribing information for lidocaine hcl. invanz® (ertapenem sodium) page 12 of 81 in the event of an overdose, invanz ® should be discontinued and general supportive treatment given until renal elimination takes place. invanz ® can be removed by hemodi alysis; however, no information is available on the use of hemodialysis to treat overdosage. for management of a suspected drug overdose, contact your regional poison control centre. 6 dosage forms, strengths, composition and pack aging table 3: dosage forms, stren gths, composition and packaging invanz ® (ertapenem sodium) is supplied as a sterile lyophilized powder in single dose glass vials containing 1 g of ertapenem as free acid for intravenous infusion or for intramuscular injection. each vial of invanz ® contains the following inactive ingredients: sodium bicarbonate and sodium hydroxide to adjust ph to 7.5. the sodium content is approximately 137 mg (approximately 6.0 meq). 7 warnings and precaut ions please see 3 serious warnings and precautions box. general as with other antibiotics, prolonged use of invanz ® may result in overgrowth of non -susceptible organisms. repeated evaluation of the patient’s condition is essential. if superinfection occurs during therapy, appropriate measures should be taken. caution should be taken when administering invanz ® intramuscularly to avoid inadvertent injection into a blood vessel (see 4 dosage and administration , 4.4 administration ). lidocaine hcl is the diluent for intramuscular administration of invanz ®. refer to the product monograph for lidocaine hcl for additional precautions. gastrointestinal clostridium difficile -associated disease clostridium difficile -associated disease (cdad) has been reported with use of many antibacterial agents, including ertapenem. cdad may range in severity from mild diarrhea to fatal colitis. it is important to consider this diagnosis in patients who present with diarrhea, or symptoms of colitis, pseudomembranous colitis, toxic megacolon, or perforation of colon subsequent to the administration of any antibacterial agent. cdad has been reported to occur over 2 months after the administration of antiba cterial agents. route of administration dosage form / strength/composition non -medicinal ingredients intravenous intramuscular 1 g ertapenem/vial (as ertapenem sodium) sodium bicarbonate and sodium hydroxide this is a complete listing of nonmedicinal ingredients. invanz® (ertapenem sodium) page 13 of 81 treatment with antibacterial agents may alter the normal flora of the colon and may permit overgrowth of clostridium difficile . clostridium difficile produces toxins a and b, which contribute to the development of cdad. cdad may cause sign ificant morbidity and mortality. cdad can be refractory to antimicrobial therapy. if the diagnosis of cdad is suspected or confirmed, appropriate therapeutic measures should be initiated. mild cases of cdad usually respond to discontinuation of antibacter ial agents not directed against clostridium difficile . in moderate to severe cases, consideration should be given to management with fluids and electrolytes, protein supplementation, and treatment with an antibacterial agent clinically effective against clostridium difficile . surgical evaluation should be instituted as clinically indicated , as surgical intervention may be required in certain severe cases (see 8 adverse reactions ). hepatic/biliary/pancreatic the pharmac okinetics of ertapenem in patients with hepatic insufficiency have not been established. of the total number of patients in clinical studies, 37 patients receiving ertapenem 1 g daily and 36 patients receiving comparator drugs were considered to have child -pugh class a, b or c liver impairment. the incidence of adverse experiences in patients with hepatic impairment was similar between the ertapenem group and the comparator groups. immune hypersensitivity serious and occasionally fatal hype rsensitivity (anaphylactic) and other serious skin reactions have been reported in patients receiving beta -lactam antibiotics, including invanz ®. hypersensitivity (anaphylactic) reactions are more likely to occur in individuals with a history of sensitivity to multiple allergens. there have been reports of individuals with a history of penicillin hypersensitivity who have experienced severe hypersensitivity reactions when treated with another beta -lactam. cross -reactivities between beta - lactam antibiotics have been clea rly documented. before initiating therapy with invanz ® (ertapenem sodium), careful inquiry should be made concerning previous hypersensitivity reactions to penicillins, cephalosporins, other beta -lactams and other allergens. if an allergic reaction to inva nz® occurs, discontinue the drug immediately. serious anaphylactic reactions require immediate emergency treatment with epinephrine, oxygen, intravenous steroids, and airway management, including intubation. other therapy may also be administered as indica ted (see 2",,,<intra-abdominal infections>; <skin diseases>; <community-acquired infections>; <urinary tract infections>; <pelvic inflammatory disease>; <pneumonia>; <diabetic foot>,merck canada inc,merck,02247437,ertapenem (ertapenem sodium),,,powder,,,HealthCanada,71683.0
intramuscular; intravenous,,,authorised,fda,approved,2001-11-21,2001,,,,small molecule,invanz,,,,,msd sub merck,merck,nda021337,ertapenem sodium,no,no,injection,,yes,FDA,
oral,,,authorised,fda,approved,2017-12-19,2017,,,,small molecule,steglatro,,,,,msd sub merck,merck,nda209803,ertugliflozin,no,no,tablet,,yes,FDA,
topical,,,authorised,fda,approved,1996-07-03,1996,diseases of the skin,<acne vulgaris>,,small molecule,erythromycin,indications and usage ery 2% pads are indicated for the topical treatment of acne vulgaris.,,,,padagis us,padagis,anda064126,erythromycin,yes,no,swab,,no,FDA,
ophthalmic,,,approved,healthcanada,marketed,1997-09-11,1997,,,,small molecule,erythromycin,,,,,pharma stulln inc.,stulln,02141574,erythromycin,,,ointment,,,HealthCanada,31467.0
oral,,,discontinued,fda,approved,2019-10-23,2019,,,,small molecule,erythromycin ethylsuccinate,,,,,endo operations,endo,anda211991,erythromycin ethylsuccinate,yes,no,granule,,no,FDA,
injection,,,discontinued,fda,approved,2020-09-17,2020,,,,small molecule,erythromycin lactobionate,,,,,exela pharma,exela,anda211086,erythromycin lactobionate,yes,no,injection,,no,FDA,
topical,,,approved,healthcanada,marketed,1996-11-05,1996,diseases of the skin; infectious and parasitic diseases,,,small molecule,benzamycin,"indications and clinical use benzamycin (erythromycin and benzoyl peroxide topical gel, usp) is indicated for the topical treatment of moderate acne vulgaris characterized by comedones, inflammatory papules/pustules, with or without an occasional cyst or nodule (grade ii to iii*). benzamycin is not indicated for the treatment of cystic acne (grade iv*). benz amycin contains an antibacterial ingredient, erythromycin. to reduce the risk of development of drug - resistant bacteria and maintain the effectiveness of erythromycin , benzamycin should only be used for the authorized indication and clinical use.",,,<acne vulgaris>,"bausch health, canada inc.",bausch,02225271,erythromycin; benzoyl peroxide,,,gel,,,HealthCanada,43428.0
oral,,,approved,healthcanada,approved,2016-05-03,2016,mental and behavioural disorders,,,small molecule,act escitalopram odt,"indications and clinical use adults  act escitalopram odt is indicated for the s ymptomatic relief of major depressive disorder (mdd).  the efficacy of e scitalopram oxalate in maint aining an antidepressant response, in patients with major depressive disorder who responded during an 8 - week, acute - treatment phase while taking e scitalopram oxalate and were then observed for relapse during a period of up to 36 weeks, was demonstrated in a placebo - controlled trial (see clinical trials ).  physicians who elect to use act escitalopram odt for extended periods should periodically re - evaluate the usefulness of the drug for individual patients . geriatrics ( ≥ 65 years of age) : elderly patients should be administered lower doses and a lower maximum dose ( see dosage and administration, geriatrics and warnings and precautions, s pecial p opulations , geriatrics ). act escitalopram odt page 4 of 53 pediatrics (< 18 years of age) : act escitalopram odt is not indicated for use in patien ts below the age of 18 (see warnings and precautions, g eneral , p otential a ssociation with b ehavioural and e motional c hanges , i ncluding s elf - h arm ).
---
indications ; warnings and precautions , serotonin syndrome/neuroleptic malignant syndrome ) . in patients receiving ssris in combination with a monoamine oxidase inhibitor (maoi), there have been reports of serious, sometimes fa tal, reactions including hyperthermia, rigidity, myoclonus, autonomic instability with possible rapid fluctuations of vital signs, and mental status changes, including extreme agitation progressing to delirium and coma. these reactions have also been repor ted in patients who have recently discontinued ssri treatment and have been started on a maoi. some cases presented with features resembling serotonin syndrome or neuroleptic malignant syndrome. act escitalopram odt should not be used in combination with a maoi, (including linezolid, an antibiotic which is a reversible non - selective mao inhibitor, and methylene blue, which is a maoi) or within 14 days of discontinuing treatment with a maoi. similarly, at least 14 days should elapse after discontinuing act e scitalopram odt treatment before starting a maoi (see",,,<major depressive disorder>,teva canada limited,teva,02454297,escitalopram,,,tablet,,,HealthCanada,94081.0
oral,,,approved,healthcanada,approved,2004-12-24,2004,mental and behavioural disorders,,,small molecule,cipralex  -10mg,"indications cipralex (e scitalopram oxalate ) is indicated in adults for: • the symptomatic relief of major depressive disorder (mdd). the efficacy of cipralex in maintaining an antidepressant response, in patients with major depressive disorder who responded during an 8 -week, acute -treatment phase while taking cipralex and were then observed for relapse during a period of up to 36 weeks, was demonstrated in a placebo -controlled trial (see 14.1 clinical trial by indication, major depressive disorder (mdd) ). • the symptomatic relief of anxiety causing clinically significant distress in patients with generalized anxiety disorder (gad). the efficacy of cipralex in maintaining anxiolytic response for at least 6 months in patients with gad was demonstrated in a long -term placebo -controlled trial (in patients who had initially responded to cipralex during a 12 -week open -label phase. • the symptomatic relief of obsessive -compulsive disorder (ocd). the obsessions and compulsions must be experienced as intrusive, markedly distressing, time consuming or interfering significantly with the person’s social or occupational functioning. the efficacy of cipralex in maintaining an anti -obsessive response for up to 6 months in patients with ocd was demonstrated in a long -term placebo -controlled trial in patients wh o initially responded to 16 weeks of cipralex open -label treatment (see 14.1 clinical trial by indication, obsessive compulsive disorder (ocd) ). physicians who elect to use ci pralex for extended periods should periodically re -evaluate the usefulness of the drug for individual patients. 1.1 pediatrics pediatrics (<18 years of age): cipralex is not indicated for use in patients below the age of 18 (see 7 warnings and precautions, psychiatric, potential association with behavioural and emotional changes, including self -harm ). 1.2 geriatrics geriatrics (≥65 years of age): evidence from clinical studies and experience suggests that use in the geriatric population is associated with differences in safety and effectiveness (see 4.2 recommended dose and dosage adjustment, geriatrics and 7.1.4 geriatrics ). 2",,,<major depressive disorder>; <generalized anxiety disorder>; <obsessive-compulsive disorder>,lundbeck canada inc,lundbeck,02263238,escitalopram (escitalopram oxalate),,,tablet,,,HealthCanada,74862.0
oral,,,authorised,fda,approved,2002-08-14,2002,,,,small molecule,lexapro,,,,,abbvie,abbvie,nda021323,escitalopram oxalate,no,no,tablet,,yes,FDA,
rectal,,,approved,healthcanada,marketed,1997-02-03,1997,,,,small molecule,teva-proctosone,,,,,teva canada limited,teva,02226383,esculin; hydrocortisone (hydrocortisone acetate); framycetin sulfate; dibucaine hydrochloride,,,ointment,,,HealthCanada,37454.0
