MA_Number,Indications_and_usage,Origin,Drug_name,Non_proprietary_name,Marketing_authorisation_holder,Pharmaceutical_form,Administration_route,Decision,Decision_date,Decision_year,Current_status,Non-clinical_abridged,Referral,Orphan_drug_status
NDA022038,1 INDICATIONS AND USAGE Estradiol gel is an estrogen indicated for the treatment of moderate to severe vasomotor symptoms due to menopause ( 1.1 ). 1.1 Treatment of Moderate to Severe Vasomotor Symptoms due to Menopause,FDA,DIVIGEL,ESTRADIOL,VERTICAL PHARMS,GEL,TRANSDERMAL,Approved,04.06.2007,2007,authorised,no,Yes,No
NDA022041,1 INDICATIONS AND USAGE CYANOKIT is indicated for the treatment of known or suspected cyanide poisoning. CYANOKIT is indicated for the treatment of known or suspected cyanide poisoning. ( 1 ),FDA,CYANOKIT,HYDROXOCOBALAMIN,BTG INTL,INJECTABLE,INJECTION,Approved,15.12.2006,2006,authorised,no,No; Yes,No
NDA022042,,FDA,EVISTA,RALOXIFENE HYDROCHLORIDE,LILLY,TABLET,ORAL,Approved,13.09.2007,2007,authorised,no,No,No
NDA022043,,FDA,INVEGA,PALIPERIDONE,JANSSEN LP,"TABLET, EXTENDED RELEASE",ORAL,Approved,27.04.2007,2007,authorised,no,No,No
NDA022044,,FDA,JANUMET,METFORMIN HYDROCHLORIDE,MSD SUB MERCK,TABLET,ORAL,Approved,30.03.2007,2007,authorised,no,Yes,No
NDA022045,,FDA,YAZ,DROSPIRENONE,BAYER HLTHCARE,TABLET,ORAL,Approved,26.01.2007,2007,authorised,no,No,No
NDA022046,,FDA,BUPIVACAINE HYDROCHLORIDE; BUPIVACAINE HYDROCHLORIDE AND EPINEPHRINE,BUPIVACAINE HYDROCHLORIDE,HOSPIRA,INJECTABLE,INJECTION,Approved,13.07.1983,1983,authorised,no,Yes,No
NDA022047,,FDA,SEROQUEL XR,QUETIAPINE FUMARATE,CHEPLAPHARM,"TABLET, EXTENDED RELEASE",ORAL,Approved,17.05.2007,2007,authorised,no,Yes,No
NDA022048,,FDA,TRIESENCE,TRIAMCINOLONE ACETONIDE,HARROW EYE,INJECTABLE,INTRAVITREAL,Approved,29.11.2007,2007,authorised,no,Yes,No
NDA022051,,FDA,FLONASE SENSIMIST ALLERGY RELIEF,FLUTICASONE FUROATE,HALEON US HOLDINGS,"SPRAY, METERED",NASAL,Approved,27.04.2007,2007,authorised,no,Yes,No
NDA022052,,FDA,ZYFLO CR,ZILEUTON,CHIESI,"TABLET, EXTENDED RELEASE",ORAL,Approved,30.05.2007,2007,Discontinued,no,Yes,No
NDA022055,,FDA,ALTABAX,RETAPAMULIN,ALMIRALL,OINTMENT,TOPICAL,Approved,12.04.2007,2007,Discontinued,no,Yes,No
NDA022056,,FDA,PRILOSEC,OMEPRAZOLE MAGNESIUM,COVIS,"FOR SUSPENSION, DELAYED RELEASE",ORAL,Approved,20.03.2008,2008,authorised,no,Yes,No
NDA022057,1 INDICATIONS AND USAGE ENDOMETRIN ® (progesterone) is indicated to support embryo implantation and early pregnancy by supplementation of corpus luteal function as part of an Assisted Reproductive Technology (ART) treatment program for infertile women. ENDOMETRIN ® is a progesterone indicated to support embryo implantation and early pregnancy by supplementation of corpus luteal function as part of an Assisted Reproductive Technology (ART) treatment program for infertile women. ( 1 ),FDA,ENDOMETRIN,PROGESTERONE,FERRING,INSERT,VAGINAL,Approved,21.06.2007,2007,authorised,no,Yes,No
NDA022058,"1 INDICATIONS AND USAGE SUPPRELIN LA (histrelin acetate) subcutaneous implant is indicated for the treatment of children with central precocious puberty (CPP). Children with CPP (neurogenic or idiopathic) have an early onset of secondary sexual characteristics (earlier than 8 years of age in females and 9 years of age in males). They also show a significantly advanced bone age that can result in diminished adult height attainment. Prior to initiation of treatment a clinical diagnosis of CPP should be confirmed by measurement of blood concentrations of total sex steroids, luteinizing hormone (LH) and follicle stimulating hormone (FSH) following stimulation with a GnRH analog, and assessment of bone age versus chronological age. Baseline evaluations should include height and weight measurements, diagnostic imaging of the brain (to rule out intracranial tumor), pelvic/testicular/adrenal ultrasound (to rule out steroid secreting tumors), human chorionic gonadotropin levels (to rule out a chorionic gonadotropin secreting tumor), and adrenal steroids to exclude congenital adrenal hyperplasia. SUPPRELIN LA is a gonadotropin releasing hormone (GnRH) agonist indicated for the treatment of children with central precocious puberty (CPP) ( 1 ).",FDA,SUPPRELIN LA,HISTRELIN ACETATE,ENDO OPERATIONS,IMPLANT,SUBCUTANEOUS,Approved,03.05.2007,2007,authorised,no,Yes,Yes
NDA022059,"1 INDICATIONS AND USAGE TYKERB ® is indicated in combination with: capecitabine for the treatment of patients with advanced or metastatic breast cancer whose tumors overexpress human epidermal growth factor receptor 2 (HER2) and who have received prior therapy, including an anthracycline, a taxane, and trastuzumab. Limitations of Use : Patients should have disease progression on trastuzumab prior to initiation of treatment with TYKERB in combination with capecitabine. letrozole for the treatment of postmenopausal women with hormone receptor-positive metastatic breast cancer that overexpresses the HER2 receptor for whom hormonal therapy is indicated. TYKERB in combination with an aromatase inhibitor has not been compared to a trastuzumab-containing chemotherapy regimen for the treatment of metastatic breast cancer. TYKERB is a kinase inhibitor indicated in combination with: ( 1 ) capecitabine for the treatment of patients with advanced or metastatic breast cancer whose tumors overexpress human epidermal growth factor receptor 2 (HER2) and who have received prior therapy, including an anthracycline, a taxane, and trastuzumab. Limitations of Use : Patients should have disease progression on trastuzumab prior to initiation of treatment with TYKERB in combination with capecitabine. letrozole for the treatment of postmenopausal women with hormone receptor-positive metastatic breast cancer that overexpresses the HER2 receptor for whom hormonal therapy is indicated. TYKERB in combination with an aromatase inhibitor has not been compared to a trastuzumab-containing chemotherapy regimen for the treatment of metastatic breast cancer.",FDA,TYKERB,LAPATINIB DITOSYLATE,NOVARTIS,TABLET,ORAL,Approved,13.03.2007,2007,authorised,no,Yes,No
NDA022061,,FDA,LAMIVUDINE; NEVIRAPINE; ZIDOVUDINE,LAMIVUDINE,MATRIX LABS,TABLET,ORAL,Tentative Approval,21.10.2008,2008,None (Tentative Approval),no,No,No
NDA022063,"1 INDICATIONS AND USAGE MYDAYIS is indicated for the treatment of Attention Deficit Hyperactivity Disorder (ADHD) in patients 13 years and older [see Clinical Studies (14) ] . MYDAYIS is a central nervous system (CNS) stimulant indicated for the treatment of Attention Deficit Hyperactivity Disorder (ADHD) in patients 13 years and older. ( 1 ) Limitations of Use : Pediatric patients 12 years and younger experienced higher plasma exposure than patients 13 years and older at the same dose and experienced higher rates of adverse reactions, mainly insomnia and decreased appetite. ( 8.4 ) Limitations of Use : Pediatric patients 12 years and younger experienced higher plasma exposure than patients 13 years and older at the same dose, and experienced higher rates of adverse reactions, mainly insomnia and decreased appetite [see Use in Specific Populations (8.4) ] .",FDA,MYDAYIS,AMPHETAMINE ASPARTATE,TAKEDA PHARMS USA,"CAPSULE, EXTENDED RELEASE",ORAL,Approved,20.06.2017,2017,authorised,no,Yes,No
NDA022064,,FDA,XYZAL,LEVOCETIRIZINE DIHYDROCHLORIDE,CHATTEM SANOFI,TABLET,ORAL,Approved,25.05.2007,2007,Discontinued,no,Yes,No
NDA022065,,FDA,IXEMPRA KIT,IXABEPILONE,R-PHARM US LLC,INJECTABLE,INTRAVENOUS,Approved,16.10.2007,2007,authorised,no,Yes,No
NDA022066,,FDA,OMNISCAN,GADODIAMIDE,GE HEALTHCARE,INJECTABLE,INJECTION,Approved,05.09.2007,2007,Discontinued,no,Yes,No
NDA022067,,FDA,FLO-PRED,PREDNISOLONE ACETATE,TARO,SUSPENSION,ORAL,Approved,17.01.2008,2008,Discontinued,no,No,No
NDA022068,,FDA,TASIGNA,NILOTINIB HYDROCHLORIDE,NOVARTIS,CAPSULE,ORAL,Approved,29.10.2007,2007,authorised,no,Yes,No
NDA022070,1 INDICATIONS AND USAGE Tretinoin Gel is indicated for topical treatment of acne vulgaris. Tretinoin Gel is a retinoid indicated for topical treatment of acne vulgaris. ( 1 ),FDA,ATRALIN,TRETINOIN,DOW PHARM,GEL,TOPICAL,Approved,26.07.2007,2007,authorised,no,Yes,No
NDA022071,,FDA,LAMISIL,TERBINAFINE HYDROCHLORIDE,NOVARTIS,GRANULE,ORAL,Approved,28.09.2007,2007,Discontinued,no,Yes,No
NDA022072,,FDA,SPRYCEL,DASATINIB,BRISTOL MYERS SQUIBB,TABLET,ORAL,Approved,28.06.2006,2006,authorised,no,No,No
NDA022074,,FDA,SOMATULINE DEPOT,LANREOTIDE ACETATE,IPSEN PHARMA,SOLUTION,SUBCUTANEOUS,Approved,30.08.2007,2007,authorised,no,Yes,No
NDA022075,"1 INDICATIONS AND USAGE NOURIANZ is indicated as adjunctive treatment to levodopa/carbidopa in adult patients with Parkinson's disease (PD) experiencing ""off"" episodes. NOURIANZ is an adenosine receptor antagonist indicated as adjunctive treatment to levodopa/carbidopa in adult patients with Parkinson's disease (PD) experiencing ""off"" episodes ( 1 ).",FDA,NOURIANZ,ISTRADEFYLLINE,KYOWA KIRIN,TABLET,ORAL,Approved,27.08.2019,2019,authorised,no,Yes,No
NDA022076,,FDA,LOCOID,HYDROCORTISONE BUTYRATE,BAUSCH,LOTION,TOPICAL,Approved,18.05.2007,2007,Discontinued,no,Yes,No
NDA022080,,FDA,RECLAST,ZOLEDRONIC ACID,SANDOZ,INJECTABLE,INJECTION,Approved,17.08.2007,2007,authorised,no,No,No
NDA022081,,FDA,LETAIRIS,AMBRISENTAN,GILEAD,TABLET,ORAL,Approved,15.06.2007,2007,authorised,no,Yes,No
NDA022083,"1 INDICATIONS AND USAGE EXELON PATCH is an acetylcholinesterase inhibitor indicated for treatment of: • Mild, moderate, and severe dementia of the Alzheimer’s type (AD). ( 1.1 ) • Mild-to-moderate dementia associated with Parkinson’s disease (PD). ( 1.2 ) 1.1 Alzheimer’s Disease EXELON PATCH is indicated for the treatment of dementia of the Alzheimer’s type (AD). Efficacy has been demonstrated in patients with mild, moderate, and severe Alzheimer’s disease. 1.2 Parkinson’s Disease Dementia EXELON PATCH is indicated for the treatment of mild-to-moderate dementia associated with Parkinson’s disease (PDD).",FDA,EXELON,RIVASTIGMINE,SANDOZ,"FILM, EXTENDED RELEASE",TRANSDERMAL,Approved,06.07.2007,2007,authorised,no,Yes,No
NDA022085,,FDA,LAMIVUDINE; STAVUDINE,LAMIVUDINE,MATRIX LABS,TABLET,ORAL,Tentative Approval,02.11.2007,2007,None (Tentative Approval),no,No,No
NDA022087,,FDA,VECTICAL,CALCITRIOL,GALDERMA LABS LP,OINTMENT,TOPICAL,Approved,23.01.2009,2009,authorised,no,Yes,No
NDA022088,,FDA,TORISEL,TEMSIROLIMUS,PF PRISM CV,SOLUTION,INTRAVENOUS,Approved,30.05.2007,2007,authorised,no,Yes,No
NDA022090,1 INDICATIONS AND USAGE EOVIST is indicated for intravenous use in magnetic resonance imaging (MRI) of the liver to detect and characterize lesions in patients with known or suspected focal liver disease. EOVIST is a gadolinium-based contrast agent indicated for use in magnetic resonance imaging (MRI) of the liver to detect and characterize lesions in patients with known or suspected focal liver disease ( 1 ),FDA,EOVIST,GADOXETATE DISODIUM,BAYER HLTHCARE,SOLUTION,INTRAVENOUS,Approved,03.07.2008,2008,authorised,no,Yes,No
NDA022096,,FDA,LAMIVUDINE; ZIDOVUDINE; EFAVIRENZ,LAMIVUDINE,STRIDES ACROLAB,TABLET,ORAL,Tentative Approval,01.06.2007,2007,None (Tentative Approval),no,No,No
NDA022097,,FDA,STAVUDINE; LAMIVUDINE; EFAVIRENZ,STAVUDINE,STRIDES ACROLAB,TABLET,ORAL,Tentative Approval,01.06.2007,2007,None (Tentative Approval),no,No,No
NDA022100,,FDA,AZOR,AMLODIPINE BESYLATE,COSETTE,TABLET,ORAL,Approved,26.09.2007,2007,authorised,no,Yes,No
NDA022101,,FDA,NEXIUM,ESOMEPRAZOLE MAGNESIUM,ASTRAZENECA,"FOR SUSPENSION, DELAYED RELEASE",ORAL,Approved,27.02.2008,2008,authorised,no,Yes,No
NDA022102,,FDA,CALOMIST,CYANOCOBALAMIN,ENDO OPERATIONS,"SPRAY, METERED",NASAL,Approved,27.07.2007,2007,Discontinued,no,No,No
NDA022103,,FDA,SANCTURA XR,TROSPIUM CHLORIDE,ALLERGAN,"CAPSULE, EXTENDED RELEASE",ORAL,Approved,03.08.2007,2007,Discontinued,no,Yes,No
NDA022104,,FDA,VENLAFAXINE HYDROCHLORIDE,VENLAFAXINE HYDROCHLORIDE,OSMOTICA PHARM US,"TABLET, EXTENDED RELEASE",ORAL,Approved,20.05.2008,2008,authorised,no,Yes,No
NDA022106,,FDA,DORIBAX,DORIPENEM,SHIONOGI INC,INJECTABLE,INTRAVENOUS,Approved,12.10.2007,2007,Discontinued,no,Yes,No
NDA022107,,FDA,TEKTURNA HCT,ALISKIREN HEMIFUMARATE,NODEN PHARMA,TABLET,ORAL,Approved,18.01.2008,2008,Discontinued,no,Yes,No
NDA022108,,FDA,APLENZIN,BUPROPION HYDROBROMIDE,BAUSCH,"TABLET, EXTENDED RELEASE",ORAL,Approved,23.04.2008,2008,authorised,no,Yes,No
NDA022110,"1 INDICATIONS AND USAGE VIBATIV is a lipoglycopeptide antibacterial drug indicated for the treatment of the following infections in adult patients caused by designated susceptible bacteria: Complicated skin and skin structure infections (cSSSI) ( 1.1 ) Hospital-acquired and ventilator-associated bacterial pneumonia (HABP/VABP) caused by susceptible isolates of Staphylococcus aureus . VIBATIV should be reserved for use when alternative treatments are not suitable. ( 1.2 ) To reduce the development of drug-resistant bacteria and maintain the effectiveness of VIBATIV and other antibacterial drugs VIBATIV should only be used to treat or prevent infections that are proven or strongly suspected to be caused by bacteria. 1.1 Complicated Skin and Skin Structure Infections VIBATIV is indicated for the treatment of adult patients with complicated skin and skin structure infections (cSSSI) caused by susceptible isolates of the following Gram-positive microorganisms: Staphylococcus aureus (including methicillin-susceptible and -resistant isolates), Streptococcus pyogenes , Streptococcus agalactiae , Streptococcus anginosus group (includes S. anginosus, S. intermedius, and S. constellatus) , or Enterococcus faecalis (vancomycinsusceptible isolates only). 1.2 HABP/VABP VIBATIV is indicated for the treatment of adult patients with hospital-acquired and ventilator-associated bacterial pneumonia (HABP/VABP), caused by susceptible isolates of Staphylococcus aureus (both methicillin-susceptible and -resistant isolates). VIBATIV should be reserved for use when alternative treatments are not suitable. 1.3 Usage Combination therapy may be clinically indicated if the documented or presumed pathogens include Gram-negative organisms. Appropriate specimens for bacteriological examination should be obtained in order to isolate and identify the causative pathogens and to determine their susceptibility to telavancin. VIBATIV may be initiated as empiric therapy before results of these tests are known. To reduce the development of drug-resistant bacteria and maintain the effectiveness of VIBATIV and other antibacterial drugs, VIBATIV should be used only to treat infections that are proven or strongly suspected to be caused by susceptible bacteria. When culture and susceptibility information are available, they should be considered in selecting or modifying antibacterial therapy. In the absence of such data, local epidemiology and susceptibility patterns may contribute to the empiric selection of therapy.",FDA,VIBATIV,TELAVANCIN HYDROCHLORIDE,CUMBERLAND,POWDER,INTRAVENOUS,Approved,11.09.2009,2009,authorised,no,Yes,No
NDA022113,,FDA,ADVIL ALLERGY AND CONGESTION RELIEF; ADVIL MULTI-SYMPTOM COLD & FLU,CHLORPHENIRAMINE MALEATE,HALEON US HOLDINGS,TABLET,ORAL,Approved,21.12.2011,2011,authorised,no,Yes,No
NDA022114,,FDA,ZINGO,LIDOCAINE HYDROCHLORIDE,POWDER PHARMS,SYSTEM,INTRADERMAL,Approved,16.08.2007,2007,authorised,no,No,No
NDA022115,,FDA,LAMICTAL XR,LAMOTRIGINE,GLAXOSMITHKLINE LLC,"TABLET, EXTENDED RELEASE",ORAL,Approved,29.05.2009,2009,authorised,no,Yes,No
NDA022116,,FDA,LEXIVA,FOSAMPRENAVIR CALCIUM,VIIV HLTHCARE,SUSPENSION,ORAL,Approved,14.06.2007,2007,Discontinued,no,Yes,No
NDA022117,"1 INDICATIONS AND USAGE Asenapine sublingual Tablets are indicated for: • Schizophrenia in adults [see Clinical Studies ( 14.1 )] • Bipolar I disorder [see Clinical Studies ( 14.2 )] • Acute monotherapy of manic or mixed episodes, in adults and pediatric patients 10 to 17 years of age • Adjunctive treatment to lithium or valproate in adults • Maintenance monotherapy treatment in adults Asenapine is an atypical antipsychotic indicated for ( 1 ): Schizophrenia in adults Bipolar I disorder ○ Acute monotherapy treatment of manic or mixed episodes, in adults and pediatric patients 10 to 17 years of age ○ Adjunctive treatment to lithium or valproate in adults ○ Maintenance monotherapy treatment in adults",FDA,SAPHRIS,ASENAPINE MALEATE,ALLERGAN,TABLET,SUBLINGUAL,Approved,13.08.2009,2009,authorised,no,Yes,No
NDA022118,"1 INDICATIONS AND USAGE Fenofibrate tablets are a peroxisome proliferator receptor alpha (PPARα) activator indicated as an adjunct to diet: to reduce elevated LDL-C, Total-C, TG, and Apo B, and to increase HDL-C in adult patients with primary hypercholesterolemia or mixed dyslipidemia. ( 1.1 ) to treat adult patients with severe hypertriglyceridemia. ( 1.2 ) Important Limitation of Use: Fenofibrate was not shown to reduce coronary heart disease morbidity and mortality in patients with type 2 diabetes mellitus. ( 5.1 ) 1.1 Primary Hypercholesterolemia and Mixed Dyslipidemia Fenofibrate tablets are indicated as adjunctive therapy to diet to reduce elevated low-density lipoprotein cholesterol (LDL-C), total cholesterol (Total-C), triglycerides (TG), and apolipoprotein B (Apo B), and to increase high-density lipoprotein (HDL-C) in adult patients with primary hypercholesterolemia or mixed dyslipidemia. 1.2 Severe Hypertriglyceridemia Fenofibrate tablets are also indicated as adjunctive therapy to diet for treatment of adult patients with severe hypertriglyceridemia. Improving glycemic control in diabetic patients showing fasting chylomicronemia will usually reduce fasting triglycerides and eliminate chylomicronemia thereby obviating the need for pharmacologic intervention. Markedly elevated levels of serum triglycerides (e.g., >2,000 mg/dL) may increase the risk of developing pancreatitis. The effect of fenofibrate therapy on reducing this risk has not been adequately studied. 1.3 Important Limitations of Use Fenofibrate was not shown to reduce coronary heart disease morbidity and mortality in patients with type 2 diabetes mellitus [see Warnings and Precautions (5.1) ] .",FDA,FENOGLIDE,FENOFIBRATE,SALIX,TABLET,ORAL,Approved,10.08.2007,2007,Discontinued,no,Yes,No
NDA022119,1 INDICATIONS AND USAGE Ammonia N 13 Injection is indicated for diagnostic Positron Emission Tomography (PET) imaging of the myocardium under rest or pharmacologic stress conditions to evaluate myocardial perfusion in patients with suspected or existing coronary artery disease. Ammonia N 13 Injection is a radioactive diagnostic agent for Positron Emission Tomography (PET) indicated for diagnostic PET imaging of the myocardium under rest or pharmacologic stress conditions to evaluate myocardial perfusion in patients with suspected or existing coronary artery disease.,FDA,AMMONIA N 13,AMMONIA N-13,FEINSTEIN,INJECTABLE,INTRAVENOUS,Approved,23.08.2007,2007,authorised,no,Yes,No
NDA022122,,FDA,VOLTAREN ARTHRITIS PAIN,DICLOFENAC SODIUM,HALEON US HOLDINGS,GEL,TOPICAL,Approved,17.10.2007,2007,authorised,no,Yes,No
NDA022124,,FDA,OMNARIS,CICLESONIDE,NYCOMED US INC,SPRAY,NASAL,Approved,21.11.2007,2007,authorised,no,No,No
NDA022127,1 INDICATIONS AND USAGE Renvela ® (sevelamer carbonate) is indicated for the control of serum phosphorus in adults and children 6 years of age and older with chronic kidney disease (CKD) on dialysis. Renvela ® is a phosphate binder indicated for the control of serum phosphorus in adults and children 6 years of age and older with chronic kidney disease on dialysis. ( 1 ),FDA,RENVELA,SEVELAMER CARBONATE,SANOFI,TABLET,ORAL,Approved,19.10.2007,2007,authorised,no,Yes,No
NDA022128,,FDA,SELZENTRY,MARAVIROC,VIIV HLTHCARE,TABLET,ORAL,Approved,06.08.2007,2007,authorised,no,Yes,No
NDA022129,,FDA,ULESFIA,BENZYL ALCOHOL,SHIONOGI INC,LOTION,TOPICAL,Approved,09.04.2009,2009,Discontinued,no,Yes,No
NDA022134,"Us e temporarily relieves itchy eyes due to pollen, ragweed, grass, animal hair and dander",FDA,LASTACAFT,ALCAFTADINE,ABBVIE,SOLUTION/DROPS,OPHTHALMIC,Approved,28.07.2010,2010,authorised,no,Yes,No
NDA022137,,FDA,FLUDARABINE PHOSPHATE,FLUDARABINE PHOSPHATE,SANDOZ,INJECTABLE,INJECTION,Approved,21.09.2007,2007,Discontinued,no,Yes,No
NDA022138,,FDA,LOVENOX,ENOXAPARIN SODIUM,SANOFI AVENTIS US,INJECTABLE,INJECTION,Approved,16.05.2007,2007,authorised,no,No,No
NDA022141,"1 INDICATIONS AND USAGE CIMDUO ® (lamivudine and tenofovir disoproxil fumarate) is indicated in combination with other antiretroviral agents for the treatment of human immunodeficiency virus type 1 (HIV-1) infection in adult and pediatric patients weighing at least 35 kg. CIMDUO is a two-drug combination of lamivudine (3TC) and tenofovir disoproxil fumarate (TDF), both nucleo(t)side reverse transcriptase inhibitors and is indicated in combination with other antiretroviral agents for the treatment of human immunodeficiency virus type 1 (HIV-1) infection in adult and pediatric patients weighing at least 35 kg. ( 1 )",FDA,CIMDUO,LAMIVUDINE,MYLAN LABS LTD,TABLET,ORAL,Approved,28.02.2018,2018,authorised,no,Yes,No
NDA022142,,FDA,SYMFI,EFAVIRENZ,MYLAN LABS LTD,TABLET,ORAL,Approved,22.03.2018,2018,authorised,no,Yes,No
NDA022145,,FDA,ISENTRESS; ISENTRESS HD,RALTEGRAVIR POTASSIUM,MSD SUB MERCK,TABLET,ORAL,Approved,12.10.2007,2007,authorised,no,Yes,No
NDA022148,,FDA,CYMBALTA,DULOXETINE HYDROCHLORIDE,LILLY,"CAPSULE, DELAYED REL PELLETS",ORAL,Approved,13.06.2008,2008,authorised,no,No,No
NDA022150,1 INDICATIONS AND USAGE FIRAZYR ® (icatibant) is indicated for the treatment of acute attacks of hereditary angioedema (HAE) in adults 18 years of age and older. FIRAZYR is a bradykinin B2 receptor antagonist indicated for treatment of acute attacks of hereditary angioedema (HAE) in adults 18 years of age and older. ( 1 ),FDA,FIRAZYR,ICATIBANT ACETATE,TAKEDA PHARMS USA,INJECTABLE,SUBCUTANEOUS,Approved,25.08.2011,2011,authorised,no,Yes,No
NDA022152,,FDA,STAVZOR,VALPROIC ACID,BIONPHARMA,"CAPSULE, DELAYED RELEASE",ORAL,Approved,29.07.2008,2008,Discontinued,no,Yes,No
NDA022154,,FDA,TYZEKA,TELBIVUDINE,NOVARTIS,SOLUTION,ORAL,Approved,28.04.2009,2009,Discontinued,no,No,No
NDA022155,,FDA,CHILDREN'S ZYRTEC ALLERGY; CHILDREN'S ZYRTEC HIVES,CETIRIZINE HYDROCHLORIDE,KENVUE BRANDS,SOLUTION,ORAL,Approved,16.11.2007,2007,authorised,no,Yes,No
NDA022156,,FDA,CLEVIPREX,CLEVIDIPINE,CHIESI,EMULSION,INTRAVENOUS,Approved,01.08.2008,2008,authorised,no,Yes,No
NDA022157,,FDA,XYZAL,LEVOCETIRIZINE DIHYDROCHLORIDE,CHATTEM SANOFI,SOLUTION,ORAL,Approved,28.01.2008,2008,Discontinued,no,Yes,No
NDA022159,,FDA,ORAVERSE,PHENTOLAMINE MESYLATE,SEPTODONT HOLDING,INJECTABLE,INJECTION,Approved,09.05.2008,2008,authorised,no,Yes,No
NDA022160,"1 INDICATIONS AND USAGE Oxaliplatin Injection, in combination with infusional fluorouracil and leucovorin, is indicated for: adjuvant treatment of stage III colon cancer in patients who have undergone complete resection of the primary tumor. treatment of advanced colorectal cancer. Oxaliplatin Injection is a platinum-based drug used in combination with infusional fluorouracil and leucovorin, which is indicated for: adjuvant treatment of stage III colon cancer in patients who have undergone complete resection of the primary tumor. ( 1 ) treatment of advanced colorectal cancer. ( 1 )",FDA,OXALIPLATIN,OXALIPLATIN,TEVA PHARMS,INJECTABLE,INTRAVENOUS,Approved,07.08.2009,2009,authorised,no,Yes,No
NDA022161,1 INDICATIONS & USAGE LEXISCAN® (regadenoson) injection is a pharmacologic stress agent indicated for radionuclide myocardial perfusion imaging (MPI) in patients unable to undergo adequate exercise stress.,FDA,LEXISCAN,REGADENOSON,ASTELLAS,SOLUTION,INTRAVENOUS,Approved,10.04.2008,2008,authorised,no,Yes,No
NDA022165,,FDA,CAMBIA,DICLOFENAC POTASSIUM,ASSERTIO,FOR SOLUTION,ORAL,Approved,17.06.2009,2009,authorised,no,Yes,No
NDA022172,,FDA,SEROQUEL XR,QUETIAPINE FUMARATE,CHEPLAPHARM ARZNEIMITTEL GMBH,"TABLET, EXTENDED RELEASE",ORAL,Approved,15.11.2007,2007,authorised,no,No,No
NDA022173,"1 INDICATIONS AND USAGE ZYPREXA RELPREVV is available only through a restricted distribution program [see Warnings and Precautions ( 5.2 )] . ZYPREXA RELPREVV must not be dispensed directly to a patient. For a patient to receive treatment, the prescriber, healthcare facility, patient, and pharmacy must all be enrolled in the ZYPREXA RELPREVV Patient Care Program. To enroll, call 1-877-772-9390. ZYPREXA ® RELPREVV™ is a long-acting atypical antipsychotic for intramuscular injection indicated for the treatment of schizophrenia. ( 1.1 ) Efficacy was established in two clinical trials in patients with schizophrenia: one 8-week trial in adults and one maintenance trial in adults. ( 14.1 ) 1.1 Schizophrenia ZYPREXA RELPREVV is indicated for the treatment of schizophrenia. Efficacy was established in two clinical trials in patients with schizophrenia: one 8-week trial in adults and one maintenance trial in adults [see Clinical Studies ( 14.1 )] .",FDA,ZYPREXA RELPREVV,OLANZAPINE PAMOATE,CHEPLAPHARM,"SUSPENSION, EXTENDED RELEASE",INTRAMUSCULAR,Approved,11.12.2009,2009,authorised,no,Yes,No
NDA022177,,FDA,STAVUDINE; LAMIVUDINE; NEVIRAPINE,STAVUDINE,STRIDES ACROLAB,TABLET,ORAL,Tentative Approval,20.03.2008,2008,None (Tentative Approval),no,No,No
NDA022180,,FDA,FERAHEME,FERUMOXYTOL,COVIS,SOLUTION,INTRAVENOUS,Approved,30.06.2009,2009,authorised,no,Yes,No
NDA022181,1 INDICATIONS AND USAGE KUVAN ® is indicated to reduce blood phenylalanine (Phe) levels in adult and pediatric patients one month of age and older with hyperphenylalaninemia (HPA) due to tetrahydrobiopterin- (BH4-) responsive Phenylketonuria (PKU). KUVAN is to be used in conjunction with a Phe-restricted diet. KUVAN is a phenylalanine hydroxylase activator indicated to reduce blood phenylalanine (Phe) levels in adult and pediatric patients one month of age and older with hyperphenylalaninemia (HPA) due to tetrahydrobiopterin‑ (BH4‑) responsive Phenylketonuria (PKU). KUVAN is to be used in conjunction with a Phe‑restricted diet. ( 1 ),FDA,KUVAN,SAPROPTERIN DIHYDROCHLORIDE,BIOMARIN PHARM,TABLET,ORAL,Approved,13.12.2007,2007,authorised,no,Yes,No
NDA022184,,FDA,LUMIGAN,BIMATOPROST,ABBVIE,SOLUTION/DROPS,OPHTHALMIC,Approved,31.08.2010,2010,authorised,no,Yes,No
NDA022185,"1 INDICATIONS AND USAGE Taclonex ® Topical Suspension is indicated for the topical treatment of plaque psoriasis of the scalp and body in patients 12 years and older. Taclonex Topical Suspension is a combination of calcipotriene, a vitamin D analog, and betamethasone dipropionate, a corticosteroid, indicated for the topical treatment of plaque psoriasis of the scalp and body in patients 12 years and older. ( 1 )",FDA,TACLONEX,BETAMETHASONE DIPROPIONATE,LEO PHARMA AS,SUSPENSION,TOPICAL,Approved,09.05.2008,2008,authorised,no,Yes,No
