Document_name,Marketing_authorisation_number,Procedure_number,Drug_name,Non_proprietary_name,Marketing_authorisation_holder,Drug_class,Pharmaceutical_form,Administration_route,Decision,Current_status,Decision_date,Decision_year,Orphan_drug_status,Indication_extended,Indication_requested,Indication_approved,Disease_class(es),Application_date,Application_year,Nonclinical_abridged,Referral_body
000272776.pdf,Not reported,Not reported,Sargmalin,Sargramostim,"Nobelpharma Co., Ltd.",Biologics,Lyophilized powder,Inhalation,approved,authorised,04.03.2024,2024,yes,no,Autoimmune pulmonary alveolar proteinosis,Autoimmune pulmonary alveolar proteinosis,Diseases of the respiratory system,30.06.2023,2023,no,NA
000233074.pdf,Not reported,Not reported,Smyraf,Peficitinib,Astellas Pharma Inc.,Small molecule,tablet,oral,approved,authorised,22.02.2019,2019,no,no,Treatment of rheumatoid arthritis (including prevention of structural joint damage) in patients who have an inadequate response to conventional therapies.,Treatment of rheumatoid arthritis (including prevention of structural joint damage) in patients who have an inadequate response to conventional therapies.,Diseases of the musculoskeletal system and connective tissue,31.05.2018,2018,no,NA
000236124.pdf,Not reported,Not reported,Fasenra,Benralizumab,AstraZeneca K.K.,Biologics,injection,subcutaneous,approved,authorised,24.11.2017,2017,no,no,Bronchial asthma (only for patients with intractable bronchial asthma uncontrolled on conventional therapy),Bronchial asthma (only for patients with intractable bronchial asthma uncontrolled on conventional therapy),Diseases of the respiratory system,22.02.2017,2017,no,NA
000275223.pdf,Not reported,Not reported,Jaypirca,Pirtobrutinib,Eli Lilly Japan K.K.,Small molecule,tablet,oral,approved,authorised,09.05.2024,2024,Not reported,no,Relapsed or refractory mantle cell lymphoma in patients who are resistant or intolerant to other BTK inhibitors,Relapsed or refractory mantle cell lymphoma in patients who are resistant or intolerant to other BTK inhibitors,Neoplasms; Diseases of the blood and blood-forming organs,30.06.2023,2023,no,NA
000227565.pdf,Not reported,Not reported,Sovriad,Simeprevir Sodium,Janssen Pharmaceutical K.K.,Small molecule,capsule,oral,approved,authorised,13.09.2013,2013,no,no,Improvement of viraemia in patients with serogroup 1 (genotype I [1a] or II [1b]) chronic hepatitis C virus infection,Improvement of viraemia in patients with serogroup 1 (genotype I [1a] or II [1b]) chronic hepatitis C virus infection,Infectious and parasitic diseases,22.02.2013,2013,no,NA
000216948.pdf,Not reported,Not reported,Botox,Botulinum Toxin Type A,GlaxoSmithKline K.K.,Biologics,Powder for reconstitution prior to injection,intramuscular,approved,authorised,05.06.2015,2015,no,yes,"Blepharospasm, hemifacial spasm, cervical dystonia, upper limb spasticity, lower limb spasticity, talipes equinus associated with lower limb spasticity in patients ≥2 years of age with infantile cerebral palsy, severe primary axillary hyperhidrosis, and strabismus","Blepharospasm, hemifacial spasm, cervical dystonia, upper limb spasticity, lower limb spasticity, talipes equinus associated with lower limb spasticity in patients ≥2 years of age with infantile cerebral palsy, severe primary axillary hyperhidrosis, and strabismus",Diseases of the nervous system; Diseases of the eye and adnexa; Diseases of the musculoskeletal system and connective tissue,25.07.2014,2014,yes,Not reported
000235773.pdf,Not reported,Not reported,Poteligeo,Mogamulizumab,"Kyowa Hakko Kirin Co., Ltd.",Biologics,solution for injection,intravenous,approved,authorised,24.05.2018,2018,yes,yes,Relapsed or refractory CCR4-positive cutaneous T-cell lymphoma,Relapsed or refractory cutaneous T-cell lymphoma,Neoplasms; Diseases of the skin,30.11.2017,2017,no,NA
000237164.pdf,Not reported,Not reported,Tafinlar,Dabrafenib Mesilate,Novartis Pharma K.K.,Small molecule,Capsules,oral,approved,authorised,02.03.2018,2018,yes,yes,Unresectable advanced or recurrent non-small cell lung cancer with BRAF mutations,Unresectable advanced or recurrent non-small cell lung cancer with BRAF mutations,Neoplasms; Diseases of the respiratory system,05.12.2016,2016,no,NA
000243154.pdf,Not reported,Not reported,Adcetris,Brentuximab Vedotin,Takeda Pharmaceutical Company Limited,Biologics,Injection: Powder for reconstitution before use,intravenous,approved,authorised,05.11.2019,2019,yes,yes,"The following CD30-positive diseases: Hodgkin’s lymphoma, Peripheral T-cell lymphoma, Relapsed or refractory anaplastic large-cell lymphoma","The following CD30-positive diseases: Hodgkin’s lymphoma, Peripheral T-cell lymphoma",Neoplasms; Diseases of the blood and blood-forming organs,29.03.2019,2019,yes,Not reported
000264058.pdf,Not reported,Not reported,Kerendia,Finerenone,"Bayer Yakuhin, Ltd.",Small molecule,tablet,oral,approved,authorised,25.02.2022,2022,no,no,Chronic kidney disease associated with type 2 diabetes mellitus,Chronic kidney disease associated with type 2 diabetes mellitus,"Diseases of the genitourinary system; Endocrine, nutritional, and metabolic diseases",26.11.2020,2020,no,NA
000251034.pdf,Not reported,Not reported,Cibinqo,Abrocitinib,Pfizer Japan Inc.,Small molecule,tablet,oral,approved,authorised,06.09.2021,2021,no,no,Atopic dermatitis in patients who have had an inadequate response to conventional treatments,Atopic dermatitis in patients who have had an inadequate response to conventional treatments,Diseases of the skin,09.12.2020,2020,no,NA
000213561.pdf,Not reported,Not reported,Efient,Prasugrel Hydrochloride,"Daiichi Sankyo Company, Limited",Small molecule,Film-coated tablet,oral,approved,authorised,24.02.2014,2014,no,no,Reduction of thrombotic events in patients with ischemic heart diseases managed with PCI,"The following ischemic heart diseases in patients who are to be managed with PCI: Acute coronary syndrome (unstable angina, non-ST segment elevation myocardial infarction, or ST segment elevation myocardial infarction); Stable angina pectoris or old myocardial infarction",Diseases of the circulatory system,18.06.2013,2013,no,NA
000210040.pdf,Not reported,Not reported,Squarekids,Adsorbed Diphtheria-Purified Pertussis-Tetanus-Inactivated Polio (Salk Vaccine) Combined Vaccine,"Kitasato Daiichi Sankyo Vaccine Co., Ltd.",Vaccine,injection syringe,subcutaneous,approved,authorised,26.06.2014,2014,no,no,"Prevention of pertussis, diphtheria, tetanus, and acute poliomyelitis","Prevention of pertussis, diphtheria, tetanus, and acute poliomyelitis",Infectious and parasitic diseases,20.02.2013,2013,no,NA
000264059.pdf,Not reported,Not reported,Pivlaz,Clazosentan Sodium,Idorsia Pharmaceuticals Japan Ltd.,Small molecule,injection,intravenous,approved,authorised,26.11.2021,2021,no,no,Prevention of cerebrovascular spasm after surgery for subarachnoid haemorrhage caused by cerebral aneurysm and subsequent cerebral infarction and cerebral ischemic episodes,Prevention of cerebrovascular spasm after surgery for subarachnoid haemorrhage caused by cerebral aneurysm and subsequent cerebral infarction and cerebral ischemic episodes,Diseases of the circulatory system; Diseases of the nervous system,01.03.2021,2021,no,NA
000263285.pdf,Not reported,Not reported,Lyfnua,Gefapixant Citrate,MSD K.K.,Small molecule,tablet,oral,approved,authorised,02.12.2021,2021,no,no,Refractory or unexplained chronic cough,Refractory chronic cough,Diseases of the respiratory system,26.02.2021,2021,no,NA
000153467.pdf,Not reported,Not reported,Acofide,Acotiamide,"Zeria Pharmaceutical Co., Ltd.",Small molecule,tablet,oral,approved,authorised,07.02.2013,2013,no,no,"Functional dyspepsia (gastrointestinal symptoms such as postprandial fullness, upper abdominal bloating, and early satiation)","Postprandial fullness, upper abdominal bloating, and early satiation in patients with functional dyspepsia",Diseases of the digestive system,29.09.2010,2010,no,NA
000227564.pdf,Not reported,Not reported,Sovaldi,Sofosbuvir,Gilead Sciences K.K.,Small molecule,tablet,oral,approved,authorised,03.03.2017,2017,no,yes,Suppression of viremia in patients with chronic hepatitis C with or without compensated cirrhosis (any serogroup [genotype] other than serogroup 1 [genotype 1]),Suppression of viremia in patients with chronic hepatitis C with or without compensated cirrhosis (any serogroup [genotype] other than serogroup 1 [genotype 1]),Infectious and parasitic diseases,31.08.2016,2016,no,NA
000227028.pdf,Not reported,Not reported,Epoprostenol ACT,Epoprostenol Sodium,Actelion Pharmaceuticals Japan Ltd.,Small molecule,Powder for solution for injection,Intravenous,approved,authorised,18.01.2017,2017,no,yes,Pulmonary arterial hypertension,Pulmonary arterial hypertension,Diseases of the circulatory system,04.03.2016,2016,yes,Not reported
000236125.pdf,Not reported,Not reported,Nubeqa,Darolutamide,"Bayer Yakuhin, Ltd.",Small molecule,tablet,oral,approved,authorised,25.11.2019,2019,no,no,Castration-resistant prostate cancer,Non-metastatic castration-resistant prostate cancer,Neoplasms; Diseases of the genitourinary system,05.03.2019,2019,no,NA
000270833.pdf,Not reported,Not reported,Talzenna,Talazoparib Tosilate,Pfizer Japan Inc.,Small molecule,Capsules,oral,approved,authorised,27.11.2023,2023,no,no,Castration-resistant prostate cancer; BRCA-mutated HER2-negative inoperable or recurrent breast cancer,BRCA-mutated HER2-negative inoperable or recurrent breast cancer after prior chemotherapy,Neoplasms,24.02.2023,2023,no,NA
000263873.pdf,Not reported,Not reported,Darvias,Darinaparsin,Solasia Pharma K.K.,Small molecule,Lyophilized powder,intravenous,approved,authorised,12.05.2022,2022,no,no,Relapsed or refractory peripheral T-cell lymphoma,Relapsed or refractory peripheral T-cell lymphoma,Neoplasms; Diseases of the blood and blood-forming organs,30.06.2021,2021,no,NA
000249724.pdf,Not reported,Not reported,Comirnaty,Coronavirus Modified Uridine RNA Vaccine,Pfizer Japan Inc.,Vaccine,injection,intramuscular,approved,authorised,05.10.2022,2022,no,yes,Prevention of disease caused by SARS-CoV-2 infection (COVID-19),Prevention of disease caused by SARS-CoV-2 infection (COVID-19),Infectious and parasitic diseases,14.07.2022,2022,yes,Not reported
000243209.pdf,Not reported,Not reported,Veklury,Remdesivir,Gilead Sciences K.K.,Small molecule,solution,intravenous,approved,authorised,07.05.2020,2020,no,no,Disease caused by SARS-CoV-2 infection (COVID-19),Disease caused by SARS-CoV-2 infection (COVID-19),Infectious and parasitic diseases,04.05.2020,2020,yes,Not reported
000273123.pdf,Not reported,Not reported,Piasky,Crovalimab,"Chugai Pharmaceutical Co., Ltd.",Biologics,injection,intravenous,approved,authorised,29.02.2024,2024,no,no,Paroxysmal nocturnal hemoglobinuria,Paroxysmal nocturnal hemoglobinuria,Diseases of the blood and blood-forming organs,14.06.2023,2023,no,NA
000239770.pdf,Not reported,Not reported,Akalux,Cetuximab Sarotalocan Sodium,Rakuten Medical Japan K.K.,Biologics,injection,intravenous,approved,authorised,04.09.2020,2020,no,no,Recurrent head and neck cancer,Unresectable locally advanced or recurrent head and neck cancer,Neoplasms; Diseases of the respiratory system,26.03.2020,2020,no,NA
000266328.pdf,Not reported,Not reported,Comirnaty,Coronavirus (SARS-CoV-2) RNA Vaccine,Pfizer Japan Inc.,Vaccine,Injection,Intramuscular,approved,authorised,25.07.2023,2023,no,yes,Prevention of disease caused by SARS-CoV-2 infection (COVID-19),Prevention of disease caused by SARS-CoV-2 infection (COVID-19),Infectious and parasitic diseases,11.04.2023,2023,yes,Not reported
000207926.pdf,Not reported,Not reported,Forteo,Teriparatide,Eli Lilly Japan K.K.,Peptides and proteins,solution for injection,subcutaneous,approved,authorised,23.04.2010,2010,no,no,Treatment of patients with osteoporosis at high risk for fracture,Treatment of patients with osteoporosis at high risk for fracture,Diseases of the musculoskeletal system and connective tissue,28.04.2009,2009,no,NA
000153897.pdf,Not reported,Not reported,Seebri,Glycopyrronium Bromide,Novartis Pharma K.K.,Small molecule,Inhalation capsule,Inhalation,approved,authorised,06.09.2012,2012,no,no,Relief of symptoms of airway obstruction in patients with chronic obstructive pulmonary disease (chronic bronchitis and emphysema),Relief of symptoms of airway obstruction in patients with chronic obstructive pulmonary disease (chronic bronchitis and emphysema),Diseases of the respiratory system,25.11.2011,2011,no,NA
000213562.pdf,Not reported,Not reported,Remicade,Infliximab,Mitsubishi Tanabe Pharma Corporation,Biologics,Powder for solution for infusion,intravenous,approved,authorised,03.08.2015,2015,yes,yes,"Treatment of the following diseases in patients who had an inadequate response to conventional therapies: Rheumatoid arthritis, Refractory uveoretinitis associated with Behcet's disease, Plaque psoriasis, psoriatic arthritis, pustular psoriasis, erythrodermic psoriasis, Ankylosing spondylitis, Intestinal-Behcet's disease, neuro-Behcet's disease, vasculo-Behcet's disease, Treatment and maintenance therapy of Crohn's disease, Treatment of moderate to severe ulcerative colitis","Treatment of the following diseases in patients who had an inadequate response to conventional therapies: Rheumatoid arthritis, Refractory uveoretinitis associated with Behcet's disease, Plaque psoriasis, psoriatic arthritis, pustular psoriasis, erythrodermic psoriasis, Ankylosing spondylitis, Intestinal-Behcet's disease, neuro-Behcet's disease, vasculo-Behcet's disease, Treatment and maintenance therapy of Crohn's disease, Treatment of moderate to severe ulcerative colitis",Diseases of the musculoskeletal system and connective tissue; Diseases of the eye and adnexa; Diseases of the skin; Diseases of the digestive system; Diseases of the circulatory system,30.10.2014,2014,yes,Not reported
000213204.pdf,Not reported,Not reported,NovoThirteen,Catridecacog,Novo Nordisk Pharma Ltd.,Peptides and proteins,Lyophilized powder for solution for injection,intravenous,approved,authorised,05.03.2015,2015,yes,no,Control of bleeding tendency in patients with congenital blood coagulation factor XIII A-subunit deficiency,Control of bleeding tendency in patients with congenital blood coagulation factor XIII A-subunit deficiency,Diseases of the blood and blood-forming organs,29.08.2014,2014,no,NA
000218422.pdf,Not reported,Not reported,Tracleer,Bosentan,Actelion Pharmaceuticals Japan Ltd.,Small molecule,dispersible tablet,oral,approved,authorised,28.08.2015,2015,yes,yes,Pulmonary arterial hypertension,Pulmonary arterial hypertension,Diseases of the circulatory system,31.03.2015,2015,no,NA
000213563.pdf,Not reported,Not reported,Strensiq,Asfotase Alfa,Alexion Pharma G.K.,Biologics,injection,subcutaneous,approved,authorised,05.06.2015,2015,yes,no,Hypophosphatasia,Hypophosphatasia,"Endocrine, nutritional, and metabolic diseases",15.10.2014,2014,no,NA
000251036.pdf,Not reported,Not reported,Ostabalo,Abaloparatide,Teijin Pharma Limited,Peptides and proteins,aqueous injection,subcutaneous,approved,authorised,25.02.2021,2021,no,no,Treatment for patients with osteoporosis at high risk of fracture,Treatment for patients with osteoporosis at high risk of fracture,Diseases of the musculoskeletal system and connective tissue,27.05.2020,2020,no,NA
000210320.pdf,Not reported,Not reported,Giotrif,Afatinib Maleate,"Nippon Boehringer Ingelheim Co., Ltd.",Small molecule,tablet,oral,approved,authorised,18.11.2013,2013,no,no,EGFR mutation-positive inoperable or recurrent non-small cell lung cancer,EGFR mutation-positive inoperable or recurrent non-small cell lung cancer,Neoplasms; Diseases of the respiratory system,30.11.2012,2012,no,NA
000269813.pdf,Not reported,Not reported,Kostaive,Coronavirus (SARS-CoV-2) RNA Vaccine,"Meiji Seika Pharma Co., Ltd.",Vaccine,Lyophilized powder for injection,intramuscular,approved,authorised,27.11.2023,2023,no,no,Prevention of disease caused by SARS-CoV-2 infection (COVID-19),Prevention of disease caused by SARS-CoV-2 infection (COVID-19),Infectious and parasitic diseases,28.04.2023,2023,no,NA
000237990.pdf,Not reported,Not reported,Steboronine,Borofalan,Stella Pharma Corporation,Small molecule,solution for injection,intravenous,approved,authorised,26.02.2020,2020,no,no,Unresectable locally recurrent head and neck cancer; Unresectable advanced head and neck non-squamous cell carcinoma,"Unresectable, locally advanced or locally recurrent head and neck cancer",Neoplasms,15.10.2019,2019,no,NA
000153538.pdf,Not reported,Not reported,Bridion,Sugammadex Sodium,Schering-Plough K.K.,Small molecule,solution for injection,intravenous,approved,authorised,21.10.2009,2009,no,no,Reversal of neuromuscular blockade induced by rocuronium bromide or vecuronium bromide,Reversal of neuromuscular blockade induced by rocuronium bromide or vecuronium bromide,Other,20.12.2007,2007,no,NA
000250274.pdf,Not reported,Not reported,Verquvo,Vericiguat,"Bayer Yakuhin, Ltd.",Small molecule,tablet,oral,approved,authorised,28.04.2021,2021,no,no,Chronic heart failure (only in patients who are receiving standard treatment for chronic heart failure),Chronic heart failure (only in patients who are receiving standard treatment for chronic heart failure),Diseases of the circulatory system,05.06.2020,2020,no,NA
000222147.pdf,Not reported,Not reported,Uptravi,Selexipag,"Nippon Shinyaku Co., Ltd.",Small molecule,tablet,oral,approved,authorised,07.09.2016,2016,yes,no,Pulmonary arterial hypertension,Pulmonary arterial hypertension,Diseases of the circulatory system,07.01.2016,2016,no,NA
000227995.pdf,Not reported,Not reported,Ilaris,Canakinumab,Novartis Pharma K.K.,Biologics,Lyophilized injection,subcutaneous,approved,authorised,24.11.2016,2016,yes,yes,Not reported,Cryopyrin-associated periodic syndromes; Familial Mediterranean fever refractory to conventional treatment; Tumor necrosis factor receptor-associated periodic syndrome; Hyperimmunoglobulin D syndrome (mevalonate kinase deficiency),"Diseases of the musculoskeletal system and connective tissue; Endocrine, nutritional, and metabolic diseases",25.04.2016,2016,yes,Not reported
000219876.pdf,Not reported,Not reported,Cyramza,Ramucirumab,Eli Lilly Japan K.K.,Biologics,injection,intravenous,approved,authorised,05.03.2015,2015,no,no,Unresectable advanced/recurrent gastric cancer,Unresectable advanced/recurrent gastric cancer,Neoplasms; Diseases of the digestive system,25.07.2014,2014,no,NA
000229786.pdf,Not reported,Not reported,Jivi,Damoctocog Alfa Pegol,"Bayer Yakuhin, Ltd.",Biologics,Lyophilized powder for reconstitution for injection,intravenous,approved,authorised,29.08.2018,2018,no,no,Control of bleeding tendency in patients with blood coagulation factor VIII deficiency,Control of bleeding tendency in patients with blood coagulation factor VIII deficiency,Diseases of the blood and blood-forming organs,17.10.2017,2017,no,NA
000207309.pdf,Not reported,Not reported,Adempas,Riociguat,"Bayer Yakuhin, Ltd.",Small molecule,tablet,oral,approved,authorised,29.11.2013,2013,yes,no,Inoperable chronic thromboembolic pulmonary hypertension (CTEPH) or postoperative persistent or recurrent CTEPH,Inoperable chronic thromboembolic pulmonary hypertension (CTEPH) or postoperative persistent or recurrent CTEPH,Diseases of the circulatory system,17.05.2013,2013,no,NA
000237584.pdf,Not reported,Not reported,Xeljanz,Tofacitinib Citrate,Pfizer Japan Inc.,Small molecule,tablet,oral,approved,authorised,27.04.2018,2018,no,yes,Rheumatoid arthritis in patients who have not adequately responded to conventional treatments; Induction and maintenance of remission in patients with moderate to severe ulcerative colitis (only patients who have not adequately responded to conventional treatments),Induction and maintenance of remission in patients with moderately to severely active ulcerative colitis (only patients who have not adequately responded to conventional treatments),Diseases of the digestive system,31.05.2017,2017,yes,Not reported
000235387.pdf,Not reported,Not reported,Revcovi,Elapegademase,Teijin Pharma Limited,Peptides and proteins,injection,intramuscular,approved,authorised,21.02.2019,2019,yes,no,Adenosine deaminase deficiency,Adenosine deaminase deficiency,Diseases of the blood and blood-forming organs; Congenital malformations and chromosomal abnormalities,29.06.2018,2018,no,NA
000216947.pdf,Not reported,Not reported,Eylea,Aflibercept,"Bayer Yakuhin, Ltd.",Biologics,solution for intravitreal injection,intravitreal,approved,authorised,15.05.2015,2015,no,yes,Age-related macular degeneration with subfoveal choroidal neovascularization; Macular edema secondary to central retinal vein occlusion,Age-related macular degeneration with subfoveal choroidal neovascularization; Macular edema secondary to central retinal vein occlusion; Choroidal neovascularization in pathologic myopia; Diabetic macular edema,Diseases of the eye and adnexa,28.08.2014,2014,yes,Not reported
000246143.pdf,Not reported,Not reported,Lenvima,Lenvatinib Mesilate,"Eisai Co., Ltd.",Small molecule,capsule,oral,approved,authorised,22.02.2021,2021,yes,yes,Unresectable thymic carcinoma,"Unresectable thyroid cancer, unresectable hepatocellular carcinoma, unresectable thymic carcinoma",Neoplasms,30.07.2020,2020,yes,Not reported
000240532.pdf,Not reported,Not reported,Breztri Aerosphere,Budesonide/ Glycopyrronium Bromide /Formoterol Fumarate Hydrate,AstraZeneca K.K.,Small molecule,inhalation aerosol,inhalation,approved,authorised,30.05.2019,2019,no,no,"Relief of symptoms of chronic obstructive pulmonary disease (chronic bronchitis, emphysema) (requiring a combination therapy with an inhaled corticosteroid, an inhaled long-acting muscarinic antagonist, and an inhaled long-acting beta2 agonist)","Relief of symptoms of chronic obstructive pulmonary disease (chronic bronchitis, emphysema) (requiring a combination therapy with an inhaled corticosteroid, an inhaled long-acting muscarinic antagonist, and an inhaled long-acting beta2 agonist)",Diseases of the respiratory system,04.09.2018,2018,no,NA
000223081.pdf,Not reported,Not reported,Regroth Dental Kit,Trafermin,"Kaken Pharmaceutical Co., Ltd.",Peptides and proteins,Lyophilized product for reconstitution,Not reported,approved,authorised,04.08.2016,2016,no,no,Regeneration of periodontal tissues destroyed by periodontitis,Alveolar bone defect due to periodontitis,Diseases of the musculoskeletal system and connective tissue,01.10.2015,2015,yes,Not reported
000213963.pdf,Not reported,Not reported,Zafatek,Trelagliptin Succinate,Takeda Pharmaceutical Company Limited,Small molecule,tablet,oral,approved,authorised,30.01.2015,2015,no,no,Type 2 diabetes mellitus,Type 2 diabetes mellitus,"Endocrine, nutritional, and metabolic diseases",07.03.2014,2014,no,NA
000232985.pdf,Not reported,Not reported,Yervoy,Ipilimumab,Bristol-Meyers Squibb K.K.,Biologics,Injection,intravenous,approved,authorised,13.04.2018,2018,yes,no,Unresectable malignant melanoma,Unresectable malignant melanoma,Neoplasms,29.09.2017,2017,no,NA
000153482.pdf,Not reported,Not reported,Alabel,Aminolevulinic Acid Hydrochloride,"Nobelpharma Co., Ltd.; SBI Pharmaceuticals Co., Ltd.",Small molecule,lyophilized preparation,oral,approved,authorised,13.03.2013,2013,yes,no,Visualization of malignant tissue during surgical resection of malignant glioma,Visualization of malignant tissue during surgical resection of malignant glioma,Neoplasms; Diseases of the nervous system,05.07.2012,2012,yes,Not reported
000269956.pdf,Not reported,Not reported,Lynparza,Olaparib,AstraZeneca K.K.,Small molecule,tablet,oral,approved,authorised,05.07.2023,2023,no,yes,Treatment of BRCA mutation-positive metastatic castration-resistant prostate cancer,Treatment of BRCA mutation-positive metastatic castration-resistant prostate cancer,Neoplasms; Diseases of the genitourinary system,10.02.2022,2022,yes,Not reported
000220615.pdf,Not reported,Not reported,Tagrisso,Osimertinib Mesilate,AstraZeneca K.K.,Small molecule,tablet,oral,approved,authorised,26.02.2016,2016,no,no,"Unresectable, advanced or recurrent EGFR T790M mutation-positive non-small cell lung cancer that progressed during or after EGFR tyrosine kinase inhibitor treatment",Inoperable or recurrent EGFR T790M mutation-positive non-small cell lung cancer resistant to EGFR tyrosine kinase inhibitors,Neoplasms; Diseases of the respiratory system,21.08.2015,2015,no,NA
000221523.pdf,Not reported,Not reported,Nucala,Mepolizumab,GlaxoSmithKline K.K.,Biologics,Lyophilized powder,subcutaneous,approved,authorised,26.02.2016,2016,no,no,Bronchial asthma (severe eosinophilic asthma with exacerbation despite conventional treatment),Bronchial asthma (only for patients with refractory asthma whose symptoms cannot be controlled by conventional treatment),Diseases of the respiratory system,22.05.2015,2015,no,NA
000250457.pdf,Not reported,Not reported,Hiyasta,Tucidinostat,Huya Japan G.K.,Small molecule,tablet,oral,approved,authorised,28.05.2021,2021,yes,no,Relapsed or refractory adult T-cell leukemia/lymphoma,Relapsed or refractory adult T-cell leukemia/lymphoma,Neoplasms; Diseases of the blood and blood-forming organs,30.09.2020,2020,no,NA
000153870.pdf,Not reported,Not reported,Nouriast,Istradefylline,"Kyowa Hakko Kirin Co., Ltd.",Small molecule,Film-coated tablets,oral,approved,authorised,08.03.2013,2013,no,no,Patients with Parkinson’s disease on levodopa-containing preparations with motor complications,Improvement of the “wearing-off” phenomenon in patients with Parkinson’s disease on levodopa-containing preparations,Diseases of the nervous system,30.03.2012,2012,no,NA
000210264.pdf,Not reported,Not reported,Lenvima,Lenvatinib Mesilate,"Eisai Co., Ltd.",Small molecule,capsule,oral,approved,authorised,21.01.2015,2015,yes,no,Thyroid cancer,Unresectable thyroid cancer,"Neoplasms; Endocrine, nutritional, and metabolic diseases",26.06.2014,2014,no,NA
000219254.pdf,Not reported,Not reported,Kanuma,Sebelipase Alfa,Synageva BioPharma Japan K.K. (a predecessor of Alexion Pharma Godo Kaisha),Biologics,injection,intravenous,approved,authorised,24.02.2016,2016,yes,no,Lysosomal acid lipase deficiency,"Lysosomal acid lipase deficiency (cholesteryl ester storage disease, Wolman disease)","Endocrine, nutritional, and metabolic diseases",22.05.2015,2015,no,NA
000232984.pdf,Not reported,Not reported,Opdivo,Nivolumab,"Ono Pharmaceutical Co., Ltd.",Biologics,Injection,intravenous,approved,authorised,13.04.2018,2018,yes,yes,Treatment of unresectable malignant melanoma,"Treatment of unresectable malignant melanoma; Treatment of unresectable, advanced or recurrent non-small cell lung cancer; Treatment of unresectable or metastatic renal cell carcinoma; Treatment of relapsed or refractory classical Hodgkin lymphoma; Treatment of recurrent or distant metastatic head and neck cancer; Treatment of unresectable, advanced or recurrent gastric cancer that has progressed after cancer chemotherapy",Neoplasms; Diseases of the respiratory system; Diseases of the genitourinary system; Diseases of the blood and blood-forming organs,29.09.2017,2017,yes,Not reported
000153291.pdf,Not reported,Not reported,Quattrovac,Adsorbed Diphtheria-Purified Pertussis-Tetanus-Inactivated Polio (Sabin strain) Combined Vaccine,The Chemo-Sero-Therapeutic Research Institute (KAKETSUKEN),Vaccine,suspension for injection,subcutaneous,approved,authorised,20.07.2012,2012,no,no,"Prevention of pertussis, diphtheria, tetanus, and acute poliomyelitis","Prevention of pertussis, diphtheria, tetanus, and acute poliomyelitis",Infectious and parasitic diseases,27.01.2012,2012,yes,Not reported
000225368.pdf,Not reported,Not reported,Rapalimus,Sirolimus,"Nobelpharma Co., Ltd.",Small molecule,gel,cutaneous,approved,authorised,01.03.2018,2018,yes,no,Tuberous sclerosis complex-associated skin lesions,Tuberous sclerosis complex-associated skin lesions,Neoplasms; Diseases of the skin,20.10.2017,2017,no,NA
000222407.pdf,Not reported,Not reported,Prizbind,Idarucizumab,Nippon Boehringer Ingelheim Co. Ltd.,Biologics,solution for injection,intravenous,approved,authorised,07.09.2016,2016,no,no,Reversal of the anticoagulant effects of dabigatran,Reversal of the anticoagulant effects of dabigatran,Diseases of the circulatory system,23.02.2016,2016,no,NA
000229787.pdf,Not reported,Not reported,Adcetris,Brentuximab Vedotin,Takeda Pharmaceutical Company Limited,Biologics,Powder for reconstitution,intravenous,approved,authorised,18.11.2013,2013,yes,no,"The following relapsed or refractory CD30-positive diseases: Hodgkin’s lymphoma, anaplastic large-cell lymphoma","The following relapsed or refractory CD30-positive diseases: Hodgkin’s lymphoma, anaplastic large-cell lymphoma",Neoplasms; Diseases of the blood and blood-forming organs,22.03.2013,2013,no,NA
000219877.pdf,Not reported,Not reported,Cyramza,Ramucirumab,Eli Lilly Japan K.K.,Biologics,Injection,intravenous,approved,authorised,25.04.2016,2016,no,yes,Unresectable advanced/recurrent gastric cancer; Unresectable advanced/recurrent colorectal cancer,Unresectable advanced/recurrent gastric cancer; Unresectable advanced/recurrent colorectal cancer,Neoplasms; Diseases of the digestive system,26.05.2015,2015,yes,Not reported
000237220.pdf,Not reported,Not reported,Tafinlar,Dabrafenib Mesilate,Novartis Pharma K.K.,Small molecule,Capsules,oral,approved,authorised,11.05.2018,2018,yes,yes,Unresectable Malignant melanoma with BRAF mutations,Unresectable Malignant melanoma with BRAF mutations; Unresectable advanced or recurrent non-small cell lung cancer with BRAF mutations,Neoplasms; Diseases of the respiratory system,17.11.2017,2017,yes,Not reported
000235351.pdf,Not reported,Not reported,Dupixent,Dupilumab,Sanofi K.K.,Biologics,syringe,subcutaneous,approved,authorised,06.11.2017,2017,no,no,Atopic dermatitis that have not responded adequately to conventional treatments,Atopic dermatitis that have not responded adequately to conventional treatments,Diseases of the skin,21.02.2017,2017,no,NA
000238885.pdf,Not reported,Not reported,Tabrecta,Capmatinib Hydrochloride Hydrate,Novartis Pharma K.K.,Small molecule,tablet,oral,approved,authorised,28.05.2020,2020,yes,no,MET mutation-positive unresectable advanced or recurrent non-small cell lung cancer,MET exon 14 skipping mutation-positive unresectable advanced or recurrent non-small cell lung cancer,Neoplasms; Diseases of the respiratory system,12.12.2019,2019,no,NA
