Document_name,Marketing_authorisation_number,Procedure_number,Drug_name,Non_proprietary_name,Marketing_authorisation_holder,Drug_class,Pharmaceutical_form,Administration_route,Decision,Current_status,Decision_date,Decision_year,Orphan_drug_status,Indication_extended,Indication_requested,Indication_approved,Disease_class(es),Application_date,Application_year,Nonclinical_abridged,Referral_body
auspar-dulaglutide-rch-150727.pdf,"217964, 217965",PM-2013-03639-1-5,Trulicity,Dulaglutide,Eli Lilly Australia Pty Ltd,Biologics,Solution for injection,Subcutaneous,approved,authorised,22.12.2014,2014,no,no,As an adjunct to diet and exercise to improve glycaemic control in adults with type 2 diabetes mellitus,As an adjunct to diet and exercise to improve glycaemic control in adults with type 2 diabetes mellitus,"Endocrine, nutritional, and metabolic diseases",Not reported,Not reported,no,NA
auspar-sevelamer-carbonate-151002.pdf,"220889, 220890, 220892, 220886, 220893, 220888, 220894, 220887 and 220891",PM-2013-04961-1-3,Renvela / Sevelamer Carbonate Winthrop/ Sevelamer Carbonate Sanofi,Sevelamer carbonate,Sanofi Aventis Australia Pty Ltd,Other,Film coated tablets and Powder for oral suspension,Oral,approved,authorised,14.04.2015,2015,no,no,The management of hyperphosphataemia in adult patients with Stage 4 and 5 chronic kidney disease.,The management of hyperphosphataemia in adult patients with Stage 4 and 5 chronic kidney disease.,"Endocrine, nutritional, and metabolic diseases",Not reported,Not reported,yes,Not reported
auspar-sancuso.pdf,165621,DK/H/1306/01/DC,Sancuso,Granisetron,Invida Australia Pty Ltd,Small molecule,Transdermal patch,Transdermal,approved,authorised,02.03.2011,2011,no,no,The prevention of nausea and vomiting in patients receiving moderately and/or highly emetogenic chemotherapy regimens of up to 5 consecutive days duration.,The prevention of nausea and vomiting in patients receiving moderately and/or highly emetogenic chemotherapy regimens of up to 5 consecutive days duration.,Neoplasms,Not reported,Not reported,no,NA
auspar-asunaprevir-151214.pdf,222744,PM-2014-00648-1-2,Sunvepra,asunaprevir,Bristol-Myers Squibb Australia Pty Ltd,Small molecule,Soft gelatin capsules,Oral,approved,authorised,21.05.2015,2015,no,no,treatment of chronic hepatitis C virus (HCV) infection in adults with compensated liver disease (including cirrhosis),treatment of chronic hepatitis C virus (HCV) infection in adults with compensated liver disease (including cirrhosis),Infectious and parasitic diseases,Not reported,Not reported,no,NA
auspar-methoxsalen-191114.pdf,308832,PM-2018-03515-1-2,Uvadex,Methoxsalen,Terumo BCT Australia Pty Ltd,Small molecule,Concentrated injection,Extracorporeal circulation via photopheresis,approved,authorised (under additional monitoring),13.09.2019,2019,yes,no,Treatment of steroid-refractory graft versus host disease (GVHD) following allogeneic HSC transplantation.,Treatment of steroid-refractory and steroid-intolerant chronic graft versus host disease (cGvHD) in adults following allogeneic HSC transplantation.,Diseases of the blood and blood-forming organs,28.09.2018,2018,no,NA
auspar-herceptin.pdf,73229,PM-2009-03121,Herceptin,Trastuzumab,Roche Products Pty Ltd,Biologics,Powder for reconstitution,Intravenous,approved,authorised,17.09.2010,2010,no,yes,HER2 positive advanced adenocarcinoma of the stomach or gastro-oesophageal junction,In combination with cisplatin and either capecitabine or 5-FU for the treatment of patients with HER2 positive advanced adenocarcinoma of the stomach or gastro-oesophageal junction who have not received prior anti-cancer treatment for their metastatic disease.,Neoplasms; Diseases of the digestive system,Not reported,Not reported,yes,Not reported
auspar-armodafinil-160526.pdf,"226557, 226558, 226559, 226560, 226561",PM-2014-01922-1-1,Nuvigil,Armodafinil,Teva Pharmaceuticals Australia Pty Ltd,Small molecule,Immediate release uncoated tablets,Oral,approved,authorised,24.11.2015,2015,no,no,To improve wakefulness in patients with excessive daytime sleepiness associated with narcolepsy; to treat excessive sleepiness associated with moderate to severe chronic shift work sleep disorder where nonpharmacological interventions are unsuccessful or inappropriate; as an adjunct to continuous positive airways pressure (CPAP) in obstructive sleep apnoea/hypopnoea syndrome in order to improve wakefulness.,To improve wakefulness in patients with excessive daytime sleepiness associated with narcolepsy; to treat excessive sleepiness associated with moderate to severe chronic shift work sleep disorder where nonpharmacological interventions are unsuccessful or inappropriate; as an adjunct to continuous positive airways pressure (CPAP) in obstructive sleep apnoea/hypopnoea syndrome in order to improve wakefulness.,Diseases of the nervous system; Diseases of the respiratory system,Not reported,Not reported,no,NA
auspar-tafenoquine-as-succinate-181115.pdf,297214,PM-2017-04578-1-2,Kozenis,Tafenoquine,GlaxoSmithKline Australia Pty Ltd,Small molecule,Film coated tablet,Oral,approved,authorised (under additional monitoring),12.09.2018,2018,yes,no,Radical cure (prevention of relapse) of Plasmodium vivax malaria in patients aged 16 years and older.,Radical cure (prevention of relapse) of Plasmodium vivax malaria in patients aged 16 years and older who are receiving appropriate antimalarial therapy for the acute Plasmodium vivax infection.,Infectious and parasitic diseases,11.01.2018,2018,no,NA
auspar-apremilast-151022.pdf,220423,PM-2013-04920-1-3,Otezla,Apremilast,Celgene Pty Ltd,Small molecule,Film coated tablets,Oral,approved,authorised,12.03.2015,2015,no,no,The treatment of signs and symptoms of active psoriatic arthritis in adult patients; The treatment of adult patients with moderate to severe plaque psoriasis who are candidates for phototherapy or systemic therapy.,The treatment of signs and symptoms of active psoriatic arthritis in adult patients; The treatment of adult patients with moderate to severe plaque psoriasis who are candidates for phototherapy or systemic therapy.,Diseases of the musculoskeletal system and connective tissue; Diseases of the skin,Not reported,Not reported,no,NA
auspar-aflibercept-120730.pdf,AUST R 180859 and AUST R 180860,PM-2010-03802-3-5,Eylea,Aflibercept,Bayer Australia Limited,Biologics,Solution for Intravitreal Injection,Intravitreal,approved,authorised,17.02.2012,2012,no,no,Treatment of neovascular (wet) age-related macular degeneration (AMD),Treatment of neovascular (wet) age-related macular degeneration (AMD),Diseases of the eye and adnexa,Not reported,Not reported,no,NA
auspar-ozanimod-hydrochloride-201125.pdf,318800 ; 318801,PM-2019-02397-1-1,Zeposia,Ozanimod hydrochloride,Celgene Pty Ltd,Small molecule,Capsule,Oral,approved,authorised (under additional monitoring),16.07.2020,2020,no,no,treatment of adult patients with relapsing forms of multiple sclerosis,treatment of adult patients with relapsing forms of multiple sclerosis,Diseases of the nervous system,31.07.2019,2019,no,NA
auspar-nintedanib-esilate-160208.pdf,"226065, 226066, 226067, 226068",PM-2014-01847-1-4,Ofev and Vargatef,Nintedanib esilate,Boehringer Ingelheim Pty Ltd,Small molecule,Soft capsule,Oral,approved,authorised,27.08.2015,2015,no,no,"Treatment of patients with locally advanced, metastatic or recurrent non-small cell lung cancer (NSCLC) of adenocarcinoma tumour histology after first line chemotherapy; Treatment of Idiopathic Pulmonary Fibrosis (IPF)","Treatment of patients with locally advanced, metastatic or recurrent non-small cell lung cancer (NSCLC) of adenocarcinoma tumour histology after failure of first line chemotherapy; Treatment of Idiopathic Pulmonary Fibrosis (IPF)",Neoplasms; Diseases of the respiratory system,Not reported,Not reported,no,NA
auspar-turoctocog-140507.pdf,204371,PM-2012-03754-1-4,NovoEight,Turoctocog alfa,Novo Nordisk Pharmaceuticals Pty Ltd,Biologics,Powder for injection with solvent,Intravenous,approved,authorised,08.01.2014,2014,yes,yes,"Treatment and prophylaxis of bleeding episodes in patients with haemophilia A, including control and prevention of bleeding in surgical settings.","Treatment and prophylaxis of bleeding episodes in patients with haemophilia A, including control and prevention of bleeding in surgical settings.",Diseases of the blood and blood-forming organs,04.09.2012,2012,no,NA
auspar-sorafenib-140806.pdf,123158,PM-2013-02057-1-4,Nexavar,Sorafenib,Bayer Australia Ltd,Small molecule,Tablet,Oral,approved,authorised,22.04.2014,2014,yes,yes,"The treatment of patients with locally advanced or metastatic, progressive, differentiated thyroid carcinoma refractory to radioactive iodine.","Differentiated Thyroid carcinoma: Nexavar is indicated for the treatment of patients with locally advanced or metastatic, progressive, differentiated thyroid carcinoma refractory to radioactive iodine.","Neoplasms; Endocrine, nutritional, and metabolic diseases",06.03.2013,2013,yes,Not reported
auspar-sarilumab-rch-190408.pdf,"293333, 293334, 293335 and 293336",PM-2017-03119-1-3,Kevzara,Sarilumab,Sanofi-Aventis Australia Pty Ltd,Biologics,Solution for injection,Subcutaneous,approved,authorised (under additional monitoring),12.09.2018,2018,no,no,Treatment of moderate to severe active Rheumatoid Arthritis in adult patients who have had an inadequate response or intolerance to one or more DMARDs.,Treatment of moderate to severe active Rheumatoid Arthritis in adult patients who have had an inadequate response or intolerance to one or more DMARDs.,Diseases of the musculoskeletal system and connective tissue,29.09.2017,2017,no,NA
auspar-ofatumumab-210624.pdf,330601 and 330617,PM-2020-00666-1-1,Kesimpta,Ofatumumab,Novartis Pharmaceuticals Australia Pty Ltd,Biologics,Solution for injection,Subcutaneous,approved,authorised (under additional monitoring),03.03.2021,2021,no,yes,Treatment of adult patients with relapsing forms of multiple sclerosis (RMS).,Treatment of adult patients with relapsing forms of multiple sclerosis (RMS) to delay the progression of physical disability and reduce the frequency of relapse.,Diseases of the nervous system,30.03.2020,2020,no,NA
auspar-comirnaty-original-omicron-ba45-240912.pdf,417266,PM-2023-03314-1-2,Comirnaty Original/Omicron BA.4-5,tozinameran/famtozinameran,Pfizer Australia Pty Ltd,Vaccine,Suspension for injection,Intramuscularly,approved,authorised,09.05.2024,2024,no,yes,"As a booster dose for active immunisation to prevent coronavirus disease 2019 (COVID-19) caused by SARS-CoV-2, in individuals 6 months of age and older.","Active immunisation to prevent coronavirus disease 2019 (COVID-19) caused by SARSCoV-2, in individuals 6 months of age and older.",Infectious and parasitic diseases,16.08.2023,2023,no,NA
auspar-rybelsus-20221027.pdf,"346198, 346199 and 346200",PM-2020-03921-1-5,Rybelsus,Semaglutide,Novo Nordisk Pharmaceuticals Pty Ltd,Biologics,Tablet,Oral,approved,authorised (under additional monitoring),04.02.2022,2022,no,no,The treatment of adults with insufficiently controlled type 2 diabetes mellitus as an adjunct to diet and exercise,The treatment of adults with insufficiently controlled type 2 diabetes mellitus as an adjunct to diet and exercise,"Endocrine, nutritional, and metabolic diseases",02.11.2020,2020,no,NA
auspar-rabies-immunoglobulin-220110.pdf,336970,PM-2020-02488-1-2,KamRAB,Rabies immunoglobulin,Link Medical Products Pty Ltd,Biologics,Solution for injection,Intramuscular,approved,authorised (under additional monitoring),11.08.2021,2021,no,no,"Passive, transient post-exposure prophylaxis (PEP) of rabies infection, when given immediately after contact with a rabid or possibly rabid animal.","Passive, transient post-exposure prophylaxis (PEP) of rabies infection, when given immediately after contact with a rabid or possibly rabid animal.",Infectious and parasitic diseases,30.06.2020,2020,no,NA
auspar-spikevax-original-omicron-ba.4-5-230907.pdf,"399552, 399553, 406730",PM-2023-01714-1-2,Spikevax Bivalent Original/Omicron BA.4-5,Elasomeran and davesomeran,Moderna Australia Pty Ltd,Vaccine,Suspension for injection,Intramuscular,approved,authorised,14.08.2023,2023,no,no,As a booster dose for active immunisation to prevent coronavirus disease 2019 (COVID-19) caused by SARS-CoV-2 in individuals 12 years of age and older who have previously received at least a primary vaccination course against COVID-19.,As a booster dose for active immunisation to prevent coronavirus disease 2019 (COVID-19) caused by SARS-CoV-2 in individuals 12 years of age and older who have previously received at least a primary vaccination course against COVID-19.,Infectious and parasitic diseases,04.05.2023,2023,yes,Not reported
auspar-fentanyl-citrate-131111.pdf,"197680, 197688, 197689, 197690, 197691, 197692",PM-2012-00804-3-1,Instanyl,Fentanyl citrate,Takeda Pharmaceuticals Australia Pty Ltd,Small molecule,Nasal spray,Intranasal,approved,authorised,03.06.2013,2013,no,no,management of breakthrough pain in patients already receiving maintenance opioid therapy for chronic cancer pain,management of breakthrough pain in adults already receiving maintenance opioid therapy for chronic cancer pain,Neoplasms,Not reported,Not reported,no,NA
auspar-nivestim.pdf,"160106, 160108, 160107",PM-2009-00676-3-4,Nivestim,Filgrastim,Hospira Pty Ltd,Biologics,Solution for injection,Subcutaneous; Intravenous,approved,authorised,13.09.2010,2010,no,no,To decrease the incidence of infection in patients with non-myeloid malignancies receiving myelosuppressive anti-cancer drugs; for reducing the duration of neutropenia in patients undergoing chemotherapy for acute myeloid leukaemia; for the mobilisation of peripheral blood progenitor cells; for reducing the duration of neutropenia following bone marrow transplantation; for chronic administration to increase neutrophil counts in patients with severe chronic neutropenia; in patients with HIV infection for reversal of neutropenia.,To decrease the incidence of infection in patients with non-myeloid malignancies receiving myelosuppressive anti-cancer drugs; for reducing the duration of neutropenia in patients undergoing chemotherapy for acute myeloid leukaemia; for the mobilisation of peripheral blood progenitor cells; for reducing the duration of neutropenia following bone marrow transplantation; for chronic administration to increase neutrophil counts in patients with severe chronic neutropenia; in patients with HIV infection for reversal of neutropenia.,Neoplasms; Diseases of the blood and blood-forming organs; Infectious and parasitic diseases,Not reported,Not reported,no,NA
auspar-boceprevir-120423.pdf,179059,PM-2010-03273-3-2,Victrelis,Boceprevir,Merck Sharp & Dohme (Australia) Pty Ltd,Small molecule,Capsule,Oral,approved,authorised,22.12.2011,2011,no,no,"Treatment of Chronic Hepatitis C (HCV) genotype 1 infection, in combination with peginterferon alpha and ribavirin, in adult patients with compensated liver disease who are previously untreated or who have failed previous therapy.","Treatment of Chronic Hepatitis C (HCV) genotype 1 infection, in combination with peginterferon alpha and ribavirin, in adult patients with compensated liver disease who are previously untreated or who have failed previous therapy.",Infectious and parasitic diseases,Not reported,Not reported,no,NA
auspar-rivaroxaban-120913.pdf,"181185, 181186",PM-2010-03901-3-3,Xarelto,Rivaroxaban,Bayer Australia Ltd,Small molecule,Tablet (film coated),Oral,approved,authorised,03.04.2012,2012,no,yes,Prevention of stroke and systemic embolism in patients with non valvular atrial fibrillation; Treatment of deep vein thrombosis (DVT) and for the prevention of recurrent DVT and pulmonary embolism (PE),Prevention of stroke and systemic embolism in patients with non valvular atrial fibrillation; Treatment of deep vein thrombosis (DVT) and for the prevention of recurrent DVT and pulmonary embolism (PE),Diseases of the circulatory system,Not reported,Not reported,no,NA
auspar-cayston.pdf,Not reported,PM-2007-3666-2,Cayston,Aztreonam,Gilead Sciences Pty Ltd,Small molecule,Inhalation,Inhalation,approved,authorised,02.02.2010,2010,yes,no,"Control of gram-negative bacteria, particularly Pseudomonas aeruginosa, in the respiratory tract of patients with cystic fibrosis.","Control of gram-negative bacteria, particularly Pseudomonas aeruginosa, in the respiratory tract of patients with cystic fibrosis.",Infectious and parasitic diseases; Diseases of the respiratory system,Not reported,Not reported,no,NA
auspar-aflunov.pdf,167943 and 167949,PM-2009-03929-3-2,Aflunov/Prepandemic H5N1 adjuvanted Influenza Vaccine,Influenza Virus Haemagglutinin H5N1,Novartis Vaccines and Diagnostics,Vaccine,Solution for Injection,Intramuscular or deep subcutaneous,approved,authorised,16.03.2011,2011,no,no,Active immunisation against H5N1 subtype of Influenza A virus,Active immunisation against A/Vietnam/1194 2004 (H5N1) like strain (NIBRG-14) subtype of Influenza A virus,Infectious and parasitic diseases,Not reported,Not reported,yes,Not reported
auspar-ivermectin-151209.pdf,"227125, 227242",PM-2014-01877-1-2,Soolantra and Vastreka,Ivermectin,Galderma Australia Pty Ltd,Small molecule,Cream,Topical,approved,authorised,09.09.2015,2015,no,yes,Topical treatment of inflammatory lesions of rosacea (papulo-pustular) in adult patients 18 years and over.,Topical treatment of inflammatory lesions of rosacea (papulo-pustular) in adult patients 18 years and over.,Diseases of the skin,Not reported,Not reported,no,NA
auspar-firmagon.pdf,Not reported,PM-2008-2254-4,Firmagon,Degarelix,Ferring Pharmaceuticals Pty Ltd,Peptides and proteins,Powder for injection with diluent,Subcutaneous,approved,authorised,16.02.2010,2010,no,no,Treatment of patients with prostate cancer in whom androgen deprivation therapy is warranted.,Treatment of patients with prostate cancer in whom androgen deprivation therapy is warranted.,Neoplasms,Not reported,Not reported,no,NA
auspar-rupafin.pdf,Not reported,PM-2009-03232-3-5,Rupafin,Rupatadine,iNova Pharmaceuticals (Australia) Pty Ltd,Small molecule,Tablet,Oral,withdrawn,withdrawn,17.03.2011,2011,no,no,"Symptomatic treatment of seasonal allergic rhinitis (SAR), perennial allergic rhinitis (PAR) and chronic idiopathic urticaria (CIU) in adults and adolescents (over 12 years of age).",NA,Diseases of the respiratory system; Diseases of the skin,Not reported,Not reported,no,NA
auspar-ezetimibe-140305.pdf,"203690, 203694, 203692, 203687, 203690, 203694, 203692, 203687",PM-2012-03419-1-3,Ezalo Composite Pack / Rosuzet Composite Pack,Ezetimibe and rosuvastatin,Merck Sharp & Dohme Australia Pty Ltd,Small molecule,Tablets,Oral,approved,authorised,20.11.2013,2013,no,no,Primary Hypercholesterolaemia; Homozygous Familial Hypercholesterolaemia (HoFH),Primary Hypercholesterolaemia; Homozygous Familial Hypercholesterolaemia (HoFH),"Endocrine, nutritional, and metabolic diseases",Not reported,Not reported,yes,Not reported
auspar-sofosbuvir-140805.pdf,211019,PM-2013-01283-1-2,Sovaldi,Sofosbuvir,Gilead Sciences Pty Ltd,Small molecule,Tablet,Oral,approved,authorised,30.06.2014,2014,no,no,Treatment of adults with chronic hepatitis C (CHC) infection as a component of a combination antiviral treatment regimen.,Treatment of adults with chronic hepatitis C (CHC) infection as a component of a combination antiviral treatment regimen.,Infectious and parasitic diseases,Not reported,Not reported,no,NA
auspar-rituximab-180823.pdf,281781 and 281782,PM-2016-03153-1-4,Riximyo,Rituximab,Sandoz Pty Ltd,Biologics,Solution concentrated for Injection,Intravenous,approved,authorised,21.11.2017,2017,no,no,Non-Hodgkin’s Lymphoma (NHL); Chronic Lymphocytic Leukaemia (CLL); Rheumatoid Arthritis (RA); Granulomatosis with polyangiitis (GPA) and Microscopic polyangiitis (MPA),Non-Hodgkin’s Lymphoma (NHL); Chronic Lymphocytic Leukaemia (CLL); Rheumatoid Arthritis (RA); Granulomatosis with polyangiitis (GPA) and Microscopic polyangiitis (MPA),Neoplasms; Diseases of the blood and blood-forming organs; Diseases of the musculoskeletal system and connective tissue,30.11.2016,2016,yes,Not reported
auspar-ibuprofen-130102.pdf,175191 and 175190,PM-2010-02393-3-1,Caldolor,Ibuprofen,Phebra Pty Ltd,Small molecule,Concentrated injection,Intravenous,approved,authorised,28.02.2012,2012,no,yes,"Management of mild to moderate pain, management of moderate to severe pain as an adjunct to opioid analgesics, and reduction of fever in adults.","Management of acute mild to moderate post-operative pain and moderate to severe post-operative pain with adjunctive reduced morphine dosage, and reduction of fever in adults where an IV route of administration is considered clinically necessary.",Diseases of the musculoskeletal system and connective tissue; Infectious and parasitic diseases,Not reported,Not reported,no,NA
auspar-maraviroc-130512.pdf,"137330, 137332, 137331, 137329",PM-2010-02896-3-2,Celsentri,Maraviroc,ViiV Healthcare Pty Ltd,Small molecule,Tablet,Oral,approved,authorised,22.08.2012,2012,no,yes,"Celsentri, in combination with other antiretroviral medicinal product, is indicated for adult patients infected with CCR5-tropic HIV-1.","Celsentri, in combination with other antiretroviral medicinal products, is indicated for adult patients infected with only CCR5-tropic HIV-1.",Infectious and parasitic diseases,Not reported,Not reported,yes,Not reported
auspar-menopur.pdf,"161984, 161985",PM-2009-01335-3-5,Menopur,Gonadotrophin - human menopausal,Ferring Pharmaceuticals Pty Limited,Peptides and proteins,Powder and solvent for solution for injection,Subcutaneous,approved,authorised,25.07.2011,2011,no,no,"Anovulatory infertility, including polycystic ovarian disease (PCOD), in women who have been unresponsive to treatment with clomiphene citrate. Controlled ovarian hyperstimulation to induce the development of multiple follicles for assisted reproductive technologies (ART) (e.g. in vitro fertilisation/embryo transfer (IVF/ET), gamete intrafallopian transfer (GIFT) and intracytoplasmic sperm injection (ICSI).","Anovulatory infertility, including polycystic ovarian disease (PCOD), in women who have been unresponsive to treatment with clomiphene citrate. Controlled ovarian hyperstimulation to induce the development of multiple follicles for assisted reproductive technologies (ART) (e.g. in vitro fertilisation/embryo transfer (IVF/ET), gamete intrafallopian transfer (GIFT) and intracytoplasmic sperm injection (ICSI).",Diseases of the genitourinary system,Not reported,Not reported,no,NA
auspar-regorafenib-151119.pdf,200553,PM-2013-04954-1-4,Stivarga,Regorafenib,Bayer Australia Ltd,Small molecule,Tablet,Oral,approved,authorised,18.03.2015,2015,yes,yes,Treatment of patients with unresectable or metastatic gastrointestinal stromal tumours (GIST) who progressed on or are intolerant to prior treatment with imatinib and sunitinib.,Treatment of patients with unresectable or metastatic gastrointestinal stromal tumours (GIST) who progressed on or are intolerant to prior treatment with imatinib and sunitinib.,Neoplasms; Diseases of the digestive system,Not reported,Not reported,no,NA
auspar-ofatumumab-180112.pdf,Not reported,PM-2015-03290-1-4,Arzerra,Ofatumumab,Novartis Pharmaceuticals Pty Ltd Australia,Biologics,Injection concentrate vials,Intravenous,withdrawn,withdrawn,16.02.2017,2017,yes,yes,Maintenance treatment for adult patients with CLL at high risk of relapse who are in complete or partial response after at least two lines of induction therapy.,NA,Neoplasms; Diseases of the blood and blood-forming organs,24.12.2015,2015,yes,Not reported
auspar-mifepristone-misoprostol-141013.pdf,210574,PM-2013-01037-1-5,MS-2 Step,mifepristone/misoprostol,MS Health Pty Ltd,Small molecule,Tablet blister pack,Oral/buccal,approved,authorised,28.05.2014,2014,no,yes,Medical termination of a developing intrauterine pregnancy up to 63 days gestation.,Medical termination of a developing intrauterine pregnancy up to 63 days gestation.,Pregnancy and childbirth,04.06.2014,2014,yes,Not reported
auspar-daptomycin-191120.pdf,"143586, 143574",PM-2017-04652-1-2,Cubicin,Daptomycin,Merck Sharp & Dohme (Australia) Pty Ltd,Peptides and proteins,Powder for injection,Intravenous,approved,authorised,19.01.2019,2019,no,yes,Staphylococcus aureus bloodstream infections (bacteraemia) in paediatric patients (1 to 17 years of age),Staphylococcus aureus bloodstream infections (bacteraemia) in paediatric patients (1 to 17 years of age),Infectious and parasitic diseases,31.01.2018,2018,yes,Not reported
auspar-xgeva.pdf,175041,PM-2010-02051-3-4,Xgeva,Denosumab,Amgen Australia Pty Ltd,Biologics,Solution for Injection,Subcutaneous,approved,authorised,29.08.2011,2011,no,yes,Prevention of skeletal related events in adults with advanced malignancies involving bone,Prevention of skeletal related events in patients with bone metastases from solid tumours,Neoplasms; Diseases of the musculoskeletal system and connective tissue,Not reported,Not reported,no,NA
auspar-osimertinib-mesilate-190822.pdf,255492 and 255493,PM-2017-04579-1-4,Tagrisso,Osimertinib mesilate,AstraZeneca Pty Ltd,Small molecule,Tablet,Oral,approved,authorised,03.07.2018,2018,no,yes,First-line treatment of patients with locally advanced or metastatic non-small cell lung cancer (NSCLC) whose tumours have activating epidermal growth factor receptor (EGFR) mutations.,First-line treatment of patients with locally advanced or metastatic non-small cell lung cancer (NSCLC) whose tumours have activating epidermal growth factor receptor (EGFR) mutations.,Neoplasms; Diseases of the respiratory system,10.01.2018,2018,yes,Not reported
auspar-palonosetron-hydrochloride-140107.pdf,114185,PM-2012-02735-3-4,Aloxi,Palonosetron hydrochloride,Specialised Therapeutics Australia Pty Ltd,Small molecule,Solution for injection,Intravenous,approved,authorised,20.08.2013,2013,no,no,Prevention of nausea and vomiting induced by cytotoxic chemotherapy,Prevention of nausea and vomiting induced by cytotoxic chemotherapy,Neoplasms,Not reported,Not reported,yes,Not reported
auspar-zoely.pdf,168332,PM-2010-00254-3-5,Zoely,Nomegestrol acetate,Merck Sharp & Dohme (Australia) Pty Limited,Small molecule,Film coated tablet,Oral,approved,authorised,10.08.2011,2011,no,no,Oral contraception,Oral contraception,Diseases of the genitourinary system,Not reported,Not reported,no,NA
auspar-desmopressin-181127.pdf,"263596, 264292",PM-2015-03168-1-FINAL,Nocdurna,Desmopressin,Ferring Pharmaceuticals Pty Ltd,Peptides and proteins,Wafer,Sublingual,approved,authorised,30.11.2016,2016,no,yes,Treatment of nocturia due to nocturnal polyuria in adults who awaken two or more times each night to void.,Treatment of nocturia due to idiopathic nocturnal polyuria in adults who awaken two or more times each night to void and have not responded to lifestyle measures.,Diseases of the genitourinary system,Not reported,Not reported,no,NA
auspar-comirnaty-orignal-omicron-ba.4-5-230131.pdf,400874,PM-2022-05306-1-2,Comirnaty Original/Omicron BA.4-5 COVID-19 vaccine,Tozinameran and famtozinameran,Pfizer Australia Pty Ltd,Vaccine,Suspension for injection,Intramuscular,approved,authorised (under additional monitoring),20.01.2023,2023,no,no,"As a booster dose for active immunisation to prevent coronavirus disease 2019 (COVID-19) caused by SARS-CoV-2, in individuals 12 years of age and older.","As a booster dose for active immunisation to prevent coronavirus disease 2019 (COVID-19) caused by SARS-CoV-2, in individuals 12 years of age and older.",Infectious and parasitic diseases,13.12.2022,2022,yes,Not reported
auspar-pertuzumab-trastuzumab-210920.pdf,332180 and 332181,PM-2020-01326-1-4,Phesgo SC,Pertuzumab/trastuzumab,Roche Products Pty Ltd,Biologics,Solution for injection,Subcutaneous,approved,authorised,05.05.2021,2021,no,no,Early breast cancer; Metastatic breast cancer,Early breast cancer; Metastatic breast cancer,Neoplasms,30.04.2020,2020,yes,Not reported
auspar-pirfenidone-160809.pdf,235577,PM-2015-00413-1-5,Esbriet,Pirfenidone,Roche Products Pty Ltd,Small molecule,Hard capsules,Oral,approved,authorised,05.02.2016,2016,no,no,treatment of idiopathic pulmonary fibrosis (IPF),treatment of idiopathic pulmonary fibrosis (IPF),Diseases of the respiratory system,Not reported,Not reported,no,NA
auspar-ixazomib-citrate-171102.pdf,"260934, 260935 and 260936",Not reported,Ninlaro,Ixazomib,Takeda Pharmaceuticals Australia Pty Ltd,Small molecule,capsule,oral,approved,authorised,10.11.2016,2016,no,no,Ninlaro is indicated for the treatment of patients with multiple myeloma who have received at least one prior therapy.,Ninlaro is indicated in combination with lenalidomide and dexamethasone for the treatment of patients with multiple myeloma who have received at least one prior therapy.,Neoplasms; Diseases of the blood and blood-forming organs,Not reported,Not reported,no,NA
auspar-inactivated-split-influenza-vaccine-181104.pdf,"200674, 210806 and 242512",PM-2017-01036-1-2,Fluarix Tetra,Inactivated split influenza vaccine,GlaxoSmithKline Australia Pty Ltd,Vaccine,Suspension for injection,Intramuscular,approved,authorised,23.05.2018,2018,no,yes,Active immunisation of adults and children from 6 months of age for the prevention of influenza disease caused by the influenza virus types A and B contained in the vaccine.,Active immunisation of adults and children from 6 months of age for the prevention of influenza disease caused by the influenza virus types A and B contained in the vaccine.,Infectious and parasitic diseases,28.04.2017,2017,yes,Not reported
auspar-bevacizumab-200226.pdf,309320 and 309321,PM-2018-03842-1-4,Zirabev,Bevacizumab,Pfizer Australia Pty Ltd,Biologics,Concentrated solution for injection,Intravenous,approved,authorised,28.10.2019,2019,no,no,"Metastatic colorectal cancer; Locally recurrent or metastatic breast cancer; Advanced, metastatic or recurrent non-squamous non-small cell lung cancer; Advanced and/or metastatic renal cell cancer; Grade IV glioma; Epithelial ovarian, fallopian tube or primary peritoneal cancer; Recurrent epithelial ovarian, fallopian tube or primary peritoneal cancer; Cervical cancer","Metastatic colorectal cancer; Locally recurrent or metastatic breast cancer; Advanced, metastatic or recurrent non-squamous non-small cell lung cancer; Advanced and/or metastatic renal cell cancer; Grade IV glioma; Epithelial ovarian, fallopian tube or primary peritoneal cancer; Recurrent epithelial ovarian, fallopian tube or primary peritoneal cancer; Cervical cancer",Neoplasms; Diseases of the respiratory system; Diseases of the genitourinary system,31.10.2018,2018,no,NA
auspar-bimzelx-230426.pdf,353268 and 353269,PM-2020-06299-1-1,Bimzelx,Bimekizumab,UCB Pharma,Biologics,Solution for injection,Subcutaneous,approved,authorised (under additional monitoring),17.03.2022,2022,no,no,Treatment of moderate to severe plaque psoriasis in adult patients who are candidates for systemic therapy or phototherapy.,Treatment of moderate to severe plaque psoriasis in adult patients who are candidates for systemic therapy or phototherapy.,Diseases of the skin,01.03.2021,2021,no,NA
