Marketing_authorisation_number,Procedure_number,Drug_name,Non_proprietary_name,Marketing_authorisation_holder,Drug_class,Pharmaceutical_form,Administration_route,Decision,Current_status,Decision_date,Decision_year,Orphan_drug_status,Indication_extended,Indication_requested,Indication_approved,Disease_class(es),Application_date,Application_year,Nonclinical_abridged,Referral_body,Document_name,Agency
370160,pm-2021-02546-1-4,exkivity,mobocertinib,takeda pharmaceuticals australia pty ltd,small molecule,capsule,oral,approved,authorised (under additional monitoring),14.07.2022,2022,yes,no,"treatment of adult patients with epidermal growth factor receptor (egfr) exon 20 insertion mutation-positive locally advanced or metastatic non-small cell lung cancer (nsclc), who have received prior platinum-based chemotherapy.","treatment of patients with locally advanced or metastatic non-small cell lung cancer (nsclc) that has an exon 20 insertion mutation of the epidermal growth factor receptor (egfr), who have received prior platinum-based chemotherapy.",neoplasms; diseases of the respiratory system,02.08.2021,2021,no,na,auspar-exkivity-210427.pdf,TGA
"216956, 216957, 216958, 216959, 216960, 216961, 216962, 216963",pm-2015-04334-1-3,atozet / zeteze,ezetimibe and atorvastatin,merck sharp & dohme (australia) pty limited,small molecule,tablet,oral,approved,authorised,19.05.2017,2017,no,yes,prevention of cardiovascular disease in patients with coronary heart disease (chd) and a history of acute coronary syndrome (acs),prevention of cardiovascular disease in patients with coronary heart disease (chd) and a history of acute coronary syndrome (acs) taking their maximum tolerated dose of atorvastatin and in need of additional lowering of ldl-c,diseases of the circulatory system,,,yes,,auspar-ezetimibe-atorvastatin-170711.pdf,TGA
"356286, 356285, 356288, 356270, 356287",pm-2022-04980-1-5,wegovy,semaglutide,novo nordisk pharmaceuticals pty ltd,peptides and proteins,solution,subcutaneous,approved,authorised (under additional monitoring),03.01.2024,2024,no,yes,adolescents with obesity and body weight above 60 kg,adolescents with obesity and body weight above 60 kg,"endocrine, nutritional, and metabolic diseases",03.01.2023,2023,no,na,auspar-wegovy-240904.pdf,TGA
"149402, 149403, 149404",pm-2013-02398-1-3,actemra,tocilizumab,roche products pty ltd,biologics,injection,intravenous,approved,authorised,14.10.2014,2014,no,yes,treatment of moderate to severe active rheumatoid arthritis in adult patients in combination with methotrexate in those not previously treated with mtx.,treatment of moderate to severe active rheumatoid arthritis in adult patients with poor prognostic factors in combination with mtx in those not previously treated with mtx.,diseases of the musculoskeletal system and connective tissue,,,yes,,auspar-tocilizumab-150112.pdf,TGA
291923,pm-2017-02454-1-2,biktarvy,bictegravir / emtricitabine / tenofovir alafenamide,gilead sciences,small molecule,tablet,oral,approved,authorised (under additional monitoring),10.07.2018,2018,no,no,treatment of adults infected with hiv-1 without any known mutations associated with resistance to the individual components of biktarvy. treatment of chronic hepatitis b in adults co-infected with hiv-1 and hepatitis b.,treatment of hiv-1 infection in adults who are antiretroviral therapy (art)-naïve or to replace the current antiretroviral regimen in those who are virologically-suppressed.,infectious and parasitic diseases,31.08.2017,2017,yes,,auspar-bictegravir-emtricitabine-tenofovir-alafenamide-190801.pdf,TGA
"25347, 25349, 61937, 61938, 61939, 66625, 66626",pm-2009-00586-3-3,fragmin,dalteparin,pfizer australia pty ltd,biologics,solution,subcutaneous; intravenous,approved,authorised,01.04.2010,2010,no,yes,extended treatment of symptomatic venous thromboembolism (vte) to reduce the recurrence of vte in patients with cancer,extended treatment of symptomatic venous thromboembolism (vte) (proximal deep vein thrombosis and/or pulmonary embolism) to reduce the recurrence of vte in patients with solid tumour cancers,neoplasms; diseases of the circulatory system,,,yes,,auspar-fragmin.pdf,TGA
202525,pm-2012-03141-1-5,lotemax,loteprednol etabonate,bausch and lomb australia pty ltd,small molecule,suspension,topical,approved,authorised,13.01.2014,2014,no,no,"treatment of post-operative inflammation following ocular surgery and treatment of steroid responsive inflammatory conditions of the palpebral and bulbar conjunctiva, cornea and anterior segment of the globe.",treatment of post-operative inflammation following cataract surgery and treatment of steroid responsive inflammatory conditions of contact lens associated giant papillary conjunctivitis (gpc).,diseases of the eye and adnexa,,,no,na,auspar-loteprednol-etabonate-140417.pdf,TGA
263932,pm-2021-04316-1-4,keytruda,pembrolizumab,merck sharp & dohme (australia) pty ltd,biologics,solution,intravenous,approved,authorised,30.09.2022,2022,no,yes,"adjuvant treatment of patients with rcc at intermediate-high or high risk of recurrence following nephrectomy, or following nephrectomy and resection of metastatic lesions.","adjuvant treatment of patients with rcc with a clear cell component who are at intermediate-high or high risk of recurrence following nephrectomy, or following nephrectomy and resection of metastatic lesions.",neoplasms; diseases of the genitourinary system,01.11.2021,2021,yes,,auspar-keytruda-230830.pdf,TGA
327899,pm-2019-05961-1-4,qinlock,ripretinib,tudorrose consulting pty ltd,small molecule,tablet,oral,approved,authorised (under additional monitoring),10.07.2020,2020,yes,no,"treatment of adult patients with advanced gastrointestinal stromal tumours (gist) who have received prior treatment with 3 or more kinase inhibitors, including imatinib.","treatment of adult patients with advanced gastrointestinal stromal tumours (gist) who have received prior treatment with 3 or more kinase inhibitors, including imatinib.",neoplasms; diseases of the digestive system,13.01.2020,2020,no,na,auspar-ripretinib-201120.pdf,TGA
405360,pm-2023-00668-1-6,hemgenix,etranacogene dezaparvovec,csl behring (australia) pty ltd,cell and gene therapy,injection,intravenous,approved,authorised (under additional monitoring),15.03.2024,2024,yes,no,treatment of adults with haemophilia b (congenital factor ix deficiency) and with a pre-existing neutralising anti-aav5 antibody titre below 1:700 to reduce the frequency of bleeding episodes and the need for factor ix replacement therapy,"treatment of adults with haemophilia b (congenital factor ix deficiency), without a history of factor ix inhibitors, who currently use factor ix prophylaxis therapy, or have current or historical life-threatening haemorrhage, or repeated, serious spontaneous bleeding episodes",diseases of the blood and blood-forming organs,31.03.2023,2023,no,na,auspar-hemgenix-240709.pdf,TGA
200553,pm-2012-02342-3-4,stivarga,regorafenib,bayer australia ltd,small molecule,tablet,oral,approved,authorised,26.11.2013,2013,no,no,"treatment of patients with metastatic colorectal cancer irrespective of kras mutational status who have been previously treated with, or are not considered candidates for, fluoropyrimidine based chemotherapy, an anti-vegf therapy, and, if kras wild type, an anti egfr therapy.","treatment of patients with metastatic colorectal cancer (crc) who have been previously treated with fluoropyrimidine,- oxaliplatin - and irinotecan-based chemotherapy, an anti-vegf therapy, and, if kras wild type, an anti-egfr therapy.",neoplasms; diseases of the digestive system,,,no,na,auspar-regorafenib-140207.pdf,TGA
163657 and 163677,pm-2009-1996-3-4,tevagrastim,filgrastim,aspen pharmacare australia pty ltd,biologics,solution,subcutaneous; intravenous,approved,authorised,16.08.2011,2011,no,no,to decrease the incidence of infection in patients with nonmyeloid malignancies receiving myelosuppressive anticancer drugs; to reduce the duration of neutropenia in patients undergoing chemotherapy for acute myeloid leukaemia; for the mobilisation of peripheral blood progenitor cells; to reduce the duration of neutropenia following bone marrow transplantation; for chronic administration to increase neutrophil counts in patients with severe chronic neutropenia; in patients with hiv infection for reversal of neutropenia.,to decrease the incidence of infection in patients with nonmyeloid malignancies receiving myelosuppressive anticancer drugs; to reduce the duration of neutropenia in patients undergoing chemotherapy for acute myeloid leukaemia; for the mobilisation of peripheral blood progenitor cells; to reduce the duration of neutropenia following bone marrow transplantation; for chronic administration to increase neutrophil counts in patients with severe chronic neutropenia; in patients with hiv infection for reversal of neutropenia.,neoplasms; diseases of the blood and blood-forming organs; infectious and parasitic diseases,,,no,na,auspar-tevagrastim-1.pdf,TGA
275256 and 275265,pm-2016-00744-1-3,urorec,silodosin,mayne pharma international pty ltd,small molecule,capsule,oral,approved,authorised,18.05.2017,2017,no,no,treatment of the signs and symptoms of benign prostatic hyperplasia (bph) in adult men,relief of lower urinary tract symptoms (luts) associated with benign prostatic hyperplasia in adult men,diseases of the genitourinary system,,,no,na,auspar-silodosin-171031.pdf,TGA
192493 and 192492,pm-2011-03153-3-4,folotyn,pralatrexate,mundipharma pty ltd,small molecule,solution,intravenous,approved,authorised,26.02.2015,2015,yes,no,"treatment of adult patients with peripheral t-cell lymphoma (nodal, extranodal, and leukaemic/disseminated) who have progressed after at least one prior therapy","treatment of adult patients with peripheral t-cell lymphoma (ptcl) (nodal, extranodal and leukaemic/disseminated) who have progressed after at least one prior therapy",neoplasms; diseases of the blood and blood-forming organs,23.12.2014,2014,yes,,auspar-pralatrexate-130822.pdf,TGA
161936,pm-2011-04144-3-5,daivobet 50/500,calcipotriol and betamethasone,leo pharma pty ltd,small molecule,gel,topical,approved,authorised,19.03.2013,2013,no,yes,topical treatment of body and scalp psoriasis,topical treatment of mild to moderate plaque psoriasis on the body in adults,diseases of the skin,,,yes,,auspar-calcipotriol-betamethasone-130809.pdf,TGA
403948,pm-2023-00180-1-1,winlevi,clascoterone,sun pharma anz pty ltd,small molecule,cream,topical,approved,authorised (under additional monitoring),08.03.2024,2024,no,no,topical treatment of acne vulgaris in patients 12 years of age and older,topical treatment of acne vulgaris in patients 12 years of age and older,diseases of the skin,28.02.2023,2023,no,na,auspar-winlevi-240816.pdf,TGA
343262,pm-2020-04659-1-4,enhertu,trastuzumab deruxtecan,astrazeneca pty ltd,biologics,powder,intravenous,approved,authorised,05.10.2021,2021,no,no,treatment of adult patients with unresectable or metastatic her2-positive breast cancer who have received two or more prior anti-her2-based regimens.,treatment of adult patients with unresectable or metastatic her2-positive breast cancer who have received two or more prior anti-her2-based regimens.,neoplasms,02.11.2020,2020,no,na,auspar-trastuzumab-deruxtecan-220627.pdf,TGA
298329,pm-2017-04765-1-5,symdeko,tezacaftor/ivacaftor,vertex pharmaceuticals australia pty ltd,small molecule,tablet,oral,approved,authorised (under additional monitoring),01.03.2019,2019,yes,no,treatment of patients with cystic fibrosis (cf) aged 12 years and older who are homozygous for the f508del mutation or who have at least one mutation in the cftr gene that is responsive to tezacaftor/ivacaftor based on in vitro data and/or clinical evidence.,treatment of patients with cystic fibrosis (cf) aged 12 years and older who are homozygous for the f508del mutation or who have at least one mutation in the cftr gene that is responsive to tezacaftor/ivacaftor based on in vitro data and/or clinical evidence.,diseases of the respiratory system; congenital malformations and chromosomal abnormalities,31.01.2018,2018,no,na,auspar-tezacaftor-ivacaftor-ivacaftor-191016.pdf,TGA
"334496, 334497, 334498 and 334499",pm-2020-01818-1-3,abrilada,adalimumab,pfizer australia pty ltd,biologics,solution,subcutaneous,approved,authorised,08.02.2021,2021,no,no,rheumatoid arthritis; juvenile idiopathic arthritis; enthesitis-related arthritis; psoriatic arthritis; ankylosing spondylitis; crohn's disease; ulcerative colitis; psoriasis; hidradenitis suppurativa; uveitis,rheumatoid arthritis; juvenile idiopathic arthritis; enthesitis-related arthritis; psoriatic arthritis; ankylosing spondylitis; crohn's disease; ulcerative colitis; psoriasis; hidradenitis suppurativa; uveitis,diseases of the musculoskeletal system and connective tissue; diseases of the digestive system; diseases of the skin; diseases of the eye and adnexa,02.06.2020,2020,no,na,auspar-adalimumab-210412.pdf,TGA
346290 and 377110,,comirnaty,tozinameran,pfizer australia pty ltd,vaccine,suspension,intramuscular,approved,authorised,23.08.2023,2023,no,no,"active immunisation to prevent coronavirus disease 2019 (covid-19) caused by sars-cov-2, in individuals 12 years of age and older.","active immunisation to prevent coronavirus disease 2019 (covid-19) caused by sars-cov-2, in individuals 12 years of age and older.",infectious and parasitic diseases; diseases of the respiratory system,09.01.2023,2023,yes,,auspar-comirnaty-230911.pdf,TGA
"227905, 277917",pm-2019-05319-1-1,olumiant,baricitinib,eli lilly australia pty ltd,small molecule,tablet,oral,approved,authorised (under additional monitoring),11.02.2021,2021,no,yes,treatment of moderate to severe atopic dermatitis in adult patients who are candidates for systemic therapy.,treatment of moderate to severe atopic dermatitis in adult patients who are candidates for systemic therapy.,diseases of the skin,02.01.2020,2020,no,na,auspar-baricitinib-210505.pdf,TGA
,pm-2008-2072-3,rasilez hct/enviage hct,aliskiren/hydrochlorothiazide,novartis pharmaceuticals australia pty ltd,small molecule,tablet,oral,approved,authorised,05.02.2010,2010,no,no,treatment of hypertension,treatment of hypertension,diseases of the circulatory system,,,yes,,auspar-rasilez.pdf,TGA
"49594, 49597, 49598, 49599, 49600, 49601, 49602, 49603, 49604, 49605, 49606, 49607, 49608, 49609, 75923, 75924, 75925, 75926, 75927, 75928, 75929, 75930, 154369, 154369",pm-2009-00811-3-2,visipaque,iodixanol,ge healthcare australia pty ltd,small molecule,solution,intravascular,approved,authorised,14.05.2010,2010,no,yes,"visipaque is indicated for cardioangiography, urography, ct-enhancement and studies of the upper gastrointestinal tract in children.","visipaque is indicated in adult patients for angiocardiography, peripheral arteriography, visceral arteriography, cerebral arteriography, contrast-enhanced computed tomography of the head and body, excretory urography and venography. in children, visipaque is indicated for cardioangiography, urography, ct enhancement and studies of the upper gastrointestinal tract.",diseases of the circulatory system; diseases of the genitourinary system; diseases of the digestive system,,,yes,,auspar-iodixanol.pdf,TGA
177174; 177176,pm-2010-03115-3-3,orencia,abatacept,bristol-myers squibb australia pty ltd,biologics,solution,subcutaneous,approved,authorised,23.12.2011,2011,no,yes,"treatment of moderate to severe active rheumatoid arthritis in adult patients with an insufficient response or intolerance to other dmards; treatment of severe, active and progressive rheumatoid arthritis in adults not previously treated with methotrexate; reducing signs and symptoms in paediatric patients 6 years and older with moderately to severely active polyarticular juvenile idiopathic arthritis.","treatment of moderate to severe active rheumatoid arthritis in adult patients with an insufficient response or intolerance to other dmards; treatment of severe, active and progressive rheumatoid arthritis in adults not previously treated with methotrexate; reducing signs and symptoms in paediatric patients 6 years and older with moderately to severely active polyarticular juvenile idiopathic arthritis.",diseases of the musculoskeletal system and connective tissue,,,yes,,auspar-abatacept-rch-120426.pdf,TGA
158450,pm-2013-01480-1-3,prevenar 13,pneumococcal polysaccharide conjugate vaccine,pfizer australia pty ltd,vaccine,suspension,intramuscular,approved,authorised,27.05.2014,2014,no,yes,"active immunisation for the prevention of pneumococcal disease caused by streptococcus pneumoniae serotypes 1, 3, 4, 5, 6a, 6b, 7f, 9v, 14, 18c, 19a, 19f, and 23f in adults 18 to 49 years of age.","active immunisation for the prevention of pneumococcal disease caused by streptococcus pneumoniae serotypes 1, 3, 4, 5, 6a, 6b, 7f, 9v, 14, 18c, 19a, 19f, and 23f in adults and children aged more than 6 weeks of age.",infectious and parasitic diseases,,,yes,,auspar-pneumococcal-polysaccharide-conjugate-140917.pdf,TGA
"185934, 185935",pm-2011-00911-3-1,pecfent,fentanyl,astrazeneca pty ltd,small molecule,spray,nasal,approved,authorised,31.07.2012,2012,no,no,management of breakthrough pain in adults with cancer who are already receiving maintenance opioid therapy for chronic pain,management of breakthrough pain in adults with cancer who are already receiving maintenance opioid therapy for chronic pain,neoplasms,,,yes,,auspar-fentanyl-130319.pdf,TGA
"376616, 376617 and 376618",pm-2021-04759-1-5,voxzogo,vosoritide,biomarin pharmaceutical australia pty ltd,peptides and proteins,powder,subcutaneous,approved,authorised (under additional monitoring),29.06.2022,2022,yes,no,for the treatment of achondroplasia in patients 2 years of age and older whose epiphyses are not closed.,for the treatment of achondroplasia in patients 2 years of age and older whose epiphyses are not closed.,congenital malformations and chromosomal abnormalities,30.11.2021,2021,no,na,auspar-voxzogo-230127.pdf,TGA
283127 and 302463,pm-2020-03043-1-5,dupixent,dupilumab,sanofi-aventis australia pty ltd,biologics,solution,subcutaneous,approved,authorised,13.08.2021,2021,no,yes,treatment of moderate to severe atopic dermatitis in patients aged 6 years and older who are candidates for chronic systemic therapy; add-on maintenance treatment in adult patients with inadequately controlled chronic rhinosinusitis with nasal polyposis (crswnp).,treatment of severe atopic dermatitis in patients aged 6 to 11 years old who are candidates for chronic systemic therapy; add-on maintenance treatment in adult patients with inadequately controlled chronic rhinosinusitis with nasal polyposis (crswnp).,diseases of the skin; diseases of the respiratory system,31.07.2020,2020,yes,,auspar-dupilumab-220504.pdf,TGA
"aust r 67311, aust r 172264",pm-2010-03508-3-3,botox,botulinum toxin type a,allergan australia pty ltd,biologics,powder,intramuscular,approved,authorised,20.03.2012,2012,no,yes,second line treatment of urinary incontinence related to neurogenic detrusor overactivity (ndo) when anticholinergic agents have been ineffective or are not tolerated.,treatment of urinary incontinence due to neurogenic detrusor overactivity resulting from a defined neurological illness (such as spinal cord injury or multiple sclerosis) and not controlled adequately by anticholinergic agents.,diseases of the genitourinary system; diseases of the nervous system,,,no,na,auspar-botulinum-toxin-type-a-120706.pdf,TGA
,pm-2015-04749-1-3,crusia-aft; crusia-aft forte,enoxaparin sodium,aft pharmaceuticals pty ltd,biologics,solution,subcutaneous; intravenous,withdrawn,withdrawn,06.04.2017,2017,no,no,"prevention of thrombo-embolic disorders of venous origin in patients undergoing orthopaedic and general surgery; prophylaxis of venous thromboembolism in medical patients bedridden due to acute illness; prevention of thrombosis in extra-corporeal circulation during haemodialysis; treatment of established deep vein thrombosis; treatment of unstable angina and non-q-wave myocardial infarction, administered concurrently with aspirin; treatment of acute st-segment elevation myocardial infarction (stemi) as an adjunctive to thrombolytic treatment, including patients to be managed medically or with subsequent percutaneous coronary intervention (pci).",na,diseases of the circulatory system,,,yes,,auspar-enoxaparin-sodium-171107.pdf,TGA
aust r 159322; aust r 159323; aust r 159324,pm-2012-02302-3-5,prolia,denosumab,amgen australia pty ltd,biologics,solution,subcutaneous,approved,authorised,05.09.2013,2013,no,yes,treatment of osteoporosis in men.,treatment to increase bone mass in men with osteoporosis at increased risk of fracture.,diseases of the musculoskeletal system and connective tissue,,,yes,,auspar-denosumab-140128.pdf,TGA
"192716, 192717, 192718, 192719, 192720, 192722, 192723, 192724",pm-2011-03163-3-5,lyxumia,lixisenatide,sanofi-aventis australia pty ltd,peptides and proteins,solution,subcutaneous,approved,authorised,20.03.2013,2013,no,no,"for the treatment of adults with type 2 diabetes mellitus to achieve glycaemic control in combination with metformin, metformin and sulphonylurea, basal insulin and metformin, basal insulin and sulphonylurea when these, together with diet and exercise, do not provide adequate glycaemic control.","for the treatment of adults with type 2 diabetes mellitus to achieve glycaemic control in combination with metformin, metformin and sulphonylurea, basal insulin and metformin, basal insulin and sulphonylurea when these, together with diet and exercise, do not provide adequate glycaemic control.","endocrine, nutritional, and metabolic diseases",,,no,na,auspar-lixisenatide-130820.pdf,TGA
119102; 171474; 181249,pm-2010-00820-3-3,revatio,sildenafil,pfizer australia pty ltd,small molecule,solution,intravenous,approved,authorised,16.09.2011,2011,no,yes,continued treatment of patients with pulmonary arterial hypertension (pah) classified as who functional class iii who are currently prescribed oral revatio and who are temporarily unable to take oral medication.,"treatment of adult patients with pulmonary arterial hypertension who are currently prescribed oral revatio and who are temporarily unable to take oral therapy, but are otherwise clinically and haemodynamically stable.",diseases of the circulatory system,,,yes,,auspar-revatio.pdf,TGA
"262428, 294907",pm-2016-03542-1-2,afluria quad,influenza virus haemagglutinin,seqirus pty ltd,vaccine,suspension,intramuscular,approved,authorised,01.02.2018,2018,no,yes,"for the prevention of influenza caused by influenza virus, types a and b contained in the vaccine. the vaccine is indicated for use only in persons aged 5 years and over.","for the prevention of influenza caused by influenza virus, types a and b contained in the vaccine. the vaccine is indicated for use only in persons aged 5 years and over.",infectious and parasitic diseases,03.01.2017,2017,yes,,auspar-influenza-virus-haemagglutinin-181105.pdf,TGA
330232,pm-2020-00700-1-6,poteligeo,mogamulizumab,kyowa kirin australia pty ltd,biologics,concentrate,intravenous,approved,authorised (under additional monitoring),06.01.2021,2021,yes,no,treatment of adult patients (≥ 18 years of age) with mycosis fungoides (mf) or sézary syndrome (ss) who have received at least one prior systemic therapy.,treatment of adult patients (≥ 18 years of age) with mycosis fungoides (mf) or sézary syndrome (ss) who have received at least one prior systemic therapy.,neoplasms; diseases of the skin,01.04.2020,2020,no,na,auspar-mogamulizumab-210427.pdf,TGA
,pm-2016-04637-1-2,artimist 6,artemether,suda pharmaceuticals ltd,small molecule,solution,sublingual,refused,na,14.05.2019,2019,no,yes,for the initial treatment of children with severe falciparum malaria weighing between 5 and 15 kg; for the initial treatment of children with falciparum malaria who cannot take (or reliably take) oral medication due to gastrointestinal complications such as vomiting or diarrhoea.,na,infectious and parasitic diseases,31.03.2017,2017,yes,,auspar-artemether-191204.pdf,TGA
"173890, 180543, 180546, 180547, 173891, 180548, 180549, 180550",pm-2010-02110-3-1,smofkabiven and smofkabiven electrolyte free emulsion,"lipids, glucose, amino acids",fresenius kabi australia pty ltd,other,emulsion,intravenous,approved,authorised,20.12.2011,2011,no,no,"parenteral nutrition for adult patients when oral or enteral nutrition is impossible, insufficient or contraindicated.","parenteral nutrition for adult patients when oral or enteral nutrition is impossible, insufficient or contraindicated.","endocrine, nutritional, and metabolic diseases",,,yes,,auspar-smoflipid-120315.pdf,TGA
"198933, 198934, 198936, 232702",pm-2021-00484-1-6,jakavi,ruxolitinib phosphate,novartis pharmaceuticals australia pty ltd,small molecule,tablet,oral,approved,authorised (under additional monitoring),27.01.2022,2022,yes,yes,treatment of patients with graft versus host disease (gvhd) aged 12 years and older who have inadequate response to corticosteroids or other systemic therapies.,treatment of patients aged 12 years and older with acute graft-versus-host disease who have inadequate response to corticosteroids; treatment of patients aged 12 years and older with chronic graft-versus-host disease who have inadequate response to corticosteroids.,diseases of the blood and blood-forming organs,22.03.2021,2021,no,na,auspar-jakavi-230504.pdf,TGA
374190,pm-2021-04004-1-2,regkirona,regdanvimab,celltrion healthcare australia pty ltd,biologics,concentrate,intravenous,approved,authorised (under additional monitoring),06.12.2021,2021,no,no,treatment of mild to moderate covid-19 in adult patients confirmed to be infected with sars-cov-2.,treatment of adults with covid-19 who do not require supplemental oxygen and are at increased risk of progressing to severe covid-19.,infectious and parasitic diseases; diseases of the respiratory system,06.09.2021,2021,no,na,auspar-regdanvimab-211206.pdf,TGA
423370,pm-2022-03512-1-3,xenpozyme,olipudase alfa,sanofi-aventis australia pty ltd,biologics,lyophilized powder,intravenous,approved,authorised,21.08.2023,2023,yes,no,enzyme replacement therapy for the treatment of noncentral nervous system (cns) manifestations of acid sphingomyelinase deficiency (asmd) in paediatric and adult patients with type a/b or type b,enzyme replacement therapy for the treatment of noncentral nervous system (cns) manifestations of acid sphingomyelinase deficiency (asmd) in paediatric and adult patients with type a/b or type b,"endocrine, nutritional, and metabolic diseases",31.10.2022,2022,no,na,auspar-xenpozyme-240820.pdf,TGA
308494,pm-2018-03520-1-5,increlex,mecasermin,ipsen pty ltd,biologics,solution,subcutaneous,approved,authorised (under additional monitoring),19.11.2019,2019,yes,no,for the long-term treatment of growth failure in children and adolescents from 2 to 18 years with severe primary insulin-like growth factor 1 deficiency (primary igfd).,for the long-term treatment of growth failure in children and adolescents from 2 to 18 years with severe primary insulin-like growth factor 1 deficiency (primary igfd).,"endocrine, nutritional, and metabolic diseases",03.10.2018,2018,no,na,auspar-mecasermin-200305.pdf,TGA
"387299, 387300",pm-2022-01514-1-4,imjudo,tremelimumab,astrazeneca pty ltd,biologics,solution,intravenous,approved,authorised (under additional monitoring),19.06.2023,2023,no,no,treatment of patients with unresectable hepatocellular carcinoma (uhcc),treatment of adult patients with unresectable hepatocellular carcinoma (uhcc) who have not received prior treatment with a pd-1/pd-l1 inhibitor,neoplasms; diseases of the digestive system,31.05.2022,2022,no,na,auspar-imjudo-231208.pdf,TGA
"97449, 97450, 97451, 101581",pm-2016-02330-1-4,eligard,leuprorelin,mundipharma pty ltd,peptides and proteins,injection,subcutaneous,approved,authorised,06.10.2017,2017,no,yes,treatment of high-risk localised and locally advanced hormone-dependent prostate cancer in combination with radiotherapy,treatment of high-risk localised and locally advanced hormone-dependent prostate cancer in combination with radiotherapy,neoplasms,30.09.2016,2016,yes,,auspar-leuprorelin-180905.pdf,TGA
"334800, 334801, 334802",pm-2020-01807-1-3,hulio,adalimumab,alphapharm pty ltd,biologics,solution,subcutaneous,approved,authorised,07.04.2021,2021,no,no,rheumatoid arthritis; juvenile idiopathic arthritis; enthesitis-related arthritis; psoriatic arthritis; ankylosing spondylitis; crohn’s disease; ulcerative colitis; psoriasis; hidradenitis suppurativa; uveitis,rheumatoid arthritis; juvenile idiopathic arthritis; enthesitis-related arthritis; psoriatic arthritis; ankylosing spondylitis; crohn’s disease; ulcerative colitis; psoriasis; hidradenitis suppurativa; uveitis,diseases of the musculoskeletal system and connective tissue; diseases of the digestive system; diseases of the skin; diseases of the eye and adnexa,02.06.2020,2020,no,na,auspar-adalimumab-211122.pdf,TGA
391356,pm-2022-01478-1-2,verdye,indocyanine green,clinect pty ltd,small molecule,powder,injection,approved,authorised (under additional monitoring),21.02.2024,2024,no,yes,"cardiac, circulatory and micro-circulatory diagnostics; liver function diagnostics; ocular angiography diagnostics","cardiac, circulatory and micro-circulatory diagnostics; liver function diagnostics; ocular angiography diagnostics",diseases of the circulatory system; diseases of the eye and adnexa; diseases of the blood and blood-forming organs,01.08.2022,2022,yes,,auspar-verdye-250128.pdf,TGA
183674,pm-2011-00795-3-4,zelboraf,vemurafenib,roche products pty limited,small molecule,tablet,oral,approved,authorised,,2012,yes,no,treatment of unresectable stage iiic or stage iv metastatic melanoma positive for a braf v600 mutation,treatment of unresectable stage iiic or stage iv metastatic melanoma positive for a braf v600 mutation,neoplasms,,2011,no,na,auspar-vemurafenib-121217.pdf,TGA
"196987, 233439",pm-2012-00788-3-3,xeljanz,tofacitinib,pfizer australia pty ltd,small molecule,tablet,oral,approved,authorised,13.01.2015,2015,no,no,treatment of moderate to severe active rheumatoid arthritis in adults who have had an inadequate response or are intolerant to previous dmard therapy,treatment of the signs and symptoms of moderate to severe active rheumatoid arthritis in adults who have had an inadequate response or are intolerant to methotrexate,diseases of the musculoskeletal system and connective tissue,,,no,na,auspar-tofacitinib-as-citrate-150306.pdf,TGA
"165332, 165346, 165347, 165356, 165357",pm-2009-02489-3-1,palexia sr,tapentadol,csl ltd,small molecule,tablet,oral,approved,authorised,24.12.2010,2010,no,no,for the management of moderate to severe chronic pain unresponsive to non-narcotic analgesia.,for the management of moderate to severe chronic pain unresponsive to non-narcotic analgesia.,diseases of the musculoskeletal system and connective tissue,,,no,na,auspar-palexia-sr.pdf,TGA
153959,,circadin,melatonin,rad data australia pty ltd,small molecule,tablet,oral,approved,authorised,04.01.2011,2011,no,yes,monotherapy for the short term treatment of primary insomnia characterised by poor quality of sleep in patients who are aged 55 or over.,monotherapy for the short term treatment of primary insomnia characterised by poor quality of sleep in patients who are aged 55 or over.,mental and behavioural disorders,,,yes,,auspar-circadin-110118.pdf,TGA
262525,pm-2015-03089-1-5,duavive,conjugated estrogens / bazedoxifene acetate,pfizer australia pty ltd,peptides and proteins,tablet,oral,approved,authorised,12.12.2016,2016,no,no,treatment of estrogen deficiency symptoms in postmenopausal women with a uterus (with at least 12 months since the last menses) for whom treatment with progestogen-containing therapy is not appropriate.,treatment of moderate to severe vasomotor symptoms associated with menopause in women with a uterus.,"endocrine, nutritional, and metabolic diseases",30.11.2015,2015,no,na,auspar-conjugated-estrogens-bazedoxifene-acetate-180202.pdf,TGA
288135,pm-2017-01455-1-4,besponsa,inotuzumab ozogamicin,pfizer australia pty limited,biologics,powder,intravenous,approved,authorised (under additional monitoring),11.05.2018,2018,yes,no,treatment of adults with relapsed or refractory b cell precursor acute lymphoblastic leukaemia (all),treatment of adults with relapsed or refractory cd22 positive b cell precursor acute lymphoblastic leukaemia (all),neoplasms; diseases of the blood and blood-forming organs,01.06.2017,2017,no,na,auspar-inotuzumab-ozogamicin-190704.pdf,TGA
