Marketing_authorisation_number,Procedure_number,Drug_name,Non_proprietary_name,Marketing_authorisation_holder,Drug_class,Pharmaceutical_form,Administration_route,Decision,Current_status,Decision_date,Decision_year,Orphan_drug_status,Indication_extended,Indication_requested,Indication_approved,Disease_class(es),Application_date,Application_year,Nonclinical_abridged,Referral_body,Document_name,Agency
ema/129214/2021,emea/h/c/005434/0000,thiotepa riemser,thiotepa,riemser pharma gmbh,small molecule,powder,intravenous,approved,authorised,28.01.2021,2021,no,no,"in combination with other chemotherapy medicinal products: with or without total body irradiation (tbi), as conditioning treatment prior to allogeneic or autologous haematopoietic progenitor cell transplantation (hpct) in haematological diseases in adult and paediatric patients; when high dose chemotherapy with hpct support is appropriate for the treatment of solid tumours in adult and paediatric patients.","in combination with other chemotherapy medicinal products: with or without total body irradiation (tbi), as conditioning treatment prior to allogeneic or autologous haematopoietic progenitor cell transplantation (hpct) in haematological diseases in adult and paediatric patients; when high dose chemotherapy with hpct support is appropriate for the treatment of solid tumours in adult and paediatric patients.",neoplasms; diseases of the blood and blood-forming organs,16.03.2020,2020,yes,,thiotepa-riemser-epar-public-assessment-report_en.pdf,EMA
ema/205600/2022,emea/h/c/005788/0000,evusheld,tixagevimab + cilgavimab,astrazeneca ab,biologics,solution,intramuscular,approved,authorised,24.03.2022,2022,no,no,prophylaxis of covid-19 in adults 18 years of age and older,prophylaxis of covid-19 in adults 18 years of age and older,infectious and parasitic diseases,14.03.2022,2022,no,na,evusheld-epar-public-assessment-report_en.pdf,EMA
,,evista,raloxifene hydrochloride,,small molecule,tablet,oral,approved,authorised,22.05.2003,2003,no,yes,treatment and prevention of osteoporosis in postmenopausal women,treatment and prevention of osteoporosis in postmenopausal women,diseases of the musculoskeletal system and connective tissue,,,no,na,evista-epar-scientific-discussion_en.pdf,EMA
ema/360205/2023,emea/h/c/005756/0000,apretude,cabotegravir,viiv healthcare b.v.,small molecule,suspension,intramuscular,approved,authorised,20.07.2023,2023,no,yes,cabotegravir injections are indicated in combination with safer sex practices for pre-exposure prophylaxis to reduce the risk of sexually acquired hiv-1 infection in at-risk individuals weighing at least 35 kg.,cabotegravir injections are indicated in combination with safer sex practices for pre-exposure prophylaxis to reduce the risk of sexually acquired hiv-1 infection in at-risk individuals weighing at least 35 kg.,infectious and parasitic diseases,24.06.2022,2022,no,na,apretude-epar-public-assessment-report_en.pdf,EMA
ema/336561/2024,emea/h/c/006050/0000,balversa,erdafitinib,janssen-cilag international n.v.,small molecule,tablet,oral,approved,authorised,27.06.2024,2024,no,no,"treatment of adult patients with locally advanced unresectable or metastatic urothelial carcinoma (uc), harboring susceptible fgfr3 genetic alterations with disease progression during or following at least one line of therapy containing a pd-1 or pd-l1 inhibitor in the locally advanced unresectable or metastatic treatment setting","treatment of adult patients with unresectable or metastatic urothelial carcinoma (uc), harboring susceptible fgfr3 genetic alterations who have previously received at least one line of therapy containing a pd-1 or pd-l1 inhibitor in the unresectable or metastatic treatment setting",neoplasms; diseases of the genitourinary system,08.09.2023,2023,no,na,balversa-epar-public-assessment-report_en.pdf,EMA
ema/455580/2010,emea/h/c/1176,rapiscan,regadenoson,gilead sciences international ltd.,small molecule,solution,intravenous,approved,authorised,24.06.2010,2010,no,no,rapiscan is a selective coronary vasodilator for use as a pharmacological stress agent for radionuclide myocardial perfusion imaging in patients unable to undergo adequate exercise stress.,rapiscan is a selective coronary vasodilator for use as a pharmacological stress agent for radionuclide myocardial perfusion imaging (mpi) in patients unable to undergo adequate exercise stress.,diseases of the circulatory system,06.05.2009,2009,no,na,rapiscan-epar-public-assessment-report_en.pdf,EMA
ema/555028/2021,emea/h/c/005437/0000,vumerity,diroximel fumarate,biogen netherlands b.v.,small molecule,capsule,oral,approved,authorised,16.09.2021,2021,no,no,treatment of adult patients with relapsing remitting multiple sclerosis,treatment of adult patients with relapsing remitting multiple sclerosis,diseases of the nervous system,16.11.2020,2020,no,na,vumerity-epar-public-assessment-report_en.pdf,EMA
ema/453346/2012,emea/h/c/002096,folotyn,pralatrexate,allos therapeutics ltd,small molecule,solution,intravenous,refused,na,19.04.2012,2012,yes,no,"treatment of adult patients with peripheral t-cell lymphoma (nodal, extranodal and leukaemic/disseminated) who have progressed after at least one prior therapy",na,neoplasms; diseases of the blood and blood-forming organs,23.11.2010,2010,no,na,folotyn-epar-public-assessment-report_en.pdf,EMA
ema/214544/2009,emea/h/c/000993,renvela,sevelamer carbonate,genzyme europe b.v.,small molecule,tablet; powder,oral,approved,authorised,19.03.2009,2009,no,yes,"control of hyperphosphataemia in adult patients receiving haemodialysis or peritoneal dialysis, and in adult patients with chronic kidney disease not on dialysis with serum phosphorus > 1.78 mmol/l.",control of hyperphosphataemia in adult patients receiving haemodialysis or peritoneal dialysis. renvela is also indicated for the control of hyperphosphataemia in adult patients with chronic kidney disease not on dialysis with serum phosphorus > 1.78 mmol/l.,diseases of the genitourinary system,06.03.2008,2008,no,na,renvela-epar-public-assessment-report_en.pdf,EMA
ema/465512/2024,emea/h/c/006170/0000,hetronifly,serplulimab,henlius europe gmbh,biologics,solution,intravenous,approved,authorised,19.09.2024,2024,yes,no,hetronifly in combination with carboplatin and etoposide is indicated for the first-line treatment of adult patients with extensive-stage small cell lung cancer (es-sclc).,hetronifly in combination with carboplatin and etoposide is indicated for the first-line treatment of adult patients with extensive-stage small cell lung cancer (es-sclc).,neoplasms; diseases of the respiratory system,02.03.2023,2023,no,na,hetronifly-epar-public-assessment-report_en.pdf,EMA
ema/813309/2016,emea/h/c/004101/0000,lusduna,insulin glargine,merck sharp & dohme limited,biologics,solution,subcutaneous,approved,withdrawn,10.11.2016,2016,no,no,"treatment of diabetes mellitus in adults, adolescents and children aged 2 years and above","treatment of diabetes mellitus in adults, adolescents and children aged 2 years and above","endocrine, nutritional, and metabolic diseases",04.12.2015,2015,no,na,lusduna-epar-public-assessment-report_en.pdf,EMA
ema/119439/2023,emea/h/c/005896/0000,hyftor,sirolimus,plusultra pharma gmbh,small molecule,gel,cutaneous,approved,authorised,23.02.2023,2023,yes,no,treatment of angiofibroma associated with tuberous sclerosis complex in adults and children.,treatment of facial angiofibroma associated with tuberous sclerosis complex in adults and paediatric patients aged 6 years and older,neoplasms; diseases of the skin,26.11.2021,2021,no,na,hyftor-epar-public-assessment-report_en.pdf,EMA
ema/282791/2016,emea/h/c/004064/0000,rasagiline mylan,rasagiline,mylan s.a.s.,small molecule,tablet,oral,approved,authorised,28.01.2016,2016,no,no,treatment of idiopathic parkinson’s disease (pd) as monotherapy (without levodopa) or as adjunct therapy (with levodopa) in patients with end of dose fluctuations,treatment of idiopathic parkinson’s disease (pd) as monotherapy (without levodopa) or as adjunct therapy (with levodopa) in patients with end of dose fluctuations,diseases of the nervous system,25.02.2015,2015,yes,,rasagiline-mylan-epar-public-assessment-report_en.pdf,EMA
ema/165165/2022,emea/h/c/005635/0000,truvelog mix 30,insulin aspart,sanofi-aventis groupe,peptides and proteins,suspension,subcutaneous,approved,authorised,24.02.2022,2022,no,no,"treatment of diabetes mellitus in adults, adolescents and children aged 10 years and above","treatment of diabetes mellitus in adults, adolescents and children aged 10 years and above","endocrine, nutritional, and metabolic diseases",28.04.2021,2021,no,na,truvelog-mix-30-epar-public-assessment-report_en.pdf,EMA
ema/637805/2020,emea/h/c/005107/0000,roclanda,latanoprost / netarsudil,aerie pharmaceuticals ireland limited,small molecule,eye drops,ocular,approved,authorised,12.11.2020,2020,no,no,reduction of elevated ocular pressure (iop) in adult patients with primary open-angle glaucoma or ocular hypertension for whom monotherapy provides insufficient iop reduction,reduction of elevated ocular pressure (iop) in adult patients with primary open-angle glaucoma or ocular hypertension for whom monotherapy provides insufficient iop reduction,diseases of the eye and adnexa,25.11.2019,2019,no,na,roclanda-epar-public-assessment-report_en.pdf,EMA
ema/449381/2015,emea/h/c/003984/0000,bortezomib accord,bortezomib,accord healthcare ltd,small molecule,powder,intravenous; subcutaneous,approved,authorised,21.05.2015,2015,no,yes,"bortezomib accord as monotherapy or in combination with pegylated liposomal doxorubicin or dexamethasone is indicated for the treatment of adult patients with progressive multiple myeloma who have received at least 1 prior therapy and who have already undergone or are unsuitable for haematopoietic stem cell transplantation. bortezomib accord in combination with melphalan and prednisone is indicated for the treatment of adult patients with previously untreated multiple myeloma who are not eligible for high-dose chemotherapy with haematopoietic stem cell transplantation. bortezomib accord in combination with dexamethasone, or with dexamethasone and thalidomide, is indicated for the induction treatment of adult patients with previously untreated multiple myeloma who are eligible for high-dose chemotherapy with haematopoietic stem cell transplantation.","bortezomib accord as monotherapy or in combination with pegylated liposomal doxorubicin or dexamethasone is indicated for the treatment of adult patients with progressive multiple myeloma who have received at least 1 prior therapy and who have already undergone or are unsuitable for haematopoietic stem cell transplantation. bortezomib accord in combination with melphalan and prednisone is indicated for the treatment of adult patients with previously untreated multiple myeloma who are not eligible for high-dose chemotherapy with haematopoietic stem cell transplantation. bortezomib accord in combination with dexamethasone, or with dexamethasone and thalidomide, is indicated for the induction treatment of adult patients with previously untreated multiple myeloma who are eligible for high-dose chemotherapy with haematopoietic stem cell transplantation. bortezomib accord in combination with rituximab, cyclophosphamide, doxorubicin and prednisone is indicated for the treatment of adult patients with previously untreated mantle cell lymphoma who are unsuitable for haematopoietic stem cell transplantation.",neoplasms; diseases of the blood and blood-forming organs,04.06.2014,2014,yes,,bortezomib-accord-epar-public-assessment-report_en.pdf,EMA
ema/86941/2018,emea/h/c/004313/0000,steglujan,ertugliflozin / sitagliptin,merck sharp & dohme limited,small molecule,tablet,oral,approved,authorised,25.01.2018,2018,no,no,"steglujan, fixed-dose combination of ertugliflozin and sitagliptin, is indicated in adults aged 18 years and older with type 2 diabetes mellitus as an adjunct to diet and exercise to improve glycaemic control when metformin and/or a sulphonylurea (su) do not provide adequate glycaemic control.","steglujan, fixed-dose combination of ertugliflozin and sitagliptin, is indicated in adults aged 18 years and older with type 2 diabetes mellitus as an adjunct to diet and exercise to improve glycaemic control when metformin and/or a sulphonylurea (su) do not provide adequate glycaemic control.","endocrine, nutritional, and metabolic diseases",01.02.2017,2017,no,na,steglujan-epar-public-assessment-report_en.pdf,EMA
ema/chmp/220699/2019,emea/h/c/004954/0000,ultomiris,ravulizumab,alexion europe sas,biologics,concentrate,intravenous,approved,authorised,26.04.2019,2019,no,no,treatment of adult patients with paroxysmal nocturnal haemoglobinuria,treatment of adult patients with paroxysmal nocturnal haemoglobinuria,diseases of the blood and blood-forming organs,27.06.2018,2018,no,na,ultomiris-epar-public-assessment-report_en.pdf,EMA
ema/640346/2022,emea/h/c/005019/0000,ranivisio,ranibizumab,midas pharma gmbh,biologics,solution,intravitreal,approved,authorised,23.06.2022,2022,no,no,the treatment of neovascular (wet) age-related macular degeneration (amd); the treatment of visual impairment due to diabetic macular oedema (dme); the treatment of proliferative diabetic retinopathy (pdr); the treatment of visual impairment due to macular oedema secondary to retinal vein occlusion (branch rvo or central rvo); the treatment of visual impairment due to choroidal neovascularisation (cnv),the treatment of neovascular (wet) age-related macular degeneration (amd); the treatment of visual impairment due to diabetic macular oedema (dme); the treatment of proliferative diabetic retinopathy (pdr); the treatment of visual impairment due to macular oedema secondary to retinal vein occlusion (branch rvo or central rvo); the treatment of visual impairment due to choroidal neovascularisation (cnv),"diseases of the eye and adnexa; endocrine, nutritional, and metabolic diseases",25.06.2021,2021,no,na,ranivisio-epar-public-assessment-report_en.pdf,EMA
ema/397273/2021,emea/h/c/005183/0000,klisyri,tirbanibulin,"almirall, s.a.",small molecule,ointment,cutaneous,approved,authorised,20.05.2021,2021,no,no,"field treatment of non-hyperkeratotic, non-hypertrophic actinic keratosis of the face or scalp in adults","field treatment of non-hyperkeratotic, non-hypertrophic actinic keratosis (olsen grade 1) of the face or scalp in adults",neoplasms; diseases of the skin,06.02.2020,2020,no,na,klisyri-epar-assessment-report_en.pdf,EMA
ema/428168/2016,emea/h/c/004057/0000,qtern,saxagliptin / dapagliflozin,astrazeneca ab,small molecule,tablet,oral,approved,authorised,26.05.2016,2016,no,no,"qtern is indicated in adults aged 18 years and older with type 2 diabetes mellitus to improve glycaemic control in combination with other oral glucose lowering medicinal products, when these alone, together with diet and exercise, do not provide adequate glycaemic control.","qtern, fixed dose combination of saxagliptin and dapagliflozin, is indicated in adults aged 18 years and older with type 2 diabetes mellitus: - to improve glycaemic control when metformin and/or sulphonylurea (su) and one of the monocomponents of qtern do not provide adequate glycaemic control, - when already being treated with the free combination of dapagliflozin and saxagliptin.","endocrine, nutritional, and metabolic diseases",20.04.2015,2015,no,na,qtern-epar-public-assessment-report_en.pdf,EMA
ema/82271/2020,emea/h/c/003876/0000,vaxchora,"cholera vaccine, oral, live",emergent netherlands b.v.,vaccine,powder,oral,approved,authorised,30.01.2020,2020,no,no,active immunisation against disease caused by vibrio cholerae serogroup o1 in adults and children aged 6 years and older,active immunisation against disease caused by vibrio cholerae serogroup o1 in adults and children aged 6 years and older,infectious and parasitic diseases,11.01.2019,2019,yes,chmp,vaxchora-epar-public-assessment-report_en.pdf,EMA
ema/297688/2013,emea/h/c/002602,erivedge,vismodegib,roche registration ltd.,small molecule,capsule,oral,conditional marketing authorisation,authorised,25.04.2013,2013,no,no,treatment of advanced basal cell carcinoma,treatment of adult patients with symptomatic metastatic basal cell carcinoma and locally advanced basal cell carcinoma inappropriate for surgery or radiotherapy,neoplasms; diseases of the skin,01.12.2011,2011,no,na,erivedge-epar-public-assessment-report_en.pdf,EMA
ema/239011/2017,emea/h/c/004196/0000,varuby,rolapitant,tesaro uk limited,small molecule,tablet,oral,approved,withdrawn,23.02.2017,2017,no,no,prevention of nausea and vomiting associated with initial and repeat courses of highly and moderately emetogenic cancer chemotherapy in adults,prevention of nausea and vomiting associated with initial and repeat courses of highly and moderately emetogenic cancer chemotherapy in adults,neoplasms,02.03.2016,2016,no,na,varuby-epar-public-assessment-report_en.pdf,EMA
ema/454217/2011,emea/h/c/2036,rivastigmine actavis,rivastigmine,actavis group ptc ehf,small molecule,capsule,oral,approved,authorised,14.04.2011,2011,no,no,symptomatic treatment of mild to moderately severe alzheimer’s dementia. symptomatic treatment of mild to moderately severe dementia in patients with idiopathic parkinson’s disease.,symptomatic treatment of mild to moderately severe alzheimer’s dementia. symptomatic treatment of mild to moderately severe dementia in patients with idiopathic parkinson’s disease.,diseases of the nervous system,09.03.2010,2010,yes,,rivastigmine-actavis-epar-public-assessment-report_en.pdf,EMA
ema/706519/2021,emea/h/c/005367/0000,lonapegsomatropin ascendis pharma,lonapegsomatropin,ascendis pharma endocrinology division a/s,peptides and proteins,powder; solvent,subcutaneous,approved,authorised,11.11.2021,2021,yes,no,"growth failure in paediatric patients due to insufficient secretion of growth hormone, growth hormone deficiency, ghd",growth failure in children and adolescents aged from 3 years up to 18 years due to insufficient endogenous growth hormone secretion (growth hormone deficiency [ghd]),"endocrine, nutritional, and metabolic diseases",08.09.2020,2020,no,na,lonapegsomatropin-ascendis-pharma-epar-public-assessment-report_en.pdf,EMA
ema/473660/2020,emea/h/c/005264/0000,arikayce liposomal,amikacin,insmed netherlands b.v.,small molecule,dispersion,inhalation,approved,authorised,23.07.2020,2020,yes,no,treatment of persistent mycobacterium avium complex (mac) lung infection as part of a combination antibacterial drug regimen in adults.,treatment of non-tuberculous mycobacterial (ntm) lung infections caused by mycobacterium avium complex (mac) in adults with limited treatment options who do not have cystic fibrosis.,infectious and parasitic diseases; diseases of the respiratory system,01.07.2019,2019,no,na,arikayce-liposomal-epar-public-assessment-report_en.pdf,EMA
ema/641081/2022,emea/h/c/005849/0000,vyvgart,efgartigimod alfa,argenx,biologics,concentrate,intravenous,approved,authorised,23.06.2022,2022,yes,no,treatment of generalized myasthenia gravis,vyvgart is indicated as an add-on to standard therapy for the treatment of adult patients with generalised myasthenia gravis (gmg) who are anti-acetylcholine receptor (achr) antibody positive,diseases of the nervous system,30.07.2021,2021,no,na,vyvgart-epar-public-assessment-report_en.pdf,EMA
ema/564703/2024,emea/h/c/006123/0000,gohibic,vilobelimab,inflarx gmbh,biologics,concentrate,intravenous,approved,authorised,14.11.2024,2024,no,no,treatment of adult patients with sars-cov-2-induced septic acute respiratory distress syndrome (ards) receiving invasive mechanical ventilation (imv) or extracorporeal membrane oxygenation (ecmo),treatment of adult patients with sars-cov-2-induced septic acute respiratory distress syndrome (ards) receiving invasive mechanical ventilation (imv) or extracorporeal membrane oxygenation (ecmo),infectious and parasitic diseases; diseases of the respiratory system,28.07.2023,2023,no,na,gohibic-epar-public-assessment-report_en.pdf,EMA
ema/419554/2013,emea/h/c/002600,omontys,peginesatide,takeda global research and development centre (europe) ltd,peptides and proteins,solution,intravenous,withdrawn,withdrawn,25.04.2013,2013,no,no,treatment of symptomatic anaemia associated with chronic kidney disease (ckd) in adult patients undergoing dialysis.,na,diseases of the blood and blood-forming organs; diseases of the genitourinary system,,,no,na,omontys-withdrawal-assessment-report_en.pdf,EMA
ema/588798/2020,emea/h/c/005102/0000,tecartus,autologous anti-cd19-transduced cd3+ cells,kite pharma eu b.v.,cell and gene therapy,dispersion,intravenous,approved,authorised,15.10.2020,2020,yes,no,treatment of adult patients with relapsed or refractory mantle cell lymphoma (mcl),treatment of adult patients with relapsed or refractory mantle cell lymphoma (mcl) after two or more lines of systemic therapy including a bruton’s tyrosine kinase (btk) inhibitor,neoplasms; diseases of the blood and blood-forming organs,09.01.2020,2020,yes,,tecartus-epar-public-assessment-report_en.pdf,EMA
ema/chmp/750187/2017,emea/h/c/004319/0000,cyltezo,adalimumab,boehringer ingelheim international gmbh,biologics,solution,subcutaneous,approved,withdrawn,14.09.2017,2017,no,no,rheumatoid arthritis; juvenile idiopathic arthritis; axial spondyloarthritis; psoriatic arthritis; psoriasis; paediatric plaque psoriasis; hidradenitis suppurativa; crohn’s disease; paediatric crohn's disease; ulcerative colitis; uveitis,rheumatoid arthritis; juvenile idiopathic arthritis; axial spondyloarthritis; psoriatic arthritis; psoriasis; paediatric plaque psoriasis; hidradenitis suppurativa; crohn’s disease; paediatric crohn's disease; ulcerative colitis; uveitis,diseases of the musculoskeletal system and connective tissue; diseases of the skin; diseases of the digestive system; diseases of the eye and adnexa,27.10.2016,2016,no,na,cyltezo-epar-public-assessment-report_en.pdf,EMA
ema/794395/2022,emea/h/c/005703/0000,pombiliti,cipaglucosidase alfa,amicus therapeutics europe limited,biologics,powder,intravenous,approved,authorised,15.12.2022,2022,yes,no,pombiliti is indicated in co-administration with miglustat for the long-term treatment of adults aged 18 years and older with a confirmed diagnosis of pompe disease (acid α-glucosidase [gaa] deficiency).,pombiliti (cipaglucosidase alfa) is a long-term enzyme replacement therapy used in combination with the enzyme stabiliser miglustat for the treatment of adults with late-onset pompe disease (acid α-glucosidase [gaa] deficiency).,"endocrine, nutritional, and metabolic diseases",05.11.2021,2021,no,na,pombiliti-epar-public-assessment-report_en.pdf,EMA
ema/chmp/90102/2015,emea/h/c/003962/0000,pregabalin mylan pharma,pregabalin,generics uk limited,small molecule,capsule,oral,approved,withdrawn,23.04.2015,2015,no,no,treatment of peripheral and central neuropathic pain in adults; adjunctive therapy in adults with partial seizures with or without secondary generalisation; treatment of generalised anxiety disorder (gad) in adults.,treatment of peripheral and central neuropathic pain in adults; adjunctive therapy in adults with partial seizures with or without secondary generalisation; treatment of generalised anxiety disorder (gad) in adults.,diseases of the nervous system; mental and behavioural disorders,09.07.2014,2014,yes,na,pregabalin-mylan-pharma-epar-public-assessment-report_en.pdf,EMA
ema/chmp/751047/2021,emea/h/c/005467/0000,voraxaze,glucarpidase,serb sas,biologics,powder,intravenous,approved,authorised,11.11.2021,2021,yes,no,treatment of patients at risk of methotrexate toxicity due to delayed methotrexate elimination,reduce toxic plasma methotrexate concentration in adults and children (aged 28 days and older) with delayed methotrexate elimination or at risk of methotrexate toxicity,neoplasms; diseases of the blood and blood-forming organs,12.06.2020,2020,no,na,voraxaze-epar-public-assessment-report_en.pdf,EMA
ema/chmp/786410/2009,emea/h/c/001089,zutectra,human hepatitis b immunoglobulin,biotest pharma gmbh,biologics,solution,subcutaneous,approved,authorised,24.09.2009,2009,no,no,prevention of hepatitis b virus re-infection after liver transplantation for hepatitis b induced liver failure. zutectra is indicated in adults only.,"prevention of hepatitis b virus (hbv) re-infection in hbv-dna negative patients ≥ 6 months after liver transplantation for hepatitis b induced liver failure. zutectra is indicated in adults only. the concomitant use of adequate virostatic agents should be considered, if appropriate, as standard of hepatitis b re-infection prophylaxis.",infectious and parasitic diseases; diseases of the digestive system,29.10.2008,2008,yes,,zutectra-epar-public-assessment-report_en.pdf,EMA
ema/105411/2021,emea/h/c/005266/0000,pemazyre,pemigatinib,incyte biosciences distribution b.v.,small molecule,tablet,oral,approved,authorised,25.02.2021,2021,yes,no,treatment of adults with locally advanced or metastatic cholangiocarcinoma with a fibroblast growth factor receptor 2 (fgfr2) fusion or rearrangement that is relapsed or refractory after at least one line of systemic therapy.,treatment of adults with locally advanced or metastatic cholangiocarcinoma with a fibroblast growth factor receptor 2 (fgfr2) fusion or rearrangement that have progressed after at least one prior line of systemic therapy.,neoplasms; diseases of the digestive system,21.11.2019,2019,no,na,pemazyre-epar-public-assessment-report_en.pdf,EMA
ema/266814/2022,emea/h/c/005442/0000,yselty,linzagolix choline,obseva ireland ltd,small molecule,tablet,oral,approved,authorised,22.04.2022,2022,no,no,management of heavy menstrual bleeding associated with uterine fibroids,treatment of moderate to severe symptoms of uterine fibroids in adult women of reproductive age,neoplasms; diseases of the genitourinary system,20.11.2020,2020,no,na,yselty-epar-public-assessment-report_en.pdf,EMA
,emea/h/c/1019,fluticasone furoate gsk,fluticasone furoate,glaxo group limited,small molecule,spray,nasal,approved,withdrawn,06.10.2008,2008,no,yes,the symptoms of allergic rhinitis,the symptoms of allergic rhinitis,diseases of the respiratory system,09.05.2008,2008,yes,na,alisade-epar-public-assessment-report_en.pdf,EMA
,emea/h/c/002127,hizentra,human normal immunoglobulin,csl behring gmbh,biologics,solution,subcutaneous,approved,authorised,17.02.2011,2011,no,no,"replacement therapy in adults and children in primary immunodeficiency syndromes such as congenital agammaglobulinaemia and hypogammaglobulinaemia, common variable immunodeficiency, severe combined immunodeficiency, igg subclass deficiencies with recurrent infections; replacement therapy in myeloma or chronic lymphatic leukaemia with severe secondary hypogammaglobulinaemia and recurrent infections","replacement therapy in adults and children in primary immunodeficiency syndromes such as congenital agammaglobulinaemia and hypogammaglobulinaemia, common variable immunodeficiency, severe combined immunodeficiency, igg subclass deficiencies with recurrent infections; replacement therapy in myeloma or chronic lymphatic leukaemia with severe secondary hypogammaglobulinaemia and recurrent infections",diseases of the blood and blood-forming organs; neoplasms; infectious and parasitic diseases,02.03.2010,2010,no,na,hizentra-epar-public-assessment-report_en.pdf,EMA
,emea/h/c/000901,biferonex,interferon beta-1a,biopartners gmbh,biologics,solution,subcutaneous,refused,withdrawn,19.02.2009,2009,no,no,treatment of relapsing-remitting multiple sclerosis,na,diseases of the nervous system,24.07.2007,2007,yes,,biferonex-withdrawal-assessment-report_en.pdf,EMA
ema/514387/2015,emea/h/c/004004/0000,kanuma,sebelipase alfa,synageva biopharma ltd,biologics,liquid,intravenous,approved,authorised,25.06.2015,2015,yes,no,long-term enzyme replacement therapy (ert) in patients of all ages with lysosomal acid lipase (lal) deficiency,long-term enzyme replacement therapy (ert) in patients of all ages with lysosomal acid lipase (lal) deficiency,"endocrine, nutritional, and metabolic diseases",24.11.2014,2014,no,na,kanuma-epar-public-assessment-report_en.pdf,EMA
ema/666721/2019,emea/h/c/005194/0000,doxorubicin hydrochloride tillomed,doxorubicin,tillomed,biologics,concentrate,intravenous,refused,na,27.02.2020,2020,no,no,monotherapy for metastatic breast cancer with increased cardiac risk; treatment of advanced ovarian cancer after failure of first-line platinum-based chemotherapy; combination with bortezomib for progressive multiple myeloma; treatment of aids-related kaposi's sarcoma.,na,neoplasms; diseases of the blood and blood-forming organs; infectious and parasitic diseases,,,no,na,withdrawal-assessment-report-doxorubicin-hydrochloride-tillomed_en.pdf,EMA
ema/672104/2015,emea/h/c/002611/0000,numient,levodopa / carbidopa,impax laboratories netherlands bv,small molecule,capsule,oral,approved,withdrawn,24.09.2015,2015,no,no,symptomatic treatment of idiopathic parkinson’s disease in adults,symptomatic treatment of idiopathic parkinson’s disease in adults,diseases of the nervous system,05.11.2014,2014,yes,,numient-epar-public-assessment-report_en.pdf,EMA
ema/469993/2024,emea/h/c/006186/0000,epixram,levetiracetam,neuraxpharm pharmaceuticals s.l.,small molecule,granules,oral,withdrawn,withdrawn,25.07.2024,2024,no,no,monotherapy and adjunctive therapy for various types of seizures in epilepsy,na,diseases of the nervous system,,,yes,,epixram-epar-withdrawal-assessment-report_en.pdf,EMA
ema/88475/2018,emea/h/c/004406/0000,hemlibra,emicizumab,roche registration limited,biologics,solution,subcutaneous,approved,authorised,25.01.2018,2018,no,no,routine prophylaxis to prevent bleeding or reduce the frequency of bleeding episodes in patients with haemophilia a with factor viii inhibitors.,routine prophylaxis of bleeding episodes in patients with haemophilia a with factor viii inhibitors.,diseases of the blood and blood-forming organs,22.06.2017,2017,no,na,hemlibra-epar-public-assessment-report_en.pdf,EMA
ema/354180/2019,emea/h/c/005028/0000,posaconazole ahcl,posaconazole,accord healthcare s.l.u.,small molecule,suspension,oral,approved,authorised,29.05.2019,2019,no,no,"use in the treatment of the following fungal infections in adults: invasive aspergillosis, fusariosis, chromoblastomycosis and mycetoma, coccidioidomycosis, oropharyngeal candidiasis; prophylaxis of invasive fungal infections in patients with aml, mds, or hsct recipients","treatment of the following fungal infections in adults: invasive aspergillosis, fusariosis, chromoblastomycosis and mycetoma, coccidioidomycosis, oropharyngeal candidiasis; prophylaxis of invasive fungal infections in patients with aml, mds, or hsct recipients",infectious and parasitic diseases; neoplasms; diseases of the blood and blood-forming organs,02.06.2018,2018,yes,,posaconazole-ahcl-epar-public-assessment-report_en.pdf,EMA
ema/chmp/141953/2020,emea/h/c/004807 & emea/h/c/005387,rituximab mabion,rituximab,mabion s.a.,biologics,concentrate,intravenous,withdrawn,withdrawn,12.12.2019,2019,no,no,"non-hodgkin’s lymphoma (nhl), chronic lymphocytic leukaemia (cll), rheumatoid arthritis (ra), granulomatosis with polyangiitis (gpa) and microscopic polyangiitis (mpa)",na,neoplasms; diseases of the blood and blood-forming organs; diseases of the musculoskeletal system and connective tissue,,,yes,,rituximab-mabion-withdrawal-assessment-report_en.pdf,EMA
,,helicobacter test infai,13c-labelled urea,infai gmbh,other,powder,oral,approved,authorised,23.04.2002,2002,no,yes,diagnosis of gastroduodenal helicobacter pylori infection,"diagnosis of gastroduodenal helicobacter pylori infection for the evaluation of eradication regimens, or when invasive tests cannot be performed, or when there are discordant results arising from invasive tests",diseases of the digestive system,,,yes,,helicobacter-test-infai-epar-scientific-discussion_en.pdf,EMA
ema/50357/2023,emea/h/c/005874/0000,spevigo,spesolimab,boehringer ingelheim international gmbh,biologics,concentrate,intravenous,approved,authorised,13.10.2022,2022,no,no,treatment of flares in adult patients with generalised pustular psoriasis,treatment of flares in adult patients with generalised pustular psoriasis,diseases of the skin,06.10.2021,2021,no,na,spevigo-epar-public-assessment-report_en.pdf,EMA
ema/409352/2021,emea/h/c/005439/0000,sildenafil citrate fgk,sildenafil,fgk representative service gmbh,small molecule,lyophilisate,oral,withdrawn,withdrawn,25.03.2021,2021,no,no,treatment of adult men with erectile dysfunction,na,diseases of the genitourinary system,,,yes,na,withdrawal-assessment-report-sildenafil-fgk-sildenafil_en.pdf,EMA
