Marketing_authorisation_number,Procedure_number,Drug_name,Non_proprietary_name,Marketing_authorisation_holder,Drug_class,Pharmaceutical_form,Administration_route,Decision,Current_status,Decision_date,Decision_year,Orphan_drug_status,Indication_extended,Indication_requested,Indication_approved,Disease_class(es),Application_date,Application_year,Nonclinical_abridged,Referral_body,Document_name,Agency
69300,,truqap,capivasertib,astrazeneca ag,small molecule,tablet,oral,approved,authorised (under additional monitoring),19.03.2024,2024,no,no,capivasertib is indicated in combination with fulvestrant for the treatment of adult patients with hr-positive her2-negative locally advanced or metastatic breast cancer following recurrence or progression on or after an endocrine-based regimen.,"truqap is indicated in combination with fulvestrant for the treatment of adult female patients with hormone receptor (hr) positive, human epidermal growth factor receptor 2 (her2) negative locally advanced or metastatic breast cancer with one or more pik3ca/akt1/pten alterations following recurrence or progression on or after an endocrine-based regimen.",neoplasms,25.04.2023,2023,no,na,swisspar_truqap.pdf,Swissmedic
68646,,elrexfio,elranatamab,pfizer ag,biologics,solution,subcutaneous,conditional marketing authorisation,authorised (under additional monitoring),05.09.2023,2023,yes,no,"elrexfio is indicated as monotherapy for the treatment of adult patients with relapsed or refractory multiple myeloma, who have received at least three prior therapies, including an immunomodulatory agent, a proteasome inhibitor, and an anti-cd38 monoclonal antibody, and have demonstrated disease progression on the last therapy.","elrexfio is indicated as monotherapy for the treatment of relapsed or refractory multiple myeloma in adult patients whose multiple myeloma is refractory to at least one immunomodulatory agent, one proteasome inhibitor, and one anti-cd38 monoclonal antibody, and who have demonstrated disease progression on the last therapy.",neoplasms; diseases of the blood and blood-forming organs,19.01.2023,2023,yes,na,swisspar_elrexfio_final-1.pdf,Swissmedic
68338,,hepcludex,bulevirtide,gilead sciences switzerland sàrl,peptides and proteins,powder,subcutaneous,approved,authorised (under additional monitoring),05.02.2024,2024,yes,no,hepcludex is indicated for the treatment of chronic hepatitis delta virus (hdv) infection in adult patients with compensated liver disease.,hepcludex is indicated for the treatment of chronic hepatitis delta virus (hdv) infection in adults with compensated liver disease.,infectious and parasitic diseases; diseases of the digestive system,27.04.2023,2023,no,na,swisspar_hepcludex.pdf,Swissmedic
67251,,evrysdi,risdiplam,roche pharma (schweiz) ag,small molecule,powder,oral,approved,authorised,12.12.2022,2022,yes,yes,treatment of 5q spinal muscular atrophy (sma),treatment of 5q-associated spinal muscular atrophy (sma) in paediatric and adult patients,diseases of the nervous system,22.12.2021,2021,yes,na,swisspar_evrysdi_final.pdf,Swissmedic
67473,,daurismo,glasdegib,pfizer ag,small molecule,tablet,oral,refused,withdrawn,22.09.2020,2020,yes,no,"daurismo is indicated, in combination with low-dose cytarabine, for the treatment of newly diagnosed de novo or secondary acute myeloid leukaemia (aml) in adult patients who are not candidates for standard induction chemotherapy.",na,neoplasms; diseases of the blood and blood-forming organs,27.05.2019,2019,yes,fda,swisspar_daurismo-1.pdf,Swissmedic
67733,,palforzia,allergens of peanut (arachis hypogaea),medius ag,other,powder,oral,approved,authorised,04.05.2021,2021,no,no,oral immunotherapy for patients with peanut allergy.,palforzia can be used to increase the peanut threshold dose tolerated without allergic reactions in patients aged 4 to 17 years with a confirmed diagnosis of clinically significant peanut allergy.,other,14.10.2019,2019,yes,european medicines agency (ema),swisspar_palforzia_final.pdf,Swissmedic
67431,,triogen,trientini dihydrochloridum,ideogen ag,small molecule,capsule,oral,approved,authorised,28.05.2020,2020,yes,no,for the treatment of copper storage disease (wilson’s disease) in patients intolerant of d-penicillamine therapy,for the treatment of wilson’s disease in patients intolerant of d-penicillamine therapy,"endocrine, nutritional, and metabolic diseases",25.01.2019,2019,yes,na,swisspar_triogen-final.pdf,Swissmedic
68143,,pemazyre,pemigatinib,incyte biosciences international,small molecule,tablet,oral,approved,authorised (under additional monitoring),13.07.2021,2021,yes,no,pemazyre is indicated as monotherapy for the treatment of adults with locally advanced or metastatic cholangiocarcinoma with a fibroblast growth factor receptor 2 (fgfr2) fusion or rearrangement that is relapsed or refractory after at least one line of systemic therapy.,"pemazyre is indicated as monotherapy for the treatment of adults with locally advanced, unresectable or metastatic cholangiocarcinoma with fibroblast growth factor receptor 2 (fgfr2) fusion or rearrangement, that has progressed after at least one line of systemic therapy.",neoplasms; diseases of the digestive system,25.01.2021,2021,yes,chmp and us fda,swisspar_pemazyre.pdf,Swissmedic
66792,,cablivi,caplacizumab,sanofi-aventis (suisse) sa,biologics,powder; solvent,subcutaneous; intravenous,approved,authorised (under additional monitoring),08.07.2021,2021,yes,yes,"treatment of adults and adolescents of 12 years and older weighing at least 40 kg suffering from an episode of acquired thrombotic thrombocytopenic purpura (attp), in combination with plasmapheresis and immunosuppression.","treatment of adults and adolescents of 12 years and older weighing at least 40 kg suffering from an episode of acquired thrombotic thrombocytopenic purpura (attp), in combination with plasmapheresis and immunosuppression.",diseases of the blood and blood-forming organs,27.05.2020,2020,yes,na,swisspar_cablivi_indikationserweiterung.pdf,Swissmedic
67278,,ultomiris,ravulizumabum,alexion pharma gmbh,biologics,concentrate,intravenous,approved,authorised (under additional monitoring),20.01.2020,2020,yes,no,ultomiris is used in the treatment of adult patients with paroxysmal nocturnal haemoglobinuria (pnh): - in patients with haemolysis with one or more clinical symptom(s) indicative of high disease activity - in patients who are clinically stable after having been treated with eculizumab for at least the past 6 months,ultomiris is used in the treatment of adult patients with paroxysmal nocturnal haemoglobinuria (pnh): - in patients with haemolysis with one or more clinical symptom(s) indicative of high disease activity - in patients who are clinically stable after having been treated with eculizumab for at least the past 6 months,diseases of the blood and blood-forming organs,15.05.2019,2019,yes,european medicines agency ema,swisspar_ultomiris__.pdf,Swissmedic
68495,emea/h/c/005267/0000,ryeqo,"relugolix, estradiol as estradiol hemihydrate, norethisterone acetate",gedeon richter (schweiz) ag,small molecule,tablet,oral,approved,authorised,02.02.2023,2023,no,no,treatment of moderate to severe symptoms associated with uterine fibroids in adult women of reproductive age.,treatment of fibroid-associated hypermenorrhoea in adult women before the onset of menopause.,neoplasms; diseases of the genitourinary system,03.08.2021,2021,yes,ema,swisspar_ryeqo_final.pdf,Swissmedic
69241,emea/h/c/005783/0000,filspari,sparsentan,vifor (international) inc.,small molecule,tablet,oral,conditional marketing authorisation,authorised (under additional monitoring),14.10.2024,2024,yes,no,filspari is indicated for the treatment of adults with primary immunoglobulin a nephropathy (igan) with a urinary protein excretion > 1.0 g/day (or a urinary protein-to-creatinine ratio ≥ 0.75 g/g,filspari is indicated for the treatment of adults with primary immunoglobulin a nephropathy (igan) with a urinary protein excretion of ≥1.0 g/day (or a urinary protein/creatinine quotient of ≥0.75 g/g),diseases of the genitourinary system,07.03.2024,2024,yes,european medicines agency (ema),swisspar_filspari.pdf,Swissmedic
68512,,saphnelo,anifrolumab,astrazeneca ag,biologics,concentrate,intravenous,approved,authorised,31.08.2022,2022,no,no,"treatment of adult patients with moderate to severe systemic lupus erythematosus (sle), in addition to standard therapy","treatment of adult patients with moderate to severe systemic lupus erythematosus (sle), in addition to standard therapy",diseases of the musculoskeletal system and connective tissue,11.05.2021,2021,no,na,swisspar_saphnelo.pdf,Swissmedic
69310,,arexvy,respiratory syncytial virus (rsv) pre-fusion f protein,glaxosmithkline ag,vaccine,powder; suspension,intramuscular,approved,authorised (under additional monitoring),02.05.2024,2024,no,no,active immunisation of adults 60 years of age and older for prevention of lower respiratory tract disease caused by sub-types rsv-a and rsv-b of the rsv.,active immunisation for the prevention of lower respiratory tract disease (lrtd) caused by respiratory syncytial virus in adults 60 years of age and older.,infectious and parasitic diseases; diseases of the respiratory system,06.02.2023,2023,yes,na,swisspar_arexvy_final.pdf,Swissmedic
68611,nl/h/3368/001/dc,rapibloc,landiolol hydrochloride,orpha swiss gmbh,small molecule,powder,intravenous,approved,authorised,19.10.2022,2022,no,no,"supraventricular tachycardia and for the rapid control of ventricular rate in patients with atrial fibrillation or atrial flutter in perioperative, postoperative or other circumstances where short-term control of the ventricular rate with a short-acting agent is desirable; non-compensatory sinus tachycardia where, in the physician’s judgment, the rapid heart rate requires specific intervention.","supraventricular tachycardia and for the rapid control of ventricular rate in patients with atrial fibrillation or atrial flutter in perioperative, postoperative or other circumstances where short-term control of the ventricular rate with a short-acting agent is desirable; non-compensatory sinus tachycardia where, in the physician’s judgment, the rapid heart rate requires specific intervention.",diseases of the circulatory system,20.07.2021,2021,yes,decentralised procedure final assessment report,swisspar_rapibloc.pdf,Swissmedic
67402,,rubraca,rucaparib camsylate,clovis oncology switzerland gmbh,small molecule,tablet,oral,approved,authorised (under additional monitoring),26.11.2020,2020,yes,no,"maintenance treatment of adult patients with recurrent epithelial ovarian, fallopian tube, or primary peritoneal cancer who are in a complete or partial response to platinum-based chemotherapy","maintenance therapy of adult patients with advanced, platinum-sensitive, relapsed, high-grade serous ovarian, fallopian tube or primary peritoneal cancer, who are in complete or partial remission following a platinum-based chemotherapy",neoplasms; diseases of the genitourinary system,26.07.2019,2019,yes,fda,swisspar_rubraca.pdf,Swissmedic
68492,,livtencity,maribavir,takeda pharma ag,small molecule,tablet,oral,approved,authorised (under additional monitoring),19.07.2023,2023,yes,no,"livtencity is indicated for the treatment of cytomegalovirus (cmv) infection and/or disease that are refractory (with or without resistance) to one or more prior therapies, including ganciclovir, valganciclovir, cidofovir, or foscarnet in adult patients who have undergone a haematopoietic stem cell transplant (hsct) or solid organ transplant (sot).","livtencity is indicated for the treatment of cytomegalovirus (cmv) infection and/or disease that are refractory (with or without resistance) to one or more prior therapies, including ganciclovir, valganciclovir, cidofovir, or foscarnet in adult patients who have undergone a haematopoietic stem cell transplant (hsct) or solid organ transplant (sot).",infectious and parasitic diseases,30.08.2021,2021,no,na,swisspar_livtencity_final.pdf,Swissmedic
67680,,nicardipin labatec,nicardipine hydrochloride,labatec pharma sa,small molecule,solution,intravenous,approved,authorised,22.03.2021,2021,no,no,"treatment of acute life-threatening hypertension, particularly in the event of malignant arterial hypertension/hypertensive encephalopathy, aortic dissection, severe pre-eclampsia, and post-operative hypertension.","treatment of acute life-threatening hypertension, particularly in the event of malignant arterial hypertension/hypertensive encephalopathy, aortic dissection, severe pre-eclampsia, and post-operative hypertension.",diseases of the circulatory system; pregnancy and childbirth,19.08.2019,2019,yes,france,swisspar_nicardipin_labatec_final.pdf,Swissmedic
67773,,trikafta,"elexacaftor, ivacaftor, tezacaftor",vertex pharmaceuticals (ch) gmbh,small molecule,tablet,oral,approved,authorised (under additional monitoring),05.01.2022,2022,yes,yes,trikafta is indicated for the treatment of cystic fibrosis (cf) in patients aged 6 years and older who have at least one f508del mutation in the cystic fibrosis transmembrane conductance regulator (cftr) gene,trikafta is indicated for the treatment of cystic fibrosis (cf) in patients aged 6 years and older who have at least one f508del mutation in the cystic fibrosis transmembrane conductance regulator (cftr) gene,"endocrine, nutritional, and metabolic diseases",30.04.2021,2021,yes,na,swisspar_trikafta_ie_pädiatrie_final.pdf,Swissmedic
67740,,vocabria,cabotegravir,viiv healthcare gmbh,small molecule,suspension,intramuscular,approved,authorised,08.10.2021,2021,no,no,"vocabria injections are indicated, in combination with rilpivirine injections, for the treatment of human immunodeficiency virus type 1 (hiv-1) infection in adults who are virologically suppressed (hiv-1 rna <50 copies/ml) and have no known or suspected resistance to either cabotegravir or rilpivirine.",vocabria injections are indicated in combination with rilpivirine injections for treatment of hiv-1 infection in adults who are virologically suppressed (hiv-1 rna <50 copies/ml) on a stable antiretroviral treatment for at least 6 months prior to the switch to the cabotegravir-rilpivirine combination and have no known or suspected resistance to or no history of virological failure with agents of the nnrti and ini class.,infectious and parasitic diseases,25.10.2019,2019,no,na,swisspar_vocabria.pdf,Swissmedic
67103,,spravato,esketamine as esketamine hydrochloride,janssen-cilag ag,small molecule,solution,nasal,approved,authorised,25.02.2020,2020,no,no,treatment-resistant depression (major depressive disorder in adults who have not responded to at least two different treatments with antidepressants in the current moderate to severe depressive episode),treatment of treatment-resistant episodes of major depression in adults who have not responded to at least two different treatments with antidepressants in the current moderate to severe depressive episode,mental and behavioural disorders,03.01.2019,2019,no,na,swisspar_spravato.pdf,Swissmedic
67998,,brukinsa,zanubrutinib,beigene switzerland gmbh,small molecule,capsule,oral,approved,authorised (under additional monitoring),08.02.2022,2022,yes,no,brukinsa (zanubrutinib) is indicated for the treatment of patients with waldenström’s macroglobulinaemia (wm).,brukinsa (zanubrutinib) is used as monotherapy for the treatment of adult patients with waldenström’s macroglobulinaemia (wm) who have received at least one prior therapy or as first-line therapy in adult patients who are not eligible for chemoimmunotherapy.,neoplasms; diseases of the blood and blood-forming organs,07.06.2021,2021,yes,health canada,swisspar_brukinsa.pdf,Swissmedic
68625,,spevigo,spesolimab,boehringer ingelheim (schweiz) gmbh,biologics,concentrate,intravenous,conditional marketing authorisation,authorised (under additional monitoring),09.08.2023,2023,yes,no,treatment of flares in adult patients with generalised pustular psoriasis,treatment of flares in adult patients with generalised pustular psoriasis,diseases of the skin,08.12.2021,2021,no,na,swisspar_spevigo_final.pdf,Swissmedic
68747,,tecvayli,teclistamab,janssen-cilag ag,biologics,solution,subcutaneous,conditional marketing authorisation,authorised (under additional monitoring),22.12.2022,2022,yes,no,"tecvayli as monotherapy is indicated for the treatment of adult patients with relapsed or refractory multiple myeloma who have received at least three prior therapies including a proteasome inhibitor, an immunomodulatory agent and an anti-cd38 monoclonal antibody.","tecvayli as monotherapy is indicated for the treatment of adult patients with relapsed or refractory multiple myeloma who have received at least three prior lines of therapy, including a proteasome inhibitor, an immunomodulatory agent and an anti-cd38 monoclonal antibody, and have demonstrated disease progression to the last line of therapy.",neoplasms; diseases of the blood and blood-forming organs,27.01.2022,2022,yes,,swisspar_tecvayli.pdf,Swissmedic
67851,,lokelma,natrii zirconii cyclosilicas,astrazeneca ag,other,powder,oral,approved,authorised (under additional monitoring),16.04.2021,2021,no,no,lokelma is indicated for the treatment of hyperkalaemia in adult patients.,lokelma is indicated for the treatment of hyperkalaemia in adult patients.,"endocrine, nutritional, and metabolic diseases",31.01.2020,2020,yes,chmp,swisspar_lokelma.pdf,Swissmedic
67165,,polivy,polatuzumab vedotin,roche pharma (schweiz) ag,biologics,powder,intravenous,approved,authorised (under additional monitoring),15.06.2021,2021,yes,no,polatuzumab vedotin in combination with bendamustine and rituximab is indicated for the treatment of previously treated adult patients with diffuse large b-cell lymphoma (dlbcl) who are not candidates for haematopoietic stem cell transplant.,polivy in combination with bendamustine and rituximab is indicated for the treatment of adult patients with recurrent or refractory diffuse large b-cell lymphoma (dlbcl) who are not eligible for a haematopoietic stem cell transplant.,neoplasms; diseases of the blood and blood-forming organs,14.08.2020,2020,no,na,swisspar_polivy.pdf,Swissmedic
67278,,ultomiris,ravulizumab,alexion pharma gmbh,biologics,concentrate,intravenous,approved,authorised (under additional monitoring),14.07.2022,2022,yes,yes,ultomiris is indicated in the treatment of adult and paediatric patients with a body weight of 10 kg or above with paroxysmal nocturnal haemoglobinuria (pnh): in patients with haemolysis with clinical symptom(s) indicative of high disease activity; in patients who are clinically stable after having been treated with eculizumab for at least the past 6 months.,ultomiris is used in the treatment of adult and paediatric patients with a body weight of 10 kg or above with paroxysmal nocturnal haemoglobinuria (pnh): in patients with haemolysis with one or more clinical symptom(s) indicative of high disease activity; in patients who are clinically stable after having been treated with eculizumab for at least the past 6 months.,diseases of the blood and blood-forming organs,19.11.2021,2021,yes,ema,swisspar_ultomiris_ie_final.pdf,Swissmedic
69286,emea/h/c/005849/0000,vyvgart,efgartigimod alfa,argenx switzerland sa,biologics,concentrate,intravenous,approved,authorised (under additional monitoring),03.10.2024,2024,yes,no,vyvgart is indicated as an add-on to standard therapy for the treatment of adult patients with generalised myasthenia gravis (gmg) who are anti-acetylcholine receptor (achr) antibody positive.,vyvgart is indicated as an add-on to standard therapy for the treatment of adult patients with generalised myasthenia gravis (gmg) who are anti-acetylcholine receptor (achr) antibody positive.,diseases of the nervous system,03.05.2023,2023,yes,european medicines agency (ema),swisspar-vyvgart.pdf,Swissmedic
68697,,lupkynis,voclosporin,otsuka pharmaceutical,small molecule,capsule,oral,approved,authorised,24.04.2023,2023,yes,no,lupkynis is indicated in combination with background immunosuppressive therapies for the treatment of adult patients with lupus nephritis.,"lupkynis is indicated in combination with a background immunosuppressive therapy for the treatment of adult patients with active class iii, iv, or v (including mixed classes iii/v and iv/v) lupus nephritis.","diseases of the genitourinary system; endocrine, nutritional, and metabolic diseases",04.10.2021,2021,yes,fda,swisspar_lupkynis_final.pdf,Swissmedic
67257,,rinvoq,upadacitinib,abbvie ag,small molecule,tablet,oral,approved,authorised,07.06.2024,2024,no,yes,"rinvoq is indicated for the treatment of adult patients with moderately to severely active ulcerative colitis who have had an inadequate response, lost response, or were intolerant to either conventional therapy or a biologic agent.","rinvoq is indicated for the treatment of adult patients with moderately to severely active ulcerative colitis who have had an inadequate response, lost response, or were intolerant to at least 1 biologic agent, or for whom such a therapy is contraindicated.",diseases of the digestive system,14.10.2022,2022,yes,na,swisspar_rinvoq_ie_colitis_ulerosa.pdf,Swissmedic
68003,,supemtek,"haemagglutininum influenzae a (h1n1) (rha), haemagglutininum influenzae a (h3n2) (rha), haemagglutininum influenzae b (rha) (yamagata lineage) and haemagglutininum influenzae b (rha) (victoria lineage)",sanofi-aventis (suisse) sa,vaccine,solution,intramuscular,approved,authorised,28.10.2021,2021,no,no,supemtek is indicated for active immunisation for the prevention of influenza disease in adults 18 years of age and older.,supemtek is indicated for active immunisation in adults aged 18 years and over for prevention of influenza caused by the two influenza a virus subtypes and the two influenza b virus subtypes contained in the vaccine.,infectious and parasitic diseases,15.06.2020,2020,yes,ema,swisspar_supemtek.pdf,Swissmedic
68791,,elucirem,gadopiclenol,guerbet ag,small molecule,solution,intravenous,approved,authorised,21.12.2023,2023,no,no,magnetic resonance imaging (mri) contrast media for central nervous system (cns) diagnostics and other body regions.,"in adults, elucirem is a gadolinium-based contrast agent indicated in adults for use with magnetic resonance imaging (mri) to detect and visualise lesions with abnormal vascularity in the cns area and in other areas of the body.",diseases of the nervous system; other,16.05.2022,2022,no,na,swisspar_elucirem-1.pdf,Swissmedic
67884,,tecartus,brexucaptagene autoleucel,gilead sciences switzerland sàrl,cell and gene therapy,dispersion,autologous; intravenous,approved,authorised,25.08.2021,2021,yes,no,treatment of adult patients with relapsed or refractory mantle cell lymphoma (mcl).,treatment of adult patients with relapsed or refractory mantle cell lymphoma (mcl) after 2 or more lines of systemic therapy including a bruton’s tyrosine kinase (btk) inhibitor.,neoplasms; diseases of the blood and blood-forming organs,20.07.2020,2020,yes,na,2024-10-08_swisspar_tecartus_initiale_maa_nas_final_fi_engl.pdf,Swissmedic
68052,,colibiogen oral,escherichia coli lysate (strain laves),laves arzneimittel gmbh,other,solution,oral,approved,authorised,07.04.2022,2022,no,no,colibiogen oral is an intestinal mucosal - and immunotherapeutic and is used to treat irritable bowel syndrome.,"colibiogen oral is used for the supportive, symptomatic treatment of irritable bowel syndrome in adults.",diseases of the digestive system,02.11.2020,2020,yes,authority of canton appenzell ausserrhoden,swisspar_colibiogen_oral_final.pdf,Swissmedic
68356,,regkirona,regdanvimab,iqone healthcare switzerland,biologics,concentrate,intravenous,conditional marketing authorisation,withdrawn,12.01.2022,2022,no,no,treatment of confirmed coronavirus disease 2019 (covid-19) in adult patients who do not require supplemental oxygen for covid-19 and who are at high risk of progressing to severe covid-19,treatment of adults with proven coronavirus disease 2019 (covid-19) who do not require supplemental oxygen or hospitalisation for covid-19 and who are at high risk of progressing to severe covid-19,infectious and parasitic diseases,27.07.2021,2021,no,na,swisspar_regkirona_final.pdf,Swissmedic
67956,,carvykti,ciltacabtagene autoleucel,janssen-cilag ag,cell and gene therapy,dispersion,intravenous,approved,authorised,08.08.2022,2022,yes,no,"treatment of adult patients with relapsed or refractory multiple myeloma who have received at least 3 prior therapies, including a proteasome inhibitor, an immunomodulatory agent, and an anti-cd38 antibody","treatment of adult patients with relapsed and refractory multiple myeloma who have received at least 3 prior therapies, with at least a proteasome inhibitor, an immunomodulatory agent, and an anti-cd38 antibody, and have demonstrated disease progression on the last therapy",neoplasms; diseases of the blood and blood-forming organs,16.06.2021,2021,yes,na,2024-11-22_final_swisspar_carvykti_nas_fi_engl.pdf,Swissmedic
68864,,letybo,botulinum toxin type a (strain cbfc26),medius ag,biologics,powder,intramuscular,approved,authorised (under additional monitoring),12.10.2023,2023,no,no,"temporary improvement in the appearance of moderate to severe vertical wrinkles between the eyebrows in adults < 75 years old seen at maximum frown (glabellar frown lines), when the severity of the facial wrinkles has an important psychological impact.","temporary improvement in the appearance of moderate to severe vertical wrinkles between the eyebrows in adults < 75 years old seen at maximum frown (glabellar frown lines), when the severity of the facial wrinkles has an important psychological impact.",diseases of the skin,31.08.2022,2022,yes,"eu-assessment report (decentralised procedure, de/h/6379/001/dc)",swisspar_letybo.pdf,Swissmedic
68467,,softigyn,live lactobacillus plantarum p 17630,labatec pharma sa,other,capsule,vaginal,approved,authorised,26.07.2022,2022,no,no,"local treatment of vaginitis and vulvo-vaginitis in general. particularly vaginitis associated with ovarian deficiency, hypofollicolinic leucorrhoea, vaginitis in children, senile vaginitis, vulvar pruritus, vaginal dystrophy.","softigyn is used in adult women to restore and maintain the physiological vaginal flora, for example: in the presence of signs of vaginal inflammation (vaginitis), such as itching, burning or vaginal discharge; during and after local or systemic treatment with anti-infectives; as a preventive measure in case of recurrent vaginal mycosis.",diseases of the genitourinary system,08.04.2021,2021,yes,,swisspar_softigyn_final.pdf,Swissmedic
67871,,nexviadyme,avalglucosidase alfa,sanofi-aventis (suisse) sa,biologics,powder,intravenous,approved,authorised (under additional monitoring),17.11.2021,2021,yes,no,long-term enzyme replacement therapy for the treatment of patients with late-onset pompe’s disease (lopd) (acid α-glucosidase deficiency),long-term enzyme replacement therapy for the treatment of patients with late-onset pompe's disease (lopd) (acid α-glucosidase deficiency),"endocrine, nutritional, and metabolic diseases; diseases of the musculoskeletal system and connective tissue",21.10.2020,2020,no,na,swisspar_nexviadyme.pdf,Swissmedic
67773,,trikafta,"elexacaftor, ivacaftor, tezacaftor",vertex pharmaceuticals (ch) gmbh,small molecule,tablet,oral,approved,authorised,10.12.2020,2020,yes,no,trikafta is indicated for the treatment of cystic fibrosis (cf) in patients aged 12 years and older who have at least one f508del mutation in the cystic fibrosis transmembrane conductance regulator (cftr) gene.,trikafta is indicated for the treatment of cystic fibrosis (cf) in patients aged 12 years and older who are either homozygous for the f508del mutation in the cystic fibrosis transmembrane conductance regulator (cftr) gene or heterozygous for the f508del mutation in the cftr gene with a minimal function (mf) mutation.,"endocrine, nutritional, and metabolic diseases",20.03.2020,2020,yes,fda,swisspar_trikafta.pdf,Swissmedic
68229,,adtralza,tralokinumab,leo pharmaceutical products sarath,biologics,solution,subcutaneous,approved,authorised,24.02.2022,2022,no,no,treatment of moderate-to-severe atopic dermatitis in adult patients who are candidates for systemic therapy,treatment of adult patients with moderate-to-severe atopic dermatitis (ad) when therapy with topical prescription medications does not provide adequate disease control or is not recommended,diseases of the skin,22.01.2021,2021,no,na,swisspar_adtralza_final.pdf,Swissmedic
68107,,clofara,clofarabine,ideogen ag,small molecule,concentrate,intravenous,approved,authorised (under additional monitoring),15.07.2021,2021,,no,treatment of acute lymphoblastic leukaemia (all) in paediatric patients who have relapsed or are refractory after receiving at least two prior regimens and where there is no other treatment option anticipated to result in a durable response.,treatment of acute lymphoblastic leukaemia (all) in paediatric patients who have relapsed or are refractory after receiving at least two prior regimens and where there is no other treatment option anticipated to result in a durable response.,neoplasms; diseases of the blood and blood-forming organs,24.07.2020,2020,yes,ema,swisspar_clofara-final.pdf,Swissmedic
68147,,exkivity,mobocertinib,takeda pharma ag,small molecule,capsule,oral,conditional marketing authorisation,withdrawn,01.06.2022,2022,yes,no,"exkivity as monotherapy is indicated for the treatment of adult patients with epidermal growth factor receptor (egfr) exon 20 insertion mutation-positive locally advanced or metastatic non-small cell lung cancer (nsclc), who have received prior platinum-based chemotherapy.","exkivity as monotherapy is indicated for the treatment of adult patients with epidermal growth factor receptor (egfr) exon 20 insertion mutation-positive unresectable or metastatic non-small cell lung cancer (nsclc), whose disease has progressed on or after platinum-containing chemotherapy.",neoplasms; diseases of the respiratory system,31.08.2021,2021,yes,fda,swisspar_exkivity.pdf,Swissmedic
68548,,bimzelx,bimekizumab,ucb-pharma sa,biologics,solution,subcutaneous,approved,authorised (under additional monitoring),29.07.2024,2024,no,yes,"bimzelx, alone or in combination with methotrexate, is indicated for the treatment of active psoriatic arthritis in adults who have had an inadequate response or who have been intolerant to 1 or more disease-modifying antirheumatic drugs (dmards).","bimzelx, alone or in combination with methotrexate, is indicated for the treatment of active psoriatic arthritis in adults who have had an inadequate response or who have been intolerant to 1 or more disease-modifying antirheumatic drugs (dmards).",diseases of the musculoskeletal system and connective tissue; diseases of the skin,25.07.2023,2023,no,na,swisspar_bimzelx_ie_psoriatic_arthritis.pdf,Swissmedic
67444,ema/h/c/004232/0000,poteligeo,mogamulizumab,kyowa kirin sàrl,biologics,concentrate,intravenous,approved,authorised,01.09.2021,2021,yes,no,treatment of adult patients with mycosis fungoides (mf) or sézary syndrome (ss) who have received at least one prior systemic therapy,treatment of adult patients with relapsed or refractory mycosis fungoides (mf) or sézary syndrome (ss) who have received at least one prior systemic therapy,neoplasms; diseases of the skin,16.09.2020,2020,yes,ema,swisspar_poteligeo.pdf,Swissmedic
66772,,tavneos,avacopan,vifor fresenius medical care,small molecule,capsule,oral,approved,authorised,19.09.2022,2022,yes,no,avacopan is indicated for the treatment of adult patients with anti-neutrophil cytoplasmic autoantibody (anca)-associated vasculitis (granulomatosis with polyangiitis (wegener’s) [gpa] or microscopic polyangiitis [mpa]).,"tavneos, as an adjunctive treatment to standard immunosuppressive treatment that includes rituximab or cyclophosphamide with glucocorticoids, is indicated for the treatment of adult patients with severe, active antineutrophil cytoplasmic antibody (anca)-associated vasculitis (granulomatosis with polyangiitis (gpa) and microscopic polyangiitis (mpa)).",diseases of the blood and blood-forming organs,12.04.2021,2021,no,na,swisspar_tavneos.pdf,Swissmedic
68380,,rybrevant,amivantamab,janssen-cilag ag,biologics,concentrate,intravenous,approved,authorised (under additional monitoring),20.01.2022,2022,no,no,rybrevant is indicated as monotherapy for the treatment of patients with metastatic or unresectable non-small cell lung cancer (nsclc) with activating epidermal-growth factor receptor (egfr) exon 20 insertion mutations whose disease has progressed on or after platinum-containing chemotherapy.,"rybrevant is indicated as monotherapy for the treatment of patients with metastatic or unresectable, non-small cell lung cancer (nsclc) with activating insertion mutations in exon 20 of the epidermal-growth factor receptor (egfr) gene whose disease has progressed on or after platinum-containing chemotherapy.",neoplasms; diseases of the respiratory system,11.05.2021,2021,no,na,swisspar_rybrevant_na_nas.pdf,Swissmedic
69413,,levocalm,levodropropizine,gebro pharma ag,small molecule,syrup,oral,approved,authorised,18.07.2024,2024,no,no,symptomatic treatment of non-productive cough.,"symptomatic treatment of non-productive cough in adults, adolescents and children from the age of 2 years.",diseases of the respiratory system,01.05.2023,2023,yes,na,swisspar_levocalm.pdf,Swissmedic
69417,,orserdu,elacestrant as elacestrant dihydrochloride,stemline therapeutics switzerland gmbh,small molecule,tablet,oral,approved,authorised (under additional monitoring),04.06.2024,2024,no,no,"orserdu monotherapy is indicated for the treatment of postmenopausal women, and men, with estrogen receptor (er)-positive, human epidermal growth factor receptor 2 (her2)-negative, advanced or metastatic breast cancer with an esr1 mutation who have progressed following at least 1 line of endocrine therapy.","orserdu is used as monotherapy for the treatment of postmenopausal women with estrogen receptor (er)-positive, her2-negative, locally advanced or metastatic breast cancer with an activating esr1 mutation, whose disease has progressed after at least 1 line of endocrine therapy combined with a cdk 4/6 inhibitor.",neoplasms,05.05.2023,2023,yes,fda,swisspar_orserdu.pdf,Swissmedic
