Administration_route,Application_date,Application_year,Current_status,Dataset,Decision,Decision_date,Decision_year,Disease_class(es),Disease_name(s),Document_name,Drug_class,Drug_name,Indication_approved,Indication_extended,Indication_requested,Indication_requested_extracted,Marketing_authorisation_holder,Marketing_authorisation_holder_extracted,Marketing_authorisation_number,Non_proprietary_name,Nonclinical_abridged,Orphan_drug_status,Pharmaceutical_form,Procedure_number,Referral_body
intravenous,01.08.2016,2016,authorised,EMA,approved,28.02.2019,2019,diseases of the blood and blood-forming organs,not reported,ondexxya-epar-public-assessment-report_en.pdf,biologics,ondexxya,for adult patients treated with a direct factor xa (fxa) inhibitor (apixaban or rivaroxaban) when reversal of anticoagulation is needed due to life-threatening or uncontrolled bleeding.,no,for adult patients treated with a direct or indirect factor xa (fxa) inhibitor when reversal of anticoagulation is needed in situations such as life-threatening or uncontrolled bleeding or for emergency surgery/urgent procedures.,not reported,portola netherlands b.v.,portola,ema/347546/2019,andexanet alfa,no,no,powder,emea/h/c/004108/0000,na
oral,06.07.2011,2011,withdrawn,EMA,approved,22.09.2011,2011,diseases of the circulatory system,<hypertension>,onduarp-epar-public-assessment-report_en.pdf,small molecule,onduarp,treatment of essential hypertension in adults: add on therapy for adults whose blood pressure is not adequately controlled on amlodipine. replacement therapy for adult patients receiving telmisartan and amlodipine from separate tablet.,yes,treatment of essential hypertension in adults: add on therapy for adults whose blood pressure is not adequately controlled on amlodipine. replacement therapy for adult patients receiving telmisartan and amlodipine from separate tablet.,<hypertension>,boehringer ingelheim international gmbh,boehringer ingelheim,ema/891763/2011,telmisartan / amlodipine,yes,no,tablet,emea/h/c/002118,na
oral,25.11.2014,2014,authorised,EMA,approved,28.04.2016,2016,diseases of the nervous system,<parkinson disease>,ongentys-epar-public-assessment-report_en.pdf,small molecule,ongentys,adjunctive therapy to preparations of levodopa/benserazide or levodopa/carbidopa in adult patients with parkinson’s disease and motor fluctuations,no,adjunctive therapy to preparations of levodopa/benserazide or levodopa/carbidopa in adult patients with parkinson’s disease and motor fluctuations,<parkinson disease>,"bial - portela & cª, s.a.",bial,ema/343011/2016,opicapone,no,no,capsule,emea/h/c/002790/0000,na
oral,01.07.2008,2008,authorised,EMA,approved,25.06.2009,2009,"endocrine, nutritional, and metabolic diseases",<type 2 diabetes mellitus>,onglyza-epar-public-assessment-report_en.pdf,small molecule,onglyza,add-on combination therapy for type 2 diabetes mellitus,no,add-on combination therapy for type 2 diabetes mellitus,<type 2 diabetes mellitus>,bristol-myers squibb/astrazeneca eeig,bristol-myers squibb,,saxagliptin,no,no,tablet,emea/h/c/001039,na
intravenous,30.04.2015,2015,authorised,EMA,approved,21.07.2016,2016,neoplasms; diseases of the digestive system,<pancreatic neoplasms>,onivyde-epar-public-assessment-report_en.pdf,small molecule,onivyde,"treatment of metastatic adenocarcinoma of the pancreas, in combination with 5-fluorouracil and leucovorin in adult patients who have progressed following gemcitabine based therapy.",no,"treatment of metastatic adenocarcinoma of the pancreas, in combination with 5-fluorouracil and leucovorin in patients who have been previously treated with gemcitabine.",<pancreatic neoplasms>,baxalta innovations gmbh,baxalta,ema/chmp/589179/2016,irinotecan,no,yes,concentrate,emea/h/c/004125/0000,na
intravenous,18.12.2017,2017,authorised,EMA,approved,26.07.2018,2018,"endocrine, nutritional, and metabolic diseases",<transthyretin amyloidosis>,onpattro-epar-public-assessment-report_en.pdf,small molecule,onpattro,treatment of transthyretin-mediated amyloidosis,no,treatment of transthyretin-mediated amyloidosis,<transthyretin amyloidosis>,alnylam netherlands b.v.,alnylam,ema/554262/2018,patisiran,no,yes,concentrate,emea/h/c/004699/0000,na
oral,28.04.2021,2021,withdrawn,EMA,approved,16.12.2021,2021,diseases of the nervous system,<parkinson disease>,ontilyv-epar-public-assessment-report_en.pdf,small molecule,ontilyv,ontilyv is indicated as adjunctive therapy to preparations of levodopa/ dopa decarboxylase inhibitors (ddci) in adult patients with parkinson’s disease and end-of-dose motor fluctuations who cannot be stabilised on those combinations,yes,ontilyv is indicated as adjunctive therapy to preparations of levodopa/ dopa decarboxylase inhibitors (ddci) in adult patients with parkinson’s disease and end-of-dose motor fluctuations who cannot be stabilised on those combinations,<parkinson disease>,"bial – portela & cª, s.a.",bial,ema/129900/2022,opicapone,yes,no,capsule,emea/h/c/005782/0000,na
oral,09.03.2020,2020,authorised,EMA,approved,28.01.2021,2021,diseases of the nervous system,<epilepsy>,ontozry-epar-public-assessment-report_en.pdf,small molecule,ontozry,adjunctive treatment of focal-onset seizures with or without secondary generalisation in adult patients with epilepsy who have not been adequately controlled despite a history of treatment with at least 2 anti-epileptic medicinal products.,no,adjunctive treatment of focal-onset seizures with or without secondary generalisation in adult patients with epilepsy who have not been adequately controlled despite a history of treatment with at least 2 anti-epileptic medicinal products.,<epilepsy>,arvelle therapeutics netherlands b.v.,arvelle,ema/chmp/160820/2021,cenobamate,no,no,tablet,emea/h/c/005377/0000,na
intravenous,30.08.2016,2016,authorised,EMA,approved,14.09.2017,2017,neoplasms; diseases of the digestive system,<breast neoplasms>; <stomach neoplasms>,ontruzant-epar-public-assessment-report_en.pdf,biologics,ontruzant,breast cancer; metastatic breast cancer; early breast cancer; metastatic gastric cancer,no,breast cancer; metastatic breast cancer; early breast cancer; metastatic gastric cancer,<breast neoplasms>; <stomach neoplasms>,samsung bioepis uk limited,samsung,ema/chmp/9855/2018,trastuzumab,no,no,powder,emea/h/c/004323/0000,na
oral,30.04.2020,2020,authorised,EMA,approved,22.04.2021,2021,neoplasms; diseases of the blood and blood-forming organs,"<leukemia, myeloid, acute>",onureg-epar-public-assessment-report_en.pdf,small molecule,onureg,"maintenance therapy in adult patients with acute myeloid leukemia (aml) who achieved complete remission (cr) or complete remission with incomplete blood count recovery (cri) following induction therapy with or without consolidation treatment and who are not candidates for, including those who choose not to proceed to, hematopoietic stem cell transplantation (hsct).",no,"maintenance therapy in adult patients with acute myeloid leukemia (aml) who achieved complete remission (cr) or complete remission with incomplete blood count recovery (cri) following induction therapy with or without consolidation treatment and who are not candidates for, including those who choose not to proceed to, hematopoietic stem cell transplantation (hsct).","<leukemia, myeloid, acute>",bristol-myers squibb pharma eeig,bristol-myers squibb,ema/308711/2021,azacitidine,no,no,tablet,emea/h/c/004761/0000,na
intravenous,02.09.2014,2014,authorised,EMA,approved,23.04.2015,2015,neoplasms; diseases of the skin,<melanoma>,opdivo-epar-public-assessment-report_en.pdf,biologics,opdivo,treatment of advanced (unresectable or metastatic) melanoma in adults,no,treatment of advanced (unresectable or metastatic) melanoma in adults,<melanoma>,bristol-myers squibb pharma eeig,bristol-myers squibb,ema/chmp/76688/2015,nivolumab,no,no,concentrate,emea/h/c/003985/0000,na
intravenous,10.09.2021,2021,authorised,EMA,approved,21.07.2022,2022,neoplasms; diseases of the skin,<melanoma>,opdualag-epar-public-assessment-report_en.pdf,biologics,opdualag,first line treatment of advanced (unresectable or metastatic) melanoma in adults and adolescents 12 years of age and older with tumour cell pd l1 expression < 1%,no,first-line treatment of advanced (unresectable or metastatic) melanoma in adults and adolescents (12 years and older and weighing at least 40 kg),<melanoma>,bristol-myers squibb pharma eeig,bristol-myers squibb,ema/720884/2022,nivolumab / relatlimab,no,no,concentrate,emea/h/c/005481/0000,na
oral,05.11.2021,2021,authorised,EMA,approved,26.04.2023,2023,"endocrine, nutritional, and metabolic diseases",<pompe disease>,opfolda-epar-public-assessment-report_en.pdf,small molecule,opfolda,opfolda (miglustat) is an enzyme stabiliser of cipaglucosidase alfa long-term enzyme replacement therapy in adults with late-onset pompe disease (acid α-glucosidase [gaa] deficiency).,no,opfolda is indicated in co-administration with cipaglucosidase alfa for use in the long-term treatment of adults aged 18 years and older with a confirmed diagnosis of pompe disease (acid α-glucosidase [gaa] deficiency).,<pompe disease>,amicus therapeutics europe limited,amicus,ema/chmp/794405/2022,miglustat,no,no,capsule,emea/h/c/005695/0000,na
,20.12.2006,2006,withdrawn,EMA,approved,20.10.2008,2008,diseases of the musculoskeletal system and connective tissue,<spinal fusion>,opgenra-epar-public-assessment-report_en.pdf,biologics,opgenra,opgenra is indicated for posterolateral lumbar spinal fusion in adult patients with spondylolisthesis where autograft has failed or is contra-indicated.,no,opgenra is indicated for posterolateral lumbar spinal fusion in adult patients with spondylolisthesis who have failed at least six months of conservative non-surgical treatment.,<spondylolisthesis>,howmedica international s. de r. l.,howmedica,,eptotermin alfa,no,no,putty,emea/h/c/000819,na
oral,31.10.2007,2007,authorised,EMA,approved,26.06.2008,2008,diseases of the nervous system,<parkinson disease>,oprymea-epar-public-assessment-report_en.pdf,small molecule,oprymea,"treatment of the signs and symptoms of idiopathic parkinson's disease, alone or in combination with levodopa",no,"treatment of the signs and symptoms of idiopathic parkinson's disease, alone or in combination with levodopa",<parkinson disease>,"krka, d.d., novo mesto",krka,ema/441191/2008,pramipexole,yes,no,tablet,emea/h/c/941,na
oral,25.10.2012,2012,authorised,EMA,approved,24.10.2013,2013,diseases of the circulatory system,<pulmonary hypertension>,opsumit-epar-public-assessment-report_en.pdf,small molecule,opsumit,long-term treatment of pulmonary arterial hypertension (pah) in adult patients of who functional class (fc) ii to iii,no,long-term treatment of pulmonary arterial hypertension (pah) in patients of who functional class ii to iv to reduce morbidity and mortality,<pulmonary hypertension>,actelion registration ltd.,actelion,ema/457699/2013,macitentan,no,yes,tablet,emea/h/c/002697/0000,na
oral,,,authorised,EMA,approved,22.05.2003,2003,diseases of the musculoskeletal system and connective tissue,<osteoporosis>,optruma-epar-scientific-discussion_en.pdf,small molecule,optruma,treatment and prevention of osteoporosis in postmenopausal women,no,treatment and prevention of osteoporosis in postmenopausal women,<osteoporosis>,,not reported,,raloxifene hydrochloride,no,no,tablet,,na
intravitreal,06.11.2023,2023,authorised,EMA,approved,19.09.2024,2024,diseases of the eye and adnexa,<macular degeneration>; <retinal vein occlusion>; <diabetic macular edema>; <choroidal neovascularization>,opuviz-epar-public-assessment-report_en.pdf,biologics,opuviz,opuviz is indicated for adults for the treatment of neovascular (wet) age-related macular degeneration (amd); visual impairment due to macular oedema secondary to retinal vein occlusion (branch rvo or central rvo); visual impairment due to diabetic macular oedema (dme); visual impairment due to myopic choroidal neovascularisation (myopic cnv),no,opuviz is indicated for adults for the treatment of neovascular (wet) age-related macular degeneration (amd); visual impairment due to macular oedema secondary to retinal vein occlusion (branch rvo or central rvo); visual impairment due to diabetic macular oedema (dme); visual impairment due to myopic choroidal neovascularisation (myopic cnv),<macular degeneration>; <retinal vein occlusion>; <diabetic macular edema>; <myopic choroidal neovascularization>,samsung bioepis nl b.v.,samsung,ema/466892/2024,aflibercept,no,no,solution,emea/h/c/006056/0000,na
cutaneous,30.09.2021,2021,authorised,EMA,approved,23.02.2023,2023,diseases of the skin,<vitiligo>,opzelura-epar-public-assessment-report_en.pdf,small molecule,opzelura,treatment of non-segmental vitiligo with facial involvement in adults and adolescents from 12 years of age,no,treatment of non-segmental vitiligo with facial involvement in adults and adolescents from 12 years of age,<vitiligo>,incyte biosciences distribution b.v.,incyte,ema/135534/2023,ruxolitinib,no,no,cream,emea/h/c/005843/0000,na
intravenous,04.02.2014,2014,authorised,EMA,approved,22.01.2015,2015,infectious and parasitic diseases; diseases of the skin,<acute bacterial skin and skin structure infections>,orbactiv-epar-public-assessment-report_en.pdf,biologics,orbactiv,treatment of acute bacterial skin and skin structure infections (absssi) in adults,no,treatment of complicated skin and soft tissue infections (cssti) in adults,<soft tissue infections>,the medicines company uk ltd,medicines,ema/183786/2015,oritavancin,no,no,powder,emea/h/c/003785/0000,na
intravenous,26.07.2023,2023,authorised,EMA,approved,27.06.2024,2024,neoplasms; diseases of the blood and blood-forming organs,<follicular lymphoma>; <diffuse large b-cell lymphoma>,ordspono-epar-public-assessment-report_en.pdf,biologics,ordspono,"ordspono as monotherapy is indicated for the treatment of adult patients with relapsed or refractory follicular lymphoma (r/r fl) after two or more lines of systemic therapy. ordspono as monotherapy is indicated for the treatment of adult patients with relapsed or refractory diffuse large b-cell lymphoma (r/r dlbcl), after two or more lines of systemic therapy.",no,"ordspono as monotherapy is indicated for the treatment of adult patients with relapsed or refractory follicular lymphoma (r/r fl) after at least two prior systemic therapies. ordspono as monotherapy is indicated for the treatment of adult patients with relapsed or refractory diffuse large b cell lymphoma (r/r dlbcl), not otherwise specified (nos), including dlbcl arising from indolent lymphoma, and high grade b cell lymphoma after at least two prior systemic therapies, including patients with or without prior car t therapy.",<follicular lymphoma>; <diffuse large b-cell lymphoma>; <high-grade b-cell lymphoma>,regeneron ireland designated activity company,regeneron,ema/518269/2024,odronextamab,no,no,concentrate,emea/h/c/006215/0000,na
oral,08.03.2021,2021,authorised,EMA,approved,24.02.2022,2022,neoplasms; diseases of the genitourinary system,<prostatic neoplasms>,orgovyx-epar-public-assessment-report_en.pdf,small molecule,orgovyx,treatment of adult patients with advanced hormone-sensitive prostate cancer,no,treatment of adult patients with advanced prostate cancer,<prostatic neoplasms>,myovant sciences ireland limited,myovant,ema/218094/2022,relugolix,no,no,tablet,emea/h/c/005353/0000,na
oral,05.11.2014,2014,authorised,EMA,approved,24.09.2015,2015,diseases of the respiratory system; congenital malformations and chromosomal abnormalities,<cystic fibrosis>,orkambi-epar-public-assessment-report_en.pdf,small molecule,orkambi,treatment of cystic fibrosis (cf) in patients age 12 years and older who are homozygous for the f508del mutation in the cftr gene,no,treatment of cystic fibrosis (cf) in patients age 12 years and older who are homozygous for the f508del mutation in the cftr gene,<cystic fibrosis>,vertex pharmaceuticals (europe) limited,vertex,ema/686121/2018,lumacaftor / ivacaftor,no,yes,tablet,emea/h/c/003954/0000,na
oral,09.03.2020,2020,authorised,EMA,approved,25.02.2021,2021,diseases of the blood and blood-forming organs,"<angioedema, hereditary>",orladeyo-epar-public-assessment-report_en.pdf,small molecule,orladeyo,routine prevention of recurrent attacks of hereditary angioedema (hae) in adult and adolescent patients aged 12 years and older,no,routine prevention of recurrent attacks of hereditary angioedema (hae) in patients aged 12 years and older,"<angioedema, hereditary>",biocryst ireland limited,biocryst,ema/153239/2021,berotralstat,no,yes,capsule,emea/h/c/005138/0000,na
oral,30.10.2009,2009,authorised,EMA,approved,14.04.2011,2011,"endocrine, nutritional, and metabolic diseases",<inborn errors of bile acid metabolism>,orphacol-epar-public-assessment-report_en.pdf,small molecule,orphacol,"treatment of inborn errors in primary bile acid synthesis due to 3β-hydroxy-δ5-c27-steroid oxidoreductase deficiency or δ4-3-oxosteroid-5β-reductase deficiency in infants, children and adolescents aged 1 month to 18 years and adults.",no,"treatment of inborn errors in primary bile acid synthesis due to 3β-hydroxy-δ5-c27-steroid oxidoreductase deficiency or δ4-3-oxosteroid-5β-reductase deficiency in infants, children and adolescents aged 1 month to 18 years and adults.",<inborn errors of bile acid metabolism>,laboratoires ctrs,ctrs,ema/596651/2013,cholic acid,yes,yes,capsule,emea/h/c/001250/0000,
oral,27.07.2022,2022,authorised,EMA,approved,20.07.2023,2023,neoplasms,<breast neoplasms>,orserdu-epar-public-assessment-report_en.pdf,small molecule,orserdu,"treatment of postmenopausal women, and men, with oestrogen receptor (er)-positive, her2-negative, locally advanced or metastatic breast cancer with an activating esr1 mutation who have disease progression following at least one line of endocrine therapy including a cdk4/6 inhibitor",no,"treatment of postmenopausal women, and men, with hormone receptor (hr)-positive, human epidermal growth factor receptor 2 (her2)-negative, advanced or metastatic breast cancer who have progressed following at least one line of endocrine therapy",<breast neoplasms>,stemline therapeutics b.v.,stemline,ema/358130/2023,elacestrant,no,no,tablet,emea/h/c/005898/0000,na
subcutaneous,08.03.2024,2024,authorised,EMA,approved,12.12.2024,2024,neoplasms; diseases of the musculoskeletal system and connective tissue,<neoplasms>; <giant cell tumor of bone>,osenvelt-epar-public-assessment-report_en.pdf,biologics,osenvelt,prevention of skeletal related events in adults with advanced malignancies involving bone; treatment of adults and skeletally mature adolescents with giant cell tumour of bone that is unresectable or where surgical resection is likely to result in severe morbidity.,no,prevention of skeletal related events in adults with advanced malignancies involving bone; treatment of adults and skeletally mature adolescents with giant cell tumour of bone that is unresectable or where surgical resection is likely to result in severe morbidity.,<neoplasm metastasis>; <giant cell tumor of bone>,celltrion healthcare hungary kft.,celltrion,ema/51220/2025,denosumab,no,no,solution,emea/h/c/006157/0000,na
inhalation,24.07.2009,2009,authorised,EMA,approved,24.09.2009,2009,diseases of the respiratory system,"<pulmonary disease, chronic obstructive>",oslif-breezhaler-epar-public-assessment-report_en.pdf,small molecule,oslif breezhaler,maintenance bronchodilator treatment of airflow obstruction in adult patients with chronic obstructive pulmonary disease (copd),no,maintenance bronchodilator treatment of airflow obstruction in adult patients with chronic obstructive pulmonary disease (copd),"<pulmonary disease, chronic obstructive>",novartis europharm ltd.,novartis,ema/814964/2009,indacaterol,no,no,powder,emea/h/c/001210,na
oral,02.12.2013,2013,authorised,EMA,approved,20.11.2014,2014,diseases of the musculoskeletal system and connective tissue; diseases of the skin,"<arthritis, psoriatic>; <psoriasis>",otezla-epar-public-assessment-report_en.pdf,small molecule,otezla,psoriatic arthritis; psoriasis,no,psoriatic arthritis; psoriasis,<psoriatic arthritis>; <psoriasis>,celgene europe limited,celgene,ema/chmp/476353/2014,apremilast,no,no,tablet,emea/h/c/003746,na
subcutaneous; intravenous,08.02.2024,2024,authorised,EMA,approved,25.07.2024,2024,diseases of the skin; diseases of the musculoskeletal system and connective tissue; diseases of the digestive system,<plaque psoriasis>; <psoriatic arthritis>; <crohn disease>,otulfi-epar-public-assessment-report_en.pdf,biologics,otulfi,plaque psoriasis; paediatric plaque psoriasis; psoriatic arthritis; crohn’s disease,no,plaque psoriasis; paediatric plaque psoriasis; psoriatic arthritis; crohn’s disease,<plaque psoriasis>; <psoriatic arthritis>; <crohn disease>,fresenius kabi deutschland gmbh,fresenius,ema/378457/2024,ustekinumab,yes,no,solution; concentrate,emea/h/c/006544/0000,
subcutaneous,28.02.2012,2012,authorised,EMA,approved,31.07.2013,2013,diseases of the genitourinary system,<anovulation>; <hypogonadotropic hypogonadism>,ovaleap-epar-public-assessment-report_en.pdf,biologics,ovaleap,"anovulation, stimulation of multifollicular development, stimulation of follicular development in women with severe lh and fsh deficiency, stimulation of spermatogenesis in men with hypogonadotropic hypogonadism",no,"anovulation, stimulation of multifollicular development, stimulation of follicular development in women with severe lh and fsh deficiency, stimulation of spermatogenesis in men with hypogonadotropic hypogonadism",<anovulation>; <hypogonadotropic hypogonadism>,teva pharma b.v.,teva,ema/chmp/41467/2013,follitropin alfa,no,no,solution,emea/h/c/002608,na
oral,23.12.2020,2020,authorised,EMA,approved,16.12.2021,2021,diseases of the blood and blood-forming organs,"<anemia, hemolytic>; <anemia, sickle cell>",oxbryta-epar-public-assessment-report_en.pdf,small molecule,oxbryta,treatment of haemolytic anaemia due to sickle cell disease (scd) in adults and paediatric patients 12 years of age and older as monotherapy or in combination with hydroxycarbamide.,no,treatment of haemolytic anaemia in adults and paediatric patients 12 years of age and older with sickle cell disease (scd).,"<anemia, hemolytic>; <sickle cell disease>",global blood therapeutics netherlands b.v.,global blood therapeutics,ema/102184/2022,voxelotor,no,yes,tablet,emea/h/c/004869/0000,na
ocular,03.11.2016,2016,authorised,EMA,approved,18.05.2017,2017,diseases of the eye and adnexa,<neurotrophic keratitis>,oxervate-epar-public-assessment-report_en.pdf,biologics,oxervate,treatment of moderate (persistent epithelial defect) or severe (corneal ulcer) neurotrophic keratitis in adults.,no,treatment of moderate (persistent epithelial defect) or severe (corneal ulcer) neurotrophic keratitis in adults.,<neurotrophic keratitis>,dompé farmaceutici s.p.a.,dompé,ema/351805/2017,cenegermin,no,yes,eye drops,emea/h/c/004209/0000,na
subcutaneous,31.03.2020,2020,authorised,EMA,approved,15.10.2020,2020,"endocrine, nutritional, and metabolic diseases",<primary hyperoxaluria type 1>,oxlumo-epar-public-assessment-report_en.pdf,small molecule,oxlumo,treatment of primary hyperoxaluria type 1 (ph1) in all age groups,no,treatment of primary hyperoxaluria type 1 (ph1) in all age groups,<primary hyperoxaluria type 1>,alnylam netherlands b.v.,alnylam,ema/568312/2020,lumasiran,no,yes,solution,emea/h/c/005040/0000,na
intravenous,09.01.2020,2020,authorised,EMA,approved,28.01.2021,2021,neoplasms; diseases of the respiratory system; diseases of the genitourinary system,"<colorectal neoplasms>; <breast neoplasms>; <lung neoplasms, non-small cell>; <carcinoma, renal cell>; <ovarian neoplasms>; <fallopian tube neoplasms>; <peritoneal neoplasms>; <cervical neoplasms>",oyavas-epar-public-assessment-report_en.pdf,biologics,oyavas,"treatment of various cancers including metastatic carcinoma of the colon or rectum, metastatic breast cancer, non-small cell lung cancer, renal cell cancer, epithelial ovarian, fallopian tube or primary peritoneal cancer, and carcinoma of the cervix.",yes,"treatment of various cancers including metastatic carcinoma of the colon or rectum, metastatic breast cancer, non-small cell lung cancer, renal cell cancer, epithelial ovarian, fallopian tube or primary peritoneal cancer, and carcinoma of the cervix.","<cancer>; <colorectal neoplasms>; <breast neoplasms>; <lung neoplasms>; <carcinoma, renal cell>; <ovarian neoplasms>; <fallopian tube neoplasms>; <peritoneal neoplasms>; <uterine cervical neoplasms>",stada arzneimittel ag,stada,ema/197736/2021,bevacizumab,no,no,concentrate,emea/h/c/005556/0000,na
oral,08.11.2019,2019,authorised,EMA,approved,20.05.2021,2021,diseases of the respiratory system,"<excessive daytime sleepiness>; <sleep apnea, obstructive>",ozawade-epar-public-assessment-report_en.pdf,small molecule,ozawade,"treatment of excessive daytime sleepiness (eds) in patients with obstructive sleep apnoea (osa) treated by cpap but still complaining of eds, or in patients with osa refusing/not tolerating cpap.",yes,"treatment of excessive daytime sleepiness (eds) in patients with obstructive sleep apnoea (osa) treated by cpap but still complaining of eds, or in patients with osa refusing/not tolerating cpap.","<excessive daytime sleepiness>; <sleep apnea, obstructive>",bioprojet pharma,bioprojet,ema/375687/2021,pitolisant,no,no,tablet,emea/h/c/005117/0000,na
subcutaneous,05.12.2016,2016,authorised,EMA,approved,14.12.2017,2017,"endocrine, nutritional, and metabolic diseases; diseases of the circulatory system",<type 2 diabetes mellitus>,ozempic-epar-public-assessment-report_en.pdf,peptides and proteins,ozempic,treatment of adults with insufficiently controlled type 2 diabetes mellitus as an adjunct to diet and exercise,no,glycaemic control in adults with type 2 diabetes mellitus as monotherapy or add-on therapy; prevention of cardiovascular events in adults with type 2 diabetes mellitus and high cardiovascular risk,<type 2 diabetes mellitus>; <cardiovascular diseases>,novo nordisk a/s,novo nordisk,ema/chmp/715701/2017,semaglutide,no,no,solution,emea/h/c/004174/0000,na
ocular,24.02.2009,2009,authorised,EMA,approved,20.05.2010,2010,diseases of the eye and adnexa,<macular edema>; <retinal vein occlusion>,ozurdex-epar-public-assessment-report_en.pdf,small molecule,ozurdex,treatment of adult patients with macular oedema following either branch retinal vein occlusion (brvo) or central retinal vein occlusion (crvo),no,treatment of adult patients with macular oedema following either branch retinal vein occlusion (brvo) or central retinal vein occlusion (crvo),<macular edema>; <retinal vein occlusion>,allergan pharmaceuticals ireland,allergan,ema/457364/2010,dexamethasone,yes,no,implant,emea/h/c/001140,
intravenous,05.03.2021,2021,authorised,EMA,approved,24.02.2022,2022,neoplasms; diseases of the genitourinary system,<urothelial cancer>,padcev-epar-public-assessment-report_en.pdf,biologics,padcev,treatment of adult patients with locally advanced or metastatic urothelial cancer who have previously received a platinum-containing chemotherapy and a programmed death receptor-1 or programmed death-ligand 1 inhibitor,no,"treatment of adult patients with locally advanced or metastatic urothelial cancer who have received a programmed death receptor-1 or programmed death-ligand 1 inhibitor and who have received a platinum-containing chemotherapy in the neoadjuvant/adjuvant, locally advanced or metastatic setting",<urothelial cancer>,astellas pharma europe b.v.,astellas,ema/249357/2022,enfortumab vedotin,no,no,powder,emea/h/c/005392/0000,na
oral,27.10.2010,2010,withdrawn,EMA,approved,19.01.2012,2012,"endocrine, nutritional, and metabolic diseases",<type 2 diabetes mellitus>,paglitaz-epar-public-assessment-report_en.pdf,small molecule,paglitaz,pioglitazone is indicated as second or third line treatment of type 2 diabetes mellitus,no,pioglitazone is indicated as second or third line treatment of type 2 diabetes mellitus,<type 2 diabetes mellitus>,"krka, d.d., novo mesto",krka,ema/183894/2012,pioglitazone,yes,no,tablet,emea/h/c/002309,
oral,27.06.2019,2019,authorised,EMA,approved,15.10.2020,2020,other,<peanut hypersensitivity>,palforzia-epar-public-assessment-report_en.pdf,other,palforzia,"oral immunotherapy for patients aged 4 to 17 years with a confirmed diagnosis of peanut allergy to reduce the incidence and severity of allergic reactions, including anaphylaxis, after exposure to peanut.",no,"oral immunotherapy for patients aged 4 to 17 years with a confirmed diagnosis of peanut allergy to reduce the incidence and severity of allergic reactions, including anaphylaxis, after exposure to peanut.",<peanut hypersensitivity>,aimmune therapeutics ireland limited,aimmune,ema/583336/2020,"defatted powder of arachis hypogaea l., semen (peanuts)",yes,no,powder,emea/h/c/004917/0000,pdco
,07.02.2020,2020,authorised,EMA,approved,30.04.2020,2020,mental and behavioural disorders,<schizophrenia>,paliperidone-janssen-cilag-international-epar-public-assessment-report_en.pdf,small molecule,paliperidone janssen-cilag international,maintenance treatment of schizophrenia in adult patients stabilised with paliperidone or risperidone,no,maintenance treatment of schizophrenia in adult patients stabilised with paliperidone or risperidone,<schizophrenia>,janssen-cilag international n.v,janssen-cilag,ema/358737/2020,paliperidone,yes,no,injection,emea/h/c/005486/0000,na
intramuscular,07.08.2014,2014,authorised,EMA,approved,23.10.2014,2014,mental and behavioural disorders,<schizophrenia>,paliperidone-janssen-epar-public-assessment-report_en.pdf,small molecule,paliperidone janssen,maintenance treatment of schizophrenia in adult patients stabilised with paliperidone or risperidone.,no,maintenance treatment of schizophrenia in adult patients stabilised with paliperidone or risperidone.,<schizophrenia>,janssen-cilag international n.v.,janssen-cilag,ema/664603/2014,paliperidone,yes,no,suspension,emea/h/c/004066,na
intravenous,04.05.2015,2015,authorised,EMA,approved,01.04.2016,2016,neoplasms,<neoplasms>,palonosetron-accord-epar-public-assessment-report_en.pdf,small molecule,palonosetron accord,the prevention of acute nausea and vomiting associated with highly emetogenic cancer chemotherapy; the prevention of nausea and vomiting associated with moderately emetogenic cancer chemotherapy,no,the prevention of acute nausea and vomiting associated with highly emetogenic cancer chemotherapy; the prevention of nausea and vomiting associated with moderately emetogenic cancer chemotherapy,<neoplasms>,accord healthcare ltd,accord,ema/287566/2016,palonosetron,yes,no,solution,emea/h/c/004129/0000,
intravenous,25.03.2015,2015,withdrawn,EMA,approved,25.02.2016,2016,neoplasms,<neoplasms>,palonosetron-hospira-epar-public-assessment-report_en.pdf,small molecule,palonosetron hospira,the prevention of acute nausea and vomiting associated with highly emetogenic cancer chemotherapy; the prevention of nausea and vomiting associated with moderately emetogenic cancer chemotherapy,no,the prevention of acute nausea and vomiting associated with highly emetogenic cancer chemotherapy; the prevention of nausea and vomiting associated with moderately emetogenic cancer chemotherapy,<neoplasms>,hospira uk limited,hospira,ema/215640/2016,palonosetron,yes,no,solution,emea/h/c/004069/0000,na
subcutaneous,06.03.2018,2018,authorised,EMA,approved,28.02.2019,2019,"endocrine, nutritional, and metabolic diseases",<phenylketonurias>,palynziq-epar-public-assessment-report_en.pdf,peptides and proteins,palynziq,treatment of patients with phenylketonuria (pku) aged 16 years and older who have inadequate blood phenylalanine control despite prior management with available treatment options.,no,treatment of adults with phenylketonuria (pku) who have inadequate blood phenylalanine control despite prior management with available treatment options including sapropterin.,<phenylketonurias>,biomarin international limited,biomarin,ema/chmp/181920/2019,pegvaliase,no,yes,solution,emea/h/c/004744/0000,na
