Administration_route,Application_date,Application_year,Current_status,Dataset,Decision,Decision_date,Decision_year,Disease_class(es),Disease_name(s),Document_name,Drug_class,Drug_name,Indication_approved,Indication_extended,Indication_requested,Indication_requested_extracted,Marketing_authorisation_holder,Marketing_authorisation_holder_extracted,Marketing_authorisation_number,Non_proprietary_name,Nonclinical_abridged,Orphan_drug_status,Pharmaceutical_form,Procedure_number,Referral_body
oral,07.03.2024,2024,authorised (under additional monitoring),Swissmedic,conditional marketing authorisation,14.10.2024,2024,diseases of the genitourinary system,<immunoglobulin a nephropathy>,swisspar_filspari.pdf,small molecule,filspari,filspari is indicated for the treatment of adults with primary immunoglobulin a nephropathy (igan) with a urinary protein excretion of ≥1.0 g/day (or a urinary protein/creatinine quotient of ≥0.75 g/g),no,filspari is indicated for the treatment of adults with primary immunoglobulin a nephropathy (igan) with a urinary protein excretion > 1.0 g/day (or a urinary protein-to-creatinine ratio ≥ 0.75 g/g,<immunoglobulin a nephropathy>,vifor (international) inc.,vifor,69241,sparsentan,yes,yes,tablet,emea/h/c/005783/0000,european medicines agency (ema)
intravitreal,30.08.2021,2021,authorised (under additional monitoring),Swissmedic,approved,02.06.2022,2022,"diseases of the eye and adnexa; endocrine, nutritional, and metabolic diseases",<macular degeneration>; <diabetic macular edema>,swisspar_final.pdf,biologics,beovu,treatment of neovascular (wet) age-related macular degeneration (amd) and diabetic macular oedema (dme),yes,treatment of neovascular (wet) age-related macular degeneration (amd) and diabetic macular oedema (dme),<macular degeneration>; <diabetic macular edema>,novartis pharma schweiz ag,novartis,67244,brolucizumab,yes,no,solution,,na
intranasal,01.04.2021,2021,authorised,Swissmedic,approved,11.05.2022,2022,infectious and parasitic diseases; diseases of the respiratory system,<influenza>,swisspar_fluenz_tetra_final.pdf,vaccine,fluenz tetra,active immunisation in children and adolescents from 24 months to 18 years of age. for prophylaxis of influenza caused by the two influenza a virus subtypes and the two influenza b virus subtypes contained in the vaccine.,no,prophylaxis of influenza in children and adolescents from 24 months to 18 years of age.,<influenza>,astrazeneca ag,astrazeneca,68462,"reassortant live attenuated influenza virus strains of types a/h1n1, a/h3n2, b/yamagata and b/victoria",yes,no,suspension,,ema
oral,29.09.2023,2023,authorised (under additional monitoring),Swissmedic,approved,27.08.2024,2024,neoplasms; diseases of the digestive system,<colorectal neoplasms>,swisspar_fruzaqla.pdf,small molecule,fruzaqla,"fruzaqla is used as monotherapy for the treatment of adult patients with metastatic colorectal cancer (mcrc) who have been previously treated with available standard therapies, including fluoropyrimidine-, oxaliplatin-, and irinotecan-based chemotherapy, an anti-vegf agent, and, in the presence of wild-type ras, with an anti-egfr agent, and who have progressed on or are intolerant to treatment with either trifluridine/tipiracil or regorafenib.",no,"treatment of adult patients with metastatic colorectal cancer (mcrc) who have been previously treated with fluoropyrimidine‑, oxaliplatin‑, and irinotecan‑based chemotherapy, an anti‑vegf therapy, and an anti-egfr therapy or are not considered candidates for available therapies.",<colorectal neoplasms>,takeda pharma ag,takeda,69524,fruquintinib,yes,no,capsule,,
oral,12.04.2021,2021,authorised (under additional monitoring),Swissmedic,approved,12.08.2021,2021,"neoplasms; diseases of the respiratory system; endocrine, nutritional, and metabolic diseases",<non-small cell lung cancer>; <medullary thyroid cancer>; <thyroid cancer>,swisspar_gavreto-1.pdf,small molecule,gavreto,ret fusion-positive non-small cell lung cancer; ret-mutant medullary thyroid cancer; ret fusion-positive thyroid cancer,no,gavreto is indicated for the treatment of adult patients with metastatic ret fusion-positive non-small cell lung cancer (nsclc) and who have experienced progression after previous treatment. gavreto is indicated for the treatment of adult and paediatric patients 12 years of age and older with advanced or metastatic ret-mutant medullary thyroid cancer (mtc) who require systemic therapy and who have experienced progression after previous treatment. gavreto is indicated for the treatment of adult and paediatric patients 12 years of age and older with advanced or metastatic ret fusion-positive thyroid cancer who require systemic therapy and who have experienced progression after previous treatment including radioactive iodine.,"<non-small cell lung carcinoma>; <thyroid neoplasms>; <medullary carcinoma, thyroid>",roche pharma (schweiz) ag,roche,68182,pralsetinib,yes,yes,capsule,,us-fda
intravenous,25.11.2019,2019,authorised,Swissmedic,approved,20.12.2021,2021,diseases of the circulatory system,<thromboembolism>; <myocardial infarction>,swisspar_heparin_sintetica.pdf,biologics,heparin sintetica,"treatment of thromboembolic disease of all causes and at any site, and relay treatment following thrombolytic therapy; in the event of myocardial infarction; inhibition of coagulation in the event of extracorporeal circulation and haemodialysis.",no,"treatment of thromboembolic disease of all causes and at any site, and relay treatment following thrombolytic therapy; in the event of myocardial infarction; inhibition of coagulation in the event of extracorporeal circulation and haemodialysis.",<thromboembolism>; <myocardial infarction>,sintetica sa,sintetica,67780,heparin sodium,yes,no,solution,,na
subcutaneous,27.04.2023,2023,authorised (under additional monitoring),Swissmedic,approved,05.02.2024,2024,infectious and parasitic diseases; diseases of the digestive system,<chronic hepatitis delta>; <liver diseases>,swisspar_hepcludex.pdf,peptides and proteins,hepcludex,hepcludex is indicated for the treatment of chronic hepatitis delta virus (hdv) infection in adults with compensated liver disease.,no,hepcludex is indicated for the treatment of chronic hepatitis delta virus (hdv) infection in adult patients with compensated liver disease.,<chronic hepatitis delta>,gilead sciences switzerland sàrl,gilead,68338,bulevirtide,no,yes,powder,,na
intravenous,06.07.2021,2021,authorised (under additional monitoring),Swissmedic,conditional marketing authorisation,06.05.2022,2022,diseases of the genitourinary system,<end stage renal disease>,swisspar_idefirix_final.pdf,biologics,idefirix,idefirix can be used before a kidney transplant for rapid and temporary inactivation of immunoglobulin g (igg) in adult patients with positive crossmatch against an available deceased donor.,no,idefirix is indicated for desensitisation treatment of highly sensitised adult kidney transplant patients with positive crossmatch against an available deceased donor.,<end stage kidney disease>,voisin consulting ch sàrl,voisin,68373,imlifidase,yes,yes,powder,,ema
intravenous,22.04.2022,2022,authorised,Swissmedic,approved,13.09.2023,2023,neoplasms; diseases of the digestive system,<hepatocellular carcinoma>,swisspar_imjudo_na_nas.pdf,biologics,imjudo,hepatocellular carcinoma (hcc) imjudo in combination with durvalumab is indicated for the treatment of patients with unresectable hepatocellular carcinoma (uhcc) who have not received prior systemic therapy.,no,tremelimumab (tradename) in combination with durvalumab is indicated for the treatment of patients with unresectable hepatocellular carcinoma (uhcc).,<hepatocellular carcinoma>,astrazeneca ag,astrazeneca,68706,tremelimumab,no,yes,concentrate,,na
oral,29.11.2019,2019,authorised (under additional monitoring),Swissmedic,approved,01.07.2021,2021,neoplasms; diseases of the blood and blood-forming organs,<not reported>,swisspar_inrebic-1.pdf,small molecule,inrebic,"inrebic is indicated for the treatment of splenomegaly or disease-associated symptoms in intermediate or high risk patients who have failed to respond, or are intolerant, to ruxolitinib.",no,inrebic is a kinase inhibitor indicated for the treatment of adult patients with intermediate-2 or high-risk primary or secondary (post-polycythaemia vera or post-essential thrombocythaemia) myelofibrosis (mf).,<myelofibrosis>,celgene gmbh,celgene,67792,fedratinib as fedratinib dihydrochloride monohydrate,yes,yes,capsule,,fda
oral,24.05.2023,2023,authorised (under additional monitoring),Swissmedic,conditional marketing authorisation,30.11.2023,2023,neoplasms; diseases of the blood and blood-forming organs,<mantle cell lymphoma>,swisspar_jaypirca.pdf,small molecule,jaypirca,"jaypirca as monotherapy is indicated for treatment of adult patients with recurrent or refractory mantle cell lymphoma (mcl), who have received at least 2 prior lines of systemic treatment, including an anti-cd20 antibody and a bruton’s tyrosine kinase (btk) inhibitor, and if the patients are not suitable for car t-cell therapy.",no,"jaypirca is a kinase inhibitor indicated for the treatment of adult patients with relapsed or refractory mantle cell lymphoma (mcl) after at least 2 lines of systemic therapy, including a btk inhibitor, and when car t is not a treatment option.",<mantle cell lymphoma>,eli lilly (suisse) sa,eli lilly,68733,pirtobrutinib,yes,yes,tablet,,u.s. food and drug administration (fda)
intravenous,20.04.2023,2023,authorised (under additional monitoring),Swissmedic,approved,22.12.2023,2023,neoplasms,<endometrial neoplasms>,swisspar_jemperli.pdf,biologics,jemperli,jemperli is indicated in combination with therapy containing carboplatin and paclitaxel for the treatment of adult patients with primary recurrent or advanced endometrial cancer (ec) with deficient dna mismatch repair (dmmr) / high microsatellite instability (msi-h) with a high risk of recurrence.,yes,jemperli is indicated in combination with platinum-containing chemotherapy for the treatment of adult patients with primary advanced or recurrent endometrial cancer (ec) with deficient dna mismatch repair (dmmr) / high microsatellite instability (msi-h) who are candidates for systemic therapy.,<endometrial neoplasms>,glaxosmithkline ag,glaxosmithkline,68023,dostarlimab,yes,no,concentrate,,na
intravenous,25.01.2021,2021,authorised (under additional monitoring),Swissmedic,conditional marketing authorisation,17.02.2022,2022,neoplasms; diseases of the genitourinary system,<endometrial neoplasms>,swisspar_jemperli_final.pdf,biologics,jemperli,jemperli is indicated as monotherapy for the treatment of adult patients with recurrent or advanced endometrial cancer (ec) with deficient dna mismatch repair (dmmr) / high levels of microsatellite instability (msi-h) that has progressed during or after prior treatment with a platinum-based treatment regimen.,no,dostarlimab is indicated as monotherapy for the treatment of adult patients with recurrent or advanced mismatch repair-deficient (dmmr) / microsatellite instability-high (msi-h) endometrial cancer that has progressed on or following prior treatment with a platinum-containing regimen.,<endometrial neoplasms>,glaxosmithkline ag,glaxosmithkline,68023,dostarlimab,yes,,concentrate,,ema chmp
subcutaneous,23.12.2022,2022,authorised (under additional monitoring),Swissmedic,approved,01.03.2024,2024,infectious and parasitic diseases,<smallpox>; <monkeypox>,swisspar_jynneos_final.pdf,vaccine,jynneos,"active immunisation against disease caused by smallpox, monkeypox, and vaccinia viruses in adults 18 years of age and older",no,"active immunisation against disease caused by smallpox, monkeypox, and vaccinia virus in adults",<smallpox>; <monkeypox>,bavarian nordic switzerland ag,bavarian nordic,69173,"modified vaccinia ankara virus, live attenuated",yes,no,suspension,,ema
intravenous,07.09.2021,2021,authorised,Swissmedic,approved,16.08.2022,2022,diseases of the skin; diseases of the genitourinary system,<pruritus>; <chronic kidney disease>,swisspar_kapruvia.pdf,peptides and proteins,kapruvia,treatment of moderate to severe pruritus associated with chronic kidney disease in adult patients on haemodialysis,no,treatment of moderate to severe pruritus associated with chronic kidney disease in adult patients on haemodialysis,<pruritus>; <chronic kidney disease>,vifor fresenius medical care,vifor fresenius,68653,difelikefalin,no,no,solution,,na
oral,01.12.2020,2020,authorised (under additional monitoring),Swissmedic,approved,26.11.2021,2021,"diseases of the genitourinary system; endocrine, nutritional, and metabolic diseases; diseases of the circulatory system","<chronic kidney disease>; <diabetes mellitus, type 2>",swisspar_kerendia-1.pdf,small molecule,kerendia,kerendia is indicated to delay progression of chronic kidney disease in adult patients with type 2 diabetes mellitus.,no,kerendia is indicated to delay progression of kidney disease and to reduce the risk of cardiovascular mortality and morbidity in adults with chronic kidney disease and type 2 diabetes mellitus.,"<chronic kidney disease>; <diabetes mellitus, type 2>",bayer (schweiz) ag,bayer,68130,finerenone,yes,no,tablet,,
intravenous,20.05.2022,2022,authorised (under additional monitoring),Swissmedic,approved,09.05.2023,2023,neoplasms; diseases of the eye and adnexa,<uveal melanoma>,swisspar_kimmtrak_final.pdf,biologics,kimmtrak,kimmtrak is indicated as monotherapy for the treatment of human leukocyte antigen (hla)-a*02:01-positive adult patients with unresectable or metastatic uveal melanoma.,no,kimmtrak is indicated as monotherapy for the treatment of human leukocyte antigen hla-a*02:01-positive adult patients with unresectable or metastatic uveal melanoma.,<uveal melanoma>,immunocore gmbh,immunocore,68846,tebentafusp,yes,yes,concentrate,,ema
topical,22.12.2020,2020,authorised (under additional monitoring),Swissmedic,approved,03.02.2022,2022,diseases of the skin,<actinic keratosis>,swisspar_klisyri.pdf,small molecule,klisyri,"klisyri is indicated for the topical field treatment of non-hyperkeratotic, non-hypertrophic actinic keratosis of the face or scalp in adults.",no,"klisyri is indicated for the field treatment of non-hyperkeratotic, non-hypertrophic actinic keratosis of the face or scalp in adults.",<actinic keratosis>,almirall ag,almirall,68322,tirbanibulin,yes,no,ointment,,fda
oral,01.10.2020,2020,authorised (under additional monitoring),Swissmedic,conditional marketing authorisation,29.07.2022,2022,neoplasms; other,<neurofibromatosis 1>,swisspar_koselugo.pdf,small molecule,koselugo,"koselugo is indicated for the treatment of children and adolescent patients aged 3 years and above with neurofibromatosis type 1 (nf1) and symptomatic, inoperable plexiform neurofibromas (pn).",no,"koselugo is indicated for the treatment of children and adolescents aged 3 years and above with neurofibromatosis type 1 (nf1) and symptomatic, inoperable plexiform neurofibromas (pn).",<neurofibromatosis 1>,astrazeneca ag,astrazeneca,67410,selumetinib,yes,yes,capsule,,fda
intravenous,08.12.2021,2021,authorised (under additional monitoring),Swissmedic,conditional marketing authorisation,26.08.2022,2022,"endocrine, nutritional, and metabolic diseases",<alpha-mannosidosis>,swisspar_lamzede.pdf,biologics,lamzede,enzyme replacement therapy for the treatment of non-neurological manifestations in patients with mild to moderate alpha-mannosidosis.,no,enzyme replacement therapy for non-neurological manifestations in patients with mild to moderate alpha-mannosidosis.,<alpha-mannosidosis>,chiesi sa,chiesi,68591,velmanasum alfa,no,yes,powder,,na
intramuscular,31.08.2022,2022,authorised (under additional monitoring),Swissmedic,approved,12.10.2023,2023,diseases of the skin,not reported,swisspar_letybo.pdf,biologics,letybo,"temporary improvement in the appearance of moderate to severe vertical wrinkles between the eyebrows in adults < 75 years old seen at maximum frown (glabellar frown lines), when the severity of the facial wrinkles has an important psychological impact.",no,"temporary improvement in the appearance of moderate to severe vertical wrinkles between the eyebrows in adults < 75 years old seen at maximum frown (glabellar frown lines), when the severity of the facial wrinkles has an important psychological impact.",<facial wrinkles>,medius ag,medius,68864,botulinum toxin type a (strain cbfc26),yes,no,powder,,"eu-assessment report (decentralised procedure, de/h/6379/001/dc)"
oral,01.05.2023,2023,authorised,Swissmedic,approved,18.07.2024,2024,diseases of the respiratory system,<nonproductive cough>,swisspar_levocalm.pdf,small molecule,levocalm,"symptomatic treatment of non-productive cough in adults, adolescents and children from the age of 2 years.",no,symptomatic treatment of non-productive cough.,<nonproductive cough>,gebro pharma ag,gebro,69413,levodropropizine,yes,no,syrup,,na
oral,21.04.2023,2023,authorised (under additional monitoring),Swissmedic,approved,18.07.2024,2024,diseases of the digestive system; diseases of the skin,<alagille syndrome>,swisspar_livmarli.pdf,small molecule,livmarli,treatment of cholestatic pruritus in patients with alagille syndrome (algs) 3 months of age and older,no,treatment of cholestatic pruritus in patients with alagille syndrome (algs) 3 months of age and older,<cholestasis>; <alagille syndrome>,mirum pharmaceuticals ag,mirum,69201,maralixibat chloride,yes,yes,solution,,fda
oral,30.08.2021,2021,authorised (under additional monitoring),Swissmedic,approved,19.07.2023,2023,infectious and parasitic diseases,<cytomegalovirus infections>,swisspar_livtencity_final.pdf,small molecule,livtencity,"livtencity is indicated for the treatment of cytomegalovirus (cmv) infection and/or disease that are refractory (with or without resistance) to one or more prior therapies, including ganciclovir, valganciclovir, cidofovir, or foscarnet in adult patients who have undergone a haematopoietic stem cell transplant (hsct) or solid organ transplant (sot).",no,"livtencity is indicated for the treatment of cytomegalovirus (cmv) infection and/or disease that are refractory (with or without resistance) to one or more prior therapies, including ganciclovir, valganciclovir, cidofovir, or foscarnet in adult patients who have undergone a haematopoietic stem cell transplant (hsct) or solid organ transplant (sot).",<cytomegalovirus infections>,takeda pharma ag,takeda,68492,maribavir,no,yes,tablet,,na
intravenous,23.11.2021,2021,authorised,Swissmedic,approved,03.03.2023,2023,neoplasms,<prostatic neoplasms>,swisspar_locametz.pdf,peptides and proteins,locametz,radiodiagnostic for identification of psma-positive lesions in prostate cancer,no,radiodiagnostic for identification of psma-positive lesions in prostate cancer,<prostatic neoplasms>,advanced accelerator,advanced accelerator,68685,gozetotide,yes,no,kit for radiopharmaceutical preparation,,na
oral,31.01.2020,2020,authorised (under additional monitoring),Swissmedic,approved,16.04.2021,2021,"endocrine, nutritional, and metabolic diseases",<hyperkalemia>,swisspar_lokelma.pdf,other,lokelma,lokelma is indicated for the treatment of hyperkalaemia in adult patients.,no,lokelma is indicated for the treatment of hyperkalaemia in adult patients.,<hyperkalemia>,astrazeneca ag,astrazeneca,67851,natrii zirconii cyclosilicas,yes,no,powder,,chmp
oral,22.04.2021,2021,withdrawn,Swissmedic,approved,16.12.2021,2021,neoplasms; diseases of the respiratory system,<non-small cell lung carcinoma>,swisspar_lumykras_final_mit_fi.pdf,small molecule,lumykras,lumykras is indicated as monotherapy for the treatment of adult patients with kras g12c-mutated locally advanced or metastatic non-squamous non-small cell lung cancer (nsclc) who have experienced progression after prior treatment with platinum-based chemotherapy and/or anti-pd-1/pd-l1 immunotherapy.,no,lumykras is indicated as monotherapy for the treatment of adult patients with previously treated kras g12c-mutated locally advanced or metastatic non-small cell lung cancer (nsclc).,<non-small cell lung cancer>,amgen switzerland ag,amgen,67693,sotorasib,no,yes,tablet,,na
intravenous,10.05.2022,2022,authorised (under additional monitoring),Swissmedic,conditional marketing authorisation,09.02.2023,2023,neoplasms; diseases of the blood and blood-forming organs,<follicular lymphoma>,swisspar_lunsumio.pdf,biologics,lunsumio,"lunsumio is indicated as a monotherapy for the treatment of adult patients with relapsed or refractory follicular lymphoma (fl) who have received at least two prior systemic lines of therapy, including a monoclonal anti-cd20 antibody and an alkylating agent.",no,mosunetuzumab as monotherapy is indicated for the treatment of adult patients with relapsed or refractory follicular lymphoma (fl) who have received at least two prior systemic therapies.,<follicular lymphoma>,roche pharma (schweiz) ag,roche,68314,mosunetuzumab,yes,yes,concentrate,,ema
oral,04.10.2021,2021,authorised,Swissmedic,approved,24.04.2023,2023,"diseases of the genitourinary system; endocrine, nutritional, and metabolic diseases",<lupus nephritis>,swisspar_lupkynis_final.pdf,small molecule,lupkynis,"lupkynis is indicated in combination with a background immunosuppressive therapy for the treatment of adult patients with active class iii, iv, or v (including mixed classes iii/v and iv/v) lupus nephritis.",no,lupkynis is indicated in combination with background immunosuppressive therapies for the treatment of adult patients with lupus nephritis.,<lupus nephritis>,otsuka pharmaceutical,otsuka,68697,voclosporin,yes,yes,capsule,,fda
oral,11.03.2021,2021,authorised (under additional monitoring),Swissmedic,approved,24.05.2022,2022,diseases of the respiratory system,<chronic cough>,swisspar_lyfnua.pdf,small molecule,lyfnua,treatment of refractory chronic cough or unexplained chronic cough in adults,no,treatment of refractory chronic cough (rcc) and unexplained chronic cough (ucc) in adult patients,<chronic cough>,msd merck sharp & dohme ag,merck sharp & dohme,68065,gefapixant,no,no,tablet,,na
oral,25.04.2024,2024,authorised (under additional monitoring),Swissmedic,conditional marketing authorisation,08.10.2024,2024,neoplasms; diseases of the digestive system,<cholangiocarcinoma>,swisspar_lytgobi.pdf,small molecule,lytgobi,lytgobi monotherapy is indicated for the treatment of adult patients with locally advanced or metastatic cholangiocarcinoma with a fibroblast growth factor receptor 2 (fgfr2) fusion or rearrangement that have progressed after at least one prior line of systemic therapy.,no,lytgobi monotherapy is indicated for the treatment of adult patients with locally advanced or metastatic cholangiocarcinoma with a fibroblast growth factor receptor 2 (fgfr2) fusion or rearrangement that have progressed after at least one prior line of systemic therapy.,<cholangiocarcinoma>,taiho oncology europe gmbh,taiho,69714,futibatinib,yes,yes,tablet,emea/h/c/005627/0000,european medicines agency (ema)
intramuscular,01.10.2020,2020,authorised,Swissmedic,approved,05.10.2022,2022,infectious and parasitic diseases,<invasive meningococcal disease>,swisspar_menquadfi.pdf,vaccine,menquadfi,"active immunisation of individuals from the age of 12 months and older against invasive meningococcal disease caused by neisseria meningitidis serogroups a, c, w and y.",no,"active immunisation of individuals from the age of 12 months and older, against invasive meningococcal disease caused by neisseria meningitidis serogroups a, c, w and y.",<invasive meningococcal disease>,sanofi-aventis (suisse) sa,sanofi-aventis,68221,"polysaccharida neisseriae meningitidis (a, c, w-135, y) conjugatum cum toxoidum tetani",yes,no,solution,,ema
intravenous,01.12.2020,2020,authorised (under additional monitoring),Swissmedic,conditional marketing authorisation,22.03.2022,2022,neoplasms; diseases of the blood and blood-forming organs,<diffuse large b-cell lymphoma>,swisspar_minjuvi_na_nas_mit_fi.pdf,biologics,minjuvi,"minjuvi is indicated in combination with lenalidomide followed by minjuvi monotherapy for the treatment of adult patients with relapsed or refractory diffuse large b-cell lymphoma (dlbcl) after at least one prior line of systemic therapy including an anti-cd20 antibody, who are not eligible for autologous stem cell transplant (asct).",no,"minjuvi is indicated in combination with lenalidomide, followed by minjuvi monotherapy, for the treatment of adult patients with relapsed or refractory diffuse large b-cell lymphoma (dlbcl), who are not eligible for, or who refuse, an autologous stem cell transplant (asct).",<diffuse large b-cell lymphoma>,incyte biosciences international,incyte,68083,tafasitamab,yes,yes,powder,,fda and ema/chmp
subcutaneous,30.11.2021,2021,authorised,Swissmedic,approved,02.11.2022,2022,"endocrine, nutritional, and metabolic diseases",<type 2 diabetes mellitus>,swisspar_mounjaro_final.pdf,peptides and proteins,mounjaro,mounjaro is indicated for the treatment of adults with insufficiently controlled type 2 diabetes mellitus as an adjunct to diet and exercise - as monotherapy when metformin is contraindicated or not tolerated; - in combination with other drugs that lower blood glucose.,no,mounjaro is used to treat adults with type 2 diabetes mellitus in addition to diet and exercise.,<type 2 diabetes mellitus>,eli lilly (suisse) sa,eli lilly,68726,tirzepatide,no,no,solution,,na
subcutaneous,07.07.2023,2023,authorised (under additional monitoring),Swissmedic,approved,09.07.2024,2024,"endocrine, nutritional, and metabolic diseases","<obesity>; <overweight>; <hypertension>; <dyslipidemias>; <sleep apnea, obstructive>; <cardiovascular diseases>; <prediabetic state>; <diabetes mellitus, type 2>",swisspar_mounjaro_ie.pdf,peptides and proteins,mounjaro,"mounjaro is indicated as an adjunct to a reduced-calorie diet and increased physical activity for chronic weight management, including weight loss and weight maintenance, in adults with an initial body mass index (bmi) of ≥30 kg/m2 (obesity) or ≥27 kg/m2 to < 30kg/m2 (overweight) in the presence of at least 1 weight-related comorbid condition (e.g. hypertension, dyslipidaemia, obstructive sleep apnoea, cardiovascular disease, prediabetes, or type 2 diabetes mellitus).",yes,"mounjaro is indicated as an adjunct to a reduced-calorie diet and increased physical activity for chronic weight management, including weight loss and weight maintenance, in adults with an initial body mass index (bmi) of: ≥30 kg/m2 (obesity), or ≥27 kg/m2 to <30 kg/m2 (overweight) and in the presence of at least 1 weight-related comorbidity condition (e.g. hypertension, dyslipidaemia, obstructive sleep apnoea, cardiovascular disease, prediabetes, or type 2 diabetes mellitus.)","<obesity>; <overweight>; <hypertension>; <dyslipidemias>; <sleep apnea, obstructive>; <cardiovascular diseases>; <prediabetic state>; <diabetes mellitus, type 2>",eli lilly (suisse) sa,eli lilly,68726,tirzepatide,no,no,solution,,na
topical,23.12.2020,2020,authorised,Swissmedic,approved,21.04.2022,2022,"injury, poisoning and certain other consequences of external causes",<thermal burns>,swisspar_nexobrid.pdf,other,nexobrid,removal of eschar in adults with deep partial and full-thickness thermal burns,no,treatment of eschar in adults with deep partial and full-thickness thermal burns,<eschar>,triskel integrated services sa,triskel,68012,concentrate of proteolytic enzymes enriched in bromelain,yes,yes,powder; gel,,ema chmp
intravenous,21.10.2020,2020,authorised (under additional monitoring),Swissmedic,approved,17.11.2021,2021,"endocrine, nutritional, and metabolic diseases; diseases of the musculoskeletal system and connective tissue",<pompe disease>,swisspar_nexviadyme.pdf,biologics,nexviadyme,long-term enzyme replacement therapy for the treatment of patients with late-onset pompe's disease (lopd) (acid α-glucosidase deficiency),no,long-term enzyme replacement therapy for the treatment of patients with late-onset pompe’s disease (lopd) (acid α-glucosidase deficiency),<pompe disease>,sanofi-aventis (suisse) sa,sanofi-aventis,67871,avalglucosidase alfa,no,yes,powder,,na
subcutaneous,02.03.2021,2021,authorised,Swissmedic,approved,09.09.2022,2022,"endocrine, nutritional, and metabolic diseases",<growth disorders>,swisspar_ngenla.pdf,biologics,ngenla,growth disorders in children and adolescents aged 3 years and above in cases of proven growth hormone deficiency,no,long-term treatment of paediatric patients with growth disturbance due to insufficient secretion of growth hormone,<growth disorders>,pfizer ag,pfizer,68265,somatrogon,no,yes,solution,,na
intravenous,19.08.2019,2019,authorised,Swissmedic,approved,22.03.2021,2021,diseases of the circulatory system; pregnancy and childbirth,<hypertension>; <malignant hypertension>; <hypertensive encephalopathy>; <aortic dissection>; <pre-eclampsia>,swisspar_nicardipin_labatec_final.pdf,small molecule,nicardipin labatec,"treatment of acute life-threatening hypertension, particularly in the event of malignant arterial hypertension/hypertensive encephalopathy, aortic dissection, severe pre-eclampsia, and post-operative hypertension.",no,"treatment of acute life-threatening hypertension, particularly in the event of malignant arterial hypertension/hypertensive encephalopathy, aortic dissection, severe pre-eclampsia, and post-operative hypertension.",<hypertension>; <hypertensive encephalopathy>; <aortic dissection>; <pre-eclampsia>,labatec pharma sa,labatec,67680,nicardipine hydrochloride,yes,no,solution,,france
oral,27.05.2019,2019,authorised,Swissmedic,approved,14.12.2020,2020,"endocrine, nutritional, and metabolic diseases; diseases of the circulatory system",<atherosclerosis>; <hypercholesterolemia>,swisspar_nilemdo_final.pdf,small molecule,nilemdo,nilemdo is indicated as an adjunct to diet and in combination with the maximum tolerated dose of a statin with or without other lipid-lowering therapies for the treatment of adults with clinical manifestations of atherosclerotic cardiovascular disease or heterozygous familial hypercholesterolaemia who need additional ldl-c lowering.,no,"nilemdo is indicated in adults with primary hypercholesterolaemia (heterozygous familial and non-familial) as an adjunct to diet: in combination with a statin or statin with other lipid-lowering therapies in patients unable to reach ldl-c goals with the maximum tolerated dose of a statin or, alone or in combination with other lipid-lowering therapies in patients who are statin-intolerant, or for whom a statin is contraindicated.",<hypercholesterolemia>,pharmacontext gmbh,pharmacontext,67583,acidum bempedoicum,no,no,tablet,,na
oral,01.09.2020,2020,authorised,Swissmedic,approved,24.01.2022,2022,"endocrine, nutritional, and metabolic diseases",<hereditary tyrosinemia type 1>,swisspar_nityr_final.pdf,small molecule,nityr,"nityr is used in addition to appropriate dietary measures, including restriction of tyrosine and phenylalanine intake, in children, adolescents, and adults with hereditary tyrosinemia type 1 (ht-1).",no,treatment of adult and paediatric (in any age range) patients with confirmed diagnosis of hereditary tyrosinemia type 1 (ht-1) in combination with dietary restriction of tyrosine and phenylalanine.,<hereditary tyrosinemias>,curatis ag,curatis,67970,nitisinone,yes,yes,tablet,,ema
oral,21.03.2022,2022,authorised (under additional monitoring),Swissmedic,approved,17.01.2023,2023,neoplasms,<prostatic neoplasms>,swisspar_nubeqa.pdf,small molecule,nubeqa,"nubeqa, in combination with docetaxel and androgen deprivation therapy (adt), is indicated for the treatment of adult patients with metastatic hormone-sensitive prostate cancer (mhspc), for whom docetaxel therapy is indicated.",yes,treatment of patients with metastatic hormone-sensitive prostate cancer (mhspc) in combination with docetaxel.,<prostatic neoplasms>,bayer (schweiz) ag,bayer,67521,darolutamid,no,no,tablet,,na
oral,12.04.2019,2019,authorised,Swissmedic,approved,19.06.2020,2020,neoplasms,<prostatic neoplasms>,swisspar_nubeqa_final.pdf,small molecule,nubeqa,"nubeqa, in combination with androgen deprivation therapy (adt), is indicated for the treatment of adult patients with non-metastatic castration-resistant prostate cancer (nmcrpc) who are at high risk of developing metastatic disease (in particular psadt ≤10 months; see “clinical efficacy”).",no,"nubeqa, in combination with androgen deprivation therapy (adt), is indicated for the treatment of adult patients with non-metastatic, castration-resistant prostate cancer (nmcrpc) who are at high risk of developing metastases (in particular, psadt ≤10 months).",<prostatic neoplasms>,bayer (schweiz) ag,bayer,67521,darolutamidum,no,no,tablet,,na
