Administration_route,Application_date,Application_year,Current_status,Dataset,Decision,Decision_date,Decision_year,Disease_class(es),Disease_name(s),Document_name,Drug_class,Drug_name,Indication_approved,Indication_extended,Indication_requested,Indication_requested_extracted,Marketing_authorisation_holder,Marketing_authorisation_holder_extracted,Marketing_authorisation_number,Non_proprietary_name,Nonclinical_abridged,Orphan_drug_status,Pharmaceutical_form,Procedure_number,Referral_body,DRUG_CODE
subcutaneous,30.04.2020,2020.0,authorised (under additional monitoring),TGA,approved,2021-04-21,2021,diseases of the blood and blood-forming organs,<immunologic deficiency syndromes>; <hypogammaglobulinemia>,auspar-human-normal-immunoglobulin-210621.pdf,biologics,cutaquig,replacement therapy in adults and children in: primary immunodeficiency diseases (pid); symptomatic hypogammaglobulinaemia secondary to underlying disease or treatment,no,replacement therapy in adults and children in: primary immunodeficiency diseases (pid); symptomatic hypogammaglobulinaemia secondary to underlying disease or treatment,<immunologic deficiency syndromes>; <hypogammaglobulinemia>,octapharma australia pty ltd,octapharma,"333120, 333121, 333122, 333123, 333124, 333125",human normal immunoglobulin,no,no,solution,pm-2020-00473-1-2,na,
intramuscular,,,authorised,TGA,approved,2010-10-08,2010,infectious and parasitic diseases; neoplasms,<human papillomavirus infections>,auspar-gardasil.pdf,vaccine,gardasil,"males aged 9 through to 26 years for the prevention of external genital lesions and infection caused by human papilloma virus (hpv) types 6, 11, 16 and 18.",yes,"males aged 9 through to 26 years for the prevention of external genital lesions and infection caused by human papilloma virus (hpv) types 6, 11, 16 and 18.",<human papillomavirus infections>,merck sharp & dohme (australia) pty ltd,merck sharp & dohme,124408 and 124410,human papilloma virus (hpv) quadrivalent l1 vlp vaccine,yes,no,suspension,pm-2009-00914-2,,
intramuscular,,,authorised,TGA,approved,2015-06-22,2015,neoplasms; infectious and parasitic diseases,<cervical neoplasms>; <vulvar neoplasms>; <vaginal neoplasms>; <anal neoplasms>; <genital warts>; <papillomavirus infections>,auspar-human-papillomavirus-9-valent-vaccine-170103.pdf,vaccine,gardasil 9,"prevention of cervical, vulvar, vaginal and anal cancer, precancerous or dysplastic lesions, genital warts, and infection caused by human papillomavirus (hpv) types 6, 11, 16, 18, 31, 33, 45, 52 and 58.",no,"prevention of cervical, vulvar, vaginal and anal cancer, precancerous or dysplastic lesions, genital warts, and infection caused by human papillomavirus (hpv) types 6, 11, 16, 18, 31, 33, 45, 52 and 58.",<cervical neoplasms>; <vulvar neoplasms>; <vaginal neoplasms>; <anal neoplasms>; <condylomata acuminata>,merck sharp & dohme australia pty ltd,merck sharp & dohme,"224092, 224093",human papillomavirus 9-valent vaccine,no,no,suspension,pm-2014-01099-1-3,na,
intramuscular,03.03.2014,2014.0,authorised,EMA,approved,2015-03-26,2015,neoplasms; infectious and parasitic diseases,<cervical cancer>; <genital warts>,gardasil-9-epar-public-assessment-report_en.pdf,vaccine,gardasil 9,"active immunization from the age of 9 years against hpv diseases including cervical cancer, premalignant lesions, and genital warts caused by specific hpv types.",yes,"active immunization from the age of 9 years against hpv diseases including cervical cancer, premalignant lesions, and genital warts caused by specific hpv types.",<cervical cancer>; <genital warts>,sanofi pasteur msd snc,sanofi pasteur,ema/chmp/76591/2015,"human papillomavirus 9-valent vaccine (recombinant, adsorbed)",no,no,suspension,emea/h/c/003852/0000,na,
intramuscular,01.06.2021,2021.0,authorised,TGA,approved,2023-04-06,2023,neoplasms; infectious and parasitic diseases,<anal neoplasms>,auspar-gardasil-9-230831.pdf,vaccine,gardasil 9,"prevention of anal cancer, precancerous or dysplastic lesions, external genital lesions, and infection caused by human papillomavirus (hpv) types 6, 11, 16, 18, 31, 33, 45, 52 and 58 in males aged 9 to 45 years",yes,"prevention of oropharyngeal and other head and neck cancers caused by human papillomavirus (hpv) types 6, 11, 16, 18, 31, 33, 45, 52 and 58",<oropharyngeal neoplasms>; <head and neck neoplasms>,merck sharp & dohme (australia) pty ltd,merck sharp & dohme,"224092, 224093","human papillomavirus 9-valent vaccine, recombinant",yes,no,suspension,pm-2021-01645-1-2,,
,,,withdrawn,EMA,approved,2014-04-25,2014,neoplasms; infectious and parasitic diseases,<precancerous conditions>; <cervical neoplasms>; <anal neoplasms>; <condylomata acuminata>,silgard-epar-scientific-discussion_en.pdf,vaccine,silgard,"prevention of premalignant genital lesions, premalignant anal lesions, cervical cancers, anal cancers, and genital warts causally related to specific hpv types",yes,"prevention of premalignant genital lesions, premalignant anal lesions, cervical cancers, anal cancers, and genital warts causally related to specific hpv types",<precancerous conditions>; <cervical neoplasms>; <anal neoplasms>; <condylomata acuminata>,merck sharp & dohme limited,merck sharp & dohme,ema/243055/2014,"human papillomavirus vaccine [types 6, 11, 16, 18] (recombinant, adsorbed)",,no,,emea/h/c/000703,na,
intramuscular,,,authorised,TGA,approved,2011-03-23,2011,neoplasms; infectious and parasitic diseases,<papillomavirus infections>; <cervical intraepithelial neoplasia>; <uterine cervical neoplasms>,auspar-cervarix.pdf,vaccine,cervarix,"in females from 10 to 45 years of age for the prevention of persistent infection, premalignant cervical lesions and cervical cancer caused by human papillomavirus types 16 and 18",yes,"the prevention of persistent infection, premalignant cervical lesions and cervical cancer caused by oncogenic human papillomaviruses (hpv)",<papillomavirus infections>; <uterine cervical dysplasia>; <uterine cervical neoplasms>,glaxosmithkline pty ltd,glaxosmithkline,126114 and 126115,human papillomavirus vaccine types 16 and 18,yes,no,solution,pm-2009-02655-3-2,,
intramuscular,,,authorised,TGA,approved,2015-09-21,2015,neoplasms; infectious and parasitic diseases,<papillomavirus infections>; <cervical intraepithelial neoplasia>; <uterine cervical neoplasms>,auspar-human-papillomavirus-vaccine-160104.pdf,vaccine,cervarix,"prevention of persistent infection, premalignant cervical lesions and cervical cancer caused by human papillomavirus types 16 and 18 in females from 10 to 45 years of age.",no,"prevention of persistent infection, premalignant cervical lesions and cervical cancer caused by human papillomavirus types 16 and 18 in females from 10 to 45 years of age.",<papillomavirus infections>; <cervical intraepithelial neoplasia>; <uterine cervical neoplasms>,glaxosmithkline australia pty ltd,glaxosmithkline,126114; 126115,"human papillomavirus vaccine types 16 and 18 (recombinant, as04 adjuvanted)",yes,no,suspension,pm-2014-01893-1-2,,
intravenous,,,authorised,TGA,approved,2010-01-15,2010,diseases of the blood and blood-forming organs,<coagulation protein disorders>,auspar-beriplex.pdf,biologics,beriplex p/n,"treatment and perioperative prophylaxis of bleedings in acquired deficiency of the prothrombin complex coagulation factors, such as deficiency caused by treatment with vitamin k antagonists, or in case of overdose of vitamin k antagonists, when rapid correction of the deficiency is required.",no,"treatment and perioperative prophylaxis of bleedings in acquired deficiency of the prothrombin complex coagulation factors, such as deficiency caused by treatment with vitamin k antagonists, or in case of overdose of vitamin k antagonists, when rapid correction of the deficiency is required.",<coagulation protein disorders>,csl ltd bioplasma division,csl,,human prothrombin complex,yes,no,solution,pm-2008-2935-4,,
oral,06.05.2010,2010.0,authorised,EMA,approved,2011-07-21,2011,"endocrine, nutritional, and metabolic diseases",<adrenal insufficiency>,plenadren-epar-public-assessment-report_en.pdf,small molecule,plenadren,treatment of adrenal insufficiency in adults.,no,treatment of adrenal insufficiency in adults.,<adrenal insufficiency>,duocort pharma ab,duocort,ema/chmp/424438/2011,hydrocortisone,yes,yes,tablet,emea/h/c/2185,,
intravenous,,,authorised,EMA,approved,,2007,"injury, poisoning and certain other consequences of external causes",<poisoning>,cyanokit-epar-scientific-discussion_en.pdf,biologics,cyanokit,treatment of known or suspected cyanide poisoning,no,treatment of known or suspected cyanide poisoning,<poisoning>,,not reported,ema/000142/2007,hydroxocobalamin,no,no,lyophilisate,emea/h/c/000142,na,
oral,09.02.2018,2018.0,authorised,EMA,approved,2019-04-26,2019,diseases of the blood and blood-forming organs,<sickle cell disease>,xromi-epar-public-assessment-report_en.pdf,small molecule,xromi,prevention of vaso-occlusive complications of sickle cell disease in patients over 2 years of age.,no,"prevention of complications of sickle cell disease including recurrent painful vaso-occlusive crises, dactylitis, acute chest syndrome, anaemia and stroke, in adults, adolescents and children older than 2 years regardless of the severity of disease.",<sickle cell disease>,nova laboratories ireland limited,nova,ema/chmp/170631/2019,hydroxycarbamide,yes,no,solution,emea/h/c/004837/0000,,
intravenous,27.08.2018,2018.0,withdrawn,EMA,approved,2019-07-25,2019,infectious and parasitic diseases,<hiv infections>,trogarzo-epar-public-assessment-report_en.pdf,biologics,trogarzo,treatment of adults infected with multidrug resistant hiv-1 infection for whom it is otherwise not possible to construct a suppressive antiviral regimen,no,"treatment of adults infected with hiv-1 resistant to at least 1 agent in 3 different classes, in combination with other antiretroviral medicinal products",<hiv infections>,theratechnologies international limited,theratechnologies,ema/469134/2019,ibalizumab,no,no,solution,emea/h/c/004961/0000,na,
oral,01.07.2009,2009.0,authorised,EMA,approved,2010-09-17,2010,neoplasms; diseases of the musculoskeletal system and connective tissue,<breast neoplasms>; <bone metastases>; <osteoporosis>,ibandronic-acid-teva-epar-public-assessment-report_en.pdf,small molecule,ibandronic acid teva,prevention of skeletal events in patients with breast cancer and bone metastases; treatment of osteoporosis in postmenopausal women at increased risk of fracture,no,prevention of skeletal events in patients with breast cancer and bone metastases; treatment of osteoporosis in postmenopausal women at increased risk of fracture,<breast neoplasms>; <bone neoplasms>; <osteoporosis>,teva pharma b.v.,teva,ema/598319/2010,ibandronic acid,yes,no,tablet,emea/h/c/001195,,
oral,29.10.2013,2013.0,authorised,EMA,approved,2014-07-24,2014,neoplasms; diseases of the blood and blood-forming organs,<mantle cell lymphoma>; <chronic lymphocytic leukemia>,imbruvica-epar-public-assessment-report_en.pdf,small molecule,imbruvica,"treatment of adult patients with relapsed or refractory mantle cell lymphoma (mcl) and chronic lymphocytic leukaemia (cll) who have received at least one prior therapy, or in first line in the presence of 17p deletion or tp53 mutation in patients unsuitable for chemo-immunotherapy",no,treatment of adult patients with relapsed or refractory mantle cell lymphoma (mcl) and chronic lymphocytic leukaemia (cll)/small lymphocytic lymphoma (sll),<mantle cell lymphoma>; <chronic lymphocytic leukemia>; <small lymphocytic lymphoma>,janssen-cilag international nv,janssen-cilag,ema/645137/2014,ibrutinib,no,yes,capsule,emea/h/c/003791/0000,na,
intravenous,09.11.2022,2022.0,authorised,EMA,approved,2023-12-14,2023,diseases of the circulatory system; congenital malformations and chromosomal abnormalities,<patent ductus arteriosus>,ibuprofen-genorph-epar-public-assessment-report_en.pdf,small molecule,ibuprofen gen.orph,treatment of a haemodynamically significant patent ductus arteriosus in preterm newborn infants less than 34 weeks of gestational age.,no,treatment of a haemodynamically significant patent ductus arteriosus in preterm newborn infants less than 34 weeks of gestational age.,<patent ductus arteriosus>,gen.orph,gen.orph,ema/586586/2023,ibuprofen,yes,no,solution,emea/h/c/006129/0000,,
intravenous,,,authorised,TGA,approved,2012-02-28,2012,diseases of the musculoskeletal system and connective tissue; infectious and parasitic diseases,<acute pain>; <postoperative pain>; <fever>,auspar-ibuprofen-130102.pdf,small molecule,caldolor,"management of acute mild to moderate post-operative pain and moderate to severe post-operative pain with adjunctive reduced morphine dosage, and reduction of fever in adults where an iv route of administration is considered clinically necessary.",yes,"management of mild to moderate pain, management of moderate to severe pain as an adjunct to opioid analgesics, and reduction of fever in adults.",<pain>,phebra pty ltd,phebra,175191 and 175190,ibuprofen,no,no,concentrate,pm-2010-02393-3-1,na,
subcutaneous,27.07.2007,2007.0,authorised,EMA,approved,2008-07-11,2008,diseases of the blood and blood-forming organs,"<angioedema, hereditary>",firazyr-epar-public-assessment-report_en.pdf,peptides and proteins,firazyr,treatment of acute attacks of hereditary angioedema (hae) in adults (with c1-esterase-inhibitor deficiency),no,treatment of hereditary angioedema,"<angioedema, hereditary>",jerini ag,jerini,ema/350457/2008,icatibant,no,yes,solution,emea/h/c/899,na,
subcutaneous,,,authorised,TGA,approved,2010-06-07,2010,diseases of the blood and blood-forming organs,"<angioedemas, hereditary>",auspar-firazyr.pdf,peptides and proteins,firazyr,symptomatic treatment of acute attacks of hereditary angioedema (hae) in adults (with c1-esterase-inhibitor deficiency),no,symptomatic treatment of acute attacks of hereditary angioedema (hae) in adults (with c1-esterase-inhibitor deficiency),"<angioedema, hereditary>",shire australia pty ltd,shire,160313,icatibant,no,yes,solution,sm-2009-00755-3-2,na,
oral,08.11.2019,2019.0,authorised,EMA,approved,2021-01-28,2021,diseases of the circulatory system,<diabetes mellitus>; <cardiovascular diseases>,vazkepa-epar-public-assessment-report_en.pdf,small molecule,vazkepa,"to reduce the risk of cardiovascular events in adult statin-treated patients at high cardiovascular risk with elevated triglycerides (≥150 mg/dl) and established cardiovascular disease, or diabetes, and at least one other cardiovascular risk factor",no,to reduce cardiovascular risk as an adjunct to statin therapy in adult patients with elevated triglyceride levels and other risk factors for cardiovascular disease,<hypertriglyceridemia>; <cardiovascular diseases>,amarin pharmaceuticals ireland limited,amarin,ema/145271/2021,icosapent ethyl,yes,no,capsule,emea/h/c/005398/0000,,
oral,28.04.2021,2021.0,authorised (under additional monitoring),Swissmedic,approved,2022-11-22,2022,diseases of the circulatory system,<diabetes mellitus>,swisspar_vazkepa_final.pdf,small molecule,vazkepa,"vazkepa is indicated to reduce the risk of cardiovascular events in adult statin-treated patients at high cardiovascular risk with elevated triglycerides (≥ 150 mg/dl [≥ 1.7 mmol/l]) and established cardiovascular disease, or diabetes, and at least one other cardiovascular risk factor.",no,vazkepa is used to reduce the risk of cardiovascular events in statin-treated adult patients at high cardiovascular risk with elevated triglyceride levels (≥ 150 mg/dl) as well as: established cardiovascular disease or diabetes and at least one other cardiovascular risk factor.,<diabetes mellitus>,amarin switzerland gmbh,amarin,68354,icosapent ethyl,yes,no,capsule,,ema chmp,
oral,15.02.2022,2022.0,authorised (under additional monitoring),TGA,approved,2022-11-02,2022,"diseases of the circulatory system; endocrine, nutritional, and metabolic diseases",<diabetes mellitus>; <cardiovascular diseases>,auspar-vazkepa-230912.pdf,small molecule,vazkepa,to reduce the risk of cardiovascular events in adult statin-treated patients at high cardiovascular risk with elevated triglycerides and established cardiovascular disease or diabetes with at least one other cardiovascular risk factor.,no,to reduce the risk of cardiovascular events in adult statin-treated patients at high cardiovascular risk with elevated triglycerides and established cardiovascular disease or diabetes with at least one other cardiovascular risk factor.,<cardiovascular diseases>; <diabetes mellitus>,aa-med pty ltd,aa-med,"380979, 380980",icosapent ethyl,no,no,capsule,pm-2021-05861-1-3,na,
intravenous,02.03.2015,2015.0,authorised,EMA,approved,2015-09-24,2015,diseases of the circulatory system,not reported,praxbind-epar-public-assessment-report_en.pdf,biologics,praxbind,praxbind is a specific reversal agent for dabigatran and is indicated in adult patients treated with pradaxa (dabigatran etexilate) when rapid reversal of its anticoagulant effects is required: for emergency surgery/urgent procedures; in life-threatening or uncontrolled bleeding.,no,praxbind is specific reversal agent for dabigatran and is indicated in patients treated with pradaxa when rapid reversal of the anticoagulant effects of dabigatran is required: for emergency surgery/urgent procedures; in life-threatening or uncontrolled bleeding.,not reported,boehringer ingelheim international gmbh,boehringer ingelheim,ema/713107/2015,idarucizumab,no,no,solution,emea/h/c/003986/0000,na,
intravenous,,,authorised,TGA,approved,2016-05-10,2016,diseases of the blood and blood-forming organs,not reported,auspar-idarucizumab-161025.pdf,biologics,praxbind,praxbind is a specific reversal agent for dabigatran and is indicated in patients treated with pradaxa (dabigatran etexilate) when rapid reversal of the anticoagulant effects of dabigatran is required: for emergency surgery/urgent procedures; in life-threatening or uncontrolled bleeding.,no,praxbind is a specific reversal agent for dabigatran and is indicated in patients treated with pradaxa (dabigatran etexilate) when rapid reversal of the anticoagulant effects of dabigatran is required: for emergency surgery/urgent procedures; in life-threatening or uncontrolled bleeding.,not reported,boehringer ingelheim pty ltd,boehringer ingelheim,237761,idarucizumab,no,no,solution,pm-2015-00707-1-3,na,
oral,04.05.2014,2014.0,authorised,EMA,approved,2015-06-25,2015,diseases of the eye and adnexa,<leber hereditary optic neuropathy>,raxone-epar-public-assessment-report_en.pdf,small molecule,raxone,treatment of patients 14 years of age and older with leber’s hereditary optic neuropathy (lhon),no,treatment of patients 14 years of age and older with leber’s hereditary optic neuropathy (lhon),<leber hereditary optic neuropathy>,santhera pharmaceuticals (deutschland) gmbh,santhera,ema/480039/2015,idebenone,no,yes,tablet,emea/h/c/003834/0000,na,
oral,18.10.2021,2021.0,authorised (under additional monitoring),Swissmedic,approved,2024-03-01,2024,"diseases of the eye and adnexa; endocrine, nutritional, and metabolic diseases",<leber hereditary optic neuropathy>,swisspar_raxone.pdf,small molecule,raxone,raxone is indicated for the treatment of visual impairment in adolescent patients from 12 years of age and adult patients with leber’s hereditary optic neuropathy (lhon).,no,raxone is indicated for the treatment of visual impairment in adolescent and adult patients with leber’s hereditary optic neuropathy (lhon).,<leber hereditary optic neuropathy>,chiesi sa,chiesi,68063,idebenone,yes,yes,tablet,emea/h/c/003834,ema,
intravenous,30.04.2020,2020.0,authorised,EMA,approved,2021-06-24,2021,neoplasms; diseases of the blood and blood-forming organs,<multiple myeloma>,abecma-epar-public-assessment-report_en.pdf,cell and gene therapy,abecma,"treatment of adult patients with multiple myeloma who have received at least three prior therapies, including an immunomodulatory agent, a proteasome inhibitor, and an anti-cd38 antibody",no,"treatment of adult patients with multiple myeloma who have received at least three prior therapies, including an immunomodulatory agent, a proteasome inhibitor, and an anti-cd38 antibody",<multiple myeloma>,celgene europe bv,celgene,ema/409800/2021,idecabtagene vicleucel,no,yes,dispersion,emea/h/c/004662/0000,na,
oral,28.10.2013,2013.0,authorised,EMA,approved,2014-07-24,2014,neoplasms; diseases of the blood and blood-forming organs,"<leukemia, lymphocytic, chronic, b-cell>; <lymphoma, follicular>",zydelig-epar-public-assessment-report_en.pdf,small molecule,zydelig,"zydelig is indicated in combination with rituximab for the treatment of adult patients with chronic lymphocytic leukaemia (cll): who have received at least one prior therapy, or as first line treatment in the presence of 17p deletion or tp53 mutation in patients unsuitable for chemo-immunotherapy. zydelig is indicated as monotherapy for the treatment of adult patients with follicular lymphoma (fl) that is refractory to two prior lines of treatment.",no,"idelalisib is indicated, alone or in combination, for the treatment of patients with relapsed chronic lymphocytic leukaemia (cll) and for the treatment of patients with refractory indolent non-hodgkin lymphoma(inhl).","<leukemia, lymphocytic, chronic, b-cell>; <lymphoma, non-hodgkin>",gilead sciences international ltd,gilead sciences,ema/324336/2014,idelalisib,no,no,tablet,emea/h/c/003843/0000,na,
oral,,,authorised,TGA,approved,2015-01-30,2015,neoplasms; diseases of the blood and blood-forming organs,<follicular lymphoma>; <chronic lymphocytic leukemia>; <small lymphocytic lymphoma>,auspar-idelalisib-150714.pdf,small molecule,zydelig,"zydelig is indicated as monotherapy for the treatment of patients with refractory follicular lymphoma, who have received at least 2 prior systemic therapies. zydelig, in combination with rituximab, is indicated for the treatment of patients with chronic lymphocytic leukaemia (cll)/small lymphocytic lymphoma (sll) for whom chemo-immunotherapy is not considered suitable.",no,treatment of patients with relapsed chronic lymphocytic leukaemia (cll) and refractory indolent non-hodgkin lymphoma (inhl).,"<leukemia, lymphocytic, chronic, b-cell>; <lymphoma, non-hodgkin>",gilead sciences pty ltd,gilead,218837 (100 mg); 218839 (150 mg),idelalisib,no,no,tablet,pm-2013-04151-1-4,na,
intravenous,,,authorised,EMA,approved,,2007,congenital malformations and chromosomal abnormalities; diseases of the nervous system; diseases of the respiratory system; diseases of the circulatory system,<hunter syndrome>,elaprase-epar-scientific-discussion_en.pdf,biologics,elaprase,"long-term treatment of patients with hunter syndrome (mucopolysaccharidosis ii, mps ii)",no,"long-term treatment of patients with hunter syndrome (mucopolysaccharidosis ii, mps ii)",<hunter syndrome>,shire,shire,ema/000372/2007,idursulfase,no,yes,solution,emea/h/c/000372,na,
oral,15.11.2011,2011.0,authorised,EMA,approved,2012-10-18,2012,neoplasms; diseases of the blood and blood-forming organs,"<leukemia, myelogenous, chronic, bcr-abl positive>",imatinib-teva-epar-public-assessment-report_en.pdf,small molecule,imatinib teva,treatment of philadelphia chromosome (bcr-abl) positive (ph+) chronic myeloid leukaemia (cml),no,treatment of philadelphia chromosome (bcr-abl) positive (ph+) chronic myeloid leukaemia (cml),"<leukemia, myelogenous, chronic, bcr-abl positive>",teva pharma b.v.,teva,ema/chmp/593709/2012,imatinib,yes,no,tablet; capsule,emea/h/c/002585,,
oral,22.08.2011,2011.0,authorised,TGA,approved,2012-10-30,2012,neoplasms,<gastrointestinal stromal tumors>,auspar-imatinib-130604.pdf,small molecule,glivec,adjuvant treatment of adult patients at high risk of recurrence following complete gross resection of kit (cd117) positive primary gist,yes,extension of duration of treatment for adjuvant treatment of adult patients following complete gross resection of kit (cd117) positive primary gastrointestinal stromal tumours (gist) from 12 months to a minimum of 36 months.,<gastrointestinal stromal tumors>,novartis pharmaceuticals australia pty ltd,novartis,78441; 78442; 94216; 94217,imatinib,yes,yes,capsule; tablet,pm-2011-02797-3-4,,
oral,,,authorised,EMA,approved,2001-11-07,2001,neoplasms; diseases of the blood and blood-forming organs,"<leukemia, myelogenous, chronic, bcr-abl positive>",glivec-epar-scientific-discussion_en.pdf,small molecule,glivec,"treatment of adult patients with philadelphia chromosome (bcr-abl) positive chronic myeloid leukaemia (cml) in chronic phase after failure of interferon-alpha therapy, or in accelerated phase or myeloid blast crisis.",yes,"treatment of adult patients with philadelphia chromosome (bcr-abl) positive chronic myeloid leukaemia (cml) in chronic phase after failure of interferon-alpha therapy, or in accelerated phase or myeloid blast crisis.","<leukemia, myelogenous, chronic, bcr-abl positive>",novartis europharm limited,novartis,ema/000284/2001,imatinib mesilate,no,no,capsule,emea/h/c/000284,na,
intravenous,08.09.2023,2023.0,authorised,EMA,approved,2024-12-12,2024,diseases of the blood and blood-forming organs,<anemia>; <myelodysplastic syndromes>,rytelo-epar-public-assessment-report_en.pdf,peptides and proteins,rytelo,treatment of transfusion-dependent anaemia in adults with low- to intermediate-1 risk myelodysplastic syndromes (mds) who have failed to respond or have lost response to or are ineligible for erythropoiesis-stimulating agents (esa),no,treatment of transfusion-dependent anaemia in adults with low- to intermediate-1 risk myelodysplastic syndromes (mds) who have failed to respond or have lost response to or are ineligible for erythropoiesis-stimulating agents (esa),<anemia>; <myelodysplastic syndromes>,geron netherlands b.v.,geron,ema/13310/2025,imetelstat,no,yes,lyophilisate,emea/h/c/006105/0000,na,
intravenous,09.11.2018,2018.0,authorised,EMA,approved,2019-12-12,2019,infectious and parasitic diseases,<gram-negative bacterial infections>,recarbrio-epar-public-assessment-report_en.pdf,small molecule,recarbrio,treatment of infections due to aerobic gram-negative microorganisms in adults with limited treatment options,no,treatment of infections due to aerobic gram-negative microorganisms in adults with limited treatment options,<gram-negative bacterial infections>,merck sharp & dohme b.v.,merck sharp & dohme,ema/7621/2020,imipenem / cilastatin / relebactam,no,no,powder,emea/h/c/004808/0000,na,
cutaneous,22.06.2011,2011.0,authorised,EMA,approved,2012-06-21,2012,diseases of the skin,<actinic keratosis>,zyclara-epar-public-assessment-report_en.pdf,small molecule,zyclara,"topical treatment of clinically typical, nonhyperkeratotic, nonhyperpertrophic, visible or palpable actinic keratoses (ak) of the full face or balding scalp in immunocompetent adults, when other topical treatment options are contraindicated or less appropriate",yes,"topical treatment of clinically typical, visible or palpable actinic keratoses (ak) of the full face or balding scalp in adults",<actinic keratosis>,meda ab,meda,ema/525140/2012,imiquimod,yes,no,cream,emea/h/c/002387,,
intravenous,05.02.2019,2019.0,authorised,EMA,approved,2020-07-13,2020,diseases of the genitourinary system,<not reported>,idefirix-epar-public-assessment-report_en.pdf,biologics,idefirix,desensitization treatment of highly sensitized adult kidney transplant patients with positive crossmatch against an available deceased donor,no,desensitization treatment of highly sensitized adult kidney transplant patients with positive crossmatch against an available deceased donor,<positive crossmatch>,hansa biopharma ab,hansa,ema/372587/2020,imlifidase,no,yes,powder,emea/h/c/004849/0000,na,
intravenous,06.07.2021,2021.0,authorised (under additional monitoring),Swissmedic,conditional marketing authorisation,2022-05-06,2022,diseases of the genitourinary system,<end stage renal disease>,swisspar_idefirix_final.pdf,biologics,idefirix,idefirix can be used before a kidney transplant for rapid and temporary inactivation of immunoglobulin g (igg) in adult patients with positive crossmatch against an available deceased donor.,no,idefirix is indicated for desensitisation treatment of highly sensitised adult kidney transplant patients with positive crossmatch against an available deceased donor.,<end stage kidney disease>,voisin consulting ch sàrl,voisin,68373,imlifidase,yes,yes,powder,,ema,
intravenous,01.08.2022,2022.0,authorised (under additional monitoring),TGA,approved,2023-07-07,2023,diseases of the genitourinary system,<end stage renal disease>,auspar-idefirix-240509.pdf,biologics,idefirix,desensitisation treatment of highly sensitised adult kidney transplant candidates prior to kidney transplantation from a donor against whom there is a positive cross-match.,no,desensitisation treatment of highly sensitised adult kidney patients with a positive cross match against an available donor prior to kidney transplantation.,<end stage kidney disease>,hansa biopharma,hansa,391413,imlifidase,no,yes,powder,pm-2022-02499-1-2,na,
intravenous,,,authorised,TGA,approved,2011-02-03,2011,diseases of the blood and blood-forming organs; infectious and parasitic diseases,"<immunologic deficiency syndromes>; <multiple myeloma>; <leukemia, lymphocytic, chronic, b-cell>; <acquired immunodeficiency syndrome>; <purpura, thrombocytopenic, idiopathic>; <guillain-barre syndrome>; <mucocutaneous lymph node syndrome>",auspar-intratect.pdf,biologics,intratect,"replacement therapy in primary immunodeficiency syndromes, myeloma or chronic lymphocytic leukemia with severe secondary hypogammaglobulinaemia and recurrent infections, and for children with congenital aids; immunomodulatory effect in idiopathic thrombocytopenic purpura, guillain-barré syndrome, kawasaki disease or allogenic bone marrow transplant.",no,"replacement therapy in primary immunodeficiency syndromes, myeloma or chronic lymphocytic leukemia with severe secondary hypogammaglobulinaemia and recurrent infections, and for children with congenital aids; immunomodulatory effect in idiopathic thrombocytopenic purpura, guillain-barré syndrome, kawasaki disease or allogenic bone marrow transplant.","<immunologic deficiency syndromes>; <multiple myeloma>; <leukemia, lymphocytic, chronic, b-cell>; <hypogammaglobulinemia>; <acquired immunodeficiency syndrome>; <purpura, thrombocytopenic, idiopathic>; <guillain-barre syndrome>; <mucocutaneous lymph node syndrome>",link medical products pty ltd,link,"164548, 164549, 164550 and 164551",immunoglobulin – normal (human),yes,no,solution,pm-2009-02495-3-2,,
intramuscular,31.03.2017,2017.0,authorised,TGA,approved,2017-12-20,2017,infectious and parasitic diseases,<influenza>,auspar-inactivated-high-dose-trivalent-influenza-vaccine-180709.pdf,vaccine,fluzone high-dose,active immunisation against influenza disease caused by influenza virus types a and b contained in the vaccine for use in persons 65 years of age and older.,no,active immunisation against influenza disease caused by influenza virus types a and b contained in the vaccine for use in persons 65 years of age and older.,<influenza>,sanofi-aventis australia,sanofi-aventis,285932,inactivated high-dose trivalent influenza vaccine,yes,no,solution,pm-2017-00690-1-2,,
intramuscular,,,authorised,TGA,approved,2015-03-03,2015,infectious and parasitic diseases,<influenza>,auspar-inactivated-influenza-virus-vaccine-150824.pdf,vaccine,optaflu,"prevention of influenza caused by influenza virus, types a and b in adults over 18 years of age.",no,"prevention of influenza caused by influenza virus, types a and b in adults over 18 years of age.",<influenza>,novartis vaccines & diagnostics pty ltd,novartis,220736; 220737,inactivated influenza virus vaccine,no,no,suspension,pm-2013-04969-1-2,na,
intramuscular;deep subcutaneous,29.03.2018,2018.0,authorised,TGA,approved,2019-05-15,2019,infectious and parasitic diseases,<influenza>,auspar-inactivated-quadrivalent-influenza-vaccine-split-virion-191219.pdf,vaccine,vaxigrip tetra,active immunisation of adults and children from 6 months of age and older for the prevention of influenza disease caused by the two influenza a virus subtypes and the two influenza b virus types contained in the vaccine.,no,active immunisation of adults and children from 6 months of age and older for the prevention of influenza disease.,<influenza>,sanofi-aventis australia pty ltd,sanofi-aventis,"299922, 315082",inactivated quadrivalent influenza vaccine (split virion) influenza virus haemagglutinin,no,no,suspension,pm-2018-00583-1-2,na,
